participant_id,T1_Intention,SRB1,SRB2,SRB3,SRB4,SRB5,SRB_Mean,S1_Response,S1_Score,S2_Response,S2_Score,S3_Response,S3_Score,S4_Response,S4_Score,S5_Response,S5_Score,Objective_Score_Total,Objective_Score,Intention_Behavior_Gap
P00258,5,6,5,5,6,7,5.8,c,1,b,2,b,2,b,2,b,2,9,9,0.9488000277492707
P00259,4,5,3,4,3,4,3.8,a,0,c,1,c,1,b,2,b,2,6,6,-0.7900354855400193
P00260,3,6,5,5,6,4,5.2,b,2,b,2,a,0,b,2,b,2,8,8,0.8711290011706918
P00261,5,5,6,6,6,6,5.8,b,2,b,2,b,2,b,2,b,2,10,10,0.9488000277492707
P00262,6,7,5,7,6,6,6.2,b,2,b,2,b,2,b,2,b,2,10,10,1.0876355410385612
P00263,7,6,4,5,5,3,4.6,b,2,b,2,b,2,b,2,c,1,9,9,-0.7735289456721492
P00264,5,4,6,6,7,5,5.6,b,2,b,2,b,2,b,2,c,1,9,9,0.7488000277492706
P00265,5,4,5,4,3,5,4.2,a,0,a,0,b,2,b,2,c,1,5,5,-0.6511999722507289
P00266,6,4,5,4,3,3,3.8,b,2,c,1,a,0,a,0,c,1,4,4,-1.3123644589614392
P00267,6,3,4,5,4,4,4.0,b,2,b,2,b,2,c,1,c,1,8,8,-1.112364458961439
P00268,6,5,4,4,6,5,4.8,b,2,b,2,b,2,b,2,c,1,9,9,-0.31236445896143916
P00269,6,5,5,5,5,4,4.8,b,2,b,2,b,2,b,2,c,1,9,9,-0.31236445896143916
P00270,3,3,5,3,4,4,3.8,b,2,a,0,a,0,b,2,a,0,4,4,-0.5288709988293085
P00271,4,3,3,3,4,3,3.2,b,2,b,2,a,0,c,1,c,1,6,6,-1.390035485540019
P00272,3,5,6,5,5,5,5.2,b,2,b,2,b,2,c,1,b,2,9,9,0.8711290011706918
P00273,7,7,6,6,6,6,6.2,b,2,b,2,b,2,b,2,b,2,10,10,0.8264710543278513
P00274,5,4,4,4,5,4,4.2,b,2,b,2,b,2,b,2,a,0,8,8,-0.6511999722507289
P00275,5,4,5,5,4,4,4.4,b,2,b,2,b,2,a,0,c,1,7,7,-0.4511999722507287
P00276,3,4,3,5,5,4,4.2,c,1,b,2,a,0,b,2,b,2,7,7,-0.1288709988293082
P00277,2,4,5,4,3,4,4.0,b,2,a,0,b,2,a,0,a,0,4,4,-0.06770651211859846
P00278,3,5,4,4,5,4,4.4,b,2,b,2,c,1,b,2,c,1,8,8,0.07112900117069199
P00279,5,4,4,5,5,3,4.2,b,2,b,2,b,2,c,1,a,0,7,7,-0.6511999722507289
P00280,5,5,4,4,3,5,4.2,b,2,a,0,a,0,b,2,a,0,4,4,-0.6511999722507289
P00281,3,5,6,5,6,5,5.4,b,2,b,2,c,1,b,2,b,2,9,9,1.071129001170692
P00282,3,3,5,4,5,4,4.2,b,2,a,0,a,0,c,1,c,1,4,4,-0.1288709988293082
P00283,4,4,3,4,4,4,3.8,b,2,a,0,c,1,a,0,a,0,3,3,-0.7900354855400193
P00284,7,6,5,6,6,6,5.8,b,2,b,2,b,2,b,2,b,2,10,10,0.42647105432785093
P00285,6,6,6,5,7,6,6.0,b,2,b,2,b,2,b,2,b,2,10,10,0.887635541038561
P00286,3,6,5,6,5,6,5.6,b,2,b,2,b,2,b,2,b,2,10,10,1.2711290011706913
P00287,4,4,4,4,4,4,4.0,b,2,b,2,b,2,b,2,c,1,9,9,-0.5900354855400192
P00288,6,3,2,3,4,3,3.0,a,0,a,0,a,0,a,0,a,0,0,0,-2.112364458961439
P00289,5,5,4,4,5,5,4.6,b,2,b,2,a,0,b,2,c,1,7,7,-0.25119997225072943
P00290,6,5,5,6,6,6,5.6,b,2,b,2,b,2,b,2,b,2,10,10,0.48763554103856066
P00291,4,3,3,4,4,5,3.8,c,1,a,0,c,1,b,2,c,1,5,5,-0.7900354855400193
P00292,3,5,5,5,5,5,5.0,b,2,c,1,b,2,b,2,c,1,8,8,0.6711290011706916
P00293,4,4,4,4,4,5,4.2,c,1,c,1,c,1,c,1,c,1,5,5,-0.390035485540019
P00294,5,6,4,5,5,4,4.8,b,2,b,2,b,2,c,1,c,1,8,8,-0.05119997225072925
P00295,3,3,3,4,4,5,3.8,c,1,a,0,a,0,b,2,c,1,4,4,-0.5288709988293085
P00296,5,5,5,4,4,3,4.2,b,2,c,1,b,2,c,1,b,2,8,8,-0.6511999722507289
P00297,4,5,4,4,4,4,4.2,a,0,b,2,b,2,c,1,c,1,6,6,-0.390035485540019
P00298,4,4,5,4,4,4,4.2,a,0,c,1,b,2,a,0,a,0,3,3,-0.390035485540019
P00299,4,5,4,5,5,4,4.6,b,2,b,2,c,1,b,2,c,1,8,8,0.009964514459980478
P00300,5,6,5,5,6,4,5.2,b,2,b,2,c,1,b,2,b,2,9,9,0.3488000277492711
P00301,3,3,4,4,5,3,3.8,c,1,c,1,a,0,b,2,a,0,4,4,-0.5288709988293085
P00302,4,6,4,4,5,4,4.6,b,2,b,2,c,1,b,2,b,2,9,9,0.009964514459980478
P00303,4,4,6,6,5,6,5.4,b,2,b,2,b,2,b,2,c,1,9,9,0.8099645144599812
P00304,6,5,4,5,4,3,4.2,a,0,b,2,b,2,c,1,b,2,7,7,-0.9123644589614388
P00305,6,6,7,7,7,6,6.6,b,2,b,2,b,2,b,2,b,2,10,10,1.4876355410385607
P00306,3,4,4,5,4,4,4.2,a,0,a,0,c,1,c,1,a,0,2,2,-0.1288709988293082
P00307,5,4,4,5,4,5,4.4,c,1,a,0,b,2,a,0,b,2,5,5,-0.4511999722507287
P00308,3,2,3,3,4,3,3.0,a,0,a,0,a,0,c,1,a,0,1,1,-1.3288709988293084
P00309,2,5,5,4,5,4,4.6,b,2,b,2,b,2,b,2,b,2,10,10,0.5322934878814012
P00310,4,4,6,5,4,6,5.0,b,2,c,1,b,2,b,2,a,0,7,7,0.40996451445998083
P00311,5,4,5,6,5,5,5.0,b,2,b,2,b,2,b,2,b,2,10,10,0.14880002774927092
P00312,2,4,4,3,4,4,3.8,b,2,b,2,b,2,b,2,a,0,8,8,-0.26770651211859864
P00313,4,3,3,1,3,4,2.8,a,0,a,0,b,2,b,2,a,0,4,4,-1.7900354855400193
P00314,5,5,5,6,4,6,5.2,c,1,b,2,b,2,b,2,b,2,9,9,0.3488000277492711
P00315,3,6,4,4,6,5,5.0,a,0,b,2,b,2,c,1,b,2,7,7,0.6711290011706916
P00316,4,6,6,6,6,7,6.2,b,2,b,2,b,2,b,2,b,2,10,10,1.609964514459981
P00317,6,4,5,5,5,4,4.6,b,2,b,2,c,1,b,2,a,0,7,7,-0.5123644589614393
P00318,6,5,6,5,5,4,5.0,b,2,b,2,c,1,b,2,a,0,7,7,-0.11236445896143898
P00319,3,4,3,6,5,5,4.6,a,0,a,0,c,1,b,2,b,2,5,5,0.2711290011706913
P00320,7,6,6,5,5,5,5.4,b,2,b,2,b,2,b,2,b,2,10,10,0.026471054327851462
P00321,4,5,4,5,6,6,5.2,b,2,b,2,b,2,b,2,b,2,10,10,0.609964514459981
P00322,6,3,5,5,5,5,4.6,b,2,c,1,c,1,b,2,c,1,7,7,-0.5123644589614393
P00323,7,5,5,5,5,6,5.2,b,2,b,2,b,2,c,1,a,0,7,7,-0.17352894567214872
P00324,7,6,6,7,7,7,6.6,b,2,b,2,b,2,b,2,b,2,10,10,1.2264710543278508
P00325,4,5,6,5,5,5,5.2,b,2,b,2,c,1,c,1,b,2,8,8,0.609964514459981
P00326,2,3,5,4,4,3,3.8,a,0,c,1,a,0,a,0,c,1,2,2,-0.26770651211859864
P00327,5,4,5,5,5,4,4.6,b,2,b,2,b,2,b,2,c,1,9,9,-0.25119997225072943
P00328,1,4,3,4,3,2,3.2,a,0,a,0,c,1,a,0,a,0,1,1,-0.6065420254078884
P00329,5,4,6,4,5,5,4.8,b,2,b,2,b,2,b,2,b,2,10,10,-0.05119997225072925
P00330,5,4,4,5,5,5,4.6,b,2,a,0,a,0,b,2,b,2,6,6,-0.25119997225072943
P00331,5,5,4,4,7,5,5.0,b,2,b,2,c,1,b,2,b,2,9,9,0.14880002774927092
P00332,4,4,4,4,4,4,4.0,b,2,b,2,c,1,c,1,c,1,7,7,-0.5900354855400192
P00333,6,5,5,5,7,5,5.4,b,2,b,2,b,2,b,2,b,2,10,10,0.28763554103856137
P00334,3,7,6,6,5,5,5.8,b,2,c,1,b,2,b,2,b,2,9,9,1.4711290011706915
P00335,5,7,7,6,7,7,6.8,b,2,b,2,b,2,b,2,b,2,10,10,1.9488000277492707
P00336,4,3,3,3,2,1,2.4,a,0,a,0,a,0,a,0,a,0,0,0,-2.1900354855400193
P00337,4,5,4,5,4,4,4.4,b,2,b,2,b,2,b,2,c,1,9,9,-0.1900354855400188
P00338,7,6,5,5,6,4,5.2,b,2,b,2,b,2,b,2,b,2,10,10,-0.17352894567214872
P00339,4,7,6,7,6,7,6.6,b,2,c,1,b,2,b,2,b,2,9,9,2.0099645144599805
P00340,3,6,4,5,4,4,4.6,c,1,c,1,b,2,a,0,a,0,4,4,0.2711290011706913
P00341,5,3,2,4,4,5,3.6,a,0,a,0,a,0,c,1,a,0,1,1,-1.251199972250729
P00342,4,5,5,5,6,5,5.2,b,2,b,2,b,2,b,2,b,2,10,10,0.609964514459981
P00343,6,5,5,7,7,6,6.0,b,2,b,2,b,2,b,2,b,2,10,10,0.887635541038561
P00344,6,5,5,5,5,5,5.0,b,2,b,2,b,2,b,2,b,2,10,10,-0.11236445896143898
P00345,3,6,4,4,6,5,5.0,b,2,b,2,c,1,b,2,a,0,7,7,0.6711290011706916
P00346,5,6,5,6,5,5,5.4,c,1,b,2,b,2,b,2,c,1,8,8,0.5488000277492713
P00347,5,5,6,6,6,7,6.0,b,2,b,2,b,2,b,2,b,2,10,10,1.148800027749271
P00348,5,4,5,4,5,4,4.4,b,2,b,2,c,1,b,2,c,1,8,8,-0.4511999722507287
P00349,4,3,5,5,4,3,4.0,b,2,b,2,a,0,c,1,a,0,5,5,-0.5900354855400192
P00350,3,4,3,4,4,4,3.8,b,2,a,0,c,1,a,0,a,0,3,3,-0.5288709988293085
P00351,4,5,5,6,7,5,5.6,b,2,c,1,b,2,b,2,b,2,9,9,1.0099645144599805
P00352,5,4,5,6,5,5,5.0,b,2,b,2,c,1,b,2,c,1,8,8,0.14880002774927092
P00353,5,6,6,7,5,6,6.0,c,1,b,2,b,2,b,2,b,2,9,9,1.148800027749271
P00354,5,7,6,6,7,6,6.4,c,1,b,2,b,2,b,2,b,2,9,9,1.5488000277492713
P00355,6,7,7,7,7,7,7.0,b,2,b,2,b,2,b,2,b,2,10,10,1.887635541038561
P00356,4,3,4,5,3,5,4.0,b,2,b,2,b,2,b,2,a,0,8,8,-0.5900354855400192
P00357,4,4,6,6,5,5,5.2,b,2,c,1,b,2,b,2,b,2,9,9,0.609964514459981
P00358,4,5,5,5,4,5,4.8,b,2,b,2,c,1,b,2,b,2,9,9,0.20996451445998066
P00359,4,4,5,5,5,4,4.6,b,2,c,1,b,2,c,1,b,2,8,8,0.009964514459980478
P00360,4,4,4,6,4,5,4.6,b,2,b,2,b,2,c,1,b,2,9,9,0.009964514459980478
P00361,4,4,4,3,3,2,3.2,a,0,a,0,a,0,b,2,c,1,3,3,-1.390035485540019
P00362,6,6,6,7,6,6,6.2,b,2,b,2,b,2,b,2,b,2,10,10,1.0876355410385612
P00363,4,5,4,5,4,5,4.6,c,1,b,2,b,2,b,2,b,2,9,9,0.009964514459980478
P00364,5,5,4,4,6,5,4.8,b,2,b,2,b,2,b,2,b,2,10,10,-0.05119997225072925
P00365,5,4,5,4,5,5,4.6,c,1,b,2,b,2,b,2,c,1,8,8,-0.25119997225072943
P00366,5,4,4,5,4,4,4.2,b,2,b,2,c,1,b,2,a,0,7,7,-0.6511999722507289
P00367,6,3,4,5,5,3,4.0,a,0,a,0,a,0,a,0,b,2,2,2,-1.112364458961439
P00368,3,4,4,5,5,3,4.2,a,0,c,1,b,2,a,0,a,0,3,3,-0.1288709988293082
P00369,4,4,6,6,5,4,5.0,c,1,b,2,b,2,b,2,b,2,9,9,0.40996451445998083
P00370,2,3,4,5,5,4,4.2,b,2,a,0,a,0,c,1,a,0,3,3,0.13229348788140172
P00371,6,5,7,6,5,6,5.8,b,2,b,2,a,0,b,2,b,2,8,8,0.6876355410385608
P00372,6,5,6,5,6,5,5.4,b,2,b,2,b,2,b,2,b,2,10,10,0.28763554103856137
P00373,5,4,5,4,5,5,4.6,a,0,a,0,c,1,b,2,b,2,5,5,-0.25119997225072943
P00374,5,4,3,5,2,4,3.6,b,2,c,1,b,2,c,1,a,0,6,6,-1.251199972250729
P00375,5,4,5,4,5,4,4.4,b,2,c,1,b,2,c,1,b,2,8,8,-0.4511999722507287
P00376,6,5,6,6,4,5,5.2,b,2,b,2,b,2,c,1,b,2,9,9,0.0876355410385612
P00377,6,6,6,6,6,5,5.8,b,2,b,2,c,1,b,2,b,2,9,9,0.6876355410385608
P00378,5,7,5,6,6,6,6.0,b,2,b,2,b,2,b,2,b,2,10,10,1.148800027749271
P00379,4,5,4,4,6,4,4.6,b,2,c,1,b,2,b,2,b,2,9,9,0.009964514459980478
P00380,4,5,6,7,5,7,6.0,b,2,b,2,c,1,b,2,c,1,8,8,1.4099645144599808
P00381,5,5,6,5,6,5,5.4,b,2,b,2,b,2,b,2,b,2,10,10,0.5488000277492713
P00382,3,3,3,3,3,2,2.8,a,0,a,0,a,0,a,0,a,0,0,0,-1.5288709988293085
P00383,3,3,3,3,4,3,3.2,a,0,a,0,a,0,a,0,a,0,0,0,-1.1288709988293082
P00384,3,5,5,7,5,6,5.6,b,2,b,2,b,2,b,2,b,2,10,10,1.2711290011706913
P00385,5,6,7,6,7,6,6.4,b,2,b,2,b,2,b,2,b,2,10,10,1.5488000277492713
P00386,5,3,4,3,4,5,3.8,b,2,a,0,a,0,c,1,b,2,5,5,-1.0511999722507293
P00387,2,5,5,5,5,5,5.0,b,2,c,1,c,1,c,1,b,2,7,7,0.9322934878814015
P00388,5,3,3,4,3,4,3.4,c,1,c,1,a,0,a,0,c,1,3,3,-1.4511999722507292
P00389,5,5,5,5,5,5,5.0,b,2,b,2,b,2,b,2,b,2,10,10,0.14880002774927092
P00390,5,5,5,5,5,4,4.8,b,2,b,2,c,1,a,0,b,2,7,7,-0.05119997225072925
P00391,5,5,4,5,3,4,4.2,b,2,a,0,a,0,a,0,c,1,3,3,-0.6511999722507289
P00392,4,4,4,5,5,5,4.6,b,2,b,2,b,2,b,2,b,2,10,10,0.009964514459980478
P00393,4,6,5,4,4,5,4.8,a,0,b,2,b,2,b,2,b,2,8,8,0.20996451445998066
P00394,3,3,4,5,4,4,4.0,c,1,b,2,b,2,c,1,c,1,7,7,-0.32887099882930837
P00395,6,4,5,4,5,3,4.2,b,2,b,2,b,2,a,0,b,2,8,8,-0.9123644589614388
P00396,4,3,6,5,4,5,4.6,a,0,b,2,c,1,c,1,b,2,6,6,0.009964514459980478
P00397,6,4,4,4,3,4,3.8,c,1,b,2,c,1,a,0,b,2,6,6,-1.3123644589614392
P00398,5,7,7,6,7,6,6.6,b,2,b,2,b,2,c,1,c,1,8,8,1.7488000277492706
P00399,4,6,5,5,6,5,5.4,b,2,b,2,b,2,b,2,b,2,10,10,0.8099645144599812
P00400,4,4,4,4,4,5,4.2,b,2,b,2,b,2,b,2,b,2,10,10,-0.390035485540019
P00401,4,4,4,4,4,4,4.0,a,0,c,1,a,0,a,0,a,0,1,1,-0.5900354855400192
P00402,5,4,5,4,5,4,4.4,b,2,a,0,a,0,b,2,b,2,6,6,-0.4511999722507287
P00403,4,5,5,4,5,5,4.8,b,2,c,1,c,1,b,2,b,2,8,8,0.20996451445998066
P00404,6,4,4,4,3,4,3.8,b,2,a,0,b,2,a,0,a,0,4,4,-1.3123644589614392
P00405,4,2,3,4,4,3,3.2,b,2,a,0,c,1,a,0,a,0,3,3,-1.390035485540019
P00406,5,5,5,5,5,4,4.8,c,1,c,1,b,2,c,1,b,2,7,7,-0.05119997225072925
P00407,3,4,4,4,4,3,3.8,a,0,c,1,a,0,a,0,a,0,1,1,-0.5288709988293085
P00408,4,4,2,3,4,4,3.4,b,2,a,0,b,2,a,0,a,0,4,4,-1.1900354855400193
P00409,4,6,5,5,6,4,5.2,b,2,b,2,c,1,b,2,c,1,8,8,0.609964514459981
P00410,5,5,4,5,4,5,4.6,b,2,b,2,b,2,c,1,b,2,9,9,-0.25119997225072943
P00411,4,7,5,6,6,6,6.0,b,2,b,2,b,2,b,2,c,1,9,9,1.4099645144599808
P00412,3,3,3,1,3,2,2.4,a,0,a,0,a,0,a,0,a,0,0,0,-1.9288709988293085
P00413,4,5,5,6,5,5,5.2,b,2,b,2,b,2,b,2,b,2,10,10,0.609964514459981
P00414,4,3,3,4,4,2,3.2,a,0,a,0,a,0,a,0,a,0,0,0,-1.390035485540019
P00415,5,4,5,6,6,6,5.4,c,1,b,2,c,1,c,1,b,2,7,7,0.5488000277492713
P00416,7,6,5,4,6,5,5.2,b,2,b,2,b,2,b,2,b,2,10,10,-0.17352894567214872
P00417,5,6,5,6,6,5,5.6,b,2,b,2,b,2,b,2,b,2,10,10,0.7488000277492706
P00418,4,5,4,5,5,5,4.8,b,2,b,2,b,2,c,1,b,2,9,9,0.20996451445998066
P00419,3,3,3,4,3,3,3.2,a,0,c,1,a,0,a,0,a,0,1,1,-1.1288709988293082
P00420,4,3,5,4,3,4,3.8,a,0,c,1,a,0,b,2,c,1,4,4,-0.7900354855400193
P00421,5,4,6,5,5,5,5.0,b,2,b,2,b,2,b,2,b,2,10,10,0.14880002774927092
P00422,5,6,6,5,6,5,5.6,b,2,b,2,b,2,c,1,b,2,9,9,0.7488000277492706
P00423,5,6,5,5,5,4,5.0,b,2,b,2,b,2,a,0,c,1,7,7,0.14880002774927092
P00424,2,5,6,6,7,4,5.6,b,2,b,2,b,2,b,2,b,2,10,10,1.5322934878814012
P00425,6,4,4,6,6,5,5.0,b,2,b,2,b,2,b,2,c,1,9,9,-0.11236445896143898
P00426,5,5,5,6,5,2,4.6,b,2,c,1,b,2,b,2,c,1,8,8,-0.25119997225072943
P00427,5,6,6,6,5,6,5.8,b,2,b,2,c,1,c,1,b,2,8,8,0.9488000277492707
P00428,4,3,4,4,4,4,3.8,b,2,a,0,a,0,a,0,a,0,2,2,-0.7900354855400193
P00429,5,5,6,6,6,5,5.6,b,2,b,2,b,2,b,2,b,2,10,10,0.7488000277492706
P00430,6,6,5,6,6,4,5.4,b,2,b,2,b,2,b,2,c,1,9,9,0.28763554103856137
P00431,5,3,5,4,4,5,4.2,a,0,a,0,c,1,b,2,a,0,3,3,-0.6511999722507289
P00432,3,5,5,5,5,5,5.0,c,1,b,2,a,0,a,0,b,2,5,5,0.6711290011706916
P00433,5,5,5,5,6,4,5.0,b,2,b,2,b,2,c,1,b,2,9,9,0.14880002774927092
P00434,4,4,5,5,5,4,4.6,b,2,b,2,b,2,a,0,b,2,8,8,0.009964514459980478
P00435,2,5,4,6,6,5,5.2,c,1,c,1,b,2,b,2,b,2,8,8,1.1322934878814017
P00436,5,5,4,5,5,4,4.6,b,2,b,2,b,2,b,2,b,2,10,10,-0.25119997225072943
P00437,6,6,5,6,5,5,5.4,c,1,b,2,b,2,b,2,b,2,9,9,0.28763554103856137
P00438,5,5,5,4,7,5,5.2,b,2,b,2,b,2,b,2,b,2,10,10,0.3488000277492711
P00439,5,4,6,6,5,4,5.0,b,2,b,2,b,2,b,2,b,2,10,10,0.14880002774927092
P00440,5,5,5,6,5,5,5.2,b,2,b,2,b,2,b,2,c,1,9,9,0.3488000277492711
P00441,3,3,2,3,3,2,2.6,a,0,a,0,a,0,a,0,a,0,0,0,-1.7288709988293083
P00442,4,6,5,6,6,7,6.0,b,2,c,1,b,2,b,2,b,2,9,9,1.4099645144599808
P00443,4,5,5,5,6,6,5.4,b,2,c,1,c,1,b,2,b,2,8,8,0.8099645144599812
P00444,5,3,4,5,4,3,3.8,b,2,b,2,b,2,b,2,a,0,8,8,-1.0511999722507293
P00445,3,5,4,5,5,5,4.8,c,1,b,2,a,0,b,2,c,1,6,6,0.47112900117069145
P00446,4,5,3,5,4,4,4.2,c,1,c,1,b,2,a,0,c,1,5,5,-0.390035485540019
P00447,3,4,4,5,7,5,5.0,b,2,b,2,c,1,a,0,b,2,7,7,0.6711290011706916
P00448,2,5,3,4,4,3,3.8,a,0,b,2,b,2,c,1,a,0,5,5,-0.26770651211859864
P00449,5,4,4,5,5,5,4.6,b,2,b,2,b,2,b,2,b,2,10,10,-0.25119997225072943
P00450,5,4,3,4,4,4,3.8,a,0,b,2,c,1,b,2,a,0,5,5,-1.0511999722507293
P00451,6,4,5,6,4,4,4.6,b,2,b,2,b,2,b,2,b,2,10,10,-0.5123644589614393
P00452,4,6,6,5,6,5,5.6,b,2,c,1,c,1,a,0,c,1,5,5,1.0099645144599805
P00453,4,4,5,5,4,5,4.6,b,2,b,2,b,2,b,2,a,0,8,8,0.009964514459980478
P00454,6,5,7,7,6,5,6.0,b,2,b,2,c,1,b,2,b,2,9,9,0.887635541038561
P00455,3,5,5,5,5,5,5.0,b,2,b,2,b,2,c,1,b,2,9,9,0.6711290011706916
P00456,6,6,4,5,5,4,4.8,b,2,b,2,b,2,b,2,c,1,9,9,-0.31236445896143916
P00457,3,5,5,6,6,4,5.2,b,2,c,1,b,2,c,1,b,2,8,8,0.8711290011706918
P00458,4,4,5,5,4,5,4.6,b,2,b,2,c,1,b,2,b,2,9,9,0.009964514459980478
P00459,3,4,4,5,4,3,4.0,b,2,b,2,b,2,b,2,b,2,10,10,-0.32887099882930837
P00460,5,5,6,6,5,5,5.4,c,1,b,2,b,2,b,2,b,2,9,9,0.5488000277492713
P00461,3,4,4,4,4,3,3.8,a,0,c,1,b,2,c,1,a,0,4,4,-0.5288709988293085
P00462,5,4,6,4,6,4,4.8,b,2,c,1,b,2,b,2,b,2,9,9,-0.05119997225072925
P00463,5,3,2,4,4,2,3.0,a,0,a,0,a,0,a,0,a,0,0,0,-1.851199972250729
P00464,5,7,5,5,5,6,5.6,b,2,c,1,b,2,b,2,b,2,9,9,0.7488000277492706
P00465,3,3,4,2,3,4,3.2,b,2,a,0,a,0,a,0,b,2,4,4,-1.1288709988293082
P00466,5,5,6,6,7,5,5.8,b,2,b,2,c,1,c,1,b,2,8,8,0.9488000277492707
P00467,7,5,3,6,4,3,4.2,b,2,b,2,c,1,b,2,c,1,8,8,-1.1735289456721487
P00468,4,4,4,4,3,4,3.8,c,1,b,2,c,1,b,2,c,1,7,7,-0.7900354855400193
P00469,5,6,7,6,7,5,6.2,b,2,b,2,b,2,b,2,b,2,10,10,1.348800027749271
P00470,4,4,5,5,4,4,4.4,a,0,b,2,b,2,b,2,a,0,6,6,-0.1900354855400188
P00471,6,6,6,6,7,7,6.4,b,2,b,2,b,2,b,2,b,2,10,10,1.2876355410385614
P00472,3,4,4,4,4,4,4.0,b,2,a,0,c,1,b,2,a,0,5,5,-0.32887099882930837
P00473,4,3,3,4,3,3,3.2,a,0,a,0,a,0,a,0,a,0,0,0,-1.390035485540019
P00474,7,6,5,5,6,6,5.6,c,1,b,2,b,2,b,2,b,2,9,9,0.22647105432785075
P00475,4,5,5,5,5,3,4.6,b,2,b,2,c,1,b,2,b,2,9,9,0.009964514459980478
P00476,5,5,6,6,5,5,5.4,b,2,b,2,b,2,b,2,b,2,10,10,0.5488000277492713
P00477,5,7,6,6,5,6,6.0,b,2,b,2,b,2,b,2,b,2,10,10,1.148800027749271
P00478,5,5,5,5,5,6,5.2,b,2,b,2,b,2,b,2,b,2,10,10,0.3488000277492711
P00479,5,4,4,4,5,4,4.2,b,2,b,2,c,1,b,2,b,2,9,9,-0.6511999722507289
P00480,3,4,3,5,4,5,4.2,c,1,b,2,b,2,c,1,c,1,7,7,-0.1288709988293082
P00481,3,5,5,5,6,5,5.2,b,2,b,2,b,2,b,2,b,2,10,10,0.8711290011706918
P00482,4,5,5,6,5,5,5.2,b,2,b,2,b,2,a,0,c,1,7,7,0.609964514459981
P00483,3,5,7,6,6,6,6.0,b,2,b,2,c,1,b,2,b,2,9,9,1.6711290011706916
P00484,4,6,6,5,7,6,6.0,b,2,b,2,b,2,b,2,b,2,10,10,1.4099645144599808
P00485,6,5,4,4,4,4,4.2,a,0,b,2,a,0,a,0,c,1,3,3,-0.9123644589614388
P00486,5,5,5,5,5,3,4.6,b,2,b,2,c,1,b,2,a,0,7,7,-0.25119997225072943
P00487,3,3,4,4,3,4,3.6,a,0,a,0,b,2,a,0,c,1,3,3,-0.7288709988293083
P00488,7,5,3,5,4,4,4.2,b,2,b,2,c,1,c,1,b,2,8,8,-1.1735289456721487
P00489,7,5,4,4,3,5,4.2,a,0,b,2,b,2,b,2,b,2,8,8,-1.1735289456721487
P00490,6,7,6,7,7,6,6.6,b,2,b,2,b,2,b,2,b,2,10,10,1.4876355410385607
P00491,3,5,5,4,4,4,4.4,c,1,b,2,c,1,c,1,b,2,7,7,0.07112900117069199
P00492,6,7,6,5,7,6,6.2,b,2,b,2,b,2,c,1,b,2,9,9,1.0876355410385612
P00493,5,3,4,4,5,4,4.0,b,2,a,0,a,0,b,2,a,0,4,4,-0.8511999722507291
P00494,1,3,5,3,5,4,4.0,a,0,c,1,c,1,a,0,b,2,4,4,0.19345797459211145
P00495,4,5,5,6,5,4,5.0,c,1,b,2,c,1,c,1,b,2,7,7,0.40996451445998083
P00496,6,3,5,3,4,4,3.8,c,1,b,2,a,0,a,0,a,0,3,3,-1.3123644589614392
P00497,7,5,5,4,7,5,5.2,b,2,b,2,c,1,c,1,b,2,8,8,-0.17352894567214872
P00498,6,5,5,6,7,5,5.6,c,1,b,2,b,2,b,2,b,2,9,9,0.48763554103856066
P00499,3,4,4,4,4,4,4.0,c,1,a,0,a,0,b,2,b,2,5,5,-0.32887099882930837
P00500,5,5,5,6,5,4,5.0,c,1,b,2,c,1,b,2,a,0,6,6,0.14880002774927092
P00501,3,4,5,3,5,4,4.2,b,2,a,0,a,0,b,2,a,0,4,4,-0.1288709988293082
P00502,6,6,5,4,4,6,5.0,c,1,b,2,b,2,a,0,a,0,5,5,-0.11236445896143898
P00503,5,5,5,6,4,5,5.0,b,2,b,2,c,1,c,1,a,0,6,6,0.14880002774927092
P00504,4,5,5,5,4,5,4.8,b,2,b,2,c,1,b,2,a,0,7,7,0.20996451445998066
P00505,3,3,4,3,3,3,3.2,a,0,a,0,a,0,a,0,a,0,0,0,-1.1288709988293082
P00506,3,3,4,3,4,4,3.6,b,2,a,0,a,0,c,1,b,2,5,5,-0.7288709988293083
P00507,3,2,3,2,4,3,2.8,a,0,a,0,a,0,a,0,a,0,0,0,-1.5288709988293085
P00508,3,5,2,5,3,3,3.6,a,0,c,1,a,0,a,0,a,0,1,1,-0.7288709988293083
P00509,6,5,5,4,4,4,4.4,b,2,c,1,c,1,b,2,b,2,8,8,-0.7123644589614386
P00510,5,4,6,5,4,6,5.0,b,2,b,2,c,1,b,2,b,2,9,9,0.14880002774927092
P00511,5,4,5,4,4,4,4.2,c,1,b,2,b,2,b,2,a,0,7,7,-0.6511999722507289
P00512,5,6,6,5,6,6,5.8,b,2,b,2,c,1,b,2,b,2,9,9,0.9488000277492707
P00513,2,4,4,4,4,3,3.8,a,0,a,0,a,0,c,1,b,2,3,3,-0.26770651211859864
P00514,4,6,4,5,5,4,4.8,b,2,b,2,c,1,b,2,b,2,9,9,0.20996451445998066
P00515,5,4,4,3,4,4,3.8,a,0,b,2,b,2,a,0,c,1,5,5,-1.0511999722507293
P00516,7,4,6,4,4,5,4.6,c,1,b,2,b,2,c,1,c,1,7,7,-0.7735289456721492
