period,disco,band,customer_class,energy_rate_ngn_per_kwh,fixed_charge_ngn_per_month,energy_rate_usd_per_kwh,provenance,sources
2023-01-01,AEDC,A,residential,130.5,818.05,0.1004,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,EEDC,B,residential,110.59,690.31,0.0851,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,EEDC,B,commercial,121.65,781.46,0.0936,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,EEDC,B,industrial,127.18,784.43,0.0978,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,EEDC,C,residential,88.47,486.46,0.0681,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,EEDC,C,commercial,97.32,474.74,0.0749,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,EEDC,C,industrial,101.75,559.48,0.0783,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,EEDC,D,residential,71.89,414.31,0.0553,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,EEDC,D,commercial,79.07,504.01,0.0608,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,EEDC,D,industrial,82.67,517.57,0.0636,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,EEDC,E,residential,55.3,312.83,0.0425,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,EEDC,E,commercial,60.83,329.64,0.0468,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,EEDC,E,industrial,63.59,317.53,0.0489,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,EEDC,Premium,residential,221.19,1100.46,0.1701,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,EEDC,Premium,commercial,243.3,1100.89,0.1872,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,EEDC,Premium,industrial,254.36,1483.94,0.1957,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,EKEDC,A,residential,114.09,611.22,0.0878,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,EKEDC,A,commercial,125.49,880.59,0.0965,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,EKEDC,A,industrial,131.2,844.28,0.1009,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,EKEDC,B,residential,91.27,557.3,0.0702,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,EKEDC,B,commercial,100.4,673.05,0.0772,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,EKEDC,B,industrial,104.96,660.23,0.0807,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,EKEDC,C,residential,73.02,450.24,0.0562,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,EKEDC,C,commercial,80.32,490.67,0.0618,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,EKEDC,C,industrial,83.97,531.07,0.0646,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,EKEDC,D,residential,59.32,366.48,0.0456,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,EKEDC,D,commercial,65.26,417.89,0.0502,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,EKEDC,D,industrial,68.22,472.99,0.0525,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,EKEDC,E,residential,45.63,308.71,0.0351,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,EKEDC,E,commercial,50.2,296.31,0.0386,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,EKEDC,E,industrial,52.48,344.13,0.0404,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,EKEDC,Premium,residential,182.54,1361.64,0.1404,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,EKEDC,Premium,commercial,200.79,1101.56,0.1545,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,EKEDC,Premium,industrial,209.92,1598.78,0.1615,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,IBEDC,A,residential,123.93,606.88,0.0953,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,IBEDC,A,commercial,136.32,708.56,0.1049,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,IBEDC,A,industrial,142.52,1013.53,0.1096,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,IBEDC,B,residential,99.14,657.31,0.0763,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,IBEDC,B,commercial,109.06,707.81,0.0839,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,IBEDC,B,industrial,114.01,771.42,0.0877,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,IBEDC,C,residential,79.31,548.24,0.061,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,IBEDC,C,commercial,87.25,578.23,0.0671,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,IBEDC,C,industrial,91.21,509.57,0.0702,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,IBEDC,D,residential,64.44,461.28,0.0496,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,IBEDC,D,commercial,70.89,363.61,0.0545,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,IBEDC,D,industrial,74.11,454.36,0.057,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,IBEDC,E,residential,49.57,346.81,0.0381,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,IBEDC,E,commercial,54.53,395.58,0.0419,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,IBEDC,E,industrial,57.01,319.89,0.0439,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,IBEDC,Premium,residential,198.28,1213.66,0.1525,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,IBEDC,Premium,commercial,218.11,1112.7,0.1678,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,IBEDC,Premium,industrial,228.03,1242.94,0.1754,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,IKEDC,A,residential,115.69,755.0,0.089,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,IKEDC,A,commercial,127.26,701.99,0.0979,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,IKEDC,A,industrial,133.04,751.33,0.1023,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,IKEDC,B,residential,92.55,495.65,0.0712,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,IKEDC,B,commercial,101.81,695.14,0.0783,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,IKEDC,B,industrial,106.43,683.65,0.0819,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,IKEDC,C,residential,74.04,409.39,0.057,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,IKEDC,C,commercial,81.44,527.07,0.0626,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,IKEDC,C,industrial,85.15,619.91,0.0655,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,IKEDC,D,residential,60.16,317.83,0.0463,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,IKEDC,D,commercial,66.17,461.92,0.0509,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,IKEDC,D,industrial,69.18,463.41,0.0532,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,IKEDC,E,residential,46.28,311.44,0.0356,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,IKEDC,E,commercial,50.9,273.62,0.0392,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,IKEDC,E,industrial,53.22,364.7,0.0409,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,IKEDC,Premium,residential,185.1,1122.0,0.1424,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,IKEDC,Premium,commercial,203.61,1075.97,0.1566,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,IKEDC,Premium,industrial,212.87,1194.05,0.1637,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,JED,A,residential,115.15,894.07,0.0886,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,JED,A,commercial,126.66,834.72,0.0974,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,JED,A,industrial,132.42,954.67,0.1019,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,JED,B,residential,92.12,495.24,0.0709,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,JED,B,commercial,101.33,694.64,0.0779,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,JED,B,industrial,105.93,569.88,0.0815,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,JED,C,residential,73.69,445.85,0.0567,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,JED,C,commercial,81.06,476.52,0.0624,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,JED,C,industrial,84.75,464.79,0.0652,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,JED,D,residential,59.88,344.08,0.0461,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,JED,D,commercial,65.86,485.55,0.0507,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,JED,D,industrial,68.86,490.03,0.053,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,JED,E,residential,46.06,281.29,0.0354,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,JED,E,commercial,50.66,387.68,0.039,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,JED,E,industrial,52.97,306.25,0.0407,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,JED,Premium,residential,184.23,1137.89,0.1417,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,JED,Premium,commercial,202.66,1278.26,0.1559,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,JED,Premium,industrial,211.87,1616.94,0.163,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,KAEDCO,A,residential,126.97,623.68,0.0977,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,KAEDCO,A,commercial,139.67,862.38,0.1074,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,KAEDCO,A,industrial,146.02,727.5,0.1123,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,KAEDCO,B,residential,101.58,674.84,0.0781,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,KAEDCO,B,commercial,111.73,554.74,0.0859,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,KAEDCO,B,industrial,116.81,763.92,0.0899,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,KAEDCO,C,residential,81.26,532.76,0.0625,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,KAEDCO,C,commercial,89.39,577.57,0.0688,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,KAEDCO,C,industrial,93.45,628.46,0.0719,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,KAEDCO,D,residential,66.02,450.15,0.0508,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,KAEDCO,D,commercial,72.63,480.06,0.0559,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,KAEDCO,D,industrial,75.93,397.19,0.0584,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,KAEDCO,E,residential,50.79,295.66,0.0391,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,KAEDCO,E,commercial,55.87,264.05,0.043,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,KAEDCO,E,industrial,58.41,413.79,0.0449,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,KAEDCO,Premium,residential,203.15,1272.71,0.1563,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,KAEDCO,Premium,commercial,223.47,1321.16,0.1719,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,KAEDCO,Premium,industrial,233.62,1528.84,0.1797,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,KEDCO,A,residential,125.02,801.57,0.0962,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,KEDCO,A,commercial,137.53,852.46,0.1058,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,KEDCO,A,industrial,143.78,891.26,0.1106,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,KEDCO,B,residential,100.02,554.9,0.0769,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,KEDCO,B,commercial,110.02,560.15,0.0846,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,KEDCO,B,industrial,115.02,792.3,0.0885,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,KEDCO,C,residential,80.02,540.5,0.0616,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,KEDCO,C,commercial,88.02,441.46,0.0677,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,KEDCO,C,industrial,92.02,494.19,0.0708,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,KEDCO,D,residential,65.01,375.17,0.05,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,KEDCO,D,commercial,71.51,394.87,0.055,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,KEDCO,D,industrial,74.76,360.24,0.0575,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,KEDCO,E,residential,50.01,289.0,0.0385,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,KEDCO,E,commercial,55.01,323.55,0.0423,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-02-01,KEDCO,E,industrial,57.51,324.8,0.0442,synthetic_fabricated_from_policy_context,NERC publications; media reports
