year,state,crop,residue_type,crop_production_tonnes,residue_production_tonnes,residue_ratio,energy_content_mj_per_kg,total_energy_potential_gj,current_utilization_rate,available_for_energy_tonnes,available_energy_potential_gj,biogas_potential_m3,sofc_feedstock_potential_tonnes,collection_cost_naira_per_tonne,transportation_cost_naira_per_tonne_km,storage_requirements,seasonal_availability,moisture_content_percent,ash_content_percent,carbon_content_percent,nitrogen_content_percent
2020,Imo,Maize,Maize Stalk,18422.41,12895.69,0.7,15.2,196014.45,0.1,11606.12,176413.0,2553346.06,7195.79,10000.0,28,"Open storage acceptable, chopping required",Year-round availability with two peaks,25,8,44,1.2
2020,Imo,Maize,Maize Husk,18422.41,2763.36,0.15,16.1,44490.12,0.05,2625.19,42265.61,420030.95,1785.13,7000.0,22,"Covered storage, moisture control",Year-round availability with two peaks,14,4,45,0.6
2020,Jigawa,Maize,Maize Cob,13968.5,2095.27,0.15,17.8,37295.89,0.2,1676.22,29836.72,301719.59,1173.35,6000.0,20,"Ventilated storage, pest control",Year-round availability with two peaks,18,2,46,0.4
2020,Jigawa,Maize,Maize Stalk,13968.5,9777.95,0.7,15.2,148624.84,0.1,8800.15,133762.35,1936034.06,5456.1,10000.0,28,"Open storage acceptable, chopping required",Year-round availability with two peaks,25,8,44,1.2
2020,Jigawa,Maize,Maize Husk,13968.5,2095.27,0.15,16.1,33733.93,0.05,1990.51,32047.23,318481.79,1353.55,7000.0,22,"Covered storage, moisture control",Year-round availability with two peaks,14,4,45,0.6
2020,Kaduna,Maize,Maize Cob,1402499.63,210374.94,0.15,17.8,3744674.02,0.2,168299.96,2995739.22,30293992.07,117809.97,6600.0,20,"Ventilated storage, pest control",Year-round availability with two peaks,18,2,46,0.4
2020,Kaduna,Maize,Maize Stalk,1402499.63,981749.74,0.7,15.2,14922596.09,0.1,883574.77,13430336.48,194386449.11,547816.36,11000.0,28,"Open storage acceptable, chopping required",Year-round availability with two peaks,25,8,44,1.2
2020,Kaduna,Maize,Maize Husk,1402499.63,210374.94,0.15,16.1,3387036.61,0.05,199856.2,3217684.78,31976991.63,135902.21,7700.0,22,"Covered storage, moisture control",Year-round availability with two peaks,14,4,45,0.6
2020,Kano,Maize,Maize Cob,835397.0,125309.55,0.15,17.8,2230509.99,0.26,92729.07,1650577.39,16691232.08,64910.35,6600.0,20,"Ventilated storage, pest control",Year-round availability with two peaks,18,2,46,0.4
2020,Kano,Maize,Maize Stalk,835397.0,584777.9,0.7,15.2,8888624.09,0.13,508756.77,7733102.96,111926490.17,315429.2,11000.0,28,"Open storage acceptable, chopping required",Year-round availability with two peaks,25,8,44,1.2
2020,Kano,Maize,Maize Husk,835397.0,125309.55,0.15,16.1,2017483.76,0.065,117164.43,1886347.31,18746308.7,79671.81,7700.0,22,"Covered storage, moisture control",Year-round availability with two peaks,14,4,45,0.6
2020,Katsina,Maize,Maize Cob,702714.52,105407.18,0.15,17.8,1876247.76,0.2,84325.74,1500998.21,15178633.55,59028.02,6000.0,20,"Ventilated storage, pest control",Year-round availability with two peaks,18,2,46,0.4
2020,Katsina,Maize,Maize Stalk,702714.52,491900.16,0.7,15.2,7476882.45,0.1,442710.15,6729194.2,97396231.91,274480.29,10000.0,28,"Open storage acceptable, chopping required",Year-round availability with two peaks,25,8,44,1.2
2020,Katsina,Maize,Maize Husk,702714.52,105407.18,0.15,16.1,1697055.56,0.05,100136.82,1612202.78,16021890.96,68093.04,7000.0,22,"Covered storage, moisture control",Year-round availability with two peaks,14,4,45,0.6
2020,Kebbi,Maize,Maize Cob,5678.41,851.76,0.15,17.8,15161.35,0.2,681.41,12129.08,122653.64,476.99,5400.0,20,"Ventilated storage, pest control",Year-round availability with two peaks,18,2,46,0.4
2020,Kebbi,Maize,Maize Stalk,5678.41,3974.89,0.7,15.2,60418.28,0.1,3577.4,54376.45,787027.53,2217.99,9000.0,28,"Open storage acceptable, chopping required",Year-round availability with two peaks,25,8,44,1.2
2020,Kebbi,Maize,Maize Husk,5678.41,851.76,0.15,16.1,13713.36,0.05,809.17,13027.69,129467.73,550.24,6300.0,22,"Covered storage, moisture control",Year-round availability with two peaks,14,4,45,0.6
2020,Kogi,Maize,Maize Cob,9879.95,1481.99,0.15,17.8,26379.48,0.2,1185.59,21103.58,213407.03,829.92,6000.0,20,"Ventilated storage, pest control",Year-round availability with two peaks,18,2,46,0.4
2020,Kogi,Maize,Maize Stalk,9879.95,6915.97,0.7,15.2,105122.72,0.1,6224.37,94610.45,1369361.76,3859.11,10000.0,28,"Open storage acceptable, chopping required",Year-round availability with two peaks,25,8,44,1.2
2020,Kogi,Maize,Maize Husk,9879.95,1481.99,0.15,16.1,23860.09,0.05,1407.89,22667.09,225262.97,957.37,7000.0,22,"Covered storage, moisture control",Year-round availability with two peaks,14,4,45,0.6
2020,Kwara,Maize,Maize Cob,10830.16,1624.52,0.15,17.8,28916.53,0.2,1299.62,23133.22,233931.44,909.73,6000.0,20,"Ventilated storage, pest control",Year-round availability with two peaks,18,2,46,0.4
2020,Kwara,Maize,Maize Stalk,10830.16,7581.11,0.7,15.2,115232.9,0.1,6823.0,103709.61,1501060.09,4230.26,10000.0,28,"Open storage acceptable, chopping required",Year-round availability with two peaks,25,8,44,1.2
2020,Kwara,Maize,Maize Husk,10830.16,1624.52,0.15,16.1,26154.83,0.05,1543.3,24847.09,246927.63,1049.44,7000.0,22,"Covered storage, moisture control",Year-round availability with two peaks,14,4,45,0.6
2020,Lagos,Maize,Maize Cob,9070.24,1360.54,0.15,17.8,24217.53,0.26,1006.8,17920.97,181223.3,704.76,8400.0,20,"Ventilated storage, pest control",Year-round availability with two peaks,18,2,46,0.4
2020,Lagos,Maize,Maize Stalk,9070.24,6349.16,0.7,15.2,96507.31,0.13,5523.77,83961.36,1215230.15,3424.74,14000.0,28,"Open storage acceptable, chopping required",Year-round availability with two peaks,25,8,44,1.2
2020,Lagos,Maize,Maize Husk,9070.24,1360.54,0.15,16.1,21904.62,0.065,1272.1,20480.82,203536.08,865.03,9800.0,22,"Covered storage, moisture control",Year-round availability with two peaks,14,4,45,0.6
2020,Nasarawa,Maize,Maize Cob,17431.06,2614.66,0.15,17.8,46540.94,0.2,2091.73,37232.75,376510.95,1464.21,6000.0,20,"Ventilated storage, pest control",Year-round availability with two peaks,18,2,46,0.4
2020,Nasarawa,Maize,Maize Stalk,17431.06,12201.74,0.7,15.2,185466.51,0.1,10981.57,166919.86,2415945.28,6808.57,10000.0,28,"Open storage acceptable, chopping required",Year-round availability with two peaks,25,8,44,1.2
2020,Nasarawa,Maize,Maize Husk,17431.06,2614.66,0.15,16.1,42096.02,0.05,2483.93,39991.22,397428.23,1689.07,7000.0,22,"Covered storage, moisture control",Year-round availability with two peaks,14,4,45,0.6
2020,Niger,Maize,Maize Cob,10351.3,1552.69,0.15,17.8,27637.97,0.2,1242.16,22110.38,223588.08,869.51,6000.0,20,"Ventilated storage, pest control",Year-round availability with two peaks,18,2,46,0.4
2020,Niger,Maize,Maize Stalk,10351.3,7245.91,0.7,15.2,110137.83,0.1,6521.32,99124.05,1434690.17,4043.22,10000.0,28,"Open storage acceptable, chopping required",Year-round availability with two peaks,25,8,44,1.2
2020,Niger,Maize,Maize Husk,10351.3,1552.69,0.15,16.1,24998.39,0.05,1475.06,23748.47,236009.64,1003.04,7000.0,22,"Covered storage, moisture control",Year-round availability with two peaks,14,4,45,0.6
2020,Ogun,Maize,Maize Cob,9214.02,1382.1,0.15,17.8,24601.43,0.26,1022.76,18205.06,184096.07,715.93,6000.0,20,"Ventilated storage, pest control",Year-round availability with two peaks,18,2,46,0.4
2020,Ogun,Maize,Maize Stalk,9214.02,6449.81,0.7,15.2,98037.15,0.13,5611.34,85292.32,1234494.08,3479.03,10000.0,28,"Open storage acceptable, chopping required",Year-round availability with two peaks,25,8,44,1.2
2020,Ogun,Maize,Maize Husk,9214.02,1382.1,0.15,16.1,22251.85,0.065,1292.27,20805.48,206762.56,878.74,7000.0,22,"Covered storage, moisture control",Year-round availability with two peaks,14,4,45,0.6
2020,Ondo,Maize,Maize Cob,13140.44,1971.07,0.15,17.8,35084.98,0.2,1576.85,28067.98,283833.53,1103.8,6000.0,20,"Ventilated storage, pest control",Year-round availability with two peaks,18,2,46,0.4
2020,Ondo,Maize,Maize Stalk,13140.44,9198.31,0.7,15.2,139814.29,0.1,8278.48,125832.87,1821265.16,5132.66,10000.0,28,"Open storage acceptable, chopping required",Year-round availability with two peaks,25,8,44,1.2
2020,Ondo,Maize,Maize Husk,13140.44,1971.07,0.15,16.1,31734.17,0.05,1872.51,30147.46,299602.06,1273.31,7000.0,22,"Covered storage, moisture control",Year-round availability with two peaks,14,4,45,0.6
2020,Osun,Maize,Maize Cob,7113.86,1067.08,0.15,17.8,18994.02,0.2,853.66,15195.21,153659.45,597.56,6000.0,20,"Ventilated storage, pest control",Year-round availability with two peaks,18,2,46,0.4
2020,Osun,Maize,Maize Stalk,7113.86,4979.7,0.7,15.2,75691.51,0.1,4481.73,68122.36,985981.46,2778.68,10000.0,28,"Open storage acceptable, chopping required",Year-round availability with two peaks,25,8,44,1.2
2020,Osun,Maize,Maize Husk,7113.86,1067.08,0.15,16.1,17179.98,0.05,1013.73,16320.98,162196.08,689.33,7000.0,22,"Covered storage, moisture control",Year-round availability with two peaks,14,4,45,0.6
2020,Oyo,Maize,Maize Cob,17032.95,2554.94,0.15,17.8,45477.99,0.2,2043.95,36382.39,367911.82,1430.77,6000.0,20,"Ventilated storage, pest control",Year-round availability with two peaks,18,2,46,0.4
2020,Oyo,Maize,Maize Stalk,17032.95,11923.07,0.7,15.2,181230.64,0.1,10730.76,163107.57,2360767.52,6653.07,10000.0,28,"Open storage acceptable, chopping required",Year-round availability with two peaks,25,8,44,1.2
2020,Oyo,Maize,Maize Husk,17032.95,2554.94,0.15,16.1,41134.59,0.05,2427.2,39077.86,388351.37,1650.49,7000.0,22,"Covered storage, moisture control",Year-round availability with two peaks,14,4,45,0.6
2020,Plateau,Maize,Maize Cob,497892.15,74683.82,0.15,17.8,1329372.05,0.2,59747.06,1063497.64,10754470.54,41822.94,6000.0,20,"Ventilated storage, pest control",Year-round availability with two peaks,18,2,46,0.4
2020,Plateau,Maize,Maize Stalk,497892.15,348524.51,0.7,15.2,5297572.52,0.1,313672.06,4767815.27,69007852.61,194476.68,10000.0,28,"Open storage acceptable, chopping required",Year-round availability with two peaks,25,8,44,1.2
2020,Plateau,Maize,Maize Husk,497892.15,74683.82,0.15,16.1,1202409.55,0.05,70949.63,1142289.08,11351941.12,48245.75,7000.0,22,"Covered storage, moisture control",Year-round availability with two peaks,14,4,45,0.6
2020,Rivers,Maize,Maize Cob,19803.3,2970.5,0.15,17.8,52874.82,0.26,2198.17,39127.37,395670.01,1538.72,7200.0,20,"Ventilated storage, pest control",Year-round availability with two peaks,18,2,46,0.4
2020,Rivers,Maize,Maize Stalk,19803.3,13862.31,0.7,15.2,210707.16,0.13,12060.21,183315.22,2653246.68,7477.33,12000.0,28,"Open storage acceptable, chopping required",Year-round availability with two peaks,25,8,44,1.2
2020,Rivers,Maize,Maize Husk,19803.3,2970.5,0.15,16.1,47824.98,0.065,2777.41,44716.36,444386.14,1888.64,8400.0,22,"Covered storage, moisture control",Year-round availability with two peaks,14,4,45,0.6
2020,Sokoto,Maize,Maize Cob,16583.67,2487.55,0.15,17.8,44278.4,0.2,1990.04,35422.72,358207.31,1393.03,5400.0,20,"Ventilated storage, pest control",Year-round availability with two peaks,18,2,46,0.4
2020,Sokoto,Maize,Maize Stalk,16583.67,11608.57,0.7,15.2,176450.27,0.1,10447.71,158805.24,2298496.88,6477.58,9000.0,28,"Open storage acceptable, chopping required",Year-round availability with two peaks,25,8,44,1.2
2020,Sokoto,Maize,Maize Husk,16583.67,2487.55,0.15,16.1,40049.57,0.05,2363.17,38047.09,378107.71,1606.96,6300.0,22,"Covered storage, moisture control",Year-round availability with two peaks,14,4,45,0.6
2020,Taraba,Maize,Maize Cob,439743.14,65961.47,0.15,17.8,1174114.17,0.2,52769.18,939291.34,9498451.74,36938.42,6000.0,20,"Ventilated storage, pest control",Year-round availability with two peaks,18,2,46,0.4
2020,Taraba,Maize,Maize Stalk,439743.14,307820.2,0.7,15.2,4678866.97,0.1,277038.18,4210980.27,60948398.69,171763.67,10000.0,28,"Open storage acceptable, chopping required",Year-round availability with two peaks,25,8,44,1.2
2020,Taraba,Maize,Maize Husk,439743.14,65961.47,0.15,16.1,1061979.67,0.05,62663.4,1008880.69,10026143.51,42611.11,7000.0,22,"Covered storage, moisture control",Year-round availability with two peaks,14,4,45,0.6
2020,Yobe,Maize,Maize Cob,5082.83,762.42,0.15,17.8,13571.16,0.2,609.94,10856.93,109789.17,426.96,4800.0,20,"Ventilated storage, pest control",Year-round availability with two peaks,18,2,46,0.4
2020,Yobe,Maize,Maize Stalk,5082.83,3557.98,0.7,15.2,54081.33,0.1,3202.18,48673.2,704480.48,1985.35,8000.0,28,"Open storage acceptable, chopping required",Year-round availability with two peaks,25,8,44,1.2
2020,Yobe,Maize,Maize Husk,5082.83,762.42,0.15,16.1,12275.04,0.05,724.3,11661.29,115888.56,492.53,5600.0,22,"Covered storage, moisture control",Year-round availability with two peaks,14,4,45,0.6
2020,Zamfara,Maize,Maize Cob,17231.92,2584.79,0.15,17.8,46009.23,0.2,2067.83,36807.38,372209.5,1447.48,4800.0,20,"Ventilated storage, pest control",Year-round availability with two peaks,18,2,46,0.4
2020,Zamfara,Maize,Maize Stalk,17231.92,12062.34,0.7,15.2,183347.64,0.1,10856.11,165012.88,2388344.31,6730.79,8000.0,28,"Open storage acceptable, chopping required",Year-round availability with two peaks,25,8,44,1.2
2020,Zamfara,Maize,Maize Husk,17231.92,2584.79,0.15,16.1,41615.09,0.05,2455.55,39534.34,392887.81,1669.77,5600.0,22,"Covered storage, moisture control",Year-round availability with two peaks,14,4,45,0.6
2020,Abia,Sugarcane,Bagasse,15602.86,12482.29,0.8,19.2,239659.93,0.6,4992.92,95863.97,848795.59,3594.9,3000.0,18,Immediate processing or covered storage,"Peak: November-April, Limited: May-October",50,3,47,0.3
2020,Abia,Sugarcane,Sugarcane Tops,15602.86,3120.57,0.2,13.5,42127.72,0.3,2184.4,29489.41,546100.11,1266.95,12000.0,32,"Quick processing required, high moisture","Peak: November-April, Limited: May-October",70,6,43,1.5
2020,Adamawa,Sugarcane,Bagasse,15935.11,12748.09,0.8,19.2,244763.25,0.6,5099.23,97905.3,866869.85,3671.45,3000.0,18,Immediate processing or covered storage,"Peak: November-April, Limited: May-October",50,3,47,0.3
2020,Adamawa,Sugarcane,Sugarcane Tops,15935.11,3187.02,0.2,13.5,43024.79,0.3,2230.92,30117.35,557728.76,1293.93,12000.0,32,"Quick processing required, high moisture","Peak: November-April, Limited: May-October",70,6,43,1.5
2020,Akwa Ibom,Sugarcane,Bagasse,16569.06,13255.24,0.8,19.2,254500.69,0.6,5302.1,101800.28,901356.6,3817.51,3000.0,18,Immediate processing or covered storage,"Peak: November-April, Limited: May-October",50,3,47,0.3
2020,Akwa Ibom,Sugarcane,Sugarcane Tops,16569.06,3313.81,0.2,13.5,44736.45,0.3,2319.67,31315.51,579916.93,1345.41,12000.0,32,"Quick processing required, high moisture","Peak: November-April, Limited: May-October",70,6,43,1.5
2020,Anambra,Sugarcane,Bagasse,6110.67,4888.54,0.8,19.2,93859.89,0.6,1955.41,37543.96,332420.44,1407.9,3000.0,18,Immediate processing or covered storage,"Peak: November-April, Limited: May-October",50,3,47,0.3
2020,Anambra,Sugarcane,Sugarcane Tops,6110.67,1222.13,0.2,13.5,16498.81,0.3,855.49,11549.17,213873.44,496.19,12000.0,32,"Quick processing required, high moisture","Peak: November-April, Limited: May-October",70,6,43,1.5
2020,Bauchi,Sugarcane,Bagasse,10376.99,8301.59,0.8,19.2,159390.5,0.6,3320.64,63756.2,564508.03,2390.86,3000.0,18,Immediate processing or covered storage,"Peak: November-April, Limited: May-October",50,3,47,0.3
2020,Bauchi,Sugarcane,Sugarcane Tops,10376.99,2075.4,0.2,13.5,28017.86,0.3,1452.78,19612.5,363194.51,842.61,12000.0,32,"Quick processing required, high moisture","Peak: November-April, Limited: May-October",70,6,43,1.5
2020,Bayelsa,Sugarcane,Bagasse,6738.04,5390.43,0.8,19.2,103496.23,0.6,2156.17,41398.49,366549.15,1552.44,3000.0,18,Immediate processing or covered storage,"Peak: November-April, Limited: May-October",50,3,47,0.3
2020,Bayelsa,Sugarcane,Sugarcane Tops,6738.04,1347.61,0.2,13.5,18192.7,0.3,943.33,12734.89,235831.26,547.13,12000.0,32,"Quick processing required, high moisture","Peak: November-April, Limited: May-October",70,6,43,1.5
2020,Benue,Sugarcane,Bagasse,17946.55,14357.24,0.8,19.2,275659.03,0.6,5742.9,110263.61,976292.4,4134.89,3000.0,18,Immediate processing or covered storage,"Peak: November-April, Limited: May-October",50,3,47,0.3
2020,Benue,Sugarcane,Sugarcane Tops,17946.55,3589.31,0.2,13.5,48455.69,0.3,2512.52,33918.98,628129.3,1457.26,12000.0,32,"Quick processing required, high moisture","Peak: November-April, Limited: May-October",70,6,43,1.5
2020,Borno,Sugarcane,Bagasse,14349.47,11479.58,0.8,19.2,220407.89,0.6,4591.83,88163.16,780611.27,3306.12,2100.0,18,Immediate processing or covered storage,"Peak: November-April, Limited: May-October",50,3,47,0.3
2020,Borno,Sugarcane,Sugarcane Tops,14349.47,2869.89,0.2,13.5,38743.57,0.3,2008.93,27120.5,502231.52,1165.18,8400.0,32,"Quick processing required, high moisture","Peak: November-April, Limited: May-October",70,6,43,1.5
2020,Cross River,Sugarcane,Bagasse,9963.47,7970.78,0.8,19.2,153038.9,0.6,3188.31,61215.56,542012.79,2295.58,3000.0,18,Immediate processing or covered storage,"Peak: November-April, Limited: May-October",50,3,47,0.3
2020,Cross River,Sugarcane,Sugarcane Tops,9963.47,1992.69,0.2,13.5,26901.37,0.3,1394.89,18830.96,348721.46,809.03,12000.0,32,"Quick processing required, high moisture","Peak: November-April, Limited: May-October",70,6,43,1.5
2020,Delta,Sugarcane,Bagasse,5953.38,4762.7,0.8,19.2,91443.84,0.6,1905.08,36577.54,323863.61,1371.66,3000.0,18,Immediate processing or covered storage,"Peak: November-April, Limited: May-October",50,3,47,0.3
2020,Delta,Sugarcane,Sugarcane Tops,5953.38,1190.68,0.2,13.5,16074.11,0.3,833.47,11251.88,208368.13,483.41,12000.0,32,"Quick processing required, high moisture","Peak: November-April, Limited: May-October",70,6,43,1.5
2020,Ebonyi,Sugarcane,Bagasse,9664.73,7731.79,0.8,19.2,148450.33,0.6,3092.72,59380.13,525761.57,2226.75,3000.0,18,Immediate processing or covered storage,"Peak: November-April, Limited: May-October",50,3,47,0.3
2020,Ebonyi,Sugarcane,Sugarcane Tops,9664.73,1932.95,0.2,13.5,26094.78,0.3,1353.06,18266.35,338265.72,784.78,12000.0,32,"Quick processing required, high moisture","Peak: November-April, Limited: May-October",70,6,43,1.5
2020,Edo,Sugarcane,Bagasse,9877.75,7902.2,0.8,19.2,151722.24,0.6,3160.88,60688.89,537349.59,2275.83,3000.0,18,Immediate processing or covered storage,"Peak: November-April, Limited: May-October",50,3,47,0.3
2020,Edo,Sugarcane,Sugarcane Tops,9877.75,1975.55,0.2,13.5,26669.92,0.3,1382.88,18668.95,345721.24,802.07,12000.0,32,"Quick processing required, high moisture","Peak: November-April, Limited: May-October",70,6,43,1.5
2020,Ekiti,Sugarcane,Bagasse,15944.09,12755.27,0.8,19.2,244901.26,0.6,5102.11,97960.51,867358.64,3673.52,3000.0,18,Immediate processing or covered storage,"Peak: November-April, Limited: May-October",50,3,47,0.3
2020,Ekiti,Sugarcane,Sugarcane Tops,15944.09,3188.82,0.2,13.5,43049.05,0.3,2232.17,30134.34,558043.24,1294.66,12000.0,32,"Quick processing required, high moisture","Peak: November-April, Limited: May-October",70,6,43,1.5
2020,Enugu,Sugarcane,Bagasse,14563.36,11650.69,0.8,19.2,223693.24,0.6,4660.28,89477.3,792246.9,3355.4,3000.0,18,Immediate processing or covered storage,"Peak: November-April, Limited: May-October",50,3,47,0.3
2020,Enugu,Sugarcane,Sugarcane Tops,14563.36,2912.67,0.2,13.5,39321.08,0.3,2038.87,27524.75,509717.67,1182.55,12000.0,32,"Quick processing required, high moisture","Peak: November-April, Limited: May-October",70,6,43,1.5
2020,FCT,Sugarcane,Bagasse,18308.19,14646.55,0.8,19.2,281213.82,0.78,3222.24,61867.04,547781.08,2320.01,3900.0,18,Immediate processing or covered storage,"Peak: November-April, Limited: May-October",50,3,47,0.3
2020,FCT,Sugarcane,Sugarcane Tops,18308.19,3661.64,0.2,13.5,49432.12,0.39,2233.6,30153.59,558399.83,1295.49,15600.0,32,"Quick processing required, high moisture","Peak: November-April, Limited: May-October",70,6,43,1.5
2020,Gombe,Sugarcane,Bagasse,12083.22,9666.58,0.8,19.2,185598.32,0.6,3866.63,74239.33,657327.38,2783.97,3000.0,18,Immediate processing or covered storage,"Peak: November-April, Limited: May-October",50,3,47,0.3
2020,Gombe,Sugarcane,Sugarcane Tops,12083.22,2416.64,0.2,13.5,32624.7,0.3,1691.65,22837.29,422912.84,981.16,12000.0,32,"Quick processing required, high moisture","Peak: November-April, Limited: May-October",70,6,43,1.5
