anode_material,cathode_material,tab_thickness_um,surface_finish,welding_technique,power_w,amplitude_um,force_n,time_ms,speed_mm_s,pulse_frequency_hz,preheat_temp_c,material_compatibility,weld_strength_mpa,contact_resistance_ohm,weld_width_mm,penetration_depth_mm,porosity_percent,thermal_cycles_to_failure,resistance_degradation_rate,strength_retention_percent,primary_failure_mode
Cu,Al,75.62879028305653,Anodized,Friction_Stir,3683.693079347997,93.98650766290905,1431.0417406778874,42.31538453308055,41.475063853589646,457.1082159678905,285.6749182311656,0.6234999999999999,16.15802436317028,0.0006427521058378143,0.9147537731837743,0.06872982146641265,0.035334701171340376,103.1498681723078,3.384798519805861e-05,0.6876892763751141,Mechanical_Fatigue
Steel,Al,142.56693273945643,Coated,USW,2119.0985161419485,74.59365934345084,1387.3634086486556,460.37071613384603,41.32157094190403,906.4994992289385,38.693459107996034,0.393,94.35784015114804,0.0005644479078896118,1.6123805059190777,0.06677942258001561,0.06785379977387576,398.09990562431176,6.775534841135035e-05,0.322071902141618,Mechanical_Fatigue
Steel,Ni,264.6074414895238,Plated,USW,1114.2275941027829,99.02864078400512,4431.937302885668,555.1346572837699,29.71851569903881,460.44882685685417,269.47987347753053,0.9365,700.9648173956248,0.000142678055673306,1.2422912890595612,0.0851759601258881,0.05168820618268319,4331.437623394893,4.4820056524261e-06,0.8565757506850523,Delamination
Cu,Ti,244.19943047889828,Anodized,Laser,981.9821030727582,63.68831086774015,1666.2745740002804,294.19042831488474,19.616120610434844,29.183566751541548,93.2041621881053,0.3295,202.6534602979898,0.0005878246389817919,0.6504265569805637,0.10519079642732669,0.051382355383054426,706.8612167448172,6.115629352363757e-05,0.3344402674506966,Thermal_Fatigue
Cu,Al,338.4012491767432,Polished,Resistance_Spot,810.0896171000809,13.584771127963672,1813.8373003946003,467.87961917739426,28.339034835853543,702.7724327306535,245.4251986069633,0.6234999999999999,93.49131122763299,0.00022827424392395798,1.2377590834748733,0.07783012968340017,0.08420620161081313,331.7925844085468,3.2279768300178435e-05,0.4800413662315663,Mechanical_Fatigue
Cu,Steel,475.1190728714355,Plated,Laser,1180.987248943437,55.43668505144471,1404.2685866574561,619.0088512764868,42.63449397117808,830.9041339143555,33.83976142011623,0.4415,116.2135855071759,0.0002906260043638977,1.0229750241611228,0.08534279634269061,0.0488991319489752,580.6379546253418,4.248689645436299e-05,0.4913331888201996,Thermal_Fatigue
Cu,Cu,100.58212007507697,Anodized,USW,2798.116465402237,30.700835144727304,4841.114361758534,973.5402277329453,11.72027970392794,225.3549864681888,88.39832569706803,1.0,285.75851568696925,0.0002479423812681191,2.3486937662395526,0.15004652523947928,0.04419351102583053,2555.5536786556004,0.0,0.9699844565151414,Delamination
Ti,Ti,253.3363993104082,Polished,Laser,3450.3508101104208,40.03418623458778,2723.9049211517054,605.7593842431214,7.001770295008557,318.5269457850841,75.38410400868494,1.0,2340.6514875195303,0.00020366253721718593,1.9088423689758114,0.3682709258181099,0.0319746997351443,25556.241845751265,0.0,1.1109937702108792,Delamination
Ni,Ni,136.5849670492127,Anodized,Resistance_Spot,1638.8771489797143,54.10630469333827,3091.6759596168295,454.36872339060045,29.519578921328034,695.2672954769764,293.91372831353067,1.0,539.3762291939256,0.0004701902928167129,1.6001344589948723,0.0772586189189208,0.06039693521032936,2736.4896596297276,0.0,0.7785002123127299,Delamination
Ni,Al,452.3484192790764,Plated,USW,2788.8601505885313,36.55457239697483,3703.887584109203,32.30320902291369,29.12810562244387,574.2434201600645,78.73847495072921,0.4565,27.87462563150798,0.0001732817917418768,0.4919862075305713,0.17202790668586926,0.06173801900094473,119.5293326428756,4.1489329749500636e-05,0.4176728870063598,Mechanical_Fatigue
Cu,Steel,484.06108361074376,Polished,Laser,1772.138031323866,37.8659474888653,1735.1989370679285,317.47739960976094,15.36426321570714,890.0796132418662,123.90827980340288,0.4415,107.92069227391013,0.0002276594791908587,0.9122286140244776,0.23485307759717922,0.053711717430923546,440.46078098439096,4.8061382683387365e-05,0.44006307076853723,Mechanical_Fatigue
Ni,Ti,265.41575685065754,Anodized,Friction_Stir,3512.89887100258,46.1814702769164,4847.024105847612,364.9011040279756,22.288579589477134,478.1963660448027,103.45400488417211,0.8245,1289.137817888114,0.00033514110377987565,2.583488785075818,0.19010353496882096,0.025588359135006646,13935.52972547293,1.6329876754775215e-05,0.9004880751797102,Delamination
Ni,Steel,96.80463397766334,Coated,Friction_Stir,4943.582479569231,35.78116129806797,846.398245614254,482.1751239532992,5.337895095879109,672.7803163133724,296.0567472168749,0.9365,234.8862883832849,0.0007918721832214001,3.4394069988802483,0.27795103089044676,0.028361502019567098,2055.7072057284236,6.346234283095391e-06,1.004885704321579,Delamination
Cu,Steel,403.382600025203,Polished,Laser,3476.183145076129,25.255089566312275,2343.291542422287,784.3493521424213,7.407253245501627,272.3656754804938,192.4444627314928,0.4415,192.9682388195367,0.00020098181373883172,2.1084127812430737,0.41700396812425466,0.05423000982632417,730.1657876957202,4.6855145141125644e-05,0.41652710082684974,Thermal_Fatigue
Ni,Ni,363.71360772157954,Anodized,Laser,389.24982650450136,78.9004236314181,812.6523855269244,778.1285024169335,41.58826063229687,929.5037786864955,120.72373329317327,1.0,249.31188982389935,0.0009995187750253618,0.7199826620788065,0.05158845022618466,0.032942104814460166,2744.7674922597816,0.0,0.9788700740705374,Delamination
Steel,Ti,209.60187197463972,Coated,Resistance_Spot,2438.4512933865476,45.569058613645986,3972.8411566758778,846.8331235972422,23.759185183890192,370.42781578916265,274.2120270346835,0.888,1721.361646999312,0.00026609133140840905,2.858353722661263,0.12201043679157854,0.07051209865774948,8653.971106833913,1.224144206202992e-05,0.6839731576592417,Delamination
Al,Al,449.33336328603355,Polished,USW,3874.898713909201,84.85815704409642,625.856690907471,297.0926332778371,5.890839651626724,539.9912126621564,218.02366628948727,1.0,62.16712672935003,0.00042095452367535554,1.8215315010375739,0.5105823805662678,0.05092580431837687,482.84338792507975,0.0,0.9341144191648402,Mechanical_Fatigue
Al,Ni,489.1243504022182,Anodized,Laser,2756.9838706425535,89.44452905631657,2814.1080567265567,352.9947481025853,48.13155465674603,616.8658792403887,216.9734760027188,0.4565,137.991529316913,0.0004364859313349655,1.2803361400987232,0.1314860055669837,0.05765157475911331,586.0697826158686,5.3671511632062876e-05,0.4303207962463191,Thermal_Fatigue
Cu,Al,301.03423210858796,Plated,USW,4760.208845642201,77.5867137536638,613.5507475032616,158.73650166831493,11.28713079179827,255.01895954209203,156.1883907560865,0.6234999999999999,23.04293419977739,0.00041809027341931397,1.304912600060565,0.34023654296122696,0.06005962014264571,115.89302540429512,3.0088281109938984e-05,0.5604257513004242,Mechanical_Fatigue
Ti,Cu,304.57756010493154,Polished,Friction_Stir,368.381228100635,45.7005845837651,2318.0432521050784,858.8416184216301,16.52852462702209,317.42740888038696,159.3870895488448,0.3295,408.4962080658795,0.00020366042693862775,1.4195211006140107,0.07767242675253688,0.03831288964726792,1705.3993098136598,5.7286711622853736e-05,0.34990793048016233,Thermal_Fatigue
Cu,Steel,183.88107730120004,Polished,USW,1526.6621621488225,74.9189901719327,1473.5091552758677,655.7128134483161,48.654216400352325,502.9234142066433,224.60743967067123,0.4415,124.84133577090397,0.0002505590424777376,1.5940537064123341,0.053745082124195466,0.07785093218532049,398.1959042441032,4.660420449175958e-05,0.39785760953080246,Thermal_Fatigue
Ti,Cu,313.02771619249137,Coated,Electron_Beam,1181.5187274349641,23.969845394071562,4526.154114000698,86.77440676294572,9.863406727661042,271.5922287869748,22.832088589518417,0.3295,164.6097975668033,0.00021154228054457949,0.3171810737531022,0.19607375325157808,0.026594787885173016,708.8455763800442,7.051772719115964e-05,0.33685617178881727,Thermal_Fatigue
Al,Steel,247.83904423618094,Anodized,Resistance_Spot,3861.348788641585,69.50041832399972,360.16939584769835,310.62042784066705,48.46754672585428,131.02276152482753,142.4377900529393,0.393,30.722549644210336,0.0012308944923404657,2.035499207920957,0.10775639491141828,0.10247810720150527,103.1800789107997,5.3668925258294395e-05,0.299245413423239,Mechanical_Fatigue
Cu,Ni,185.98596211762336,Plated,Resistance_Spot,2666.586035571633,46.54288575584749,3284.6943860212004,161.19780080228725,36.38975156354007,836.7523537719188,294.7470679360498,0.505,90.103402384776,0.0001607713996258254,1.2527403546566265,0.09081899381511771,0.09105358550037294,270.0341743662311,3.850317282553421e-05,0.4075751114908336,Mechanical_Fatigue
Steel,Al,80.2333384357556,Coated,USW,777.8866356297284,69.00799734925522,3506.7310414931694,969.5358748560732,21.91921921672129,325.4012063654839,203.04616702141223,0.393,248.72449270653996,0.00027511460776309297,1.382524887043007,0.0530740320265186,0.07872272212649085,666.4786744891027,6.355925397016078e-05,0.3235410732219138,Thermal_Fatigue
Ni,Al,163.7185368691062,Polished,Resistance_Spot,1499.406990960997,77.9311532927551,4456.012301667922,331.3567804788599,30.151531209337634,416.5695031420995,126.07424593291213,0.4565,171.38563281318113,0.00012591076385356812,1.2640253927673257,0.0742811603751871,0.08935778306995021,471.1697012036997,4.8080700941898376e-05,0.3489513776097383,Thermal_Fatigue
Ti,Ni,139.03459235494898,Coated,USW,2661.0306826822366,60.64178392299715,4400.874335924686,501.50264538336194,25.886712458441007,547.6192182228347,67.6307243498036,0.8245,1312.1260253722908,0.00026566137867768105,1.663048238819329,0.10964028924751523,0.05066414472747193,9460.835707575587,1.9038820843479173e-05,0.7123874289911367,Delamination
Ni,Ti,293.918893049277,Coated,USW,4981.032008142881,67.82307337494046,4887.575804377232,324.72299547456595,40.43215151982924,842.5777581963937,120.43217319016222,0.8245,1158.463556879201,0.00023275650765126063,1.968740072449827,0.14200267415768958,0.0521783716463258,7532.840125075332,1.7992023665541088e-05,0.6676391757033737,Delamination
Ni,Cu,320.75150979361723,Coated,Friction_Stir,1885.0325513353218,29.217513826473226,1344.1558363008164,479.55356696434836,4.079299391502065,141.1797570999041,154.37500426689257,0.505,108.10512110161973,0.0005150496480713746,2.4197520768895235,0.3589656297195569,0.03355115745055882,683.6283744236179,5.0242632287213165e-05,0.5353120956220591,Mechanical_Fatigue
Cu,Cu,323.8572759377074,Polished,USW,868.4478769645071,63.34295992383987,1446.6443431240943,998.6359243093182,40.85620671688763,626.3279714883868,196.596727927609,1.0,147.66969407349933,0.00020137979524594896,1.4519801939059498,0.06765498596688234,0.04724464624706019,1097.3063138940922,0.0,0.8772525527659432,Mechanical_Fatigue
Ni,Al,224.6814504705556,Rough,Resistance_Spot,2535.625976379124,51.44268599157242,2046.7343675803138,294.51488834589065,48.56043250437443,351.7266269126976,295.2774034223842,0.4565,98.98074306892113,0.00034332940390737935,1.6391616687739257,0.07854194164495552,0.10008265251327259,234.20287249199427,7.285630010821703e-05,0.35410608629761814,Mechanical_Fatigue
Steel,Al,239.5533801584732,Coated,Electron_Beam,1619.9132484420222,48.52475736014867,2734.127205118721,289.7958328938658,22.04907385454707,869.6752216490147,158.92319453051945,0.393,115.66610933162572,0.0003524749347563402,0.64797563811752,0.1252484626346335,0.027918323156209967,516.2422784943533,5.9033667191009636e-05,0.3996181044661713,Thermal_Fatigue
Ni,Al,425.407293338288,Rough,Laser,2873.237436759886,46.92841789341651,1898.9954011462648,377.66577550395976,10.378715485750579,661.5296964257484,121.8099461851132,0.4565,107.33469011886004,0.00037501759066926285,1.3829550439406058,0.3490528667541761,0.05391172515198448,502.45948236852234,7.361611580348499e-05,0.47443106811527863,Mechanical_Fatigue
Cu,Ni,264.30476608272306,Plated,Resistance_Spot,2386.8804836476074,37.98316251872818,3727.4524116698567,177.62360563762604,6.331650501326041,146.0461188893568,91.06177407726364,0.505,112.41198780319789,0.00015564971609043697,1.1621665200842228,0.3040731339518635,0.0806638958527004,391.3074651709041,3.782057147952824e-05,0.4078954868567487,Mechanical_Fatigue
Steel,Ti,494.4979994617051,Plated,Electron_Beam,3478.5006163913617,37.48011961477856,141.870754357301,741.6018233057013,17.991022643889416,297.6402915336982,234.4993387233983,0.888,141.38152277244623,0.0007814167620684242,1.5856980673755101,0.3086073169990404,0.020774220523277414,1275.8385089646197,7.95702628178681e-06,0.9129359944811686,Mechanical_Fatigue
Al,Cu,247.8277535039892,Plated,Resistance_Spot,4580.02447345083,72.97357851554833,186.50614633311181,385.5468982289579,7.402061648100003,37.124170009861736,149.86803425292,0.6234999999999999,12.786279672258361,0.000554923935846202,2.497979565637982,0.36996565520783264,0.08274814629328277,98.04152170688477,2.7770917212839917e-05,0.5164066981877283,Mechanical_Fatigue
Ni,Steel,342.3114250780275,Anodized,Electron_Beam,1082.5203187668799,60.201978025208,3608.67812317149,585.0501895210266,12.255869221511883,770.7909503069633,223.0393992330183,0.9365,658.4169035698619,0.0003697778624807562,0.7541318833191529,0.18371761059008082,0.019761942931167023,6229.332942566822,5.527537033434817e-06,0.899132517876801,Delamination
Cu,Ni,72.6633495470281,Polished,Resistance_Spot,4123.782344805151,12.695689662729784,4427.293990498636,664.6900573655341,33.0673694441263,413.37627387519785,99.42446677036882,0.505,232.46484446406518,0.00011820879007800754,3.2094650853108777,0.0825758702294533,0.08528603992703213,832.6901567150973,4.1336689014880346e-05,0.4116005814942042,Thermal_Fatigue
Al,Cu,344.0029659884649,Rough,Laser,4751.402006187823,14.36727070709828,3905.0825232876978,45.089196137422206,21.373131377253333,49.624915644540856,123.96137588396503,0.6234999999999999,31.175619871895766,0.00017121156259672344,0.5835349780331524,0.24130608561885486,0.045520783390725135,207.04831268055835,4.45435011477214e-05,0.6222112063868787,Mechanical_Fatigue
Al,Ti,433.1418774867528,Anodized,Friction_Stir,1930.6874394380145,61.3107100943404,673.7489057964216,647.5627642109348,45.149999399862054,14.442975685558876,287.60146216386556,0.281,146.2061382830476,0.0010609536904698067,2.69016648275297,0.10779146699616592,0.04353683334669292,380.912381936432,6.731402669911505e-05,0.32580052044591495,Thermal_Fatigue
Ti,Ni,474.1060273399833,Rough,Friction_Stir,656.9472329238241,86.16551309246442,4681.372731966024,537.4416655550644,23.731249633878885,955.591273731065,85.36284420164316,0.8245,1372.9030606073966,0.0002047560203924342,1.3654735822877675,0.1035225990681833,0.02225652110677601,16103.956512989776,2.0624309215959798e-05,0.9485224986665604,Delamination
Steel,Cu,498.7942752378967,Polished,Laser,4127.36473683617,13.958003008806084,2657.371830683817,92.02190627910318,8.55090526758763,852.4839863900964,109.20569452069101,0.4415,56.087787113773516,0.00017753474032847628,0.825701223107473,0.47487427336398497,0.0519301624136932,268.43733037168994,4.5134225570251895e-05,0.3966212905491542,Mechanical_Fatigue
Ni,Ni,176.9803905421549,Coated,Resistance_Spot,3535.369466247371,55.64862406991022,3737.2462452188015,133.24165556610197,7.793433213676696,335.10811949110564,162.46470321033908,1.0,250.72744634339742,0.00027601841794611847,1.3095086704939758,0.29196543200144026,0.05404432674685328,1695.2761115609353,0.0,0.7563393969650031,Delamination
Cu,Cu,308.91652917157256,Anodized,Electron_Beam,1142.2898036868535,86.60218379551321,1085.126368549576,446.39044019215913,34.962806386824944,517.0697324063785,167.2259172958954,1.0,86.49820342634577,0.0007439036651768711,0.7112689006965041,0.08792832654576342,0.01666090564814458,963.3404315988819,0.0,0.9727388120578904,Mechanical_Fatigue
Ti,Cu,252.82309348946632,Polished,USW,2281.5956065944956,10.400318028894631,2789.098591577354,352.84463749762244,32.061398149281686,576.3300566235296,38.6308800731768,0.3295,321.79543780479037,0.00017174312434490031,1.4572118489708639,0.10090107104658143,0.072629198200224,960.2563522186913,5.5910232194773085e-05,0.28054865504299914,Thermal_Fatigue
Steel,Ti,303.7178662588269,Anodized,Resistance_Spot,2932.16181180045,34.821451684162554,1717.2979388337192,443.1208469351983,35.685666810164186,515.7749493392528,292.018463854965,0.888,927.756292852388,0.0007460327728697961,2.2621655057458345,0.1302834624652385,0.07484087045932093,4159.298486664804,1.0943904541703248e-05,0.6585461282128395,Delamination
Ti,Steel,120.85383073543099,Plated,Laser,932.2850245919786,92.79281965114367,4876.327790290772,639.1599337818761,17.599115412142286,308.69210266264685,104.74184381193834,0.888,1857.1105794949087,0.00015925847738301052,1.0214162772127409,0.07641055316792995,0.03669159930243586,16477.606899042876,8.301370648524472e-06,0.8551038729957875,Delamination
