Participant_ID,Country,Age,Gender,Education,Income_Level,Bank_Type,Years_with_Account,Frequency_of_Use,Past_Victim,Fraud_Incidents,Fraud_Types,Fraud_Amount,Fraud_Resolution,Tech_Adoption,Risk_Tolerance,Financial_Literacy,Trust_Banking,Mobile_Usage,Internet_Quality,Employment_Status,Marital_Status,Urban_Rural,Data_Collection_Date
191,Nigeria,47,2,4,2,1,7,1,0,0,,0.0,0,4.9,2.3,3.7,2.9,3.8,2.7,4,2,1,2025-10-26
192,Ghana,50,1,4,3,1,1,4,0,0,,0.0,0,3.9,3.0,2.9,4.4,4.6,4.3,5,2,1,2025-10-26
193,Ghana,33,2,5,4,1,2,4,0,0,,0.0,0,3.7,2.8,4.2,4.1,3.9,2.9,1,1,2,2025-10-26
194,Ghana,30,2,4,3,1,2,3,0,0,,0.0,0,3.1,2.7,4.2,3.0,3.9,3.2,3,1,1,2025-10-26
195,Nigeria,34,1,4,2,1,7,2,0,0,,0.0,0,3.4,3.6,3.4,2.7,4.7,3.3,1,2,2,2025-10-26
196,Nigeria,39,1,5,2,1,15,4,0,0,,0.0,0,2.6,3.1,4.3,2.7,3.0,3.5,5,2,2,2025-10-26
197,Ghana,45,2,4,2,3,16,3,0,0,,0.0,0,3.9,2.2,4.3,4.1,3.9,3.3,1,2,2,2025-10-26
198,Ghana,35,2,2,5,2,2,3,1,1,ATM Skimming,109.24,1,2.3,2.6,2.1,3.8,4.0,3.7,1,1,1,2025-10-26
199,Ghana,42,2,2,1,2,1,4,0,0,,0.0,0,4.8,3.5,2.8,3.9,3.6,3.4,5,2,1,2025-10-26
200,Ghana,54,1,5,6,2,5,1,0,0,,0.0,0,5.0,3.1,4.8,3.1,4.7,4.1,4,2,1,2025-10-26
201,Ghana,39,1,5,2,1,2,3,0,0,,0.0,0,3.6,3.8,3.6,3.6,3.5,3.4,1,2,1,2025-10-26
202,Nigeria,38,1,4,2,1,3,2,0,0,,0.0,0,3.1,3.6,4.0,3.5,3.6,2.8,1,2,2,2025-10-26
203,Nigeria,18,2,4,3,1,9,4,0,0,,0.0,0,4.0,2.7,3.6,4.2,2.8,3.8,4,2,1,2025-10-26
204,Ghana,18,2,4,1,1,6,1,0,0,,0.0,0,2.6,4.0,3.5,4.2,4.6,3.6,1,1,1,2025-10-26
205,Ghana,39,1,3,4,1,9,4,0,0,,0.0,0,3.7,4.1,3.4,2.8,3.8,4.0,4,2,1,2025-10-26
206,Nigeria,33,2,4,5,3,5,4,0,0,,0.0,0,3.4,1.8,4.6,2.9,3.8,5.0,5,3,1,2025-10-26
207,Nigeria,28,2,2,1,1,2,1,0,0,,0.0,0,4.7,3.0,3.8,3.4,3.9,1.4,1,2,2,2025-10-26
208,Ghana,37,2,6,4,2,1,1,1,1,Account Takeover,100.0,2,4.8,2.6,3.8,3.3,4.6,2.8,1,2,1,2025-10-26
209,Nigeria,34,3,5,3,2,1,1,0,0,,0.0,0,4.7,2.8,4.3,2.9,4.8,2.3,1,1,1,2025-10-26
210,Nigeria,48,1,4,2,1,1,3,0,0,,0.0,0,3.8,2.4,4.5,3.0,3.1,2.3,1,1,1,2025-10-26
211,Nigeria,36,2,3,2,2,1,1,0,0,,0.0,0,3.2,2.3,2.9,3.8,3.8,4.1,2,2,1,2025-10-26
212,Ghana,26,1,2,5,3,5,3,0,0,,0.0,0,3.1,3.6,2.6,3.3,3.4,1.6,3,1,2,2025-10-26
213,Ghana,46,1,3,2,1,2,5,0,0,,0.0,0,3.1,2.2,3.1,4.8,3.9,3.8,2,2,1,2025-10-26
214,Nigeria,32,2,4,5,2,1,2,0,0,,0.0,0,4.3,3.1,3.6,3.1,4.0,1.8,1,2,1,2025-10-26
215,Ghana,41,2,4,3,1,1,5,0,0,,0.0,0,3.0,2.1,3.6,4.1,3.1,3.5,1,2,2,2025-10-26
216,Nigeria,29,1,3,1,3,1,2,0,0,,0.0,0,3.3,3.9,3.1,3.6,4.2,3.2,1,1,1,2025-10-26
217,Nigeria,27,2,4,3,2,1,3,1,1,Online Banking Fraud,10000.0,1,5.0,3.0,3.9,2.6,3.8,3.7,2,2,1,2025-10-26
218,Ghana,36,2,5,4,2,3,3,0,0,,0.0,0,5.0,3.5,4.1,3.6,4.4,3.3,4,1,2,2025-10-26
219,Ghana,35,2,1,4,2,10,2,0,0,,0.0,0,3.7,3.1,2.1,2.9,4.0,3.4,1,2,2,2025-10-26
220,Ghana,40,1,4,3,3,1,2,0,0,,0.0,0,3.0,2.8,3.9,4.3,3.1,2.1,5,2,2,2025-10-26
221,Ghana,31,2,5,5,1,8,1,0,0,,0.0,0,3.4,3.0,2.6,3.7,4.3,5.0,1,2,1,2025-10-26
222,Nigeria,18,1,4,2,3,8,1,0,0,,0.0,0,5.0,4.1,2.9,3.6,3.3,3.2,4,3,1,2025-10-26
223,Nigeria,29,1,4,5,2,5,3,0,0,,0.0,0,5.0,2.4,3.9,3.6,3.4,3.4,1,1,2,2025-10-26
224,Nigeria,44,1,4,4,1,15,4,0,0,,0.0,0,5.0,1.2,4.7,4.1,3.8,3.9,4,2,2,2025-10-26
225,Nigeria,31,1,6,4,1,3,3,0,0,,0.0,0,3.5,2.4,4.3,3.4,3.9,2.9,5,2,1,2025-10-26
226,Nigeria,32,2,2,4,3,2,1,0,0,,0.0,0,3.5,2.2,3.1,3.6,3.1,3.3,3,1,2,2025-10-26
227,Ghana,46,2,4,3,3,1,5,0,0,,0.0,0,2.7,3.7,3.8,4.4,3.9,4.0,1,2,1,2025-10-26
228,Nigeria,26,2,2,4,1,5,1,0,0,,0.0,0,3.2,2.9,2.8,3.8,4.0,1.8,2,1,1,2025-10-26
229,Ghana,18,1,2,3,3,11,5,0,0,,0.0,0,2.6,3.6,3.3,4.0,3.9,3.9,2,2,1,2025-10-26
230,Ghana,33,2,3,3,2,1,2,0,0,,0.0,0,4.4,3.0,2.3,4.5,3.2,5.0,2,2,1,2025-10-26
231,Ghana,29,2,2,3,1,7,5,0,0,,0.0,0,3.5,3.0,2.6,3.5,4.1,4.7,3,1,1,2025-10-26
232,Nigeria,23,2,6,2,1,9,5,0,0,,0.0,0,4.2,3.1,4.1,4.4,4.3,4.2,3,2,2,2025-10-26
233,Nigeria,32,2,5,3,1,15,3,1,3,Card Fraud; Social Engineering; Mobile Banking Fraud,10000.0,1,2.8,4.0,3.8,3.1,3.3,4.5,1,1,2,2025-10-26
234,Nigeria,40,2,3,2,2,1,2,0,0,,0.0,0,4.7,3.1,4.2,4.0,3.5,2.0,1,1,1,2025-10-26
235,Nigeria,34,2,4,2,1,28,4,0,0,,0.0,0,1.6,3.8,4.4,3.4,4.4,2.6,1,1,2,2025-10-26
236,Ghana,38,2,4,3,1,30,3,0,0,,0.0,0,3.3,3.7,4.7,3.9,4.8,2.9,3,2,2,2025-10-26
237,Nigeria,56,1,5,5,3,1,2,0,0,,0.0,0,3.4,2.9,3.0,2.8,3.9,5.0,1,1,1,2025-10-26
238,Nigeria,30,2,4,3,2,1,2,0,0,,0.0,0,2.9,2.9,4.6,4.8,3.8,3.2,1,1,2,2025-10-26
239,Ghana,38,1,1,4,1,1,2,0,0,,0.0,0,3.3,2.7,2.5,3.9,4.1,2.5,2,1,1,2025-10-26
240,Nigeria,28,1,5,2,3,2,2,1,3,ATM Skimming; Card Fraud; Mobile Banking Fraud,10000.0,3,3.9,3.9,4.4,4.6,4.7,2.1,2,2,1,2025-10-26
241,Ghana,24,2,4,3,2,3,3,0,0,,0.0,0,5.0,2.3,3.3,2.9,3.6,3.6,5,2,2,2025-10-26
242,Ghana,27,1,4,2,2,1,2,1,1,Card Fraud,100.0,2,5.0,2.5,4.1,3.8,3.8,2.5,4,2,1,2025-10-26
243,Ghana,29,2,5,2,2,7,3,0,0,,0.0,0,5.0,2.8,3.3,3.6,3.7,4.8,1,1,1,2025-10-26
244,Nigeria,39,1,5,4,1,4,1,0,0,,0.0,0,4.3,2.2,3.0,2.9,3.3,3.6,3,2,1,2025-10-26
245,Nigeria,63,1,4,4,2,1,1,1,2,ATM Skimming; Account Takeover,10000.0,1,5.0,2.6,4.1,4.3,4.4,3.3,4,1,2,2025-10-26
246,Ghana,26,1,4,2,1,4,3,0,0,,0.0,0,4.4,3.8,3.8,3.8,4.1,2.8,2,4,1,2025-10-26
247,Nigeria,30,1,6,3,2,3,2,1,1,Online Banking Fraud,10000.0,1,3.8,3.5,3.5,3.5,3.0,1.9,1,2,1,2025-10-26
248,Ghana,34,2,3,5,2,1,2,0,0,,0.0,0,2.7,2.7,2.0,4.1,4.0,3.7,5,3,2,2025-10-26
249,Ghana,39,1,3,2,2,2,3,0,0,,0.0,0,4.3,3.6,1.4,3.2,4.8,3.6,5,1,2,2025-10-26
250,Ghana,38,1,2,1,2,4,2,1,1,Social Engineering,731.17,2,3.7,4.5,3.3,3.8,4.1,2.6,1,2,1,2025-10-26
251,Nigeria,50,1,5,4,2,3,1,1,1,ATM Skimming,10000.0,2,5.0,3.2,3.8,3.6,4.8,3.0,3,2,1,2025-10-26
252,Nigeria,18,1,4,1,1,7,1,0,0,,0.0,0,3.6,4.0,3.1,3.6,3.7,3.0,1,2,1,2025-10-26
253,Ghana,18,2,2,6,1,7,5,0,0,,0.0,0,3.5,3.6,2.6,4.3,4.5,4.0,1,2,2,2025-10-26
254,Nigeria,29,1,6,4,3,2,3,0,0,,0.0,0,3.1,2.8,4.6,3.7,4.7,4.7,1,1,2,2025-10-26
255,Nigeria,48,2,4,3,1,2,4,0,0,,0.0,0,3.2,3.1,4.2,3.2,4.0,1.3,2,1,1,2025-10-26
256,Nigeria,18,2,5,3,1,2,5,0,0,,0.0,0,3.2,3.4,3.2,3.1,3.8,3.6,2,1,1,2025-10-26
257,Ghana,18,2,1,3,3,12,4,0,0,,0.0,0,2.8,2.5,3.8,3.8,4.5,3.0,1,1,2,2025-10-26
258,Ghana,41,2,4,1,2,1,2,0,0,,0.0,0,4.5,1.2,3.6,4.4,4.3,3.8,1,1,1,2025-10-26
259,Nigeria,37,1,4,5,1,2,4,0,0,,0.0,0,3.0,2.4,3.2,3.5,4.5,3.1,1,1,1,2025-10-26
260,Nigeria,21,1,4,4,2,1,2,0,0,,0.0,0,5.0,1.5,3.6,4.1,4.2,3.4,4,2,1,2025-10-26
261,Ghana,23,2,4,2,1,17,3,0,0,,0.0,0,4.7,2.5,3.3,3.9,4.0,2.6,1,2,1,2025-10-26
262,Ghana,23,2,5,3,2,2,3,0,0,,0.0,0,5.0,1.8,4.1,3.2,4.0,4.2,2,1,2,2025-10-26
263,Nigeria,36,2,3,2,2,2,4,0,0,,0.0,0,3.9,3.6,2.7,2.6,3.8,3.0,3,2,1,2025-10-26
264,Nigeria,27,2,5,1,3,30,3,1,1,Online Banking Fraud,10000.0,1,4.1,2.2,3.9,3.1,4.2,4.1,3,2,1,2025-10-26
265,Ghana,40,1,2,4,3,4,4,0,0,,0.0,0,2.7,3.4,2.5,3.7,3.9,4.6,2,2,1,2025-10-26
266,Ghana,18,1,3,4,3,18,4,1,5,Account Takeover; ATM Skimming; Phishing,3949.05,1,5.0,3.5,3.0,4.8,4.1,3.7,1,2,2,2025-10-26
267,Ghana,24,2,1,3,1,1,2,1,1,Social Engineering,100.0,2,3.4,3.5,2.6,4.5,3.6,4.2,5,1,1,2025-10-26
268,Ghana,21,2,3,2,2,1,2,0,0,,0.0,0,4.0,1.7,2.3,3.8,3.6,4.1,1,2,1,2025-10-26
269,Nigeria,31,1,3,4,2,2,4,1,3,Card Fraud; Online Banking Fraud; Phishing,10000.0,3,3.4,3.8,2.9,4.1,4.3,4.1,1,2,1,2025-10-26
270,Nigeria,28,2,5,1,2,4,3,0,0,,0.0,0,5.0,3.3,4.0,3.2,4.2,4.0,3,2,1,2025-10-26
271,Ghana,44,1,4,4,3,2,2,0,0,,0.0,0,4.6,3.6,3.1,3.8,3.8,2.7,3,2,1,2025-10-26
272,Ghana,18,1,3,3,3,9,3,1,1,Online Banking Fraud,565.76,1,4.4,4.3,3.2,4.7,4.7,3.7,4,2,1,2025-10-26
273,Ghana,35,2,4,4,1,3,3,1,1,Account Takeover,354.86,1,2.9,3.6,4.7,3.8,3.6,2.5,1,4,1,2025-10-26
274,Ghana,41,2,2,5,1,4,3,0,0,,0.0,0,2.4,2.2,3.0,4.1,4.2,3.1,4,3,2,2025-10-26
275,Nigeria,57,1,2,5,2,3,5,0,0,,0.0,0,5.0,3.5,3.0,3.5,4.2,2.6,3,3,1,2025-10-26
276,Nigeria,29,1,4,6,2,6,3,0,0,,0.0,0,5.0,1.9,3.4,3.3,4.0,3.5,2,3,1,2025-10-26
277,Ghana,38,1,4,6,2,1,1,1,1,Card Fraud,6394.43,1,4.4,3.0,5.0,3.6,4.6,3.3,1,1,2,2025-10-26
278,Ghana,18,2,5,4,2,1,3,0,0,,0.0,0,5.0,2.6,4.4,3.9,4.8,3.4,2,3,1,2025-10-26
279,Ghana,18,1,3,6,2,6,5,1,1,Online Banking Fraud,827.86,2,3.3,3.0,2.7,3.8,3.4,4.2,1,1,2,2025-10-26
280,Ghana,45,2,4,5,1,4,3,0,0,,0.0,0,2.8,1.9,4.5,3.1,2.9,4.1,5,3,1,2025-10-26
281,Ghana,34,2,4,4,1,2,4,0,0,,0.0,0,2.7,2.0,4.7,3.6,3.8,3.7,3,2,1,2025-10-26
282,Nigeria,49,2,6,1,3,11,3,0,0,,0.0,0,3.8,2.7,4.6,3.1,3.5,3.6,2,2,2,2025-10-26
283,Nigeria,18,1,3,1,1,6,3,0,0,,0.0,0,3.4,2.8,2.0,3.3,3.8,3.5,4,4,1,2025-10-26
284,Nigeria,41,2,4,4,2,1,4,1,4,Phishing; Card Fraud; Mobile Banking Fraud,10000.0,1,4.7,2.7,3.8,2.9,4.9,4.6,2,3,1,2025-10-26
285,Nigeria,57,1,4,3,2,3,4,0,0,,0.0,0,5.0,4.0,4.3,1.7,5.0,2.8,1,2,1,2025-10-26
286,Nigeria,40,1,6,4,1,1,4,0,0,,0.0,0,3.0,3.3,4.1,4.8,3.5,2.4,1,1,2,2025-10-26
287,Nigeria,38,1,3,3,3,6,1,0,0,,0.0,0,3.1,3.3,3.5,3.5,4.1,3.2,5,3,1,2025-10-26
288,Nigeria,35,1,4,3,2,1,2,1,3,Account Takeover; Mobile Banking Fraud; Online Banking Fraud,10000.0,1,3.4,2.7,4.4,2.9,4.1,2.2,4,1,1,2025-10-26
289,Nigeria,18,2,3,4,1,19,3,1,4,Phishing; Account Takeover; Social Engineering,10000.0,1,4.4,2.0,2.6,4.5,4.2,2.7,5,2,1,2025-10-26
290,Nigeria,51,1,4,5,3,2,2,0,0,,0.0,0,4.4,3.0,2.4,3.3,3.3,3.4,1,2,1,2025-10-26
291,Nigeria,27,1,3,1,3,1,3,0,0,,0.0,0,3.8,4.3,3.7,3.1,4.6,2.6,1,2,1,2025-10-26
292,Nigeria,41,2,1,5,1,11,1,0,0,,0.0,0,3.1,3.2,3.5,3.4,4.5,2.8,1,2,1,2025-10-26
293,Ghana,18,1,4,4,1,9,3,0,0,,0.0,0,3.6,3.8,4.7,3.4,3.8,3.3,4,2,1,2025-10-26
294,Nigeria,20,2,3,3,1,9,3,1,1,Phishing,10000.0,1,2.4,3.9,2.2,3.1,4.6,2.7,1,2,2,2025-10-26
295,Nigeria,52,1,2,3,1,7,5,1,4,Social Engineering; Account Takeover; Card Fraud,13091.3,1,3.2,3.4,1.9,2.9,3.3,2.1,1,2,1,2025-10-26
296,Nigeria,30,1,3,1,1,7,4,1,1,ATM Skimming,10000.0,2,3.6,3.2,2.9,3.4,3.2,3.8,1,2,1,2025-10-26
297,Ghana,52,2,1,1,1,1,3,0,0,,0.0,0,4.6,2.3,3.3,4.7,4.1,4.5,5,2,2,2025-10-26
298,Nigeria,34,1,6,3,2,1,4,0,0,,0.0,0,4.2,2.9,3.7,2.5,4.2,3.8,3,1,2,2025-10-26
299,Ghana,18,2,4,1,2,1,2,0,0,,0.0,0,5.0,2.7,4.3,4.2,3.9,4.2,3,1,2,2025-10-26
300,Nigeria,45,1,5,2,3,1,3,0,0,,0.0,0,4.4,3.2,3.6,4.9,4.6,2.7,3,3,1,2025-10-26
301,Nigeria,27,1,3,4,2,1,1,0,0,,0.0,0,5.0,2.0,2.9,3.1,3.7,3.1,3,3,1,2025-10-26
302,Nigeria,43,1,5,3,1,3,1,0,0,,0.0,0,3.0,2.6,3.9,3.7,4.6,2.4,1,2,1,2025-10-26
303,Nigeria,35,1,4,4,3,30,1,0,0,,0.0,0,3.3,3.3,5.0,3.9,4.4,2.9,1,1,1,2025-10-26
304,Ghana,18,1,4,2,1,1,1,0,0,,0.0,0,3.6,2.5,3.0,2.7,4.9,3.5,1,1,1,2025-10-26
305,Ghana,36,2,4,4,1,4,5,0,0,,0.0,0,2.8,2.4,4.4,4.4,3.1,2.5,1,3,1,2025-10-26
306,Ghana,61,1,4,5,1,5,2,0,0,,0.0,0,4.7,2.4,3.3,3.7,3.8,3.6,3,3,1,2025-10-26
307,Nigeria,40,1,4,3,1,18,1,0,0,,0.0,0,3.6,2.8,4.2,3.2,3.5,2.6,1,2,2,2025-10-26
308,Nigeria,34,1,3,5,3,1,3,0,0,,0.0,0,2.9,1.3,2.4,3.1,4.4,3.2,2,2,2,2025-10-26
309,Ghana,47,2,2,4,3,1,3,1,3,Social Engineering; Phishing; ATM Skimming,386.29,1,3.2,2.5,3.7,4.5,4.8,3.3,3,3,2,2025-10-26
310,Nigeria,37,2,4,4,2,1,3,0,0,,0.0,0,4.5,3.7,4.5,3.6,3.8,3.3,1,1,1,2025-10-26
311,Nigeria,37,2,4,4,1,2,2,0,0,,0.0,0,3.3,3.2,4.2,3.9,4.3,3.6,1,2,2,2025-10-26
312,Nigeria,21,2,2,2,3,1,1,0,0,,0.0,0,2.9,3.3,1.7,4.3,4.7,2.0,2,3,2,2025-10-26
313,Nigeria,37,1,3,2,2,1,2,1,3,Social Engineering; Phishing; Online Banking Fraud,10000.0,2,5.0,1.7,3.0,3.0,4.2,2.7,1,2,1,2025-10-26
314,Ghana,47,1,4,1,1,11,3,0,0,,0.0,0,3.0,2.7,3.8,1.6,4.4,3.0,1,1,1,2025-10-26
315,Ghana,24,2,5,1,1,1,3,0,0,,0.0,0,3.3,2.9,4.0,3.6,3.0,4.3,1,4,1,2025-10-26
316,Ghana,52,2,2,2,2,1,1,0,0,,0.0,0,3.9,3.3,2.5,3.6,4.8,4.7,3,1,2,2025-10-26
317,Nigeria,33,1,3,5,1,9,5,0,0,,0.0,0,4.7,3.8,3.7,3.6,3.9,3.0,1,1,1,2025-10-26
318,Nigeria,24,1,5,2,1,2,1,0,0,,0.0,0,3.3,3.7,4.1,4.4,5.0,3.3,1,1,1,2025-10-26
319,Nigeria,46,3,4,6,1,4,5,0,0,,0.0,0,4.1,2.6,3.2,3.5,3.6,1.8,3,1,1,2025-10-26
320,Nigeria,31,2,3,3,1,12,2,0,0,,0.0,0,2.8,2.6,2.9,3.9,4.2,3.2,5,2,1,2025-10-26
321,Nigeria,44,1,5,2,3,5,1,0,0,,0.0,0,3.7,4.0,4.0,4.2,4.4,2.8,4,1,1,2025-10-26
322,Ghana,31,2,4,3,3,1,3,0,0,,0.0,0,4.2,2.7,4.6,3.4,2.7,4.5,1,3,1,2025-10-26
323,Ghana,34,1,4,2,3,1,3,0,0,,0.0,0,2.1,2.2,3.6,3.4,4.9,3.3,1,3,2,2025-10-26
324,Nigeria,40,1,6,6,3,30,4,0,0,,0.0,0,2.8,2.9,4.1,4.7,4.4,2.3,1,1,1,2025-10-26
325,Ghana,38,1,5,4,1,9,4,0,0,,0.0,0,4.2,3.9,4.7,3.2,3.3,2.6,1,2,2,2025-10-26
326,Ghana,18,1,3,1,2,5,1,0,0,,0.0,0,4.6,2.4,2.7,3.9,4.2,3.6,1,2,1,2025-10-26
327,Nigeria,21,1,2,5,1,8,5,0,0,,0.0,0,3.7,2.7,1.4,2.9,4.2,2.6,1,2,1,2025-10-26
328,Ghana,46,2,3,4,1,25,5,0,0,,0.0,0,3.6,2.4,2.7,4.1,3.9,4.4,1,1,2,2025-10-26
329,Nigeria,33,1,1,1,3,19,4,0,0,,0.0,0,2.3,3.7,3.5,4.1,3.7,3.5,1,1,1,2025-10-26
330,Nigeria,28,2,1,4,3,9,1,0,0,,0.0,0,4.3,3.2,3.5,3.8,4.0,2.9,4,2,2,2025-10-26
331,Nigeria,18,1,3,4,1,1,1,0,0,,0.0,0,4.2,3.6,1.2,3.9,4.4,3.5,3,2,2,2025-10-26
332,Ghana,22,1,5,2,1,20,3,0,0,,0.0,0,4.2,4.1,3.6,3.9,4.4,4.7,1,2,2,2025-10-26
333,Nigeria,18,2,5,4,1,12,3,0,0,,0.0,0,4.4,1.9,4.1,3.1,4.0,2.1,3,1,2,2025-10-26
334,Nigeria,33,2,4,1,1,17,2,0,0,,0.0,0,4.4,2.5,4.3,3.5,4.1,2.5,1,2,1,2025-10-26
335,Nigeria,27,2,4,3,2,1,2,0,0,,0.0,0,4.5,2.7,4.4,3.9,3.9,4.6,1,2,2,2025-10-26
336,Nigeria,23,3,1,1,3,1,5,0,0,,0.0,0,4.0,3.0,3.7,4.7,3.5,2.4,3,4,2,2025-10-26
337,Ghana,34,1,3,6,1,6,5,0,0,,0.0,0,4.4,3.4,3.0,3.6,4.0,4.0,1,1,2,2025-10-26
338,Ghana,39,1,1,4,3,2,1,0,0,,0.0,0,3.5,2.7,3.2,5.0,3.6,4.3,2,2,2,2025-10-26
339,Nigeria,60,2,5,2,2,1,2,0,0,,0.0,0,4.3,2.5,3.4,3.1,3.5,3.0,1,1,2,2025-10-26
340,Nigeria,18,3,2,3,2,2,1,1,1,Mobile Banking Fraud,10000.0,2,5.0,3.7,2.1,2.6,2.8,3.6,2,1,1,2025-10-26
341,Nigeria,48,2,5,2,2,7,3,1,1,Mobile Banking Fraud,10000.0,3,4.7,3.4,3.8,2.7,3.8,2.8,3,2,1,2025-10-26
342,Nigeria,46,2,4,4,2,1,1,1,2,Account Takeover; Social Engineering,24449.88,1,5.0,3.2,4.5,3.5,4.4,4.5,4,1,1,2025-10-26
343,Nigeria,25,2,3,1,1,6,2,0,0,,0.0,0,3.2,1.5,2.1,3.5,4.6,2.6,1,2,2,2025-10-26
344,Nigeria,37,1,2,4,2,3,3,0,0,,0.0,0,4.9,3.8,3.7,3.6,4.2,2.2,1,1,1,2025-10-26
345,Nigeria,29,2,4,5,1,11,3,0,0,,0.0,0,3.6,3.1,3.3,3.1,3.4,3.7,2,3,1,2025-10-26
346,Ghana,37,2,5,4,1,1,3,0,0,,0.0,0,3.8,2.9,4.4,5.0,3.9,4.0,5,1,1,2025-10-26
347,Ghana,53,2,4,2,1,1,1,1,3,Social Engineering; ATM Skimming; Phishing,100.0,1,3.0,2.4,4.3,4.6,3.4,3.6,1,1,1,2025-10-26
348,Nigeria,42,1,3,3,1,25,4,0,0,,0.0,0,4.5,2.6,3.2,2.8,5.0,3.0,1,2,2,2025-10-26
349,Nigeria,41,1,4,3,2,8,3,0,0,,0.0,0,4.3,2.4,4.6,3.4,3.8,2.6,1,2,1,2025-10-26
350,Ghana,29,1,3,4,2,1,3,0,0,,0.0,0,3.6,1.6,2.6,3.7,3.8,3.0,1,1,1,2025-10-26
351,Nigeria,18,1,6,4,1,4,1,1,2,Social Engineering; Account Takeover,10000.0,1,4.1,2.4,3.2,3.9,4.5,2.5,4,2,2,2025-10-26
352,Ghana,32,2,4,3,1,1,2,0,0,,0.0,0,3.9,1.9,3.4,2.8,4.0,3.7,3,2,2,2025-10-26
353,Ghana,49,1,4,3,3,3,4,0,0,,0.0,0,3.5,3.0,4.0,3.2,4.5,3.4,1,2,1,2025-10-26
354,Nigeria,18,1,3,5,2,2,1,0,0,,0.0,0,3.8,2.2,2.4,2.8,3.4,1.8,4,1,1,2025-10-26
355,Nigeria,22,1,4,1,3,1,3,0,0,,0.0,0,4.8,3.5,4.0,4.9,4.0,2.7,1,3,1,2025-10-26
356,Ghana,36,2,3,3,2,1,1,0,0,,0.0,0,5.0,1.8,3.2,3.3,4.3,3.4,5,2,1,2025-10-26
357,Nigeria,23,2,1,4,1,16,4,1,4,Online Banking Fraud; Card Fraud; Phishing,10000.0,1,2.2,3.8,2.9,4.0,2.7,3.4,3,1,2,2025-10-26
358,Nigeria,25,1,3,1,3,2,2,0,0,,0.0,0,2.8,3.6,2.4,4.4,3.7,3.2,1,2,1,2025-10-26
359,Ghana,29,1,5,4,1,22,2,0,0,,0.0,0,3.9,2.3,4.2,3.6,3.7,4.7,2,1,1,2025-10-26
360,Nigeria,18,1,4,4,1,19,3,0,0,,0.0,0,3.6,2.9,4.6,4.0,4.0,2.2,4,1,1,2025-10-26
361,Nigeria,23,1,2,4,2,1,2,0,0,,0.0,0,4.9,2.4,1.7,2.8,3.8,3.4,1,2,1,2025-10-26
362,Ghana,43,1,5,1,3,6,2,0,0,,0.0,0,5.0,3.4,2.9,3.9,4.1,3.9,5,2,2,2025-10-26
363,Nigeria,19,2,3,2,1,3,3,0,0,,0.0,0,3.2,4.3,2.9,2.2,3.9,3.2,4,3,2,2025-10-26
364,Nigeria,18,1,3,3,1,7,3,0,0,,0.0,0,4.8,3.8,2.0,3.6,4.6,2.8,3,4,1,2025-10-26
365,Ghana,27,1,3,2,2,1,3,1,1,Online Banking Fraud,193.45,1,3.3,2.5,2.2,3.2,5.0,3.0,1,2,1,2025-10-26
366,Nigeria,43,2,4,6,2,1,5,0,0,,0.0,0,4.9,3.1,4.3,4.8,3.2,3.0,1,2,1,2025-10-26
367,Ghana,32,1,4,4,1,6,2,0,0,,0.0,0,3.0,4.1,3.4,3.7,4.0,2.2,3,2,1,2025-10-26
368,Ghana,29,2,4,2,2,2,1,0,0,,0.0,0,5.0,3.4,4.9,4.2,4.5,2.9,3,1,1,2025-10-26
369,Nigeria,35,1,4,5,2,3,3,1,2,Card Fraud; Account Takeover,11443.69,1,3.1,3.7,4.1,3.9,3.6,2.2,1,1,1,2025-10-26
370,Nigeria,18,2,3,4,1,2,3,0,0,,0.0,0,2.5,3.5,2.4,3.5,4.1,3.4,4,4,1,2025-10-26
371,Nigeria,40,2,5,2,1,9,1,0,0,,0.0,0,3.9,3.1,3.5,4.1,3.8,3.5,4,2,2,2025-10-26
372,Nigeria,39,2,2,3,1,15,4,1,1,Mobile Banking Fraud,10000.0,2,2.5,3.0,3.1,3.5,3.5,2.1,1,2,2,2025-10-26
373,Nigeria,30,1,5,2,2,6,3,0,0,,0.0,0,4.2,2.2,3.0,3.8,3.5,2.0,3,1,1,2025-10-26
374,Ghana,47,1,4,6,2,11,3,0,0,,0.0,0,5.0,2.5,2.5,5.0,2.8,2.5,2,2,2,2025-10-26
375,Nigeria,21,1,4,3,2,1,4,1,1,Account Takeover,11461.33,1,5.0,2.4,2.6,3.6,4.1,3.8,1,1,2,2025-10-26
376,Nigeria,48,2,4,5,1,1,2,0,0,,0.0,0,4.2,2.8,4.7,3.2,4.1,3.7,1,2,1,2025-10-26
377,Ghana,36,2,4,3,1,3,4,0,0,,0.0,0,2.9,3.1,3.4,3.3,3.5,4.0,3,1,2,2025-10-26
378,Nigeria,30,1,2,5,2,1,3,0,0,,0.0,0,2.9,2.9,2.1,3.5,3.9,4.2,2,2,1,2025-10-26
379,Ghana,34,1,5,1,2,2,2,1,3,Card Fraud; Phishing; ATM Skimming,567.21,1,4.4,3.2,3.9,3.8,3.3,4.7,3,1,1,2025-10-26
380,Nigeria,33,1,2,6,3,3,1,1,2,Social Engineering; Account Takeover,10000.0,1,1.8,3.5,4.3,4.0,4.3,2.2,3,2,1,2025-10-26
381,Nigeria,49,1,2,5,1,10,3,0,0,,0.0,0,2.4,2.7,3.7,2.6,3.8,2.7,1,2,1,2025-10-26
