Participant_ID,Data_Collection_Date,Country,Country_Name,Age,Gender,Gender_Label,Education,Education_Label,Income_Level,Income_Label,Income_Band_NGN,Income_Band_GHS,Bank_Type,Bank_Type_Label,Years_with_Account,Frequency_of_Use,Frequency_Label,Past_Victim,Past_Victim_Label
P0502,2025-01-17 02:06:00,2,Ghana,38,2,Female,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,4.6,1,Daily,0,No
P0503,2025-01-17 02:12:00,2,Ghana,72,1,Male,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",3,Microfinance Bank,2.0,3,Weekly,0,No
P0504,2025-01-17 02:18:00,2,Ghana,33,2,Female,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,7.8,4,Monthly,0,No
P0505,2025-01-17 02:24:00,2,Ghana,42,1,Male,6,Postgraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",2,Digital-Only Bank,1.6,2,Several times a week,0,No
P0506,2025-01-17 02:30:00,2,Ghana,75,1,Male,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,3.8,2,Several times a week,0,No
P0507,2025-01-17 02:36:00,2,Ghana,33,1,Male,5,Undergraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",2,Digital-Only Bank,4.1,2,Several times a week,0,No
P0508,2025-01-17 02:42:00,2,Ghana,49,1,Male,5,Undergraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",2,Digital-Only Bank,2.2,1,Daily,0,No
P0509,2025-01-17 02:48:00,2,Ghana,73,1,Male,5,Undergraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",1,Traditional Commercial Bank,1.0,2,Several times a week,0,No
P0510,2025-01-17 02:54:00,2,Ghana,48,1,Male,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,5.3,3,Weekly,0,No
P0511,2025-01-17 03:00:00,2,Ghana,57,2,Female,3,Secondary,1,Very Low,"< ₦50,000/month",< GH₵500/month,3,Microfinance Bank,0.5,3,Weekly,0,No
P0512,2025-01-17 03:06:00,2,Ghana,51,3,Other/Prefer not to say,1,No formal education,1,Very Low,"< ₦50,000/month",< GH₵500/month,1,Traditional Commercial Bank,2.0,3,Weekly,0,No
P0513,2025-01-17 03:12:00,2,Ghana,46,2,Female,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,4.5,4,Monthly,0,No
P0514,2025-01-17 03:18:00,2,Ghana,62,2,Female,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,5.6,1,Daily,0,No
P0515,2025-01-17 03:24:00,2,Ghana,48,1,Male,3,Secondary,1,Very Low,"< ₦50,000/month",< GH₵500/month,3,Microfinance Bank,8.6,3,Weekly,0,No
P0516,2025-01-17 03:30:00,2,Ghana,37,2,Female,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,7.0,2,Several times a week,1,Yes
P0517,2025-01-17 03:36:00,2,Ghana,41,1,Male,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",2,Digital-Only Bank,1.6,2,Several times a week,1,Yes
P0518,2025-01-17 03:42:00,2,Ghana,44,2,Female,3,Secondary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",2,Digital-Only Bank,0.5,1,Daily,0,No
P0519,2025-01-17 03:48:00,2,Ghana,34,3,Other/Prefer not to say,6,Postgraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,4.1,3,Weekly,0,No
P0520,2025-01-17 03:54:00,2,Ghana,41,2,Female,3,Secondary,1,Very Low,"< ₦50,000/month",< GH₵500/month,1,Traditional Commercial Bank,3.5,4,Monthly,0,No
P0521,2025-01-17 04:00:00,2,Ghana,39,3,Other/Prefer not to say,2,Primary,1,Very Low,"< ₦50,000/month",< GH₵500/month,1,Traditional Commercial Bank,15.1,2,Several times a week,1,Yes
P0522,2025-01-17 04:06:00,2,Ghana,48,2,Female,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,3.5,4,Monthly,0,No
P0523,2025-01-17 04:12:00,2,Ghana,75,1,Male,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,1.6,5,Less than monthly,1,Yes
P0524,2025-01-17 04:18:00,2,Ghana,42,1,Male,2,Primary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",1,Traditional Commercial Bank,5.5,1,Daily,0,No
P0525,2025-01-17 04:24:00,2,Ghana,67,2,Female,4,Vocational/Diploma,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",2,Digital-Only Bank,0.5,1,Daily,1,Yes
P0526,2025-01-17 04:30:00,2,Ghana,48,1,Male,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",3,Microfinance Bank,2.0,5,Less than monthly,1,Yes
P0527,2025-01-17 04:36:00,2,Ghana,41,2,Female,3,Secondary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",1,Traditional Commercial Bank,4.8,5,Less than monthly,0,No
P0528,2025-01-17 04:42:00,2,Ghana,34,3,Other/Prefer not to say,3,Secondary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",1,Traditional Commercial Bank,3.1,1,Daily,1,Yes
P0529,2025-01-17 04:48:00,2,Ghana,41,1,Male,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,4.0,1,Daily,1,Yes
P0530,2025-01-17 04:54:00,2,Ghana,41,2,Female,4,Vocational/Diploma,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",2,Digital-Only Bank,1.7,1,Daily,0,No
P0531,2025-01-17 05:00:00,2,Ghana,31,2,Female,6,Postgraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",2,Digital-Only Bank,0.5,5,Less than monthly,0,No
P0532,2025-01-17 05:06:00,2,Ghana,32,2,Female,5,Undergraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",1,Traditional Commercial Bank,6.4,1,Daily,0,No
P0533,2025-01-17 05:12:00,2,Ghana,44,2,Female,6,Postgraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,2.1,2,Several times a week,0,No
P0534,2025-01-17 05:18:00,2,Ghana,67,2,Female,3,Secondary,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",2,Digital-Only Bank,1.6,3,Weekly,0,No
P0535,2025-01-17 05:24:00,2,Ghana,38,2,Female,6,Postgraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",2,Digital-Only Bank,0.7,1,Daily,0,No
P0536,2025-01-17 05:30:00,2,Ghana,25,2,Female,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,3.7,3,Weekly,0,No
P0537,2025-01-17 05:36:00,2,Ghana,21,1,Male,3,Secondary,1,Very Low,"< ₦50,000/month",< GH₵500/month,2,Digital-Only Bank,1.4,1,Daily,0,No
P0538,2025-01-17 05:42:00,2,Ghana,28,1,Male,3,Secondary,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,5.8,4,Monthly,1,Yes
P0539,2025-01-17 05:48:00,2,Ghana,49,2,Female,2,Primary,1,Very Low,"< ₦50,000/month",< GH₵500/month,1,Traditional Commercial Bank,1.0,2,Several times a week,0,No
P0540,2025-01-17 05:54:00,2,Ghana,26,1,Male,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",2,Digital-Only Bank,0.5,2,Several times a week,0,No
P0541,2025-01-17 06:00:00,2,Ghana,52,2,Female,3,Secondary,1,Very Low,"< ₦50,000/month",< GH₵500/month,3,Microfinance Bank,2.0,4,Monthly,0,No
P0542,2025-01-17 06:06:00,2,Ghana,49,2,Female,3,Secondary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",2,Digital-Only Bank,0.6,1,Daily,0,No
P0543,2025-01-17 06:12:00,2,Ghana,38,1,Male,5,Undergraduate,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",3,Microfinance Bank,7.7,1,Daily,0,No
P0544,2025-01-17 06:18:00,2,Ghana,31,2,Female,4,Vocational/Diploma,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",2,Digital-Only Bank,0.5,1,Daily,0,No
P0545,2025-01-17 06:24:00,2,Ghana,36,2,Female,5,Undergraduate,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",2,Digital-Only Bank,4.9,1,Daily,0,No
P0546,2025-01-17 06:30:00,2,Ghana,44,1,Male,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,4.2,3,Weekly,0,No
P0547,2025-01-17 06:36:00,2,Ghana,26,1,Male,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",2,Digital-Only Bank,0.7,3,Weekly,1,Yes
P0548,2025-01-17 06:42:00,2,Ghana,64,1,Male,5,Undergraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",3,Microfinance Bank,5.5,3,Weekly,0,No
P0549,2025-01-17 06:48:00,2,Ghana,44,1,Male,4,Vocational/Diploma,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,1.0,3,Weekly,0,No
P0550,2025-01-17 06:54:00,2,Ghana,45,2,Female,4,Vocational/Diploma,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",3,Microfinance Bank,0.5,4,Monthly,0,No
P0551,2025-01-17 07:00:00,2,Ghana,48,1,Male,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",2,Digital-Only Bank,8.0,3,Weekly,0,No
P0552,2025-01-17 07:06:00,2,Ghana,61,2,Female,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",2,Digital-Only Bank,0.5,1,Daily,0,No
P0553,2025-01-17 07:12:00,2,Ghana,42,1,Male,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,6.1,1,Daily,0,No
P0554,2025-01-17 07:18:00,2,Ghana,50,1,Male,2,Primary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",3,Microfinance Bank,2.0,2,Several times a week,0,No
P0555,2025-01-17 07:24:00,2,Ghana,31,2,Female,3,Secondary,1,Very Low,"< ₦50,000/month",< GH₵500/month,2,Digital-Only Bank,5.9,2,Several times a week,0,No
P0556,2025-01-17 07:30:00,2,Ghana,72,2,Female,3,Secondary,1,Very Low,"< ₦50,000/month",< GH₵500/month,1,Traditional Commercial Bank,5.8,2,Several times a week,1,Yes
P0557,2025-01-17 07:36:00,2,Ghana,41,1,Male,4,Vocational/Diploma,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",3,Microfinance Bank,4.2,3,Weekly,1,Yes
P0558,2025-01-17 07:42:00,2,Ghana,31,1,Male,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,1.0,1,Daily,0,No
P0559,2025-01-17 07:48:00,2,Ghana,34,1,Male,4,Vocational/Diploma,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,3.1,3,Weekly,0,No
P0560,2025-01-17 07:54:00,2,Ghana,22,1,Male,3,Secondary,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,3.0,1,Daily,0,No
P0561,2025-01-17 08:00:00,2,Ghana,33,2,Female,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",2,Digital-Only Bank,1.7,1,Daily,0,No
P0562,2025-01-17 08:06:00,2,Ghana,20,1,Male,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",2,Digital-Only Bank,0.5,1,Daily,0,No
P0563,2025-01-17 08:12:00,2,Ghana,51,1,Male,3,Secondary,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,1.0,1,Daily,0,No
P0564,2025-01-17 08:18:00,2,Ghana,45,1,Male,4,Vocational/Diploma,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",3,Microfinance Bank,0.5,3,Weekly,0,No
P0565,2025-01-17 08:24:00,2,Ghana,29,2,Female,4,Vocational/Diploma,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",1,Traditional Commercial Bank,6.1,2,Several times a week,0,No
P0566,2025-01-17 08:30:00,2,Ghana,38,3,Other/Prefer not to say,6,Postgraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,7.0,2,Several times a week,0,No
P0567,2025-01-17 08:36:00,2,Ghana,39,1,Male,3,Secondary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",1,Traditional Commercial Bank,18.3,3,Weekly,1,Yes
P0568,2025-01-17 08:42:00,2,Ghana,27,2,Female,6,Postgraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",2,Digital-Only Bank,2.4,1,Daily,0,No
P0569,2025-01-17 08:48:00,2,Ghana,36,1,Male,5,Undergraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",3,Microfinance Bank,2.4,1,Daily,0,No
P0570,2025-01-17 08:54:00,2,Ghana,39,1,Male,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",2,Digital-Only Bank,1.4,3,Weekly,0,No
P0571,2025-01-17 09:00:00,2,Ghana,36,2,Female,2,Primary,1,Very Low,"< ₦50,000/month",< GH₵500/month,3,Microfinance Bank,1.1,3,Weekly,0,No
P0572,2025-01-17 09:06:00,2,Ghana,31,2,Female,5,Undergraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",1,Traditional Commercial Bank,1.0,2,Several times a week,0,No
P0573,2025-01-17 09:12:00,2,Ghana,28,2,Female,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",2,Digital-Only Bank,5.6,1,Daily,0,No
P0574,2025-01-17 09:18:00,2,Ghana,35,2,Female,3,Secondary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",1,Traditional Commercial Bank,1.0,2,Several times a week,0,No
P0575,2025-01-17 09:24:00,2,Ghana,32,1,Male,5,Undergraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",2,Digital-Only Bank,0.5,2,Several times a week,0,No
P0576,2025-01-17 09:30:00,2,Ghana,47,2,Female,6,Postgraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,29.0,3,Weekly,1,Yes
P0577,2025-01-17 09:36:00,2,Ghana,63,1,Male,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,4.1,3,Weekly,0,No
P0578,2025-01-17 09:42:00,2,Ghana,53,2,Female,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,6.2,1,Daily,0,No
P0579,2025-01-17 09:48:00,2,Ghana,40,1,Male,2,Primary,1,Very Low,"< ₦50,000/month",< GH₵500/month,3,Microfinance Bank,2.1,2,Several times a week,1,Yes
P0580,2025-01-17 09:54:00,2,Ghana,31,2,Female,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",2,Digital-Only Bank,1.6,3,Weekly,0,No
P0581,2025-01-17 10:00:00,2,Ghana,53,1,Male,2,Primary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",1,Traditional Commercial Bank,4.1,5,Less than monthly,0,No
P0582,2025-01-17 10:06:00,2,Ghana,48,1,Male,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,1.0,1,Daily,0,No
P0583,2025-01-17 10:12:00,2,Ghana,61,2,Female,6,Postgraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,3.7,2,Several times a week,0,No
P0584,2025-01-17 10:18:00,2,Ghana,42,1,Male,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",2,Digital-Only Bank,0.5,1,Daily,0,No
P0585,2025-01-17 10:24:00,2,Ghana,70,1,Male,1,No formal education,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",3,Microfinance Bank,8.1,1,Daily,0,No
P0586,2025-01-17 10:30:00,2,Ghana,42,1,Male,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,10.6,2,Several times a week,0,No
P0587,2025-01-17 10:36:00,2,Ghana,31,1,Male,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",3,Microfinance Bank,3.2,1,Daily,1,Yes
P0588,2025-01-17 10:42:00,2,Ghana,33,1,Male,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",2,Digital-Only Bank,0.5,2,Several times a week,0,No
P0589,2025-01-17 10:48:00,2,Ghana,46,1,Male,5,Undergraduate,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,12.9,2,Several times a week,0,No
P0590,2025-01-17 10:54:00,2,Ghana,32,2,Female,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",2,Digital-Only Bank,1.5,1,Daily,0,No
P0591,2025-01-17 11:00:00,2,Ghana,70,1,Male,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,13.8,1,Daily,0,No
P0592,2025-01-17 11:06:00,2,Ghana,45,2,Female,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",2,Digital-Only Bank,1.1,3,Weekly,0,No
P0593,2025-01-17 11:12:00,2,Ghana,39,2,Female,3,Secondary,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",2,Digital-Only Bank,0.5,1,Daily,0,No
P0594,2025-01-17 11:18:00,2,Ghana,40,1,Male,3,Secondary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",3,Microfinance Bank,15.2,4,Monthly,1,Yes
P0595,2025-01-17 11:24:00,2,Ghana,36,2,Female,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,1.0,2,Several times a week,0,No
P0596,2025-01-17 11:30:00,2,Ghana,24,1,Male,4,Vocational/Diploma,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",2,Digital-Only Bank,2.3,2,Several times a week,0,No
P0597,2025-01-17 11:36:00,2,Ghana,33,2,Female,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",2,Digital-Only Bank,0.8,1,Daily,0,No
P0598,2025-01-17 11:42:00,2,Ghana,67,1,Male,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,3.0,1,Daily,0,No
P0599,2025-01-17 11:48:00,2,Ghana,42,1,Male,3,Secondary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",1,Traditional Commercial Bank,1.0,1,Daily,0,No
P0600,2025-01-17 11:54:00,2,Ghana,56,2,Female,3,Secondary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",2,Digital-Only Bank,3.3,1,Daily,1,Yes
P0601,2025-01-17 12:00:00,2,Ghana,56,2,Female,2,Primary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",1,Traditional Commercial Bank,1.0,2,Several times a week,1,Yes
P0602,2025-01-17 12:06:00,2,Ghana,38,2,Female,3,Secondary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",1,Traditional Commercial Bank,6.2,3,Weekly,0,No
P0603,2025-01-17 12:12:00,2,Ghana,49,1,Male,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",2,Digital-Only Bank,4.5,1,Daily,0,No
P0604,2025-01-17 12:18:00,2,Ghana,24,2,Female,2,Primary,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",3,Microfinance Bank,4.1,1,Daily,1,Yes
P0605,2025-01-17 12:24:00,2,Ghana,65,1,Male,3,Secondary,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,8.1,2,Several times a week,0,No
P0606,2025-01-17 12:30:00,2,Ghana,62,1,Male,2,Primary,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,15.5,3,Weekly,0,No
P0607,2025-01-17 12:36:00,2,Ghana,46,1,Male,6,Postgraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,8.0,5,Less than monthly,0,No
P0608,2025-01-17 12:42:00,2,Ghana,42,2,Female,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",2,Digital-Only Bank,0.5,2,Several times a week,0,No
P0609,2025-01-17 12:48:00,2,Ghana,39,1,Male,3,Secondary,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,1.8,2,Several times a week,0,No
P0610,2025-01-17 12:54:00,2,Ghana,58,1,Male,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",2,Digital-Only Bank,1.1,2,Several times a week,1,Yes
P0611,2025-01-17 13:00:00,2,Ghana,51,2,Female,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,1.0,4,Monthly,0,No
P0612,2025-01-17 13:06:00,2,Ghana,19,1,Male,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",2,Digital-Only Bank,1.0,3,Weekly,0,No
P0613,2025-01-17 13:12:00,2,Ghana,34,1,Male,4,Vocational/Diploma,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",1,Traditional Commercial Bank,3.8,2,Several times a week,0,No
P0614,2025-01-17 13:18:00,2,Ghana,27,1,Male,6,Postgraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",2,Digital-Only Bank,0.7,1,Daily,1,Yes
P0615,2025-01-17 13:24:00,2,Ghana,26,2,Female,6,Postgraduate,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,2.3,2,Several times a week,0,No
P0616,2025-01-17 13:30:00,2,Ghana,58,1,Male,6,Postgraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,7.8,2,Several times a week,0,No
P0617,2025-01-17 13:36:00,2,Ghana,38,1,Male,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,2.3,3,Weekly,0,No
P0618,2025-01-17 13:42:00,2,Ghana,46,2,Female,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",2,Digital-Only Bank,0.5,2,Several times a week,0,No
P0619,2025-01-17 13:48:00,2,Ghana,40,2,Female,4,Vocational/Diploma,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",2,Digital-Only Bank,0.7,1,Daily,0,No
P0620,2025-01-17 13:54:00,2,Ghana,26,1,Male,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,1.6,3,Weekly,0,No
P0621,2025-01-17 14:00:00,2,Ghana,24,2,Female,4,Vocational/Diploma,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",2,Digital-Only Bank,0.5,3,Weekly,0,No
P0622,2025-01-17 14:06:00,2,Ghana,34,2,Female,5,Undergraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",2,Digital-Only Bank,0.5,1,Daily,1,Yes
P0623,2025-01-17 14:12:00,2,Ghana,35,2,Female,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,9.7,3,Weekly,0,No
P0624,2025-01-17 14:18:00,2,Ghana,35,1,Male,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,4.4,2,Several times a week,0,No
P0625,2025-01-17 14:24:00,2,Ghana,35,2,Female,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,5.9,4,Monthly,0,No
P0626,2025-01-17 14:30:00,2,Ghana,75,2,Female,2,Primary,1,Very Low,"< ₦50,000/month",< GH₵500/month,3,Microfinance Bank,0.5,4,Monthly,0,No
P0627,2025-01-17 14:36:00,2,Ghana,55,1,Male,5,Undergraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",2,Digital-Only Bank,2.0,2,Several times a week,0,No
P0628,2025-01-17 14:42:00,2,Ghana,42,1,Male,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,1.4,3,Weekly,0,No
