participant_id,age,gender,education,income_level,employment_status,banking_experience_years,previous_fraud_experience,technology_comfort,financial_literacy,risk_tolerance,trust_in_banks,privacy_concerns,ATT1,ATT2,ATT3,ATT4,ATT5,SN1,SN2,SN3,SN4,PBC1,PBC2,PBC3,PBC4,PBC5,INT1,INT2,INT3,INT4,Perceived_Severity,Perceived_Vulnerability,Threat_Probability,Threat_Consequences,Self_Efficacy,Response_Efficacy,Response_Cost,Coping_Confidence,Past_Behavior,Behavior_Frequency,Behavior_Consistency
105,42,Male,Bachelor's Degree,$50k-$75k,Full-time,9,0,5.4640757289472255,4.75507878902073,2.828824910549834,5.913487949464681,5.237646289846644,5,6,5,5,6,5,5,5,4,5,6,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,4,5,5
106,51,Male,Master's Degree,$25k-$50k,Full-time,6,0,5.580958847035901,3.3490655759255508,5.030969467233184,5.959410654055473,4.088925475678597,6,6,6,6,6,6,5,6,5,5,5,6,6,6,5,4,5,4,5,5,6,4,4,6,4,5,5,5,5
107,73,Female,Some College,$25k-$50k,Full-time,21,0,4.6160455954261455,4.343436063107188,2.6084392984318585,5.926376681791945,3.8849125284966077,5,7,5,6,6,4,5,5,4,3,5,4,3,3,4,4,3,3,5,5,4,5,3,4,3,4,3,3,3
108,47,Male,Some College,$50k-$75k,Full-time,14,1,5.833895137138464,5.640170267141841,2.088883992571265,4.653402498783083,4.351206229970525,5,4,4,3,4,4,5,4,5,6,6,6,5,6,4,4,5,5,4,5,4,4,6,5,5,5,5,5,4
109,48,Female,Master's Degree,$25k-$50k,Full-time,23,0,7.0,2.9818909243800604,4.1843195824905965,3.740566583664008,7.0,6,4,6,5,6,6,6,6,6,5,4,4,4,3,4,2,3,3,7,6,7,7,4,3,2,3,3,4,4
110,43,Female,Bachelor's Degree,$50k-$75k,Full-time,5,0,7.0,2.471773365677394,3.543907382222373,4.829634704933933,4.6459814963562955,6,5,5,6,5,6,6,5,5,5,4,4,4,5,4,5,4,3,5,5,6,5,3,3,3,4,3,4,4
111,18,Male,Some College,$25k-$50k,Full-time,0,1,3.716218605885545,2.5211077661669465,2.058857640135621,5.730676021081402,6.456153470525385,5,5,5,5,5,4,3,3,4,4,4,5,4,4,5,4,4,3,6,4,6,6,5,3,4,4,4,4,3
112,44,Female,Bachelor's Degree,$25k-$50k,Unemployed,9,0,2.323344020299892,2.6781387107397547,4.691733555992817,5.829222147831958,4.584473439572222,5,6,5,5,6,6,5,5,6,4,4,5,4,4,4,4,4,4,5,4,5,5,4,3,3,4,5,3,3
113,45,Male,Bachelor's Degree,$75k-$100k,Full-time,7,0,3.8907728751392945,4.973920274260464,4.450282647808127,4.084388647510486,6.077722701493991,6,4,4,5,4,3,4,4,4,5,5,5,5,6,3,4,2,3,4,5,5,4,6,7,5,7,3,3,3
114,80,Female,Bachelor's Degree,$50k-$75k,Full-time,14,0,3.079525851573978,2.372382408374895,3.296342976752115,4.978447475352867,6.092740821113631,4,6,5,4,5,3,3,4,3,6,5,3,5,6,4,4,5,3,5,6,6,6,4,4,3,5,4,4,4
115,42,Male,Bachelor's Degree,$50k-$75k,Full-time,8,0,5.177021321796949,3.81273605183341,3.3921351914250746,3.0294660346168527,6.147849558747249,4,5,5,4,5,5,6,5,3,5,5,6,7,5,5,6,6,7,7,5,6,7,5,5,6,5,6,6,6
116,49,Female,Master's Degree,$75k-$100k,Full-time,22,0,2.7282096908557527,5.0037760943039205,4.458549838812819,5.781940123607021,5.526610076209854,6,6,5,5,6,4,5,5,6,3,4,4,3,2,4,4,5,5,5,4,5,5,3,5,5,4,4,6,5
117,44,Female,Master's Degree,$100k-$150k,Full-time,12,0,4.390766351114487,4.741656778713172,5.4665059876528925,3.660029491929923,6.615103236659266,3,3,3,3,3,5,4,5,6,4,3,4,3,4,4,4,4,4,5,6,5,5,4,3,4,4,3,4,3
118,27,Male,Bachelor's Degree,$100k-$150k,Full-time,16,0,5.757021081804465,3.6987733260487694,3.404089505846945,5.542306431485857,5.516189366288001,5,4,5,5,5,4,5,5,4,6,6,5,6,6,4,4,4,4,4,5,5,4,6,5,4,6,5,6,6
119,62,Male,High School,$50k-$75k,Part-time,16,0,4.348956190774235,4.448200851281638,4.716563890211402,3.220834507131806,6.984882702274307,4,4,4,3,4,5,6,5,6,5,5,4,5,5,4,5,4,5,7,6,7,7,7,5,6,7,2,2,4
120,56,Female,Master's Degree,$75k-$100k,Full-time,16,1,3.0805292658783054,4.3392889286588385,4.591280303918438,5.837699087720809,3.318088216492723,6,5,6,6,6,6,6,5,5,5,4,5,5,5,5,5,5,6,4,5,5,3,5,6,5,6,4,5,4
121,56,Female,Bachelor's Degree,$25k-$50k,Full-time,14,0,6.2622210863785375,3.908486757787358,5.031030209792567,4.986202228027324,5.4831148724335,4,4,4,4,5,7,7,7,6,7,6,6,5,6,3,2,2,3,5,5,5,5,5,5,5,5,1,3,1
122,31,Male,Bachelor's Degree,$25k-$50k,Self-employed,20,1,1.6815285828692592,3.925914865749046,3.855032878240851,3.662370765259664,5.411655951789233,4,5,5,4,4,5,5,5,5,4,5,4,4,5,5,6,5,5,6,6,6,6,5,5,5,7,5,4,5
123,66,Female,Some College,$50k-$75k,Retired,7,1,4.008307416183805,7.0,2.5227442803070987,5.4296276572966296,4.0698281696139595,6,6,7,7,6,2,1,3,2,4,5,3,5,4,5,5,3,4,5,5,5,4,6,7,6,5,5,4,4
124,23,Male,Master's Degree,$100k-$150k,Full-time,28,1,4.437509964927998,5.252104175110691,3.152501185520043,3.8915659698336027,5.737542643940111,6,4,4,6,5,5,4,4,5,5,4,4,5,4,2,2,3,2,7,5,5,7,5,5,4,5,2,1,3
125,53,Female,Bachelor's Degree,$25k-$50k,Full-time,12,1,4.523862987599447,7.0,4.2799948520943065,5.499466044934153,3.4609090568657197,5,6,6,6,5,6,4,6,6,4,6,5,6,5,3,3,3,3,4,4,3,3,5,6,6,5,3,3,2
126,77,Male,High School,Under $25k,Full-time,1,0,4.770744084117122,3.5539479272033483,6.34585012973423,4.271066229543134,4.380397241663638,5,5,4,4,5,2,3,3,3,4,5,5,4,4,2,2,2,2,5,6,6,6,5,4,5,3,1,1,2
127,30,Female,Bachelor's Degree,$25k-$50k,Full-time,16,0,5.41565972971424,4.0895434240454085,3.12237252752521,2.534743449244404,2.901003405812411,4,4,4,4,4,3,3,3,3,6,6,6,6,6,3,5,4,4,3,5,3,3,6,4,5,6,4,4,4
128,36,Male,Master's Degree,$100k-$150k,Full-time,6,0,4.446888841431973,2.4682365051403585,4.9267024209383585,3.421100511422875,6.814489168659096,5,5,5,4,4,4,4,4,5,3,4,4,5,4,4,4,4,5,6,6,6,6,3,3,4,4,5,5,5
129,46,Male,High School,$75k-$100k,Full-time,21,0,3.947912576784479,3.147563157283556,3.3407209690525357,4.083502349575259,4.845295556660175,5,5,4,5,6,4,5,4,4,5,5,6,4,4,4,4,4,5,6,6,6,5,5,4,4,4,3,4,3
130,37,Male,Doctorate,$25k-$50k,Part-time,37,1,3.8886159830104567,6.6724870932612514,3.9546562582405898,6.241826828498293,7.0,7,6,6,6,6,3,2,2,2,5,6,5,4,6,3,3,4,4,6,7,7,5,5,6,5,7,3,2,2
131,21,Male,Bachelor's Degree,$75k-$100k,Full-time,7,1,3.582726296942468,3.521355423205717,5.921555448969029,5.68137235663507,5.983244919171444,6,5,5,4,5,4,5,5,5,5,4,5,4,4,2,3,3,1,6,6,6,6,4,3,4,4,2,2,2
132,46,Female,Bachelor's Degree,$50k-$75k,Full-time,18,0,5.681314986490298,6.695065690187797,4.870009613988606,6.54863369478657,5.592908034686126,5,6,5,6,6,5,4,6,6,5,5,5,3,6,5,5,5,5,4,5,5,5,5,4,5,5,4,5,6
133,29,Male,Some College,$75k-$100k,Full-time,0,0,3.530207280785228,2.5836290611161425,2.0621810181626605,6.58436225923583,4.4551495362909,6,5,6,4,5,5,7,6,6,5,6,5,5,7,4,4,3,5,3,4,4,4,4,5,4,5,3,3,2
134,52,Female,Some College,$25k-$50k,Self-employed,19,0,5.770156663512367,2.83049025570474,2.9985349666637724,3.958299034490902,3.9490149607438374,3,5,4,4,4,4,4,3,4,5,4,5,4,5,4,4,4,5,3,2,3,3,4,4,4,4,6,5,4
135,31,Male,Master's Degree,$100k-$150k,Full-time,6,0,4.528498623389806,3.756399412669553,5.558709882217902,4.373815768289404,5.675268731286639,5,5,5,4,5,5,6,6,7,4,4,4,4,4,5,5,6,5,6,6,6,7,2,3,4,4,7,6,6
136,68,Male,Some College,$50k-$75k,Part-time,8,0,3.7181177897158055,4.117125101817069,3.9986292596798934,4.106464090803353,5.02133458979972,6,5,4,5,3,4,4,4,4,4,4,5,6,4,3,5,3,4,3,4,4,5,5,5,6,5,4,3,2
137,33,Male,Master's Degree,$75k-$100k,Full-time,3,0,5.427610823616202,5.4000134801851685,2.191623832537791,3.7941872736387077,3.6268026529661688,4,4,5,4,5,3,3,3,1,3,3,3,4,3,7,5,6,6,4,4,4,4,3,3,4,3,7,6,6
138,40,Male,Some College,Under $25k,Full-time,22,1,3.4088191129153227,4.786001542342146,2.6534665770367907,2.3902063487962497,3.431455741840849,3,3,3,3,3,4,5,4,4,6,4,6,6,6,5,4,5,3,3,3,3,2,6,4,6,5,4,4,4
139,57,Male,High School,$50k-$75k,Full-time,25,0,5.457276061092319,3.658790165452764,4.7848909317956405,4.582302738379789,4.045425897942057,5,4,5,6,4,2,2,3,3,5,5,5,5,5,6,6,6,6,4,5,5,5,5,5,4,4,7,6,6
140,26,Male,High School,$50k-$75k,Full-time,15,1,4.819089181787677,4.026689451526462,5.192174393704682,3.0573212875466673,7.0,4,5,4,5,2,7,7,7,6,6,6,5,5,7,3,5,5,5,5,5,6,7,6,6,6,6,4,4,4
141,48,Female,Bachelor's Degree,$50k-$75k,Full-time,6,0,3.605512966362119,3.78521820427989,3.824997422075044,4.5589937421588065,7.0,5,5,5,5,5,6,6,6,6,6,5,6,5,5,3,3,2,3,6,6,6,6,6,5,6,7,2,3,1
142,64,Male,Doctorate,Under $25k,Full-time,30,1,5.292952223001839,3.0109501440765514,7.0,7.0,5.325488062039801,7,5,5,5,6,4,4,4,4,5,5,4,5,5,2,4,4,3,5,4,3,4,4,3,3,4,3,3,1
143,20,Female,Some College,$100k-$150k,Full-time,7,0,5.319884588532958,3.0456481824178923,4.953813308837894,3.9887858844031494,5.263837075865417,4,4,4,4,5,4,4,4,3,6,5,5,6,6,5,4,4,4,6,5,5,6,6,5,5,4,4,5,4
144,47,Female,Some College,$25k-$50k,Part-time,0,1,6.236279408714937,5.536249058863433,3.4591265025139393,4.8337288067536806,4.730047590987526,6,5,7,6,5,2,2,2,1,4,5,5,5,4,1,2,3,3,7,6,6,6,4,4,5,5,1,3,2
145,48,Male,Some College,$75k-$100k,Full-time,19,0,5.949220518613943,1.8233855936947183,2.658011532660918,5.68797806297114,4.072066116859547,6,6,6,4,6,7,7,6,7,5,6,5,5,6,5,5,6,6,6,5,5,5,4,4,4,4,5,6,6
146,56,Male,Bachelor's Degree,$100k-$150k,Full-time,3,0,5.2369110310894245,6.302566306678571,2.435161973505342,4.936349550359088,6.612696963367968,5,6,5,4,5,6,5,6,6,4,5,4,4,6,6,5,6,5,6,6,6,6,5,5,5,5,4,6,5
147,26,Other,Bachelor's Degree,$75k-$100k,Full-time,24,0,2.808613573186855,3.754107506717099,4.269589848672517,4.950981025530755,7.0,5,5,4,4,5,5,5,5,5,5,5,4,4,4,3,3,2,2,7,6,7,6,5,4,4,4,2,2,3
148,25,Female,Master's Degree,$75k-$100k,Part-time,11,1,7.0,3.195738811690192,3.11571213712123,4.165117079574304,4.117239005576786,5,4,5,5,5,6,6,6,6,6,5,6,6,6,3,4,5,4,3,3,4,4,4,4,6,4,4,3,4
149,52,Female,Bachelor's Degree,$75k-$100k,Retired,21,0,2.3945756833922847,5.16168707790645,6.143241255576795,4.32174642992652,5.008877783732938,4,3,4,4,5,4,3,3,3,3,4,4,4,3,4,5,3,4,6,5,6,5,5,6,5,4,5,4,5
150,49,Male,Bachelor's Degree,$50k-$75k,Full-time,29,0,5.923894761423464,6.130781559391252,5.852836524085003,3.447987373374606,4.605147069218815,5,5,5,5,3,3,2,4,2,5,5,5,5,5,6,5,4,6,4,5,6,5,5,5,5,5,6,6,6
151,48,Female,High School,$100k-$150k,Full-time,2,0,5.146925725329448,5.652922174085145,4.686293166496118,5.615254010667289,4.637737017648525,4,5,4,4,5,3,2,3,3,6,6,6,6,6,5,4,4,5,5,4,5,4,6,6,7,5,6,4,5
152,50,Female,Other,$25k-$50k,Full-time,9,0,2.738786441278328,4.852407664167858,2.149405357860346,2.5102100120630846,6.404499080972848,5,6,5,5,6,4,4,4,5,4,5,4,4,4,4,4,5,5,7,7,7,6,6,4,6,4,4,3,5
153,34,Female,Some College,$75k-$100k,Retired,14,1,4.313548591682252,5.612922536638386,2.858893578426633,5.765306006058642,3.6568423000972654,5,6,6,5,6,6,6,6,7,5,6,7,6,6,3,3,2,3,4,5,3,6,7,6,6,7,1,3,3
154,48,Other,High School,$75k-$100k,Self-employed,30,0,4.381870670633039,1.9685531497129745,5.557948536037541,2.915561938305709,5.613116660029936,4,3,5,4,4,4,3,3,3,5,4,3,5,4,5,5,4,4,5,5,7,5,3,3,3,3,5,3,4
155,49,Male,Bachelor's Degree,$50k-$75k,Full-time,8,0,6.4583740737157855,3.5216202960654073,3.011707320286857,5.755128728891982,5.901061918036452,6,6,6,5,6,6,5,5,5,7,7,6,6,7,5,4,4,4,3,5,5,5,5,6,6,5,3,4,4
156,34,Male,Bachelor's Degree,$50k-$75k,Full-time,9,1,3.430033649579683,3.015478921967702,5.370998427487334,4.175418968545382,4.943633709037998,5,4,5,5,4,6,6,6,6,5,5,5,5,5,4,4,4,4,4,5,5,4,5,5,5,4,4,3,4
157,72,Female,Bachelor's Degree,$50k-$75k,Full-time,19,1,4.107082490363469,5.7920303505797275,4.464445492248665,3.1217575742403034,6.082374609685449,4,5,4,5,5,3,3,2,1,2,2,3,3,3,6,4,6,6,5,6,4,5,3,3,4,3,6,7,7
158,52,Female,Bachelor's Degree,$100k-$150k,Full-time,9,1,1.0,3.7014785753989474,3.872405038738462,5.295158374095563,5.262417024591195,5,6,6,5,5,6,7,6,6,5,5,4,4,4,6,5,6,5,7,5,5,5,4,6,6,6,5,4,4
159,27,Male,Master's Degree,Over $150k,Part-time,16,0,7.0,5.2990285238166726,2.8160340618903823,5.714521042090929,6.438842913271723,7,6,5,6,6,6,6,6,7,6,6,6,6,5,5,4,4,4,6,6,6,5,6,5,6,6,3,4,4
160,54,Male,Some College,$50k-$75k,Full-time,0,0,2.8942976354698935,4.8966140252352295,3.6680586190653477,4.074305622275755,3.42557416458156,4,5,5,6,5,6,6,5,5,4,4,5,5,5,4,5,5,4,5,5,5,4,6,5,4,6,4,4,3
161,30,Male,Master's Degree,$75k-$100k,Full-time,37,0,4.990366296358762,3.079000982987215,4.0655071368248565,5.46473265841472,4.716347212892443,5,6,6,5,5,5,7,5,5,5,6,5,5,5,5,6,6,4,5,4,5,4,5,4,5,5,5,5,5
162,56,Male,Bachelor's Degree,Over $150k,Part-time,1,0,4.347888255417204,3.4369543270308305,5.24555445762157,1.8578986063967795,5.021005542863861,3,3,3,5,4,6,6,6,6,6,5,4,5,4,6,7,6,5,6,5,5,6,5,4,4,5,6,6,6
163,62,Female,Bachelor's Degree,Under $25k,Self-employed,11,0,4.35299854982499,5.881962998059144,2.5599701591127433,3.015284452304079,2.1605718770815154,5,4,5,4,4,5,7,6,6,6,5,6,7,6,5,5,4,5,5,3,5,3,6,5,5,6,5,5,6
164,32,Female,Bachelor's Degree,$25k-$50k,Full-time,14,0,5.714792977306312,3.191872556710263,3.4320564204634385,6.150890716562475,3.905451993063611,6,6,5,6,6,5,5,7,7,5,5,6,4,5,6,3,5,4,5,5,6,5,3,2,3,4,5,7,7
165,59,Male,Some College,$75k-$100k,Part-time,34,0,7.0,4.362327893254123,3.8627523847051983,4.331596870962501,4.205040820205335,6,4,4,4,5,4,5,5,4,6,7,6,7,7,2,2,2,3,4,4,5,4,7,6,5,6,1,1,2
166,51,Male,Master's Degree,$100k-$150k,Full-time,1,0,4.877240504912987,3.1826963277756217,4.72774970076063,2.3653440082613826,6.1430265943056845,5,6,5,4,4,6,5,5,5,3,4,5,3,3,4,4,5,5,5,6,5,6,2,3,2,3,5,4,6
167,57,Male,Bachelor's Degree,$100k-$150k,Unemployed,34,1,5.482617026445789,3.791862157009381,2.528149927468112,3.761360583469607,4.322472319053939,4,4,4,5,5,5,6,6,7,4,3,4,3,4,4,3,3,3,5,6,5,6,3,3,4,2,2,3,3
168,73,Male,Some College,$50k-$75k,Self-employed,22,0,4.993337305090561,4.139989472839036,1.9568022899578987,3.491919432969903,4.2001131139634245,5,5,4,5,5,2,1,2,2,5,4,5,5,5,5,6,5,5,4,4,4,5,5,5,5,4,6,6,6
169,41,Female,Bachelor's Degree,Under $25k,Full-time,19,0,6.026297135895939,3.1822735366132617,4.7435512123940695,4.40084592223249,5.999234358721811,5,5,6,5,4,6,5,6,5,7,6,7,6,5,6,5,4,6,6,7,7,6,4,6,5,5,6,5,6
170,33,Other,Other,$50k-$75k,Part-time,5,1,3.805625430770509,2.951418959820954,1.6748712390746152,4.1550988194308225,3.32029828963094,4,5,5,3,4,5,7,6,6,4,4,5,4,4,3,2,3,3,5,4,3,3,4,3,4,4,1,2,2
171,31,Female,Bachelor's Degree,$25k-$50k,Unemployed,20,0,6.1130858316246215,4.572155337810675,5.598971600667035,4.814718074725793,2.82163152581207,5,4,5,5,5,2,2,3,2,4,3,4,5,4,4,4,4,4,3,3,3,3,3,2,4,4,3,4,4
172,32,Male,Master's Degree,$25k-$50k,Full-time,7,0,6.165749798471076,3.101841368571471,3.5817034635239287,4.51664073806491,4.702248469923719,6,5,5,5,5,5,5,5,5,4,3,4,4,4,3,4,3,5,5,5,5,6,3,3,2,3,3,3,4
173,43,Female,Some College,$100k-$150k,Full-time,27,1,6.123805513024365,3.146145177591726,1.6334564848157749,6.231687106044422,3.507522555113809,7,6,6,5,7,5,4,5,4,5,4,4,4,5,6,5,4,4,4,4,4,5,4,4,4,5,5,4,6
174,50,Female,High School,Under $25k,Self-employed,5,1,3.509778198995286,2.979230913187438,3.127411692835108,5.109458319663602,3.549352775874386,4,5,4,6,6,6,6,7,6,4,4,3,3,4,4,5,5,5,4,4,4,3,3,5,4,4,4,5,4
175,49,Female,Some College,$100k-$150k,Full-time,13,0,4.247493548644214,4.098719539769286,4.330773086296932,5.149205933432303,5.73077717085678,6,5,6,6,5,4,5,5,6,5,6,6,5,6,5,5,5,5,6,5,5,6,5,5,5,5,5,4,4
176,57,Male,Bachelor's Degree,$50k-$75k,Full-time,9,0,4.859200483170652,5.426812124719794,3.054218477423031,5.998188548673426,6.063571221703837,4,5,5,5,5,4,2,4,4,4,6,5,5,4,3,4,4,4,5,6,6,6,6,5,5,4,4,3,5
177,45,Male,Some College,$75k-$100k,Unemployed,5,0,2.4437369327564915,6.158487227205947,3.8280416483540862,4.133477499484502,5.967750637437337,5,5,5,5,4,6,5,6,5,3,3,3,3,3,7,5,7,7,5,5,6,6,5,4,5,4,7,7,6
178,66,Male,High School,Under $25k,Part-time,22,0,6.892380312129022,3.256306488208088,4.836109711987401,3.085747067969818,6.319654326337956,3,4,3,3,3,4,4,4,3,5,5,5,5,6,5,6,6,5,5,6,7,6,4,3,4,5,6,6,4
179,41,Male,Master's Degree,$50k-$75k,Full-time,20,0,4.481585199746736,6.995404031330574,3.5169335304573326,6.0483643895586985,6.465247752016282,6,5,6,5,5,5,5,5,5,5,5,5,4,4,5,4,5,4,6,5,6,7,6,6,5,6,4,4,4
180,80,Male,Master's Degree,Under $25k,Full-time,27,0,4.925891831407083,2.8938836810811654,2.488119252947413,4.763010097729735,2.7585507702903755,5,5,5,6,6,7,7,6,7,6,6,5,7,5,4,2,3,3,4,3,4,4,5,5,5,5,2,3,1
181,54,Male,Bachelor's Degree,Over $150k,Full-time,0,0,3.6344933404091955,5.608613080326231,3.3814224036794225,4.767221449478714,5.595453155922413,5,5,6,5,4,3,3,4,4,4,4,4,5,5,3,4,3,3,6,6,6,6,3,4,6,5,2,2,1
182,32,Female,Some College,$100k-$150k,Full-time,25,0,2.5096836609494657,3.261794609779925,5.780776191042964,3.840004094163716,4.517430980473485,5,5,4,5,5,6,5,5,4,3,3,4,3,4,3,2,3,2,6,5,4,5,5,4,5,5,2,2,2
183,28,Female,High School,$50k-$75k,Full-time,40,0,3.5939551717878437,3.067799749168987,6.159090083466458,3.8597736002757066,4.2778333294105195,5,5,6,5,5,4,4,4,5,4,4,4,5,4,6,5,5,5,6,5,5,5,5,4,6,4,6,5,4
184,52,Male,High School,$25k-$50k,Part-time,10,0,4.828806281450382,3.231816996180295,1.0,5.616066806525012,5.716456095429575,6,6,7,6,5,3,5,4,4,3,5,4,4,4,4,5,5,5,5,6,4,4,4,4,3,4,3,6,3
185,41,Male,Bachelor's Degree,Over $150k,Full-time,33,0,5.510143219130541,4.131817990456145,5.327439072868067,5.781586957765132,3.1966749721146726,6,6,7,6,6,7,6,6,7,6,5,6,5,5,6,6,7,6,4,3,5,5,6,5,5,6,7,7,7
186,55,Female,Master's Degree,$50k-$75k,Full-time,12,0,4.74268731090408,4.9539638223436935,4.150206802449499,5.54058808689599,3.173780533540447,5,7,6,6,6,6,6,5,5,6,5,5,5,5,6,5,5,6,5,4,6,3,5,5,4,4,5,5,6
187,52,Female,Bachelor's Degree,$25k-$50k,Full-time,1,0,5.020086024362925,5.070828449276268,5.09357575076821,5.551553926534569,5.796930018489888,6,6,6,6,6,4,4,5,6,5,4,5,4,5,3,3,2,2,5,7,5,5,6,5,4,6,2,1,1
188,43,Female,High School,$75k-$100k,Student,11,0,3.994460437977935,2.9728194800477454,3.0293164356253186,5.2828354447117105,5.636564619261987,3,4,3,5,4,5,5,6,7,5,4,5,4,5,4,3,3,3,6,6,4,5,3,4,4,4,3,3,4
189,32,Prefer not to say,Bachelor's Degree,Over $150k,Full-time,25,0,5.244372849368142,2.913442926235351,1.3244310866979196,4.757827276093788,5.250405921458661,5,6,4,4,5,6,5,6,6,5,4,6,6,5,2,3,3,3,6,6,5,6,4,3,3,4,2,2,2
190,22,Female,Some College,Under $25k,Full-time,6,0,6.72424929957886,3.008369698627389,4.618284304106446,4.389544378814823,4.132095254804549,5,5,5,6,4,3,2,3,2,6,7,7,6,7,5,6,4,5,6,6,4,5,6,5,6,5,4,3,4
191,38,Other,Some College,$25k-$50k,Full-time,8,0,5.55718416365848,4.055239276898836,2.482631834204196,6.0523886199298635,5.918212598040336,6,4,4,5,6,7,6,6,7,5,4,4,4,6,5,6,4,5,6,6,5,6,3,4,4,4,5,5,4
192,57,Male,Bachelor's Degree,Over $150k,Full-time,20,0,5.71431283237941,3.926797714551863,1.8563905959212066,4.1515349554114795,5.848333181266523,6,5,4,5,5,1,3,3,2,6,5,5,3,4,4,4,4,5,6,6,7,5,4,4,4,4,3,4,4
193,48,Male,Bachelor's Degree,$25k-$50k,Full-time,15,0,4.941024598959946,2.964771899309267,1.954238064537147,5.043975056656896,5.193834966552199,6,6,6,5,5,7,7,6,6,5,6,6,5,5,4,5,4,5,5,4,5,5,4,5,5,5,5,4,5
194,26,Male,High School,$25k-$50k,Full-time,20,0,2.2452673956005973,4.5504848022822175,4.641279295381468,3.635184402454904,3.804946854603251,3,4,4,4,4,7,6,7,5,3,3,5,4,3,4,3,4,3,5,5,4,5,4,5,5,5,2,2,3
195,47,Male,High School,$75k-$100k,Full-time,17,0,2.933000204053135,7.0,3.9952334524408757,3.8088411557794593,4.632226819697542,5,6,5,5,6,5,6,5,6,5,4,5,3,4,7,6,7,7,6,6,6,5,7,5,6,6,7,6,7
196,50,Male,Other,$100k-$150k,Full-time,19,0,5.182313700995765,3.5438698996143034,4.895452430624543,4.316614518571328,6.021617045276887,4,5,7,5,4,5,5,5,4,5,4,4,4,4,5,5,4,5,6,6,5,5,4,3,3,3,3,5,4
197,31,Female,Some College,$50k-$75k,Full-time,10,0,4.483591422059871,3.6364346324354067,4.736705356294911,3.6352739479274034,6.559910345081965,4,4,4,4,4,7,6,7,7,4,5,4,5,5,6,6,7,7,5,4,6,5,4,4,4,4,7,6,7
198,47,Female,High School,Over $150k,Full-time,17,0,5.159764329709242,4.927560041421679,3.2106930095827275,5.55742219057396,4.740809736286038,5,5,5,6,5,7,6,7,6,7,6,6,6,5,6,5,4,4,5,6,4,3,5,6,5,6,6,6,6
199,45,Female,Some College,$75k-$100k,Full-time,5,0,7.0,3.4735388207421667,3.7013369965715617,2.9823588981459643,4.8253597354109115,4,6,5,5,4,5,6,5,5,5,5,5,4,6,5,5,5,5,4,4,5,3,3,3,1,3,6,4,4
200,27,Male,High School,Under $25k,Full-time,27,1,5.589053998844001,5.069653826233637,3.0839874597044443,4.719075548057287,4.922141981172432,5,5,5,4,6,4,4,3,5,5,5,5,5,5,5,5,5,5,7,6,7,6,4,6,5,6,5,5,4
201,50,Female,Some College,Over $150k,Full-time,8,0,6.3883293086142325,3.2658944811872477,3.5055411179883125,4.759009716210617,5.402382309802069,4,4,5,5,5,4,4,4,3,5,5,6,5,5,4,3,4,4,4,5,5,6,4,4,3,5,3,2,3
202,53,Female,Master's Degree,$50k-$75k,Full-time,26,0,4.642022084206095,6.581755489850492,2.445843366826508,2.427040506016383,4.460825969933973,4,3,2,4,4,5,5,6,4,5,4,2,4,5,3,3,3,4,3,3,4,4,4,5,4,5,4,3,4
203,61,Male,Some College,$25k-$50k,Part-time,12,1,3.2891764837733404,4.648207464369983,4.346678011424069,4.070771415371669,1.9163964366712571,4,4,4,3,3,4,4,4,3,4,6,4,5,6,5,4,5,4,2,1,2,2,6,6,5,4,3,5,4
204,60,Female,Bachelor's Degree,$75k-$100k,Full-time,17,1,4.413200761178489,3.3939701662002753,5.3051690485744585,4.906839445657771,6.412045901811807,5,5,5,5,5,7,6,6,7,5,5,6,5,5,4,3,5,4,6,6,7,5,4,6,4,4,4,4,3
205,24,Male,Bachelor's Degree,$50k-$75k,Full-time,10,0,3.2928722794212932,3.434700790689944,2.656741758250619,5.114473591952882,7.0,5,4,4,5,4,4,4,4,5,5,4,5,4,5,2,1,1,2,5,6,6,6,5,4,4,4,1,1,1
206,30,Male,Bachelor's Degree,Under $25k,Full-time,4,0,6.837442435158672,3.5320603214795545,5.5937775035618795,4.354831349679801,4.426360154433715,3,5,4,3,4,7,6,6,7,6,7,6,7,5,4,5,4,5,4,5,4,5,5,4,5,5,5,4,4
207,52,Female,Master's Degree,Under $25k,Retired,0,0,5.685586614803205,5.984574566123536,3.9589300950691184,5.412265845376858,3.926681294189348,5,5,5,5,5,6,6,6,5,7,6,6,6,5,4,5,6,6,5,5,4,4,4,5,6,6,5,5,5
208,52,Male,Master's Degree,$50k-$75k,Unemployed,4,0,5.280768744942419,2.5506236901183317,4.137510566968138,4.468820491316751,4.949189425370755,3,3,4,4,3,4,5,4,5,5,5,4,5,5,1,3,3,3,5,5,3,4,4,3,3,4,2,3,2
209,52,Male,High School,$100k-$150k,Full-time,11,0,6.353914803342155,3.331675828402644,1.4207986725494743,4.6163834944900675,4.89374572789835,5,5,5,5,5,6,6,7,7,5,4,5,5,5,2,4,3,3,5,4,5,4,5,3,4,5,2,2,2
210,80,Female,Master's Degree,$75k-$100k,Full-time,17,0,1.4699153782151617,3.4698412759969464,1.2698327666079723,4.901984642783864,6.195070434879256,5,6,6,6,6,5,5,6,5,4,3,3,2,3,4,4,4,5,6,6,6,7,3,4,4,4,3,5,4
