firm_id,state,geo_zone,location_type,sector,isic_section,isic_2digit,firm_age_years,employees_full_time,annual_turnover_naira,legal_structure,owner_age,owner_gender,owner_education,owner_field_of_study,owner_prior_entre_experience,owner_digital_literacy_0_100,B1_digital_tools_computers,B1_digital_tools_accounting_software,B1_digital_tools_crm,B1_digital_tools_ecommerce,B1_digital_tools_cloud,B1_digital_tools_social_media,B2_advanced_ai_ml,B2_advanced_iot,B2_advanced_blockchain,B2_advanced_robotics,B3_process_new_methods,B3_process_supply_chain_software,B3_process_support_techniques,B4_product_new_or_improved,B4_product_launch_frequency,B5_bmi_revenue_model_changes,B5_bmi_value_prop_changes,B5_bmi_customer_engagement_changes,B6_drivers_competitive_pressure,B6_drivers_customer_demand,B6_drivers_top_mgmt_attitude,B_comp_digital_tools_mean_1_5,B_comp_advanced_tech_mean_1_5,B_comp_process_innovation_mean_1_5,B_comp_product_innovation_mean_1_5,B_comp_bmi_mean_1_5,B_comp_level_digitization_1_5,B_comp_level_digitization_score_0_100,C1_financial_access_to_credit,C1_financial_cost_of_innovation,C1_financial_internal_capital_sufficiency,C2_human_skill_shortage,C2_human_training_cost,C2_human_mgmt_capability_for_change,C3_infra_power_reliability,C3_infra_internet_quality_cost,C3_infra_logistics_access,C4_regulatory_burden_taxes,C4_regulatory_corruption_informal_charges,C4_regulatory_govt_program_effectiveness,C5_market_competition_intensity,C5_market_demand_uncertainty,C5_market_international_access,D1_subj_profitability_growth,D1_subj_sales_growth,D1_subj_market_share_growth,D1_subj_roi,D1_subj_overall_perf_satisfaction,D_comp_subjective_performance_mean_1_5,D2_obj_annual_turnover_naira,D2_obj_profit_naira,D2_obj_turnover_band,D2_obj_profit_band,D2_obj_employee_growth_rate_pct,D2_obj_num_new_branches_clients,D3_nonfin_increase_product_lines,D3_nonfin_quality_improved,D3_nonfin_customer_satisfaction_retention
F2025000047,Abuja FCT,North Central,Urban,Other Services,S,96,11,24,18931882.660574056,Sole Proprietorship,41,Male,Postgraduate,Agric/Environment,1,73.18187731868773,4,1,3,4,2,3,5,5,4,4,3,2,1,5,3,2,1,3,5,2,3,2.8333333333333335,4.5,2.0,4.0,2.0,3.0,50.0,1,3,4,5,5,5,1,1,2,3,1,1,3,3,3,5,5,5,5,4,4.8,18931882.660574056,3894306.864542208,₦5m–₦20m,₦2m–₦10m,15.150436805922649,0,4,4,3
F2025000048,Lagos,South West,Rural,Retail & Wholesale,G,47,4,4,2017520.2404623008,Limited Liability,32,Male,Postgraduate,Arts/Social Sciences,0,86.12267951530522,2,1,1,1,2,1,4,4,3,3,5,2,3,3,2,3,4,1,3,1,2,1.3333333333333333,3.5,3.3333333333333335,2.5,2.6666666666666665,5.0,100.0,1,2,2,4,3,3,5,3,5,3,5,3,4,3,5,4,4,5,5,5,4.6,2017520.2404623008,500473.28434200946,₦1m–₦5m,₦0.5m–₦2m,8.82651606414662,1,2,2,3
F2025000049,Kano,North West,Rural,Retail & Wholesale,G,47,11,3,4493458.671033378,Limited Liability,36,Male,Tertiary,Business/Management,0,78.31296576425463,3,3,5,4,4,5,3,4,3,3,4,5,4,5,4,1,2,1,2,2,1,4.0,3.25,4.333333333333333,4.5,1.3333333333333333,4.0,75.0,1,1,2,4,5,3,1,3,2,3,3,4,1,2,4,5,5,5,4,5,4.8,4493458.671033378,1154858.2290769876,₦1m–₦5m,₦0.5m–₦2m,7.046978625509934,2,4,4,1
F2025000050,Adamawa,North East,Rural,Transport & Logistics,H,49,0,3,5809233.073469387,Partnership,65,Male,Tertiary,Business/Management,1,69.00263223410022,3,2,1,2,1,1,1,1,1,1,2,1,1,1,4,4,4,4,4,3,2,1.6666666666666667,1.0,1.3333333333333333,2.5,4.0,1.0,0.0,1,1,2,3,4,5,1,1,3,5,4,2,5,5,4,4,3,4,5,3,3.8,5809233.073469387,991220.4573728895,₦5m–₦20m,₦0.5m–₦2m,9.914862244950152,0,1,3,4
F2025000051,Delta,South South,Rural,Agriculture,A,01,0,4,1905912.6228553373,Sole Proprietorship,35,Female,Tertiary,Business/Management,1,54.57981555310546,1,1,1,1,1,1,3,4,3,3,1,5,4,2,4,2,4,5,2,1,3,1.0,3.25,3.3333333333333335,3.0,3.6666666666666665,3.0,50.0,1,1,3,2,2,4,4,3,1,4,3,4,4,4,4,5,5,5,5,4,4.8,1905912.6228553373,337656.4522958092,₦1m–₦5m,Loss/Break-even,18.14214287968831,1,4,5,5
F2025000052,Lagos,South West,Rural,IT & Professional Services,J,62,14,7,30274337.071072415,Sole Proprietorship,43,Male,Postgraduate,Agric/Environment,1,81.60657053112106,1,3,4,2,4,1,4,4,4,4,1,1,1,4,4,2,1,1,3,4,3,2.5,4.0,1.0,4.0,1.3333333333333333,4.0,75.0,3,3,1,2,2,4,5,5,5,4,4,4,5,3,4,5,5,5,5,5,5.0,30274337.071072415,5504632.972623387,₦20m–₦100m,₦2m–₦10m,2.805731865253396,1,3,1,3
F2025000053,Abuja FCT,North Central,Rural,Manufacturing,C,10,5,17,16710426.719236264,Partnership,37,Male,Tertiary,Arts/Social Sciences,1,63.24184283064122,3,1,4,4,4,3,5,5,5,5,1,4,3,3,3,2,3,3,3,1,3,3.1666666666666665,5.0,2.6666666666666665,3.0,2.6666666666666665,5.0,100.0,4,3,3,2,2,3,2,4,5,2,3,2,5,2,5,5,5,4,5,5,4.8,16710426.719236264,3782337.7805936732,₦5m–₦20m,₦2m–₦10m,22.775302301740023,0,2,5,4
F2025000054,Lagos,South West,Urban,Retail & Wholesale,G,47,6,5,2758816.808306629,Partnership,40,Female,Secondary,Other,1,44.29440463295174,5,5,5,5,2,5,1,1,1,1,3,4,2,3,4,4,5,5,5,5,4,4.5,1.0,3.0,3.5,4.666666666666667,5.0,100.0,2,2,1,2,1,1,1,1,1,3,1,2,3,1,2,5,5,5,5,5,5.0,2758816.808306629,969536.8826770971,₦1m–₦5m,₦0.5m–₦2m,4.865185867857309,1,1,3,5
F2025000055,Cross River,South South,Urban,Retail & Wholesale,G,47,9,7,3517407.2558851484,Sole Proprietorship,53,Male,Tertiary,Business/Management,0,73.97146070128163,3,3,1,2,5,4,4,4,4,3,2,2,5,1,3,4,1,3,5,2,4,3.0,3.75,3.0,2.0,2.6666666666666665,5.0,100.0,3,3,2,1,2,5,1,1,2,4,3,3,2,1,4,4,2,5,5,5,4.2,3517407.2558851484,778040.2363393644,₦1m–₦5m,₦0.5m–₦2m,18.886954644111732,1,3,1,1
F2025000056,Edo,South South,Urban,Retail & Wholesale,G,47,9,8,12228867.858490285,Partnership,19,Male,Secondary,Arts/Social Sciences,1,52.80515866025179,5,5,3,5,5,5,4,5,4,4,4,4,4,4,4,4,3,5,4,5,5,4.666666666666667,4.25,4.0,4.0,4.0,5.0,100.0,1,3,3,1,1,2,2,3,1,3,2,4,3,3,4,5,5,3,5,5,4.6,12228867.858490285,3991065.9079045504,₦5m–₦20m,₦2m–₦10m,-4.702030830620475,0,5,3,5
F2025000057,Ogun,South West,Urban,Transport & Logistics,H,49,15,11,6239256.691294871,Sole Proprietorship,43,Female,Primary,Sciences,0,33.618775100570545,3,5,2,5,2,2,2,3,2,2,5,5,5,3,2,3,1,2,4,3,1,3.1666666666666665,2.25,5.0,2.5,2.0,5.0,100.0,4,4,4,2,3,1,2,3,3,4,5,3,2,2,2,5,4,5,5,3,4.4,6239256.691294871,1783520.5153867255,₦5m–₦20m,₦0.5m–₦2m,3.0281140266960724,1,3,2,2
F2025000058,Edo,South South,Urban,Agriculture,A,01,0,37,14394639.378346546,Sole Proprietorship,48,Female,Secondary,Business/Management,0,49.56554956820245,2,4,1,4,3,2,5,5,5,5,5,4,4,1,1,2,2,5,3,2,2,2.6666666666666665,5.0,4.333333333333333,1.0,3.0,3.0,50.0,4,3,2,4,2,4,4,2,2,2,3,3,5,4,1,5,5,5,4,5,4.8,14394639.378346546,2340781.8754998585,₦5m–₦20m,₦2m–₦10m,11.28369595700493,0,1,4,1
F2025000059,Kaduna,North West,Rural,Manufacturing,C,10,10,4,2186697.797944626,Sole Proprietorship,36,Male,Tertiary,Engineering/Technology,1,66.75456471143887,4,5,4,5,4,4,1,1,1,1,5,5,5,3,4,3,2,3,3,3,2,4.333333333333333,1.0,5.0,3.5,2.6666666666666665,4.0,75.0,2,4,2,2,4,2,1,3,2,4,3,2,4,5,3,5,5,5,5,4,4.8,2186697.797944626,597092.7472581783,₦1m–₦5m,₦0.5m–₦2m,-0.8688108491090751,0,5,4,1
F2025000060,Osun,South West,Rural,Hospitality & Food Services,I,56,2,5,1354289.0920029057,Sole Proprietorship,19,Female,Tertiary,Sciences,1,59.75148222978174,1,2,3,2,1,1,2,2,1,1,2,2,4,1,1,3,1,4,2,2,4,1.6666666666666667,1.5,2.6666666666666665,1.0,2.6666666666666665,4.0,75.0,3,5,5,5,5,5,4,4,5,1,1,1,4,2,2,2,3,5,5,5,4.0,,,₦1m–₦5m,Loss/Break-even,11.606643706054316,2,1,4,2
F2025000061,Taraba,North East,Rural,IT & Professional Services,J,62,10,4,6437966.166883078,Sole Proprietorship,36,Male,Secondary,Engineering/Technology,0,45.688755663497126,5,4,2,4,4,1,3,3,2,2,5,5,4,2,1,4,3,2,4,1,2,3.3333333333333335,2.5,4.666666666666667,1.5,3.0,4.0,75.0,3,3,2,2,4,2,2,3,1,5,2,1,3,4,1,4,5,5,5,5,4.8,6437966.166883078,2158530.055763091,₦5m–₦20m,₦2m–₦10m,12.2928122660007,0,2,1,2
F2025000062,Niger,North Central,Rural,Retail & Wholesale,G,47,0,4,5498034.11447633,Limited Liability,30,Male,Tertiary,Engineering/Technology,0,64.22263099740385,5,5,4,4,4,3,1,1,1,1,5,5,5,4,4,5,4,4,3,4,2,4.166666666666667,1.0,5.0,4.0,4.333333333333333,2.0,25.0,4,5,3,5,4,5,5,5,5,3,3,4,4,3,4,3,5,5,5,2,4.0,5498034.11447633,1269598.5033448136,₦5m–₦20m,₦0.5m–₦2m,1.1757991701149606,0,5,5,5
F2025000063,Benué,North Central,Urban,IT & Professional Services,J,62,11,2,943628.0303215239,Limited Liability,53,Male,Tertiary,Engineering/Technology,1,72.75601726474326,5,3,5,5,4,5,3,4,3,3,4,5,3,4,5,3,3,1,2,3,5,4.5,3.25,4.0,4.5,2.3333333333333335,5.0,100.0,1,2,2,4,5,3,3,3,1,3,3,4,4,2,3,5,5,5,5,5,5.0,943628.0303215239,416743.4507510273,< ₦1m,Loss/Break-even,30.00927358045339,0,4,5,3
F2025000064,Taraba,North East,Rural,Agriculture,A,01,20,6,19371629.841075704,Sole Proprietorship,52,Male,Postgraduate,Agric/Environment,0,71.87062413089626,3,4,2,3,4,2,4,4,4,4,4,4,3,3,4,5,2,5,4,4,4,3.0,4.0,3.6666666666666665,3.5,4.0,4.0,75.0,2,2,5,4,4,2,4,2,4,1,3,1,5,4,2,4,4,5,5,5,4.6,19371629.841075704,3523553.1274166647,₦5m–₦20m,₦2m–₦10m,20.766373559231305,0,5,4,5
F2025000065,Benué,North Central,Urban,Retail & Wholesale,G,47,7,6,15503499.07548413,Sole Proprietorship,29,Female,Tertiary,Business/Management,0,67.888297206634,5,5,5,4,5,5,1,2,1,1,5,4,4,1,1,4,4,5,3,5,5,4.833333333333333,1.25,4.333333333333333,1.0,4.333333333333333,5.0,100.0,2,2,3,1,3,4,2,4,1,1,1,2,4,4,2,5,5,5,5,4,4.8,15503499.07548413,4581325.898685943,₦5m–₦20m,₦2m–₦10m,6.9507032135506925,1,2,4,3
F2025000066,Nasarawa,North Central,Rural,Transport & Logistics,H,49,3,5,15001874.64855009,Sole Proprietorship,39,Male,Tertiary,Arts/Social Sciences,0,65.02588754122779,5,5,4,5,5,5,2,2,1,1,5,3,4,2,2,3,5,3,3,4,1,4.833333333333333,1.5,4.0,2.0,3.6666666666666665,5.0,100.0,4,5,3,4,4,4,2,2,2,1,3,2,2,1,3,5,5,5,5,5,5.0,,,₦5m–₦20m,₦2m–₦10m,-2.286441609726007,0,4,4,5
F2025000067,Ogun,South West,Rural,Other Services,S,96,25,5,3063235.8496865407,Sole Proprietorship,64,Female,Secondary,Engineering/Technology,1,38.11693221318026,3,5,4,2,2,2,3,3,3,2,5,2,4,2,4,5,3,4,1,1,3,3.0,2.75,3.6666666666666665,3.0,4.0,4.0,75.0,3,3,3,4,4,4,3,2,4,1,1,1,3,2,2,4,5,4,5,5,4.6,3063235.8496865407,580506.8386590721,₦1m–₦5m,₦0.5m–₦2m,0.30053938934604985,3,4,3,5
F2025000068,Kaduna,North West,Rural,Transport & Logistics,H,49,0,3,6806351.086364087,Sole Proprietorship,45,Male,Tertiary,Arts/Social Sciences,1,59.96386651553442,4,5,4,4,5,5,1,1,1,1,5,4,5,5,4,4,3,2,3,2,5,4.5,1.0,4.666666666666667,4.5,3.0,2.0,25.0,1,3,5,2,2,3,2,5,2,1,2,1,4,2,3,5,4,5,5,5,4.8,6806351.086364087,1371295.179056813,₦5m–₦20m,₦0.5m–₦2m,5.014117820773207,0,3,4,5
F2025000069,Taraba,North East,Urban,Manufacturing,C,10,8,4,6101920.255292288,Limited Liability,44,Male,Postgraduate,Business/Management,0,80.46853104296001,3,3,5,5,3,2,2,2,2,1,1,4,3,4,1,5,5,3,1,5,4,3.5,1.75,2.6666666666666665,2.5,4.333333333333333,3.0,50.0,2,3,3,1,1,1,4,2,4,5,3,1,5,5,5,5,5,5,5,5,5.0,6101920.255292288,1438190.8160590979,₦5m–₦20m,₦0.5m–₦2m,23.931705712747757,0,1,2,5
F2025000070,Adamawa,North East,Rural,Retail & Wholesale,G,47,18,2,10399615.38367644,Sole Proprietorship,27,Female,Tertiary,Agric/Environment,1,82.72469733988655,2,1,3,3,3,4,4,4,3,3,3,3,1,2,1,5,5,5,5,4,3,2.6666666666666665,3.5,2.3333333333333335,1.5,5.0,5.0,100.0,3,4,5,2,3,3,4,4,4,1,2,1,3,4,5,5,4,4,4,5,4.4,10399615.38367644,1828532.0549853141,₦5m–₦20m,₦0.5m–₦2m,-1.3318139882049524,0,1,2,4
F2025000071,Niger,North Central,Rural,Retail & Wholesale,G,47,13,9,10537178.396965131,Limited Liability,49,Male,Secondary,Sciences,0,37.587023272841364,5,5,4,4,3,4,1,1,1,1,4,1,2,2,3,4,1,1,1,1,4,4.166666666666667,1.0,2.3333333333333335,2.5,2.0,3.0,50.0,3,3,5,4,4,2,4,5,4,2,3,3,4,2,5,5,4,5,3,5,4.4,10537178.396965131,1461061.070336694,₦5m–₦20m,₦0.5m–₦2m,3.116051461717819,1,5,1,3
F2025000072,Taraba,North East,Rural,IT & Professional Services,J,62,1,21,27310333.85526271,Limited Liability,39,Male,Postgraduate,Arts/Social Sciences,0,83.6507586129816,5,2,5,3,1,5,4,4,3,3,1,3,2,1,3,1,1,2,3,1,4,3.5,3.5,2.0,2.0,1.3333333333333333,5.0,100.0,1,1,3,3,4,1,4,4,3,2,3,3,2,2,1,5,5,5,4,4,4.6,27310333.85526271,8367833.569752797,₦20m–₦100m,₦2m–₦10m,15.806853802117852,1,1,1,2
F2025000073,Anambra,South East,Rural,Retail & Wholesale,G,47,13,2,1412304.2853424076,Sole Proprietorship,47,Female,Tertiary,Business/Management,0,69.62784085411789,4,2,5,2,4,2,5,5,4,4,4,5,3,3,2,5,4,5,2,5,2,3.1666666666666665,4.5,4.0,2.5,4.666666666666667,5.0,100.0,1,1,3,1,5,3,2,4,3,2,2,2,4,5,4,5,4,4,3,4,4.0,1412304.2853424076,266097.67874753894,₦1m–₦5m,Loss/Break-even,1.2593773508758024,1,1,4,3
F2025000074,Abia,South East,Urban,Retail & Wholesale,G,47,17,60,31725976.075493205,Sole Proprietorship,38,Female,Primary,Other,1,50.512798775510575,5,5,5,4,5,5,1,2,1,1,3,2,3,3,2,3,4,3,3,4,4,4.833333333333333,1.25,2.6666666666666665,2.5,3.3333333333333335,4.0,75.0,1,1,4,4,2,4,5,2,1,4,5,3,3,2,4,5,5,5,5,5,5.0,31725976.075493205,9749422.302112028,₦20m–₦100m,₦2m–₦10m,1.5908853342985516,0,3,5,3
F2025000075,Abuja FCT,North Central,Rural,Education & Health,P/Q,86,16,7,6674354.570095731,Sole Proprietorship,34,Male,Tertiary,Sciences,0,68.36848688513989,2,2,4,5,4,5,2,3,2,2,3,4,4,5,5,5,5,5,2,5,2,3.6666666666666665,2.25,3.6666666666666665,5.0,5.0,3.0,50.0,2,2,1,5,5,5,1,1,2,2,4,1,4,2,4,5,5,5,5,3,4.6,6674354.570095731,1440928.9119832304,₦5m–₦20m,₦0.5m–₦2m,2.9205046694442722,1,3,5,5
F2025000076,Lagos,South West,Rural,Manufacturing,C,10,6,27,43160803.0101118,Sole Proprietorship,37,Male,Secondary,Arts/Social Sciences,1,54.658119177895706,2,2,4,5,3,4,1,1,1,1,2,4,2,2,4,4,5,5,4,3,3,3.3333333333333335,1.0,2.6666666666666665,3.0,4.666666666666667,4.0,75.0,2,3,1,1,1,2,4,4,5,2,5,2,1,2,2,5,5,5,5,3,4.6,43160803.0101118,10767435.77712898,₦20m–₦100m,₦10m–₦50m,7.088948208491798,0,4,2,4
F2025000077,Rivers,South South,Urban,Other Services,S,96,5,2,4853056.067768795,Sole Proprietorship,41,Female,Tertiary,Agric/Environment,1,67.78072804430624,3,4,1,4,4,3,2,2,2,1,5,3,3,5,5,5,4,4,5,4,3,3.1666666666666665,1.75,3.6666666666666665,5.0,4.333333333333333,5.0,100.0,2,3,3,1,2,3,3,1,1,4,5,4,4,2,2,4,5,5,5,5,4.8,4853056.067768795,1301450.26213684,₦1m–₦5m,₦0.5m–₦2m,11.046007397307855,0,5,4,4
F2025000078,Lagos,South West,Urban,Hospitality & Food Services,I,56,8,9,9559500.96041712,Limited Liability,44,Female,Tertiary,Arts/Social Sciences,0,66.35825945190115,4,2,4,3,3,2,3,3,2,2,1,3,2,1,1,5,3,5,3,5,3,3.0,2.5,2.0,1.0,4.333333333333333,4.0,75.0,3,5,5,4,4,4,3,3,1,5,4,5,1,2,1,5,4,5,5,5,4.8,9559500.96041712,1580176.4291555572,₦5m–₦20m,₦0.5m–₦2m,2.5598372520594346,2,1,1,2
F2025000079,Oyo,South West,Urban,Other Services,S,96,12,4,3483619.7353544105,Sole Proprietorship,51,Male,Tertiary,Arts/Social Sciences,1,66.54523125851055,4,5,4,4,4,5,4,4,4,3,2,2,3,3,5,1,1,1,1,1,4,4.333333333333333,3.75,2.3333333333333335,4.0,1.0,5.0,100.0,4,2,2,2,4,2,1,2,1,3,5,4,2,2,2,5,4,3,5,5,4.4,3483619.7353544105,666649.6850568695,₦1m–₦5m,₦0.5m–₦2m,-7.584629515367277,0,3,2,1
F2025000080,Rivers,South South,Urban,Retail & Wholesale,G,47,1,11,37842117.08949449,Sole Proprietorship,47,Female,Postgraduate,Engineering/Technology,1,74.09610990947463,2,2,3,1,2,3,2,2,2,1,2,2,3,4,5,3,1,3,4,4,2,2.1666666666666665,1.75,2.3333333333333335,4.5,2.3333333333333335,4.0,75.0,3,2,1,4,1,2,2,4,2,3,4,3,2,3,4,5,5,4,1,4,3.8,37842117.08949449,9477530.076240523,₦20m–₦100m,₦2m–₦10m,2.0237749600144466,2,4,2,1
F2025000081,Lagos,South West,Urban,Education & Health,P/Q,86,0,4,7829466.212093859,Limited Liability,45,Male,Tertiary,Agric/Environment,1,76.96401749383328,2,4,2,2,2,5,4,4,4,4,5,4,5,2,3,2,1,1,4,1,5,2.8333333333333335,4.0,4.666666666666667,2.5,1.3333333333333333,3.0,50.0,3,2,3,1,1,4,2,1,1,4,1,2,2,2,3,5,4,5,5,5,4.8,7829466.212093859,1602556.8936091792,₦5m–₦20m,₦0.5m–₦2m,15.140005983612742,1,2,5,3
F2025000082,Ogun,South West,Rural,Manufacturing,C,10,6,6,3356093.096627349,Limited Liability,41,Male,Secondary,Business/Management,0,51.88992332732039,5,4,2,3,5,5,5,5,5,5,4,4,2,4,4,4,2,3,2,3,5,4.0,5.0,3.3333333333333335,4.0,3.0,3.0,50.0,3,1,2,1,2,3,3,5,4,3,5,4,4,4,4,5,5,5,4,5,4.8,3356093.096627349,1012117.0989362296,₦1m–₦5m,₦0.5m–₦2m,18.88779121757764,0,5,4,1
F2025000083,Kano,North West,Rural,Retail & Wholesale,G,47,17,3,1098361.9733724624,Sole Proprietorship,48,Male,Tertiary,Arts/Social Sciences,1,66.43099229380215,3,2,4,4,4,2,5,5,5,4,2,2,4,1,1,3,1,2,3,4,5,3.1666666666666665,4.75,2.6666666666666665,1.0,2.0,4.0,75.0,4,4,2,1,1,2,4,5,5,2,2,4,1,3,3,5,5,5,5,4,4.8,1098361.9733724624,201553.3345158424,₦1m–₦5m,Loss/Break-even,-8.919135336422258,0,2,2,2
F2025000084,Oyo,South West,Urban,IT & Professional Services,J,62,8,20,31025126.40343684,Sole Proprietorship,21,Female,Postgraduate,Business/Management,0,97.64785455831094,5,5,5,4,4,5,3,3,2,2,3,4,1,4,5,5,4,5,3,3,3,4.666666666666667,2.5,2.6666666666666665,4.5,4.666666666666667,5.0,100.0,5,5,3,1,1,1,2,1,1,1,2,4,3,4,4,5,5,5,3,5,4.6,,,₦20m–₦100m,₦10m–₦50m,2.0779302286189654,2,3,4,5
F2025000085,Kwara,North Central,Rural,Manufacturing,C,10,15,5,6420351.53741702,Limited Liability,37,Male,Tertiary,Business/Management,0,68.9135764980914,1,2,4,2,4,2,2,2,1,1,3,3,4,3,1,4,3,2,1,4,2,2.5,1.5,3.3333333333333335,2.0,3.0,3.0,50.0,4,2,4,2,2,3,1,2,1,2,1,3,3,5,5,4,5,5,4,5,4.6,6420351.53741702,1650862.4194980862,₦5m–₦20m,₦0.5m–₦2m,-1.5420689682328368,1,5,4,3
F2025000086,Lagos,South West,Rural,Manufacturing,C,10,15,5,10048490.156229742,Sole Proprietorship,41,Male,Postgraduate,Arts/Social Sciences,0,74.15930212213274,4,3,4,3,2,2,2,2,1,1,4,3,4,3,2,5,4,5,1,4,2,3.0,1.5,3.6666666666666665,2.5,4.666666666666667,5.0,100.0,2,5,3,3,5,3,1,5,3,2,2,1,1,3,2,5,5,5,5,3,4.6,10048490.156229742,2174045.840887796,₦5m–₦20m,₦2m–₦10m,9.136705581899715,1,2,4,4
F2025000087,Lagos,South West,Urban,Construction,F,41,12,47,44503728.76690224,Sole Proprietorship,39,Male,Secondary,Other,1,48.614961569862416,4,3,2,5,1,5,1,1,1,1,1,1,1,2,5,2,1,4,2,5,4,3.3333333333333335,1.0,1.0,3.5,2.3333333333333335,5.0,100.0,1,1,2,5,3,3,5,5,3,3,4,5,5,5,3,5,4,4,5,5,4.6,,,₦20m–₦100m,₦2m–₦10m,6.301167838514347,1,1,3,1
F2025000088,Lagos,South West,Urban,Construction,F,41,17,12,37344269.73802824,Partnership,47,Male,Tertiary,Other,0,83.0174384062582,4,5,5,5,4,5,5,5,5,5,4,3,3,3,2,5,5,5,2,2,5,4.666666666666667,5.0,3.3333333333333335,2.5,5.0,4.0,75.0,2,4,1,3,4,4,3,1,4,2,1,1,1,1,1,5,5,5,5,5,5.0,37344269.73802824,5572812.429635483,₦20m–₦100m,₦2m–₦10m,2.867846543463916,0,4,4,5
F2025000089,Lagos,South West,Rural,Construction,F,41,15,6,2101793.6532081435,Sole Proprietorship,40,Male,Secondary,Engineering/Technology,0,48.723598752879184,4,3,5,3,4,4,3,3,3,2,4,2,4,3,1,4,4,5,3,3,4,3.8333333333333335,2.75,3.3333333333333335,2.0,4.333333333333333,3.0,50.0,5,4,4,5,5,5,5,3,3,5,5,3,5,2,1,5,5,2,5,4,4.2,2101793.6532081435,132608.18223695856,₦1m–₦5m,Loss/Break-even,1.4935616215821117,0,1,1,3
F2025000090,Lagos,South West,Urban,Retail & Wholesale,G,47,9,5,2245099.0582964956,Sole Proprietorship,47,Male,Secondary,Business/Management,1,51.031154580318926,2,1,1,1,2,2,1,1,1,1,3,3,5,2,4,4,2,4,4,5,5,1.5,1.0,3.6666666666666665,3.0,3.3333333333333335,5.0,100.0,1,1,1,3,3,3,4,4,5,3,4,2,1,4,1,4,4,5,5,5,4.6,,,₦1m–₦5m,₦0.5m–₦2m,8.266128808976836,1,2,3,4
F2025000091,Lagos,South West,Urban,IT & Professional Services,J,62,7,25,15980849.75372529,Limited Liability,39,Female,Secondary,Business/Management,1,50.97310317424954,5,5,5,5,5,5,4,4,4,4,5,4,3,2,4,4,4,4,3,3,5,5.0,4.0,4.0,3.0,4.0,5.0,100.0,3,3,2,1,2,1,4,4,3,5,4,1,2,3,2,5,5,5,5,5,5.0,,,₦5m–₦20m,₦2m–₦10m,11.495910040906363,1,3,4,3
F2025000092,Anambra,South East,Rural,Retail & Wholesale,G,47,11,8,10477976.538160566,Limited Liability,40,Male,Postgraduate,Other,0,86.67256632033478,3,5,3,5,2,5,3,3,3,2,2,3,2,2,4,4,1,4,4,2,4,3.8333333333333335,2.75,2.3333333333333335,3.0,3.0,5.0,100.0,2,1,1,5,3,4,2,1,2,2,1,1,5,4,4,5,5,4,5,5,4.8,10477976.538160566,2783609.047087088,₦5m–₦20m,₦2m–₦10m,21.76716092528687,0,3,2,5
F2025000093,Gombe,North East,Rural,Education & Health,P/Q,86,17,3,5494053.073184959,Partnership,42,Female,Secondary,Sciences,1,46.51320382788548,2,5,3,4,4,5,1,1,1,1,1,2,2,4,4,4,5,5,2,5,5,3.8333333333333335,1.0,1.6666666666666667,4.0,4.666666666666667,2.0,25.0,4,4,5,4,2,5,1,2,1,3,1,3,5,4,5,4,4,4,4,5,4.2,5494053.073184959,485935.6322310492,₦5m–₦20m,Loss/Break-even,23.17749961896832,1,4,1,5
F2025000094,Kaduna,North West,Urban,Retail & Wholesale,G,47,15,15,21301605.899904307,Limited Liability,26,Male,Secondary,Sciences,1,46.207331093784845,5,4,2,4,3,5,5,5,4,4,5,4,4,2,2,2,2,1,5,2,2,3.8333333333333335,4.5,4.333333333333333,2.0,1.6666666666666667,5.0,100.0,2,3,4,5,5,3,1,1,1,4,1,2,3,5,5,5,5,4,5,5,4.8,21301605.899904307,6497636.818431305,₦20m–₦100m,₦2m–₦10m,7.702841764154423,0,1,3,3
F2025000095,Lagos,South West,Urban,Agriculture,A,01,12,3,1994876.6579188786,Partnership,36,Male,Tertiary,Business/Management,0,68.99251352105615,3,2,2,2,2,2,5,5,5,5,5,2,4,2,2,4,5,3,2,5,3,2.1666666666666665,5.0,3.6666666666666665,2.0,4.0,5.0,100.0,1,2,1,3,5,5,2,3,2,4,5,5,3,2,1,4,5,3,4,4,4.0,1994876.6579188786,426032.0023062072,₦1m–₦5m,Loss/Break-even,2.6479064036871067,2,1,5,5
F2025000096,Lagos,South West,Urban,Hospitality & Food Services,I,56,18,3,3023721.6873834156,Sole Proprietorship,29,Male,Secondary,Other,1,53.19157679458677,5,1,3,2,1,1,5,5,4,4,5,4,2,3,4,4,5,4,2,3,5,2.1666666666666665,4.5,3.6666666666666665,3.5,4.333333333333333,4.0,75.0,4,3,5,5,4,4,2,1,4,3,5,4,2,3,3,5,5,5,5,5,5.0,3023721.6873834156,645261.80828781,₦1m–₦5m,₦0.5m–₦2m,1.2605330373010137,0,4,4,2
F2025000097,Zamfara,North West,Rural,IT & Professional Services,J,62,11,24,25392735.70554978,Limited Liability,39,Male,Postgraduate,Business/Management,0,58.44008639566658,4,4,5,3,4,5,4,5,4,4,3,3,2,4,3,2,1,2,1,4,2,4.166666666666667,4.25,2.6666666666666665,3.5,1.6666666666666667,3.0,50.0,4,4,2,4,5,5,1,2,1,2,2,2,4,5,3,4,5,5,5,5,4.8,25392735.70554978,6621913.830726024,₦20m–₦100m,₦2m–₦10m,13.881565779096519,0,5,4,2
