participant_id,Intention_T1,SRB1,SRB2,SRB3,SRB4,SRB5,SRB_Mean,Objective_Q1_Choice,Objective_Q1_Score,Objective_Q2_Choice,Objective_Q2_Score,Objective_Q3_Choice,Objective_Q3_Score,Objective_Q4_Choice,Objective_Q4_Score,Objective_Q5_Choice,Objective_Q5_Score,Objective_Score_Total,Objective_Score_Percent,Intention_Behavior_Gap
266,4.43,4,4,5,6,5,4.8,c,1,b,2,b,2,c,1,b,2,8,80.0,0.6332
267,3.05,2,2,2,2,2,2.0,b,2,c,1,a,0,a,0,c,1,4,40.0,-1.6277
268,4.87,5,4,6,4,5,4.8,b,2,b,2,b,2,b,2,a,0,8,80.0,0.4602
269,2.91,4,4,5,4,5,4.4,b,2,c,1,c,1,c,1,c,1,6,60.0,0.8278
270,3.9,6,5,6,6,5,5.6,b,2,a,0,b,2,b,2,b,2,8,80.0,1.6402
271,3.54,4,3,4,5,5,4.2,a,0,a,0,b,2,c,1,b,2,5,50.0,0.3791
272,4.46,3,4,4,4,4,3.8,b,2,b,2,c,1,b,2,b,2,9,90.0,-0.3764
273,2.76,5,5,5,4,5,4.8,b,2,b,2,b,2,b,2,b,2,10,100.0,1.2852
274,4.14,2,3,3,4,4,3.2,c,1,c,1,a,0,b,2,a,0,4,40.0,-0.8547
275,6.23,5,6,6,6,5,5.6,b,2,b,2,b,2,b,2,b,2,10,100.0,0.7308
276,5.32,3,4,3,5,4,3.8,c,1,c,1,b,2,b,2,b,2,8,80.0,-0.7136
277,2.89,1,3,3,2,1,2.0,a,0,b,2,a,0,b,2,a,0,4,40.0,-1.5672
278,3.69,4,4,4,4,4,4.0,a,0,c,1,a,0,b,2,b,2,5,50.0,0.1233
279,1.48,3,2,3,3,4,3.0,c,1,a,0,a,0,a,0,a,0,1,10.0,-0.016
280,5.26,5,5,6,5,6,5.4,b,2,b,2,b,2,b,2,a,0,8,80.0,0.9096
281,5.14,3,4,4,5,4,4.0,b,2,b,2,b,2,b,2,b,2,10,100.0,-0.4445
282,3.5,5,5,4,4,6,4.8,b,2,b,2,b,2,b,2,b,2,10,100.0,0.9961
283,3.31,4,3,4,4,3,3.6,b,2,a,0,c,1,a,0,a,0,3,30.0,-0.1282
284,5.39,3,4,5,4,3,3.8,b,2,b,2,b,2,c,1,c,1,8,80.0,-0.7415
285,5.01,5,4,4,5,4,4.4,a,0,c,1,b,2,b,2,b,2,7,70.0,0.0082
286,5.0,3,4,4,5,5,4.2,b,2,b,2,c,1,a,0,b,2,7,70.0,-0.1873
287,2.74,2,2,1,3,3,2.2,b,2,a,0,c,1,c,1,b,2,6,60.0,-1.3068
288,3.59,3,3,3,3,2,2.8,c,1,a,0,b,2,c,1,b,2,6,60.0,-1.0382
289,4.46,4,4,4,4,5,4.2,a,0,b,2,b,2,c,1,a,0,5,50.0,0.0201
290,3.89,3,3,4,4,5,3.8,b,2,a,0,a,0,a,0,a,0,2,20.0,-0.1549
291,5.44,4,4,6,4,4,4.4,b,2,c,1,b,2,b,2,c,1,8,80.0,-0.1591
292,3.65,5,3,5,5,5,4.6,c,1,b,2,a,0,b,2,c,1,6,60.0,0.739
293,4.35,2,2,3,3,2,2.4,b,2,a,0,b,2,b,2,c,1,7,70.0,-1.7356
294,4.15,3,3,1,3,5,3.0,b,2,c,1,a,0,b,2,a,0,5,50.0,-1.0559
295,5.22,2,3,3,3,2,2.6,a,0,a,0,a,0,c,1,a,0,1,10.0,-1.8755
296,4.3,3,4,4,5,4,4.0,b,2,c,1,b,2,c,1,b,2,8,80.0,-0.1144
297,3.71,4,4,4,5,4,4.2,b,2,b,2,b,2,c,1,b,2,9,90.0,0.3149
298,4.99,5,6,6,4,6,5.4,c,1,b,2,b,2,c,1,b,2,8,80.0,1.0139
299,3.91,4,4,6,4,5,4.6,b,2,b,2,b,2,b,2,b,2,10,100.0,0.6354
300,3.88,4,3,3,3,4,3.4,b,2,a,0,c,1,a,0,a,0,3,30.0,-0.5521
301,4.35,3,2,3,4,3,3.0,a,0,c,1,a,0,a,0,a,0,1,10.0,-1.1364
302,2.47,3,3,4,2,4,3.2,c,1,c,1,a,0,b,2,c,1,5,50.0,-0.201
303,3.37,3,4,3,5,3,3.6,b,2,b,2,b,2,b,2,b,2,10,100.0,-0.1527
304,4.18,5,5,6,5,4,5.0,b,2,b,2,a,0,b,2,b,2,8,80.0,0.9323
305,3.92,2,3,2,4,4,3.0,c,1,b,2,a,0,b,2,a,0,5,50.0,-0.9669
306,6.1,4,4,4,4,4,4.0,a,0,b,2,a,0,b,2,b,2,6,60.0,-0.8194
307,3.78,4,5,6,4,5,4.8,a,0,a,0,b,2,b,2,a,0,4,40.0,0.8858
308,4.34,3,4,2,3,4,3.2,b,2,c,1,b,2,c,1,c,1,7,70.0,-0.9319
309,3.59,5,5,5,4,4,4.6,c,1,a,0,c,1,b,2,c,1,5,50.0,0.7623
310,3.96,4,5,6,5,5,5.0,b,2,b,2,c,1,b,2,b,2,9,90.0,1.0163
311,5.72,5,5,4,5,4,4.6,a,0,a,0,a,0,a,0,b,2,2,20.0,-0.0693
312,4.41,4,4,4,4,5,4.2,a,0,a,0,b,2,c,1,b,2,5,50.0,0.0408
313,4.48,3,4,3,4,4,3.6,a,0,c,1,b,2,b,2,b,2,7,70.0,-0.5852
314,4.07,5,4,5,4,5,4.6,b,2,b,2,b,2,c,1,c,1,8,80.0,0.5749
315,4.49,4,4,4,4,5,4.2,b,2,b,2,b,2,b,2,b,2,10,100.0,0.0104
316,6.45,3,4,5,5,5,4.4,b,2,c,1,c,1,a,0,a,0,4,40.0,-0.5559
317,3.83,4,4,5,5,5,4.6,a,0,a,0,a,0,a,0,a,0,0,0.0,0.6662
318,3.33,4,4,6,5,4,4.6,b,2,a,0,a,0,a,0,c,1,3,30.0,0.8616
319,4.25,3,2,4,3,3,3.0,c,1,b,2,b,2,b,2,b,2,9,90.0,-1.0967
320,3.56,4,3,3,4,4,3.6,b,2,b,2,a,0,b,2,b,2,8,80.0,-0.2262
321,4.17,7,6,6,5,7,6.2,b,2,b,2,b,2,a,0,a,0,6,60.0,2.1363
322,5.73,5,6,7,6,6,6.0,c,1,b,2,a,0,c,1,b,2,6,60.0,1.3258
323,4.07,3,2,3,3,3,2.8,b,2,c,1,b,2,b,2,b,2,9,90.0,-1.2267
324,5.24,4,4,4,4,3,3.8,b,2,a,0,c,1,a,0,a,0,3,30.0,-0.6846
325,3.46,5,6,4,4,4,4.6,b,2,c,1,a,0,b,2,b,2,7,70.0,0.8117
326,2.71,4,4,4,5,5,4.4,b,2,a,0,a,0,a,0,a,0,2,20.0,0.9066
327,3.12,4,3,4,4,2,3.4,c,1,a,0,a,0,a,0,b,2,3,30.0,-0.2549
328,2.54,4,4,3,5,3,3.8,b,2,b,2,a,0,b,2,b,2,8,80.0,0.3713
329,3.64,4,3,4,4,3,3.6,b,2,c,1,c,1,b,2,b,2,8,80.0,-0.2586
330,4.51,3,4,4,4,4,3.8,b,2,b,2,b,2,b,2,b,2,10,100.0,-0.3987
331,3.21,4,4,6,6,6,5.2,a,0,a,0,b,2,c,1,a,0,3,30.0,1.5081
332,4.63,5,6,6,6,6,5.8,b,2,a,0,c,1,a,0,c,1,4,40.0,1.5553
333,4.47,4,5,4,4,4,4.2,b,2,c,1,b,2,b,2,a,0,7,70.0,0.0189
334,3.59,3,2,4,3,3,3.0,a,0,a,0,b,2,a,0,a,0,2,20.0,-0.8398
335,5.59,4,6,6,6,6,5.6,b,2,c,1,a,0,c,1,b,2,6,60.0,0.9786
336,3.45,3,3,3,4,4,3.4,b,2,b,2,b,2,b,2,a,0,8,80.0,-0.3831
337,3.8,1,1,1,3,3,1.8,c,1,a,0,c,1,c,1,b,2,5,50.0,-2.1198
338,3.47,3,4,5,5,4,4.2,a,0,a,0,b,2,b,2,a,0,4,40.0,0.4073
339,5.2,5,5,5,5,5,5.0,a,0,c,1,c,1,b,2,b,2,6,60.0,0.532
340,4.63,5,3,5,4,4,4.2,b,2,b,2,c,1,c,1,c,1,7,70.0,-0.0458
341,3.38,4,4,3,4,4,3.8,a,0,b,2,b,2,b,2,b,2,8,80.0,0.0433
342,3.47,4,5,4,4,5,4.4,a,0,a,0,a,0,a,0,a,0,0,0.0,0.6086
343,6.35,5,6,6,6,7,6.0,c,1,a,0,b,2,a,0,a,0,3,30.0,1.0833
344,1.56,3,3,2,3,3,2.8,a,0,a,0,a,0,a,0,c,1,1,10.0,-0.2473
345,3.88,3,4,4,4,3,3.6,c,1,b,2,c,1,b,2,b,2,8,80.0,-0.3536
346,4.38,5,3,4,4,5,4.2,b,2,b,2,b,2,b,2,b,2,10,100.0,0.0515
347,3.49,4,3,4,4,5,4.0,a,0,a,0,b,2,c,1,c,1,4,40.0,0.2021
348,3.78,3,3,3,2,4,3.0,b,2,c,1,b,2,b,2,a,0,7,70.0,-0.9122
349,3.42,5,4,4,4,5,4.4,a,0,a,0,a,0,a,0,a,0,0,0.0,0.6295
350,4.26,3,4,3,3,5,3.6,c,1,b,2,a,0,c,1,b,2,6,60.0,-0.5019
351,5.24,6,6,5,7,5,5.8,b,2,a,0,c,1,a,0,b,2,5,50.0,1.3172
352,3.06,4,5,5,4,5,4.6,b,2,b,2,c,1,b,2,b,2,9,90.0,0.9693
353,4.1,4,5,4,5,3,4.2,b,2,b,2,b,2,b,2,b,2,10,100.0,0.1609
354,5.16,5,4,7,5,6,5.4,b,2,b,2,b,2,b,2,b,2,10,100.0,0.9476
355,5.56,5,5,6,6,6,5.6,b,2,b,2,c,1,c,1,a,0,6,60.0,0.9918
356,3.27,4,3,3,5,4,3.8,a,0,c,1,b,2,c,1,a,0,4,40.0,0.0872
357,5.8,2,4,4,4,3,3.4,b,2,b,2,c,1,b,2,b,2,9,90.0,-1.3028
358,1.76,2,2,4,3,3,2.8,c,1,b,2,c,1,b,2,b,2,8,80.0,-0.3237
359,4.32,3,5,4,4,3,3.8,b,2,c,1,b,2,b,2,c,1,8,80.0,-0.3238
360,3.73,3,3,3,4,5,3.6,b,2,c,1,c,1,c,1,b,2,7,70.0,-0.2918
361,2.96,4,4,6,4,5,4.6,b,2,b,2,b,2,b,2,b,2,10,100.0,1.0062
362,5.48,4,5,4,4,5,4.4,b,2,a,0,c,1,a,0,a,0,3,30.0,-0.1779
363,3.9,4,4,4,4,4,4.0,b,2,a,0,b,2,a,0,b,2,6,60.0,0.0405
364,3.02,4,3,4,4,4,3.8,b,2,a,0,b,2,c,1,c,1,6,60.0,0.1854
365,4.25,5,6,7,4,5,5.4,c,1,c,1,b,2,b,2,b,2,8,80.0,1.3054
366,5.48,6,6,7,7,7,6.6,a,0,a,0,c,1,a,0,c,1,2,20.0,2.0217
367,3.2,3,4,4,3,3,3.4,a,0,a,0,a,0,a,0,a,0,0,0.0,-0.2871
368,5.09,6,4,5,6,6,5.4,b,2,b,2,a,0,c,1,b,2,7,70.0,0.9754
369,5.02,4,4,4,5,4,4.2,a,0,a,0,a,0,c,1,c,1,2,20.0,-0.1966
370,3.05,4,2,3,3,2,2.8,b,2,a,0,a,0,a,0,b,2,4,40.0,-0.8264
371,2.48,3,3,3,4,3,3.2,b,2,a,0,c,1,b,2,b,2,7,70.0,-0.2053
372,3.28,3,2,3,4,2,2.8,a,0,b,2,a,0,a,0,b,2,4,40.0,-0.9168
373,2.57,3,3,3,4,3,3.2,b,2,a,0,a,0,b,2,a,0,4,40.0,-0.2424
374,4.65,4,5,5,5,5,4.8,a,0,a,0,c,1,a,0,a,0,1,10.0,0.5469
375,5.22,6,5,5,5,4,5.0,b,2,b,2,b,2,b,2,c,1,9,90.0,0.5248
376,5.64,2,4,4,3,1,2.8,a,0,c,1,b,2,c,1,b,2,6,60.0,-1.8378
377,2.64,2,4,3,4,4,3.4,b,2,b,2,a,0,b,2,b,2,8,80.0,-0.0679
378,3.72,4,5,5,5,5,4.8,b,2,a,0,b,2,a,0,c,1,5,50.0,0.9107
379,3.08,3,4,3,4,4,3.6,b,2,b,2,c,1,b,2,a,0,7,70.0,-0.04
380,4.98,5,5,4,4,7,5.0,c,1,b,2,b,2,c,1,a,0,6,60.0,0.6178
381,2.56,3,4,4,4,3,3.6,a,0,c,1,c,1,a,0,a,0,2,20.0,0.162
382,2.25,3,3,4,3,3,3.2,a,0,a,0,c,1,b,2,a,0,3,30.0,-0.115
383,3.38,4,4,4,4,6,4.4,b,2,b,2,b,2,b,2,b,2,10,100.0,0.6439
384,5.8,4,4,5,6,4,4.6,b,2,b,2,b,2,b,2,b,2,10,100.0,-0.1005
385,4.7,4,5,5,6,6,5.2,b,2,c,1,a,0,a,0,b,2,5,50.0,0.9276
386,5.26,5,5,6,6,6,5.6,b,2,b,2,b,2,c,1,b,2,9,90.0,1.1113
387,3.05,3,3,4,3,4,3.4,b,2,c,1,b,2,a,0,c,1,6,60.0,-0.2268
388,5.06,4,5,3,4,5,4.2,a,0,b,2,b,2,b,2,a,0,6,60.0,-0.2131
389,4.05,4,5,2,3,4,3.6,b,2,b,2,a,0,c,1,b,2,7,70.0,-0.4178
390,3.36,4,4,6,5,5,4.8,b,2,b,2,b,2,b,2,b,2,10,100.0,1.0502
391,4.08,2,4,2,3,4,3.0,a,0,c,1,a,0,c,1,a,0,2,20.0,-1.0295
392,2.61,3,1,3,2,3,2.4,a,0,c,1,a,0,a,0,a,0,1,10.0,-1.0541
393,2.55,3,3,3,3,2,2.8,a,0,c,1,c,1,a,0,a,0,2,20.0,-0.6328
394,2.14,3,4,4,4,4,3.8,b,2,b,2,b,2,b,2,b,2,10,100.0,0.5262
395,4.29,5,5,5,5,5,5.0,a,0,a,0,b,2,b,2,b,2,6,60.0,0.8863
396,2.93,3,4,3,3,3,3.2,c,1,c,1,b,2,b,2,b,2,8,80.0,-0.3798
397,2.88,1,2,3,3,3,2.4,a,0,b,2,c,1,c,1,a,0,4,40.0,-1.1623
398,4.2,4,3,3,4,4,3.6,c,1,b,2,a,0,a,0,b,2,5,50.0,-0.4753
399,2.52,2,3,3,2,3,2.6,b,2,a,0,c,1,b,2,a,0,5,50.0,-0.8212
400,2.6,2,2,3,4,4,3.0,b,2,b,2,a,0,c,1,c,1,6,60.0,-0.454
401,5.49,6,7,5,5,7,6.0,a,0,a,0,b,2,a,0,b,2,4,40.0,1.4178
402,5.02,4,5,4,6,4,4.6,b,2,a,0,b,2,b,2,b,2,8,80.0,0.2034
403,3.68,4,5,5,4,5,4.6,b,2,a,0,a,0,b,2,b,2,6,60.0,0.7261
404,5.2,3,2,3,2,2,2.4,b,2,a,0,a,0,a,0,b,2,4,40.0,-2.0654
405,3.18,5,5,4,5,6,5.0,b,2,a,0,b,2,a,0,c,1,5,50.0,1.3233
406,1.68,3,4,3,3,4,3.4,b,2,b,2,b,2,a,0,a,0,6,60.0,0.3062
407,3.14,5,4,5,5,3,4.4,c,1,b,2,a,0,a,0,b,2,5,50.0,0.7356
408,1.0,2,3,2,3,1,2.2,a,0,a,0,a,0,a,0,a,0,0,0.0,-0.6275
409,5.37,4,4,5,4,4,4.2,a,0,a,0,a,0,a,0,a,0,0,0.0,-0.3331
410,3.85,5,3,5,5,4,4.4,a,0,b,2,b,2,b,2,b,2,8,80.0,0.4588
411,5.99,4,5,5,5,5,4.8,b,2,c,1,b,2,a,0,b,2,7,70.0,0.0242
412,5.17,5,4,4,6,4,4.6,a,0,b,2,c,1,b,2,a,0,5,50.0,0.1447
413,3.93,2,3,3,2,3,2.6,b,2,a,0,a,0,a,0,a,0,2,20.0,-1.3722
414,3.84,3,4,5,4,3,3.8,c,1,c,1,c,1,a,0,a,0,3,30.0,-0.1348
415,5.27,4,5,4,5,4,4.4,b,2,b,2,c,1,a,0,b,2,7,70.0,-0.0933
416,2.32,3,4,3,3,4,3.4,a,0,b,2,b,2,a,0,a,0,4,40.0,0.0579
417,3.76,4,4,4,4,5,4.2,a,0,a,0,a,0,a,0,b,2,2,20.0,0.2931
418,3.4,5,5,5,5,6,5.2,a,0,a,0,a,0,c,1,a,0,1,10.0,1.4353
419,3.38,3,4,4,4,4,3.8,b,2,b,2,b,2,c,1,b,2,9,90.0,0.0419
420,4.65,6,7,7,7,6,6.6,c,1,b,2,b,2,b,2,b,2,9,90.0,2.3485
421,4.94,3,5,4,4,5,4.2,b,2,b,2,b,2,c,1,b,2,9,90.0,-0.1649
422,3.57,3,3,2,3,3,2.8,a,0,b,2,c,1,c,1,a,0,4,40.0,-1.0311
423,5.2,5,5,5,6,6,5.4,a,0,c,1,b,2,c,1,a,0,4,40.0,0.9334
424,4.49,2,3,3,4,5,3.4,b,2,c,1,b,2,c,1,a,0,6,60.0,-0.7881
425,4.58,4,5,3,2,2,3.2,b,2,c,1,b,2,c,1,c,1,7,70.0,-1.0242
426,2.16,2,2,4,3,3,2.8,a,0,b,2,b,2,a,0,b,2,6,60.0,-0.482
427,5.42,4,3,2,4,5,3.6,b,2,b,2,b,2,a,0,b,2,8,80.0,-0.9522
428,3.27,3,3,3,4,3,3.2,b,2,b,2,a,0,b,2,c,1,7,70.0,-0.5136
429,4.89,4,7,5,5,4,5.0,b,2,b,2,b,2,b,2,b,2,10,100.0,0.6528
430,1.5,3,3,3,3,3,3.0,c,1,c,1,a,0,c,1,a,0,3,30.0,-0.0213
431,3.53,3,4,3,4,4,3.6,b,2,a,0,b,2,b,2,b,2,8,80.0,-0.2143
432,4.45,5,6,5,6,5,5.4,c,1,a,0,c,1,a,0,b,2,4,40.0,1.2273
433,2.74,1,2,2,2,2,1.8,b,2,b,2,c,1,b,2,c,1,8,80.0,-1.7073
434,3.91,4,4,5,4,4,4.2,a,0,c,1,a,0,b,2,a,0,3,30.0,0.2357
435,3.93,5,5,3,5,3,4.2,b,2,b,2,c,1,b,2,b,2,9,90.0,0.2281
436,5.12,4,5,6,5,5,5.0,a,0,a,0,a,0,a,0,b,2,2,20.0,0.5642
437,3.38,2,2,3,2,2,2.2,b,2,b,2,a,0,b,2,a,0,6,60.0,-1.5553
438,4.3,3,4,5,3,4,3.8,b,2,b,2,c,1,b,2,a,0,7,70.0,-0.3169
439,5.06,4,3,3,4,5,3.8,b,2,c,1,a,0,b,2,a,0,5,50.0,-0.612
440,2.5,3,4,4,4,4,3.8,b,2,b,2,b,2,b,2,c,1,9,90.0,0.3857
441,3.82,3,4,3,3,4,3.4,c,1,b,2,b,2,c,1,b,2,8,80.0,-0.529
442,4.89,4,5,4,5,5,4.6,b,2,b,2,c,1,a,0,b,2,7,70.0,0.2541
443,4.86,4,4,4,4,5,4.2,b,2,b,2,b,2,b,2,b,2,10,100.0,-0.1338
444,4.58,4,4,4,5,4,4.2,b,2,a,0,b,2,a,0,a,0,4,40.0,-0.0234
445,4.72,4,3,4,4,3,3.6,a,0,a,0,a,0,a,0,a,0,0,0.0,-0.6811
446,3.26,3,3,3,4,4,3.4,c,1,b,2,a,0,c,1,c,1,5,50.0,-0.3109
447,3.32,5,6,5,6,5,5.4,b,2,b,2,b,2,b,2,b,2,10,100.0,1.6666
448,4.61,4,5,4,4,4,4.2,b,2,c,1,c,1,b,2,b,2,8,80.0,-0.0376
449,3.36,4,3,2,3,2,2.8,a,0,a,0,a,0,c,1,a,0,1,10.0,-0.9499
450,4.67,4,3,4,4,4,3.8,c,1,b,2,c,1,b,2,b,2,8,80.0,-0.4614
451,4.41,3,4,3,4,5,3.8,b,2,c,1,b,2,c,1,a,0,6,60.0,-0.3575
452,4.39,3,2,3,3,4,3.0,c,1,b,2,b,2,a,0,a,0,5,50.0,-1.1496
453,3.53,4,3,4,4,4,3.8,b,2,a,0,c,1,c,1,b,2,6,60.0,-0.0158
454,6.43,4,6,5,6,5,5.2,b,2,b,2,b,2,b,2,b,2,10,100.0,0.2527
455,3.74,4,4,4,4,6,4.4,c,1,a,0,a,0,b,2,a,0,3,30.0,0.5033
456,4.35,2,2,1,2,1,1.6,b,2,a,0,a,0,c,1,a,0,3,30.0,-2.5351
457,3.91,3,5,4,4,5,4.2,b,2,b,2,b,2,c,1,a,0,7,70.0,0.2381
458,4.58,2,4,4,3,4,3.4,a,0,a,0,a,0,a,0,c,1,1,10.0,-0.8265
459,4.83,5,7,6,5,5,5.6,b,2,b,2,b,2,b,2,b,2,10,100.0,1.2763
460,4.07,4,4,3,4,5,4.0,b,2,a,0,a,0,a,0,a,0,2,20.0,-0.0274
461,1.78,3,4,4,4,4,3.8,c,1,b,2,a,0,c,1,b,2,6,60.0,0.6681
462,4.44,4,6,4,5,6,5.0,b,2,b,2,b,2,b,2,b,2,10,100.0,0.8311
463,2.62,2,3,1,3,2,2.2,a,0,b,2,c,1,c,1,a,0,4,40.0,-1.2617
464,3.42,4,3,4,4,4,3.8,b,2,a,0,c,1,c,1,c,1,5,50.0,0.0259
465,3.48,5,4,6,4,5,4.8,a,0,a,0,c,1,b,2,c,1,4,40.0,1.0053
466,3.36,4,3,3,5,4,3.8,b,2,b,2,c,1,a,0,a,0,5,50.0,0.0507
467,3.56,6,5,6,7,6,6.0,b,2,a,0,b,2,b,2,c,1,7,70.0,2.173
468,2.11,2,2,2,3,3,2.4,a,0,a,0,c,1,a,0,c,1,2,20.0,-0.8599
469,2.56,4,2,3,3,4,3.2,a,0,a,0,a,0,c,1,c,1,2,20.0,-0.2378
470,1.21,2,4,3,4,3,3.2,a,0,b,2,b,2,a,0,c,1,5,50.0,0.2913
471,3.09,3,2,3,1,3,2.4,a,0,b,2,a,0,a,0,c,1,3,30.0,-1.2426
472,3.84,3,4,3,3,4,3.4,b,2,b,2,c,1,b,2,b,2,9,90.0,-0.5367
473,3.39,4,4,2,5,4,3.8,c,1,b,2,b,2,b,2,a,0,7,70.0,0.0401
474,5.0,5,3,4,4,5,4.2,b,2,a,0,b,2,b,2,c,1,7,70.0,-0.1903
475,5.11,4,4,5,4,4,4.2,a,0,a,0,a,0,a,0,a,0,0,0.0,-0.231
476,2.33,3,2,2,2,2,2.2,c,1,b,2,b,2,b,2,b,2,9,90.0,-1.1465
477,3.14,2,3,4,4,4,3.4,b,2,a,0,c,1,c,1,b,2,6,60.0,-0.2628
478,5.35,3,3,3,3,4,3.2,b,2,b,2,c,1,b,2,c,1,8,80.0,-1.3247
479,1.0,1,3,3,1,3,2.2,a,0,a,0,b,2,a,0,a,0,2,20.0,-0.6275
480,5.52,4,5,4,3,4,4.0,b,2,b,2,b,2,b,2,b,2,10,100.0,-0.5937
481,2.32,3,3,3,3,3,3.0,a,0,a,0,a,0,a,0,a,0,0,0.0,-0.344
482,3.7,3,4,4,4,4,3.8,b,2,b,2,b,2,b,2,b,2,10,100.0,-0.0809
483,5.32,4,5,6,5,4,4.8,c,1,b,2,c,1,b,2,b,2,8,80.0,0.2856
484,5.36,5,5,4,5,4,4.6,b,2,b,2,b,2,a,0,a,0,6,60.0,0.0714
485,5.79,3,4,3,4,3,3.4,c,1,a,0,b,2,b,2,c,1,6,60.0,-1.2961
486,4.28,4,3,4,4,4,3.8,a,0,b,2,a,0,b,2,a,0,4,40.0,-0.3082
487,4.05,4,4,3,4,5,4.0,c,1,a,0,b,2,b,2,b,2,7,70.0,-0.0184
488,6.52,4,3,4,4,5,4.0,a,0,a,0,a,0,a,0,a,0,0,0.0,-0.9814
489,6.0,4,5,4,4,3,4.0,c,1,a,0,b,2,c,1,a,0,4,40.0,-0.7805
490,1.89,2,3,3,1,2,2.2,b,2,c,1,a,0,c,1,a,0,4,40.0,-0.974
491,3.57,2,3,3,4,5,3.4,b,2,b,2,b,2,b,2,c,1,9,90.0,-0.4292
492,4.44,6,6,6,5,5,5.6,b,2,b,2,c,1,c,1,c,1,7,70.0,1.4292
493,2.25,1,1,1,3,2,1.6,b,2,a,0,a,0,c,1,a,0,3,30.0,-1.7144
494,1.71,2,3,3,3,3,2.8,a,0,b,2,a,0,b,2,a,0,4,40.0,-0.3033
495,2.8,3,3,4,4,4,3.6,a,0,a,0,c,1,b,2,a,0,3,30.0,0.0692
496,3.38,4,3,3,4,4,3.6,a,0,a,0,a,0,a,0,a,0,0,0.0,-0.155
497,3.72,4,5,4,4,5,4.4,c,1,b,2,b,2,c,1,b,2,8,80.0,0.5123
498,5.79,4,5,4,5,5,4.6,b,2,b,2,a,0,b,2,a,0,6,60.0,-0.0979
499,4.39,4,4,3,3,4,3.6,a,0,b,2,b,2,a,0,c,1,5,50.0,-0.5519
500,4.42,4,5,4,4,4,4.2,b,2,a,0,b,2,a,0,a,0,4,40.0,0.0361
501,2.29,2,4,3,3,3,3.0,a,0,b,2,b,2,b,2,c,1,7,70.0,-0.3315
502,1.0,2,3,3,4,3,3.0,c,1,a,0,a,0,a,0,a,0,1,10.0,0.1725
503,5.11,5,4,6,4,5,4.8,b,2,b,2,b,2,c,1,c,1,8,80.0,0.367
504,6.44,4,3,5,5,5,4.4,b,2,b,2,b,2,b,2,b,2,10,100.0,-0.5508
505,3.72,3,2,3,3,3,2.8,b,2,b,2,b,2,b,2,b,2,10,100.0,-1.0889
506,2.82,3,4,4,3,3,3.4,b,2,b,2,b,2,c,1,b,2,9,90.0,-0.1395
507,6.36,4,4,6,5,6,5.0,b,2,b,2,b,2,a,0,c,1,7,70.0,0.0816
508,2.74,2,3,3,3,4,3.0,b,2,a,0,a,0,a,0,a,0,2,20.0,-0.506
509,5.72,4,3,5,5,5,4.4,b,2,c,1,a,0,c,1,c,1,5,50.0,-0.2708
510,1.69,3,2,3,4,3,3.0,a,0,a,0,a,0,a,0,a,0,0,0.0,-0.0983
511,5.24,2,3,2,3,3,2.6,b,2,a,0,b,2,c,1,b,2,7,70.0,-1.883
512,3.92,3,3,4,5,3,3.6,b,2,b,2,b,2,b,2,b,2,10,100.0,-0.3691
513,4.33,3,3,5,3,3,3.4,a,0,a,0,a,0,a,0,c,1,1,10.0,-0.7258
514,2.31,2,1,3,2,3,2.2,c,1,b,2,a,0,c,1,c,1,5,50.0,-1.1387
515,5.08,4,5,5,5,4,4.6,b,2,a,0,b,2,c,1,b,2,7,70.0,0.1788
516,4.82,3,4,5,3,5,4.0,a,0,b,2,b,2,a,0,b,2,6,60.0,-0.3191
517,5.32,4,4,6,5,6,5.0,b,2,a,0,c,1,c,1,c,1,5,50.0,0.4859
518,4.86,3,4,4,4,4,3.8,a,0,b,2,a,0,a,0,c,1,3,30.0,-0.5347
519,4.06,4,5,5,5,5,4.8,b,2,b,2,a,0,b,2,a,0,6,60.0,0.7766
520,3.67,3,4,6,5,6,4.8,a,0,b,2,b,2,a,0,a,0,4,40.0,0.9315
521,2.04,3,2,3,3,4,3.0,b,2,b,2,b,2,b,2,b,2,10,100.0,-0.2352
522,3.99,2,3,2,4,2,2.6,a,0,a,0,a,0,c,1,a,0,1,10.0,-1.3938
523,5.34,3,4,3,4,5,3.8,c,1,b,2,a,0,a,0,b,2,5,50.0,-0.7237
524,6.26,6,6,7,7,7,6.6,b,2,b,2,b,2,b,2,b,2,10,100.0,1.717
525,1.0,4,4,3,3,4,3.6,a,0,a,0,a,0,a,0,c,1,1,10.0,0.7725
526,3.87,3,3,3,3,3,3.0,c,1,a,0,a,0,a,0,c,1,2,20.0,-0.9471
527,4.14,2,3,3,4,5,3.4,a,0,a,0,a,0,a,0,b,2,2,20.0,-0.6547
528,6.16,5,5,4,5,5,4.8,b,2,b,2,b,2,b,2,b,2,10,100.0,-0.0401
529,4.62,5,5,5,5,5,5.0,c,1,c,1,a,0,a,0,a,0,2,20.0,0.7604
530,4.3,5,5,4,5,4,4.6,b,2,b,2,b,2,b,2,b,2,10,100.0,0.4852
531,4.47,4,4,4,5,5,4.4,a,0,b,2,a,0,c,1,a,0,3,30.0,0.2162
532,5.22,5,5,6,6,6,5.6,b,2,b,2,b,2,a,0,b,2,8,80.0,1.125
533,3.4,2,4,4,5,4,3.8,b,2,a,0,b,2,a,0,a,0,4,40.0,0.0368
