respondent_id,role,state,awareness_sofc,acceptance_sofc,perceived_cost_barrier,perceived_reliability_benefit,environmental_concern,policy_support_expectation,willingness_to_pilot,year,source
R1092,Academic/Researcher,Borno,3,2,4,4,3,2,3,2024,Synthetic survey; use for scenario analysis only
R1093,Industrial Manager,Kano,1,5,4,2,2,3,2,2024,Synthetic survey; use for scenario analysis only
R1094,Academic/Researcher,Borno,1,2,4,4,5,3,3,2024,Synthetic survey; use for scenario analysis only
R1095,Investor,Taraba,3,4,3,4,2,3,3,2024,Synthetic survey; use for scenario analysis only
R1096,Industrial Manager,Osun,4,2,4,4,3,3,3,2024,Synthetic survey; use for scenario analysis only
R1097,DisCo Official,Akwa Ibom,2,1,3,3,5,2,2,2024,Synthetic survey; use for scenario analysis only
R1098,DisCo Official,Abia,3,4,4,4,2,2,4,2024,Synthetic survey; use for scenario analysis only
R1099,Policymaker,Rivers,4,3,3,5,2,5,3,2024,Synthetic survey; use for scenario analysis only
R1100,Investor,Kano,2,3,3,4,2,4,3,2024,Synthetic survey; use for scenario analysis only
R1101,Community Leader,Zamfara,3,2,3,3,3,2,2,2024,Synthetic survey; use for scenario analysis only
R1102,Policymaker,Bauchi,2,4,4,4,3,5,4,2024,Synthetic survey; use for scenario analysis only
R1103,Policymaker,Katsina,3,1,4,2,3,5,4,2024,Synthetic survey; use for scenario analysis only
R1104,Policymaker,Bauchi,5,3,4,5,3,2,3,2024,Synthetic survey; use for scenario analysis only
R1105,Investor,Adamawa,4,3,3,3,4,3,3,2024,Synthetic survey; use for scenario analysis only
R1106,Policymaker,Kaduna,4,3,5,2,4,3,2,2024,Synthetic survey; use for scenario analysis only
R1107,Industrial Manager,Benue,3,5,4,3,2,4,4,2024,Synthetic survey; use for scenario analysis only
R1108,Investor,Sokoto,3,1,4,2,3,3,4,2024,Synthetic survey; use for scenario analysis only
R1109,Academic/Researcher,Cross River,3,2,2,2,3,3,3,2024,Synthetic survey; use for scenario analysis only
R1110,Policymaker,FCT,3,4,4,5,3,3,4,2024,Synthetic survey; use for scenario analysis only
R1111,Policymaker,Kogi,5,4,4,3,2,2,4,2024,Synthetic survey; use for scenario analysis only
R1112,Policymaker,Anambra,3,1,3,2,2,5,3,2024,Synthetic survey; use for scenario analysis only
R1113,Industrial Manager,Kebbi,2,3,4,3,4,5,2,2024,Synthetic survey; use for scenario analysis only
R1114,Industrial Manager,Gombe,4,2,4,2,3,4,2,2024,Synthetic survey; use for scenario analysis only
R1115,DisCo Official,Bauchi,4,2,3,3,1,3,3,2024,Synthetic survey; use for scenario analysis only
R1116,Industrial Manager,Plateau,3,2,4,3,3,5,1,2024,Synthetic survey; use for scenario analysis only
R1117,Industrial Manager,Anambra,5,3,4,5,2,4,4,2024,Synthetic survey; use for scenario analysis only
R1118,Policymaker,Lagos,3,2,3,3,3,2,3,2024,Synthetic survey; use for scenario analysis only
R1119,DisCo Official,Kogi,3,4,4,4,3,3,3,2024,Synthetic survey; use for scenario analysis only
R1120,Academic/Researcher,Zamfara,1,4,4,4,3,4,3,2024,Synthetic survey; use for scenario analysis only
R1121,Policymaker,Edo,3,4,2,2,4,3,2,2024,Synthetic survey; use for scenario analysis only
R1122,Investor,Bauchi,4,5,5,4,4,4,1,2024,Synthetic survey; use for scenario analysis only
R1123,Community Leader,Ondo,3,1,4,3,2,2,3,2024,Synthetic survey; use for scenario analysis only
R1124,Academic/Researcher,Benue,4,5,4,3,2,3,4,2024,Synthetic survey; use for scenario analysis only
R1125,Community Leader,Sokoto,3,4,4,4,3,3,4,2024,Synthetic survey; use for scenario analysis only
R1126,Investor,Osun,3,3,4,4,2,3,3,2024,Synthetic survey; use for scenario analysis only
R1127,Industrial Manager,Anambra,3,4,2,3,3,3,3,2024,Synthetic survey; use for scenario analysis only
R1128,Policymaker,Taraba,4,4,4,3,3,5,3,2024,Synthetic survey; use for scenario analysis only
R1129,DisCo Official,Imo,3,2,4,3,4,2,2,2024,Synthetic survey; use for scenario analysis only
R1130,Investor,Anambra,4,4,3,5,2,3,5,2024,Synthetic survey; use for scenario analysis only
R1131,Academic/Researcher,Osun,2,3,4,3,4,3,4,2024,Synthetic survey; use for scenario analysis only
R1132,Industrial Manager,Jigawa,3,4,1,4,3,3,3,2024,Synthetic survey; use for scenario analysis only
R1133,Policymaker,Akwa Ibom,2,2,3,2,4,2,4,2024,Synthetic survey; use for scenario analysis only
R1134,DisCo Official,Imo,4,3,3,4,3,4,3,2024,Synthetic survey; use for scenario analysis only
R1135,Investor,Yobe,3,4,4,3,2,3,4,2024,Synthetic survey; use for scenario analysis only
R1136,DisCo Official,Imo,3,3,3,3,3,3,3,2024,Synthetic survey; use for scenario analysis only
R1137,Industrial Manager,Akwa Ibom,3,4,3,4,2,3,5,2024,Synthetic survey; use for scenario analysis only
R1138,DisCo Official,Adamawa,2,2,2,3,4,3,3,2024,Synthetic survey; use for scenario analysis only
R1139,Industrial Manager,Rivers,2,4,4,4,2,5,2,2024,Synthetic survey; use for scenario analysis only
R1140,DisCo Official,Delta,4,4,4,2,5,4,2,2024,Synthetic survey; use for scenario analysis only
R1141,DisCo Official,Adamawa,3,3,5,3,4,3,3,2024,Synthetic survey; use for scenario analysis only
R1142,Investor,Rivers,2,3,2,4,3,2,2,2024,Synthetic survey; use for scenario analysis only
R1143,Community Leader,Lagos,3,2,5,3,4,3,4,2024,Synthetic survey; use for scenario analysis only
R1144,Investor,Niger,3,3,3,5,2,2,2,2024,Synthetic survey; use for scenario analysis only
R1145,Academic/Researcher,Ondo,3,3,2,2,2,5,4,2024,Synthetic survey; use for scenario analysis only
R1146,DisCo Official,Borno,3,2,3,4,3,4,4,2024,Synthetic survey; use for scenario analysis only
R1147,Industrial Manager,Kwara,2,2,3,4,2,3,4,2024,Synthetic survey; use for scenario analysis only
R1148,Policymaker,Cross River,4,2,3,3,3,2,3,2024,Synthetic survey; use for scenario analysis only
R1149,Community Leader,Zamfara,1,3,4,4,3,3,2,2024,Synthetic survey; use for scenario analysis only
R1150,Investor,Oyo,4,3,3,4,3,2,1,2024,Synthetic survey; use for scenario analysis only
R1151,Community Leader,Rivers,4,1,4,3,2,4,3,2024,Synthetic survey; use for scenario analysis only
R1152,DisCo Official,Benue,3,3,4,3,2,2,3,2024,Synthetic survey; use for scenario analysis only
R1153,Policymaker,Ogun,3,4,4,4,3,1,3,2024,Synthetic survey; use for scenario analysis only
R1154,Industrial Manager,Kwara,3,3,3,3,4,3,2,2024,Synthetic survey; use for scenario analysis only
R1155,Industrial Manager,FCT,3,4,2,3,2,2,2,2024,Synthetic survey; use for scenario analysis only
R1156,DisCo Official,Edo,3,3,4,5,2,3,2,2024,Synthetic survey; use for scenario analysis only
R1157,DisCo Official,Zamfara,4,2,3,4,3,4,3,2024,Synthetic survey; use for scenario analysis only
R1158,DisCo Official,Benue,4,4,3,4,4,4,2,2024,Synthetic survey; use for scenario analysis only
R1159,Industrial Manager,Akwa Ibom,4,3,4,3,3,3,4,2024,Synthetic survey; use for scenario analysis only
R1160,Academic/Researcher,Ogun,5,3,3,4,2,4,4,2024,Synthetic survey; use for scenario analysis only
R1161,Industrial Manager,Ondo,4,3,4,4,3,5,5,2024,Synthetic survey; use for scenario analysis only
R1162,Investor,FCT,3,3,3,3,3,3,2,2024,Synthetic survey; use for scenario analysis only
R1163,Industrial Manager,Katsina,3,3,5,4,3,3,1,2024,Synthetic survey; use for scenario analysis only
R1164,Investor,Akwa Ibom,2,4,3,3,4,4,3,2024,Synthetic survey; use for scenario analysis only
R1165,Community Leader,Imo,2,3,4,4,4,4,4,2024,Synthetic survey; use for scenario analysis only
R1166,Investor,Enugu,4,4,4,3,3,4,4,2024,Synthetic survey; use for scenario analysis only
R1167,DisCo Official,Lagos,3,2,3,4,5,3,4,2024,Synthetic survey; use for scenario analysis only
R1168,Investor,Plateau,1,2,4,2,2,3,4,2024,Synthetic survey; use for scenario analysis only
R1169,DisCo Official,Niger,4,3,3,3,2,3,4,2024,Synthetic survey; use for scenario analysis only
R1170,Investor,Cross River,4,3,3,4,2,3,3,2024,Synthetic survey; use for scenario analysis only
R1171,DisCo Official,Jigawa,1,3,4,3,3,3,3,2024,Synthetic survey; use for scenario analysis only
R1172,Policymaker,Ogun,4,1,5,3,5,2,4,2024,Synthetic survey; use for scenario analysis only
R1173,DisCo Official,Ondo,2,3,4,4,2,2,2,2024,Synthetic survey; use for scenario analysis only
R1174,Academic/Researcher,Taraba,2,4,4,4,3,3,1,2024,Synthetic survey; use for scenario analysis only
R1175,Academic/Researcher,Bauchi,2,2,3,4,4,4,3,2024,Synthetic survey; use for scenario analysis only
R1176,Community Leader,Kwara,2,2,4,3,1,3,3,2024,Synthetic survey; use for scenario analysis only
R1177,Academic/Researcher,Benue,1,3,4,4,4,3,3,2024,Synthetic survey; use for scenario analysis only
R1178,Investor,Borno,3,4,3,2,4,5,2,2024,Synthetic survey; use for scenario analysis only
R1179,Industrial Manager,Bauchi,2,3,4,3,3,2,3,2024,Synthetic survey; use for scenario analysis only
R1180,Academic/Researcher,Nasarawa,3,3,5,3,4,3,3,2024,Synthetic survey; use for scenario analysis only
R1181,DisCo Official,Osun,3,3,3,3,3,4,4,2024,Synthetic survey; use for scenario analysis only
R1182,Policymaker,Kaduna,3,4,3,3,3,2,3,2024,Synthetic survey; use for scenario analysis only
R1183,DisCo Official,Taraba,3,2,3,3,3,2,3,2024,Synthetic survey; use for scenario analysis only
R1184,DisCo Official,Kebbi,3,4,5,4,4,4,5,2024,Synthetic survey; use for scenario analysis only
R1185,Academic/Researcher,Gombe,4,3,4,2,4,2,4,2024,Synthetic survey; use for scenario analysis only
R1186,Policymaker,Kano,3,3,2,5,3,2,2,2024,Synthetic survey; use for scenario analysis only
R1187,DisCo Official,Enugu,3,1,3,3,3,3,3,2024,Synthetic survey; use for scenario analysis only
R1188,Investor,Bayelsa,2,4,3,4,3,4,3,2024,Synthetic survey; use for scenario analysis only
R1189,Industrial Manager,Ebonyi,4,5,5,5,2,3,3,2024,Synthetic survey; use for scenario analysis only
R1190,Academic/Researcher,Niger,3,2,4,3,3,4,2,2024,Synthetic survey; use for scenario analysis only
R1191,Academic/Researcher,Katsina,2,2,3,3,2,3,2,2024,Synthetic survey; use for scenario analysis only
R1192,Academic/Researcher,Imo,2,2,4,3,4,5,3,2024,Synthetic survey; use for scenario analysis only
R1193,Community Leader,Sokoto,3,2,3,4,1,4,4,2024,Synthetic survey; use for scenario analysis only
R1194,Community Leader,Benue,3,2,3,4,3,4,4,2024,Synthetic survey; use for scenario analysis only
R1195,Academic/Researcher,FCT,3,3,4,4,4,3,3,2024,Synthetic survey; use for scenario analysis only
R1196,Policymaker,Imo,2,2,3,4,4,4,3,2024,Synthetic survey; use for scenario analysis only
R1197,Community Leader,Imo,3,3,2,3,2,4,4,2024,Synthetic survey; use for scenario analysis only
R1198,Investor,Oyo,2,3,4,3,4,4,2,2024,Synthetic survey; use for scenario analysis only
R1199,Community Leader,Ebonyi,3,3,5,5,4,5,2,2024,Synthetic survey; use for scenario analysis only
R1200,DisCo Official,Rivers,3,3,3,2,4,3,2,2024,Synthetic survey; use for scenario analysis only
R1201,Academic/Researcher,Katsina,1,2,5,2,5,3,3,2024,Synthetic survey; use for scenario analysis only
R1202,Academic/Researcher,Ondo,1,1,4,3,2,3,3,2024,Synthetic survey; use for scenario analysis only
R1203,Industrial Manager,Kwara,4,2,3,4,2,2,4,2024,Synthetic survey; use for scenario analysis only
R1204,DisCo Official,Edo,3,5,2,4,4,4,4,2024,Synthetic survey; use for scenario analysis only
R1205,DisCo Official,Benue,5,2,3,3,3,5,2,2024,Synthetic survey; use for scenario analysis only
R1206,Investor,Imo,2,3,4,3,3,3,2,2024,Synthetic survey; use for scenario analysis only
R1207,Academic/Researcher,Osun,2,3,5,2,3,3,5,2024,Synthetic survey; use for scenario analysis only
R1208,Community Leader,Edo,3,3,3,2,4,5,3,2024,Synthetic survey; use for scenario analysis only
R1209,Industrial Manager,Katsina,4,4,4,3,3,3,4,2024,Synthetic survey; use for scenario analysis only
R1210,DisCo Official,Ebonyi,2,4,3,4,3,4,3,2024,Synthetic survey; use for scenario analysis only
R1211,Investor,Anambra,5,4,2,3,4,4,3,2024,Synthetic survey; use for scenario analysis only
R1212,Academic/Researcher,Niger,4,3,5,3,3,3,4,2024,Synthetic survey; use for scenario analysis only
R1213,DisCo Official,Osun,2,2,3,3,3,4,3,2024,Synthetic survey; use for scenario analysis only
R1214,Academic/Researcher,Adamawa,2,3,2,4,4,5,4,2024,Synthetic survey; use for scenario analysis only
R1215,Community Leader,Kano,4,2,4,3,3,3,4,2024,Synthetic survey; use for scenario analysis only
R1216,Community Leader,Jigawa,3,3,4,3,4,4,3,2024,Synthetic survey; use for scenario analysis only
R1217,DisCo Official,Imo,3,2,2,3,2,4,2,2024,Synthetic survey; use for scenario analysis only
R1218,Community Leader,Akwa Ibom,3,4,3,4,4,4,3,2024,Synthetic survey; use for scenario analysis only
R1219,Investor,Kaduna,3,5,2,3,3,3,3,2024,Synthetic survey; use for scenario analysis only
R1220,Policymaker,Imo,2,3,4,3,3,4,4,2024,Synthetic survey; use for scenario analysis only
R1221,DisCo Official,Zamfara,2,4,5,4,2,2,4,2024,Synthetic survey; use for scenario analysis only
R1222,DisCo Official,Kebbi,3,3,3,4,3,3,3,2024,Synthetic survey; use for scenario analysis only
R1223,Industrial Manager,Ondo,3,2,3,3,2,4,3,2024,Synthetic survey; use for scenario analysis only
R1224,DisCo Official,Oyo,4,2,3,5,3,3,1,2024,Synthetic survey; use for scenario analysis only
R1225,Academic/Researcher,Benue,2,4,4,3,4,3,5,2024,Synthetic survey; use for scenario analysis only
R1226,Investor,Sokoto,2,4,5,3,3,2,5,2024,Synthetic survey; use for scenario analysis only
R1227,Industrial Manager,Kano,3,3,3,4,2,4,3,2024,Synthetic survey; use for scenario analysis only
R1228,DisCo Official,Bayelsa,4,4,5,2,4,4,4,2024,Synthetic survey; use for scenario analysis only
R1229,DisCo Official,Abia,2,3,2,4,2,1,2,2024,Synthetic survey; use for scenario analysis only
R1230,Investor,Gombe,2,3,3,4,4,4,4,2024,Synthetic survey; use for scenario analysis only
R1231,DisCo Official,Ogun,2,2,3,4,3,3,3,2024,Synthetic survey; use for scenario analysis only
R1232,Community Leader,Kwara,3,2,4,5,3,3,3,2024,Synthetic survey; use for scenario analysis only
R1233,Community Leader,Cross River,3,3,3,4,3,4,3,2024,Synthetic survey; use for scenario analysis only
R1234,Investor,Oyo,4,5,4,3,3,3,1,2024,Synthetic survey; use for scenario analysis only
R1235,Policymaker,Bayelsa,2,4,3,3,3,3,3,2024,Synthetic survey; use for scenario analysis only
R1236,Investor,Osun,4,5,4,3,2,4,3,2024,Synthetic survey; use for scenario analysis only
R1237,Investor,Borno,2,2,3,4,2,3,2,2024,Synthetic survey; use for scenario analysis only
R1238,Community Leader,Ogun,3,2,3,3,3,2,5,2024,Synthetic survey; use for scenario analysis only
R1239,Academic/Researcher,Imo,4,4,3,2,4,4,4,2024,Synthetic survey; use for scenario analysis only
R1240,DisCo Official,Anambra,4,4,3,3,4,3,5,2024,Synthetic survey; use for scenario analysis only
R1241,Academic/Researcher,Jigawa,3,4,4,3,2,2,3,2024,Synthetic survey; use for scenario analysis only
R1242,Investor,Nasarawa,3,3,4,5,4,3,2,2024,Synthetic survey; use for scenario analysis only
R1243,DisCo Official,Kogi,4,3,4,5,4,2,2,2024,Synthetic survey; use for scenario analysis only
R1244,Industrial Manager,Katsina,3,3,4,5,3,4,2,2024,Synthetic survey; use for scenario analysis only
R1245,Investor,Bayelsa,2,4,3,4,4,5,3,2024,Synthetic survey; use for scenario analysis only
R1246,Industrial Manager,Ogun,2,5,3,1,2,2,2,2024,Synthetic survey; use for scenario analysis only
R1247,Community Leader,Anambra,2,4,4,2,3,2,3,2024,Synthetic survey; use for scenario analysis only
R1248,Academic/Researcher,Nasarawa,4,4,3,3,4,4,3,2024,Synthetic survey; use for scenario analysis only
R1249,Community Leader,Jigawa,3,4,4,3,3,3,3,2024,Synthetic survey; use for scenario analysis only
R1250,DisCo Official,Osun,3,2,3,3,4,3,3,2024,Synthetic survey; use for scenario analysis only
R1251,DisCo Official,Katsina,2,4,2,4,3,5,3,2024,Synthetic survey; use for scenario analysis only
R1252,Industrial Manager,Zamfara,2,4,3,3,3,4,5,2024,Synthetic survey; use for scenario analysis only
R1253,DisCo Official,Kano,3,4,3,3,3,3,2,2024,Synthetic survey; use for scenario analysis only
R1254,Industrial Manager,Kaduna,4,2,3,4,5,4,4,2024,Synthetic survey; use for scenario analysis only
R1255,Industrial Manager,Benue,3,4,4,4,4,2,5,2024,Synthetic survey; use for scenario analysis only
R1256,Academic/Researcher,Niger,3,2,4,4,3,3,2,2024,Synthetic survey; use for scenario analysis only
R1257,Investor,Katsina,2,3,4,4,3,3,3,2024,Synthetic survey; use for scenario analysis only
R1258,Community Leader,Nasarawa,3,3,5,3,4,4,5,2024,Synthetic survey; use for scenario analysis only
R1259,Policymaker,Niger,4,3,3,2,4,4,4,2024,Synthetic survey; use for scenario analysis only
R1260,Investor,Niger,3,4,3,3,4,3,3,2024,Synthetic survey; use for scenario analysis only
R1261,DisCo Official,Adamawa,3,1,3,2,4,2,3,2024,Synthetic survey; use for scenario analysis only
R1262,Community Leader,Edo,4,1,4,4,4,4,3,2024,Synthetic survey; use for scenario analysis only
R1263,Academic/Researcher,Osun,2,3,3,4,4,4,2,2024,Synthetic survey; use for scenario analysis only
R1264,DisCo Official,Ebonyi,2,3,5,5,4,3,2,2024,Synthetic survey; use for scenario analysis only
R1265,Academic/Researcher,Oyo,3,3,3,4,3,3,3,2024,Synthetic survey; use for scenario analysis only
R1266,Academic/Researcher,Adamawa,2,1,4,5,4,4,2,2024,Synthetic survey; use for scenario analysis only
R1267,Industrial Manager,Kwara,1,4,3,3,3,3,4,2024,Synthetic survey; use for scenario analysis only
R1268,Academic/Researcher,Borno,2,3,3,3,3,3,4,2024,Synthetic survey; use for scenario analysis only
R1269,DisCo Official,Benue,2,4,2,4,3,2,2,2024,Synthetic survey; use for scenario analysis only
R1270,DisCo Official,Ondo,4,2,2,2,2,4,4,2024,Synthetic survey; use for scenario analysis only
R1271,Community Leader,Kwara,2,2,3,5,2,3,3,2024,Synthetic survey; use for scenario analysis only
R1272,Community Leader,Cross River,2,3,4,2,4,4,3,2024,Synthetic survey; use for scenario analysis only
R1273,DisCo Official,Delta,2,2,3,2,4,3,3,2024,Synthetic survey; use for scenario analysis only
R1274,DisCo Official,Delta,3,2,3,3,3,4,2,2024,Synthetic survey; use for scenario analysis only
R1275,Academic/Researcher,Oyo,4,5,5,4,3,4,3,2024,Synthetic survey; use for scenario analysis only
R1276,Investor,Borno,4,3,3,1,4,5,2,2024,Synthetic survey; use for scenario analysis only
R1277,Academic/Researcher,FCT,3,2,5,4,4,3,3,2024,Synthetic survey; use for scenario analysis only
R1278,Investor,Taraba,5,5,2,4,4,3,4,2024,Synthetic survey; use for scenario analysis only
R1279,Investor,Edo,3,2,4,5,3,3,2,2024,Synthetic survey; use for scenario analysis only
R1280,Industrial Manager,Ekiti,2,3,2,4,3,3,4,2024,Synthetic survey; use for scenario analysis only
R1281,Community Leader,Oyo,2,3,4,3,3,3,3,2024,Synthetic survey; use for scenario analysis only
R1282,Community Leader,Benue,3,2,3,2,3,2,2,2024,Synthetic survey; use for scenario analysis only
R1283,Industrial Manager,Ondo,3,3,4,2,3,3,3,2024,Synthetic survey; use for scenario analysis only
R1284,Policymaker,Edo,2,2,5,3,4,3,4,2024,Synthetic survey; use for scenario analysis only
R1285,DisCo Official,Jigawa,3,2,3,3,3,3,5,2024,Synthetic survey; use for scenario analysis only
R1286,Academic/Researcher,Oyo,3,2,4,3,2,5,4,2024,Synthetic survey; use for scenario analysis only
R1287,DisCo Official,Taraba,3,2,4,4,3,4,3,2024,Synthetic survey; use for scenario analysis only
R1288,Investor,Kano,2,4,3,3,2,4,4,2024,Synthetic survey; use for scenario analysis only
R1289,Community Leader,Ebonyi,3,2,5,3,2,2,3,2024,Synthetic survey; use for scenario analysis only
R1290,DisCo Official,Oyo,2,4,3,3,4,3,1,2024,Synthetic survey; use for scenario analysis only
R1291,DisCo Official,Ondo,3,4,4,3,3,3,2,2024,Synthetic survey; use for scenario analysis only
R1292,Community Leader,Osun,4,3,3,3,3,3,2,2024,Synthetic survey; use for scenario analysis only
R1293,DisCo Official,Adamawa,2,4,3,4,3,4,1,2024,Synthetic survey; use for scenario analysis only
R1294,Industrial Manager,Bauchi,3,3,4,2,3,1,3,2024,Synthetic survey; use for scenario analysis only
R1295,Industrial Manager,Lagos,2,1,3,3,2,3,4,2024,Synthetic survey; use for scenario analysis only
R1296,DisCo Official,Taraba,4,1,5,4,3,3,2,2024,Synthetic survey; use for scenario analysis only
R1297,Investor,Niger,4,2,3,3,2,3,2,2024,Synthetic survey; use for scenario analysis only
R1298,Investor,Imo,4,2,3,3,3,4,1,2024,Synthetic survey; use for scenario analysis only
R1299,Investor,Katsina,4,3,4,2,3,4,3,2024,Synthetic survey; use for scenario analysis only
R1300,Community Leader,Imo,4,3,5,4,3,3,3,2024,Synthetic survey; use for scenario analysis only
R1301,Policymaker,Anambra,3,3,4,3,1,2,4,2024,Synthetic survey; use for scenario analysis only
R1302,DisCo Official,Taraba,3,2,4,2,2,1,2,2024,Synthetic survey; use for scenario analysis only
R1303,Industrial Manager,Taraba,4,4,4,2,2,4,3,2024,Synthetic survey; use for scenario analysis only
R1304,Investor,Ogun,3,4,3,5,1,4,4,2024,Synthetic survey; use for scenario analysis only
R1305,Community Leader,Zamfara,2,4,3,2,3,3,3,2024,Synthetic survey; use for scenario analysis only
R1306,Policymaker,Adamawa,3,4,4,4,5,2,2,2024,Synthetic survey; use for scenario analysis only
R1307,Academic/Researcher,Osun,3,2,4,2,4,2,2,2024,Synthetic survey; use for scenario analysis only
R1308,Community Leader,Enugu,3,3,4,1,3,4,3,2024,Synthetic survey; use for scenario analysis only
R1309,DisCo Official,Bauchi,3,3,4,4,3,4,3,2024,Synthetic survey; use for scenario analysis only
R1310,Community Leader,Kogi,5,5,4,4,3,3,3,2024,Synthetic survey; use for scenario analysis only
R1311,Investor,Enugu,2,4,3,4,2,4,3,2024,Synthetic survey; use for scenario analysis only
R1312,Academic/Researcher,Sokoto,3,4,5,4,4,2,2,2024,Synthetic survey; use for scenario analysis only
R1313,DisCo Official,Niger,4,5,4,3,3,4,3,2024,Synthetic survey; use for scenario analysis only
R1314,Policymaker,Nasarawa,3,3,4,3,4,5,4,2024,Synthetic survey; use for scenario analysis only
R1315,Investor,Kano,3,5,3,2,3,3,4,2024,Synthetic survey; use for scenario analysis only
R1316,DisCo Official,Akwa Ibom,3,3,4,3,3,4,4,2024,Synthetic survey; use for scenario analysis only
R1317,Industrial Manager,Anambra,2,3,4,3,2,2,3,2024,Synthetic survey; use for scenario analysis only
R1318,Academic/Researcher,Delta,3,3,2,4,5,4,3,2024,Synthetic survey; use for scenario analysis only
R1319,Policymaker,Enugu,3,4,4,3,2,5,2,2024,Synthetic survey; use for scenario analysis only
R1320,Industrial Manager,Delta,5,3,3,3,4,3,3,2024,Synthetic survey; use for scenario analysis only
R1321,Industrial Manager,Kogi,3,3,4,3,1,4,4,2024,Synthetic survey; use for scenario analysis only
R1322,Community Leader,Abia,2,2,5,4,3,3,2,2024,Synthetic survey; use for scenario analysis only
R1323,Academic/Researcher,Benue,2,3,4,3,3,4,4,2024,Synthetic survey; use for scenario analysis only
R1324,Industrial Manager,Benue,3,3,3,3,3,3,4,2024,Synthetic survey; use for scenario analysis only
R1325,DisCo Official,Kebbi,3,2,3,3,4,3,4,2024,Synthetic survey; use for scenario analysis only
R1326,DisCo Official,Delta,3,1,3,5,4,3,3,2024,Synthetic survey; use for scenario analysis only
R1327,Community Leader,Edo,4,3,4,3,3,3,1,2024,Synthetic survey; use for scenario analysis only
R1328,Community Leader,Zamfara,3,1,5,3,3,2,4,2024,Synthetic survey; use for scenario analysis only
R1329,Investor,Rivers,4,3,4,3,3,2,2,2024,Synthetic survey; use for scenario analysis only
R1330,Investor,Kebbi,3,3,3,4,2,4,3,2024,Synthetic survey; use for scenario analysis only
R1331,Industrial Manager,FCT,5,3,5,4,4,4,2,2024,Synthetic survey; use for scenario analysis only
R1332,Industrial Manager,Rivers,3,4,5,4,2,4,4,2024,Synthetic survey; use for scenario analysis only
R1333,Industrial Manager,Ekiti,3,2,3,3,4,2,3,2024,Synthetic survey; use for scenario analysis only
R1334,Community Leader,Sokoto,2,3,4,3,2,4,3,2024,Synthetic survey; use for scenario analysis only
R1335,Investor,Delta,1,3,3,4,5,4,2,2024,Synthetic survey; use for scenario analysis only
R1336,Academic/Researcher,Niger,4,4,3,5,5,4,3,2024,Synthetic survey; use for scenario analysis only
R1337,Academic/Researcher,Kano,3,4,3,3,3,3,2,2024,Synthetic survey; use for scenario analysis only
R1338,Community Leader,Nasarawa,3,3,2,3,3,3,3,2024,Synthetic survey; use for scenario analysis only
R1339,DisCo Official,Cross River,3,3,3,1,4,4,2,2024,Synthetic survey; use for scenario analysis only
R1340,Industrial Manager,Borno,2,2,3,4,2,3,4,2024,Synthetic survey; use for scenario analysis only
R1341,Industrial Manager,Taraba,3,2,5,4,4,3,3,2024,Synthetic survey; use for scenario analysis only
R1342,Policymaker,Imo,5,4,4,2,2,3,1,2024,Synthetic survey; use for scenario analysis only
R1343,DisCo Official,FCT,3,3,3,1,4,3,4,2024,Synthetic survey; use for scenario analysis only
R1344,Investor,Ogun,2,2,4,4,3,3,2,2024,Synthetic survey; use for scenario analysis only
R1345,DisCo Official,Rivers,2,4,4,4,5,3,2,2024,Synthetic survey; use for scenario analysis only
R1346,Community Leader,Ogun,3,3,3,4,2,2,2,2024,Synthetic survey; use for scenario analysis only
R1347,Policymaker,Sokoto,4,2,4,4,4,2,3,2024,Synthetic survey; use for scenario analysis only
R1348,Community Leader,Kwara,3,2,3,2,2,3,3,2024,Synthetic survey; use for scenario analysis only
R1349,Investor,Ondo,4,2,1,3,4,2,3,2024,Synthetic survey; use for scenario analysis only
R1350,Industrial Manager,Enugu,2,3,4,4,3,5,2,2024,Synthetic survey; use for scenario analysis only
R1351,Investor,Osun,3,3,4,3,4,3,3,2024,Synthetic survey; use for scenario analysis only
R1352,Policymaker,Imo,3,3,3,2,2,2,2,2024,Synthetic survey; use for scenario analysis only
R1353,DisCo Official,Edo,4,1,3,4,3,2,3,2024,Synthetic survey; use for scenario analysis only
R1354,Industrial Manager,Bayelsa,5,3,3,3,3,3,3,2024,Synthetic survey; use for scenario analysis only
R1355,Investor,Plateau,2,5,5,2,4,3,4,2024,Synthetic survey; use for scenario analysis only
R1356,Academic/Researcher,Yobe,4,2,5,4,4,4,3,2024,Synthetic survey; use for scenario analysis only
R1357,Investor,Nasarawa,3,3,3,4,4,4,4,2024,Synthetic survey; use for scenario analysis only
R1358,DisCo Official,Zamfara,2,4,3,4,5,3,4,2024,Synthetic survey; use for scenario analysis only
R1359,DisCo Official,Adamawa,1,3,4,3,3,5,3,2024,Synthetic survey; use for scenario analysis only
R1360,Community Leader,Adamawa,3,3,3,2,4,4,3,2024,Synthetic survey; use for scenario analysis only
R1361,Community Leader,Sokoto,2,2,5,2,3,2,5,2024,Synthetic survey; use for scenario analysis only
R1362,DisCo Official,Ogun,3,1,5,4,3,2,5,2024,Synthetic survey; use for scenario analysis only
R1363,Community Leader,Katsina,5,1,4,5,5,5,3,2024,Synthetic survey; use for scenario analysis only
R1364,Policymaker,Taraba,2,2,5,2,2,3,1,2024,Synthetic survey; use for scenario analysis only
R1365,Academic/Researcher,FCT,2,3,5,4,2,3,4,2024,Synthetic survey; use for scenario analysis only
