sample_id,anode_material,cathode_material,tab_thickness_um,surface_coating,welding_technique,tab_width_mm,overlap_length_mm,preheat_celsius,usw_power_w,usw_amplitude_um,usw_force_n,usw_time_ms,laser_power_w,laser_speed_mm_s,laser_pulse_frequency_hz,laser_energy_per_pulse_j,laser_spot_diameter_mm,rsw_current_ka,rsw_voltage_v,rsw_weld_time_ms,rsw_squeeze_time_ms,rsw_hold_time_ms,rsw_force_n,effective_energy_j,energy_density_j_mm2,peak_temperature_c,fused_area_mm2,nugget_diameter_mm,porosity_pct,spatter_mass_mg,intermetallic_thickness_um,hardness_hv,bond_integrity_score,immediate_shear_strength_n,joint_resistance_mohm,cycles_to_failure,resistance_growth_pct_1000,retained_strength_pct_1000,delamination_probability,failure_mode
86,Copper,StainlessSteel,117.122,silver_plated,RSW,5.048,7.822,63.603,,,,,,,,,,15.668736,2.47507,172.42425,149.903385,84.486142,1618.011594,145156.119049,3675.969435,5996011.048,38.209231,6.97492,35.0,25.0,12.0,350.0,0.0,1096.451668,10.267445,50,17.362657,32.979788,0.916482,interfacial_delamination
87,Copper,Nickel,35.324,nickel_plated,RSW,7.796,5.048,39.882,,,,,,,,,,2.670317,1.0,189.631034,94.664026,86.620674,1468.427371,489.421157,12.435723,67485.168,37.193796,6.881614,35.0,25.0,6.874627,350.0,0.0,1043.517792,3.630096,50,16.561142,36.897766,0.933387,interfacial_delamination
88,Aluminum,Aluminum,118.559,brushed,Laser,8.621,6.243,44.531,,,,,616.536779,6.826925,0.0,0.0,0.311372,,,,,,,6234.190292,115.841118,284143.274,50.553106,8.022856,35.0,25.0,12.0,350.0,0.0,1428.742969,3.63329,199,16.68488,33.052735,0.997628,interfacial_delamination
89,Aluminum,Aluminum,66.509,silver_plated,Laser,5.198,6.852,55.221,,,,,759.620412,31.423656,0.0,0.0,0.215511,,,,,,,1684.24559,47.288313,206791.177,35.616529,6.73412,35.0,25.0,11.463947,350.0,0.0,1000.82302,3.657274,50,14.380671,40.567174,0.983666,interfacial_delamination
90,Aluminum,Aluminum,172.518,bare,USW,5.49,7.382,50.572,1702.034867,16.210254,357.762677,246.729617,,,,,,,,,,,,159.549178,3.936968,6686.014,32.997693,6.481818,7.100985,0.0,0.83682,222.75068,0.635082,1597.686431,1.640685,2694,9.499172,85.293073,0.111694,pullout
91,Aluminum,StainlessSteel,91.296,gold_plated,Laser,6.329,5.852,24.728,,,,,810.926731,23.456477,259.255779,0.786926,0.173901,,,,,,,3937.604882,106.31443,273007.564,37.037351,6.867126,35.0,25.0,12.0,350.0,0.0,1040.060424,10.363466,236,12.224079,30.205519,0.976226,interfacial_delamination
92,Copper,Aluminum,121.164,nickel_plated,USW,8.251,7.237,20.0,1919.701579,24.275823,670.214267,456.261022,,,,,,,,,,,,477.347418,7.993693,15758.347,58.903178,8.66013,35.0,6.25302,5.214487,350.0,0.102675,1870.103834,3.079213,642,20.250155,51.952184,0.781023,interfacial_delamination
93,Copper,StainlessSteel,37.266,brushed,USW,7.661,5.136,39.862,751.205522,40.132524,865.513311,184.507121,,,,,,,,,,,,87.359289,2.220027,11420.567,27.815101,5.951074,5.729841,0.0,1.886694,330.254421,0.56465,1539.73008,9.034007,2472,13.571519,74.675851,0.165839,tearing
94,Copper,Copper,134.504,brushed,USW,6.443,5.681,34.322,1691.285629,27.444669,773.594629,339.154108,,,,,,,,,,,,353.658946,9.661806,14616.113,36.603812,6.826816,35.0,11.205057,1.713612,350.0,0.436226,2032.818986,2.9968,1285,14.990909,59.127295,0.551528,porosity_cracking
95,Aluminum,Titanium,76.779,tin_plated,Laser,7.079,7.99,26.379,,,,,506.765744,56.040827,135.659371,0.996985,0.226451,,,,,,,1076.111019,19.02572,78040.903,56.560857,8.486196,35.0,25.0,12.0,350.0,0.0,1570.678409,6.637863,66,13.946365,34.511544,0.9788,interfacial_delamination
96,Copper,Aluminum,144.856,gold_plated,Laser,5.227,4.867,43.359,,,,,557.150141,30.824228,0.0,0.0,0.093331,,,,,,,1908.42497,75.022808,123593.673,25.43793,5.691096,35.0,25.0,12.0,350.0,0.0,761.560719,3.676234,208,13.487319,40.355975,0.957792,interfacial_delamination
97,Copper,Titanium,113.838,bare,Laser,4.331,6.591,63.937,,,,,721.609287,54.833474,0.0,0.0,0.190163,,,,,,,823.103466,28.832269,62264.891,28.547995,6.028966,35.0,25.0,12.0,350.0,0.0,845.349052,10.471295,109,17.252761,48.337692,0.969251,interfacial_delamination
98,Copper,Nickel,58.345,nickel_plated,USW,5.326,4.718,21.106,1091.538625,23.677157,991.629037,381.373038,,,,,,,,,,,,271.18214,10.791458,35455.445,25.129333,5.656471,35.0,18.025272,4.057145,350.0,0.347407,1035.657445,4.238633,1216,12.05245,58.751443,0.735399,interfacial_delamination
99,Copper,Nickel,142.916,brushed,Laser,7.535,7.846,58.807,,,,,100.0,36.505311,0.0,0.0,0.230878,,,,,,,200.946325,3.399092,4615.292,50.135774,7.989671,4.281495,0.0,2.979492,206.883589,0.722215,2542.694195,1.455182,2853,10.415238,87.903461,0.16335,tearing
100,Copper,Nickel,147.796,gold_plated,Laser,2.031,8.162,62.71,,,,,725.033185,44.065389,365.279218,0.659641,0.131102,,,,,,,1155.857612,69.743925,90467.35,16.572879,4.593609,35.0,25.0,12.0,350.0,0.0,487.851727,4.88556,50,14.474633,34.634799,0.978833,interfacial_delamination
101,Aluminum,Nickel,137.804,gold_plated,USW,3.153,3.203,35.443,2245.949867,51.774975,1138.697414,442.377758,,,,,,,,,,,,403.007325,39.895221,66365.983,10.101644,3.586337,35.0,25.0,12.0,350.0,0.0,337.09144,6.607549,197,16.911083,44.385174,0.934234,interfacial_delamination
102,Copper,Copper,187.651,bare,USW,9.845,5.148,20.0,1462.338785,45.625437,890.45211,270.763267,,,,,,,,,,,,179.988747,3.551121,3861.508,45.014768,7.57064,5.516783,0.432692,0.546062,163.38291,0.670052,2098.201468,1.3056,2839,8.85313,79.51891,0.098324,pullout
103,Copper,StainlessSteel,77.43,graphite_coated,Laser,9.997,2.9,39.044,,,,,427.955132,33.99407,200.53087,0.397874,0.239034,,,,,,,646.710684,22.305948,55073.428,28.992747,6.075748,35.0,25.0,12.0,350.0,0.0,838.304866,17.964437,214,14.436809,44.20259,0.95893,interfacial_delamination
104,Aluminum,Nickel,162.754,silver_plated,Laser,4.246,8.371,46.331,,,,,896.834801,38.416399,279.130786,0.534715,0.12239,,,,,,,3436.977431,96.694027,136166.849,35.544878,6.727343,35.0,25.0,12.0,350.0,0.0,986.596778,3.96022,50,13.004594,33.357401,0.973116,interfacial_delamination
105,Aluminum,Nickel,147.229,nickel_plated,RSW,2.418,8.782,42.883,,,,,,,,,,8.203615,4.897966,220.082541,50.0,101.654406,1873.24284,19134.396267,900.997903,1402159.923,21.236893,5.199967,35.0,25.0,12.0,350.0,0.0,610.88262,5.031304,50,17.111463,46.780832,0.980007,interfacial_delamination
106,Copper,Aluminum,134.147,tin_plated,Laser,4.664,5.797,32.905,,,,,332.531531,59.462654,0.0,0.0,0.129967,,,,,,,387.793464,14.341033,25535.497,27.040832,5.867662,35.0,25.0,12.0,350.0,0.0,778.231447,3.942467,50,16.670445,45.754791,0.951873,interfacial_delamination
107,Copper,Titanium,180.382,gold_plated,USW,9.394,8.162,42.558,1430.289018,21.307751,655.061689,257.262715,,,,,,,,,,,,170.586385,2.224806,3071.59,51.794191,8.12074,6.76454,0.467168,1.521178,158.83477,0.513442,2782.378704,2.908833,2164,10.152547,70.502711,0.132082,mixed
108,Copper,Nickel,178.253,graphite_coated,Laser,3.385,9.849,41.186,,,,,485.735784,31.475922,181.626127,0.886722,0.220593,,,,,,,1152.619836,34.569724,37195.259,33.341887,6.515536,35.0,25.0,12.0,350.0,0.0,973.146812,4.459154,91,15.979354,32.089515,0.982897,interfacial_delamination
109,Copper,Aluminum,72.019,bare,USW,4.315,7.74,44.912,1481.009836,14.89264,1353.711925,371.349574,,,,,,,,,,,,254.009664,7.606388,25240.033,33.394256,6.520651,35.0,4.698078,5.223106,350.0,0.14843,1067.137543,3.161499,798,13.045743,62.903992,0.788118,interfacial_delamination
110,Aluminum,Titanium,113.383,oxide_heavy,RSW,3.81,3.283,45.18,,,,,,,,,,10.953643,2.269177,57.81593,70.181191,63.54647,2012.299026,126409.878292,10105.731035,28060806.495,12.508732,3.990816,35.0,25.0,12.0,350.0,0.0,382.865952,25.0,50,15.525191,36.724117,0.92064,interfacial_delamination
111,Copper,Aluminum,100.487,tin_plated,USW,4.673,8.262,55.615,1410.608443,42.899994,505.821454,167.589324,,,,,,,,,,,,108.44415,2.808966,6724.028,28.281701,6.000782,2.871026,0.0,2.093243,238.487181,0.650494,1559.888468,1.216909,2800,12.947328,78.106554,0.100766,tearing
112,Copper,StainlessSteel,65.549,silver_plated,Laser,3.759,5.128,54.501,,,,,859.947969,48.229067,0.0,0.0,0.075344,,,,,,,1969.995715,102.180467,297856.068,19.279572,4.954545,35.0,25.0,12.0,350.0,0.0,584.098465,17.909522,262,17.361365,25.591815,0.955176,interfacial_delamination
113,Copper,Copper,183.001,gold_plated,RSW,4.469,6.655,33.29,,,,,,,,,,13.669332,3.008807,205.118585,80.363101,59.022187,1168.723219,6895.108114,231.844406,257208.851,26.827179,5.844435,35.0,25.0,12.0,350.0,0.0,762.858222,3.739295,50,14.785882,33.540801,0.971653,interfacial_delamination
114,Copper,StainlessSteel,109.417,graphite_coated,USW,5.597,5.694,62.933,1307.44545,38.55806,1002.228156,283.205458,,,,,,,,,,,,247.74926,7.773598,13635.461,31.870605,6.370158,35.0,6.036564,3.216806,350.0,0.390412,1556.582193,16.169842,1467,14.139276,61.660109,0.646904,porosity_cracking
115,Copper,Nickel,112.53,graphite_coated,Laser,7.85,6.629,51.9,,,,,823.190444,41.539926,0.0,0.0,0.270306,,,,,,,1634.618506,31.413621,53532.416,50.865725,8.047624,35.0,25.0,12.0,350.0,0.0,1419.141664,3.864568,50,15.851533,41.250531,0.904061,interfacial_delamination
116,Copper,Aluminum,127.005,nickel_plated,USW,8.672,3.85,46.143,1464.589269,42.059134,620.911555,340.311482,,,,,,,,,,,,245.466923,7.351495,13854.405,32.40842,6.423681,35.0,4.297546,5.142015,350.0,0.135693,1067.000058,3.440836,719,14.264505,50.076439,0.864843,interfacial_delamination
117,Copper,Titanium,145.096,graphite_coated,RSW,7.309,8.501,20.0,,,,,,,,,,4.941705,1.364808,210.035829,125.2318,83.888777,2721.187084,9936.751471,159.918285,270695.105,62.136431,8.894637,35.0,25.0,12.0,350.0,0.0,1723.140502,7.323528,114,13.272567,37.531412,0.994946,interfacial_delamination
118,Copper,Nickel,164.732,bare,Laser,6.091,4.869,55.07,,,,,382.614618,41.677992,0.0,0.0,0.231193,,,,,,,407.066472,13.72538,16017.3,29.657939,6.145052,35.0,25.0,8.080793,350.0,0.0,847.492055,4.067683,178,15.72304,44.629097,0.916726,interfacial_delamination
119,Copper,Copper,43.144,tin_plated,USW,6.868,5.147,55.014,1536.765863,44.346336,657.20537,423.045523,,,,,,,,,,,,315.84443,8.934213,42091.02,34.866331,6.662822,35.0,9.566659,1.605487,350.0,0.387261,1922.102983,3.051421,1353,14.504431,58.422576,0.51439,porosity_cracking
120,Copper,Copper,98.31,oxide_heavy,Laser,3.565,5.526,56.79,,,,,793.513595,75.521604,0.0,0.0,0.174755,,,,,,,503.995137,25.581299,52878.335,19.701702,5.008491,35.0,25.0,7.15917,350.0,0.0,576.760276,4.501108,375,12.151537,34.696057,0.870662,interfacial_delamination
121,Copper,Nickel,76.395,brushed,Laser,7.189,5.819,37.466,,,,,331.216267,58.290469,163.503412,0.561164,0.130363,,,,,,,775.278959,18.533775,46515.084,41.830602,7.297971,35.0,25.0,11.7648,350.0,0.0,1177.641396,3.691845,219,15.096297,28.25439,0.944472,interfacial_delamination
122,Aluminum,StainlessSteel,181.644,brushed,Laser,4.352,4.303,26.344,,,,,541.940409,43.182482,0.0,0.0,0.159764,,,,,,,564.901476,30.169702,38961.613,18.724132,4.882654,35.0,25.0,12.0,350.0,0.0,566.278178,20.620673,149,18.307356,42.167657,0.96557,interfacial_delamination
123,Copper,Nickel,47.194,tin_plated,USW,2.792,4.17,51.815,1053.731207,42.485224,818.177342,463.747059,,,,,,,,,,,,274.619483,23.590094,95811.994,11.641305,3.849957,35.0,25.0,8.551735,350.0,0.0,337.582763,6.548738,116,13.318546,28.993256,0.91096,interfacial_delamination
124,Copper,Aluminum,75.271,silver_plated,USW,4.702,5.465,59.197,1318.736809,32.947817,393.898541,120.285529,,,,,,,,,,,,79.816376,3.106063,9903.147,19.203145,4.944715,4.301204,0.0,2.140702,302.567436,0.649347,1081.128039,1.564647,2495,15.667743,82.828774,0.123553,mixed
125,Copper,StainlessSteel,119.044,oxide_heavy,Laser,4.558,6.234,20.0,,,,,291.14866,42.813059,242.593008,0.320967,0.318939,,,,,,,248.37337,8.740787,14047.086,26.400139,5.797732,35.0,9.150897,7.327903,350.0,0.0,749.869755,25.0,50,19.33182,43.478954,0.925552,interfacial_delamination
126,Copper,Copper,60.301,nickel_plated,Laser,8.717,5.498,37.235,,,,,945.139885,32.913052,0.0,0.0,0.093115,,,,,,,6469.911086,134.987061,454457.431,47.929861,7.811926,35.0,25.0,12.0,350.0,0.0,1328.543587,3.466811,66,15.17277,35.709201,0.965436,interfacial_delamination
127,Copper,Aluminum,88.95,nickel_plated,RSW,8.89,5.477,47.729,,,,,,,,,,11.918471,3.146962,194.178848,87.752577,104.807232,1923.983873,6489.775768,133.29521,357527.928,48.687239,7.873406,35.0,25.0,12.0,350.0,0.0,1366.261632,3.537461,294,19.926196,47.573643,0.90986,interfacial_delamination
128,Copper,Aluminum,106.816,nickel_plated,Laser,4.376,4.578,41.899,,,,,743.222969,40.72588,256.334494,1.077469,0.134064,,,,,,,1569.211978,78.329851,174977.122,20.033384,5.050475,35.0,25.0,12.0,350.0,0.0,587.8869,4.001808,283,13.002062,36.067259,0.925585,interfacial_delamination
129,Copper,Nickel,40.637,nickel_plated,Laser,4.52,3.903,41.342,,,,,123.520034,52.093992,0.0,0.0,0.290099,,,,,,,41.833915,2.371308,11220.472,11.956337,3.901702,4.32453,0.317655,2.121858,329.044905,0.601453,668.988692,3.27729,2498,10.422242,73.910304,0.141521,mixed
130,Aluminum,Nickel,136.06,bare,RSW,7.902,8.319,22.669,,,,,,,,,,13.402368,2.644163,234.366402,143.359346,138.491235,2741.914946,18928.554872,287.942839,484898.485,65.737196,9.148727,35.0,25.0,12.0,350.0,0.0,1830.316063,3.909267,157,14.943323,31.043395,0.924449,interfacial_delamination
131,Aluminum,Nickel,169.188,tin_plated,USW,6.668,5.931,76.075,1293.50713,21.147872,730.210511,202.492146,,,,,,,,,,,,126.777664,3.205323,4416.734,32.581632,6.440825,5.541251,0.0,1.357172,183.099265,0.637846,1749.669615,1.870541,2652,9.671134,75.630724,0.12511,mixed
132,Copper,Copper,108.838,tin_plated,RSW,7.437,5.722,20.0,,,,,,,,,,12.119133,2.504679,158.336074,70.743131,124.396904,2669.509488,5097.079845,119.786023,223435.426,42.551541,7.360591,35.0,25.0,12.0,350.0,0.0,1188.430192,3.451597,50,12.178499,35.45997,0.987503,interfacial_delamination
133,Aluminum,Aluminum,119.64,bare,USW,5.689,5.823,56.971,1331.898048,35.097911,715.166387,81.339017,,,,,,,,,,,,67.236507,2.029727,4989.867,21.627336,5.24755,12.078611,0.0,0.566896,185.460685,0.460119,1013.862142,2.200059,1945,12.028242,73.836168,0.147805,tearing
134,Copper,StainlessSteel,104.676,brushed,Laser,7.495,7.051,32.624,,,,,813.868869,56.891704,0.0,0.0,0.26393,,,,,,,1224.7988,23.175655,42329.578,51.963524,8.134004,35.0,25.0,12.0,350.0,0.0,1452.953703,9.059408,50,17.874964,34.091564,0.982591,interfacial_delamination
135,Copper,Aluminum,105.531,bare,USW,9.587,10.047,49.384,1417.568896,34.846309,795.334828,389.040474,,,,,,,,,,,,367.010146,3.810086,8662.136,86.221557,10.477628,8.40085,0.0,2.238109,279.112354,0.673997,4679.334642,1.401289,2651,15.674475,76.786159,0.217162,tearing
136,Copper,Aluminum,64.013,bare,RSW,7.454,3.986,55.514,,,,,,,,,,11.711065,5.341453,188.149926,50.0,127.703233,813.936535,7772.398329,261.634592,975076.997,25.568372,5.705669,35.0,25.0,12.0,350.0,0.0,744.906664,3.916332,90,20.632768,42.231851,0.949941,interfacial_delamination
137,Copper,Aluminum,154.321,graphite_coated,Laser,7.592,5.632,20.0,,,,,565.822695,16.036566,131.17503,0.617282,0.324484,,,,,,,2068.872252,48.380661,74807.955,39.650291,7.105232,35.0,25.0,12.0,350.0,0.0,1130.032005,3.480082,119,19.454213,32.089256,0.971659,interfacial_delamination
138,Copper,Nickel,111.629,gold_plated,USW,8.376,5.35,20.01,716.665557,31.539821,286.831415,366.246135,,,,,,,,,,,,119.393157,2.664325,4592.521,30.431992,6.224726,5.432141,0.0,1.593736,190.575052,0.598961,1657.715451,1.522432,2454,12.801966,83.272272,0.131994,tearing
139,Copper,Aluminum,61.503,nickel_plated,USW,7.024,4.636,67.957,2396.49185,29.158625,646.300392,326.930016,,,,,,,,,,,,485.228117,14.900698,57863.541,32.12477,6.395508,35.0,25.0,9.046215,350.0,0.0,914.30056,3.655425,165,14.984977,48.06574,0.923579,interfacial_delamination
140,Aluminum,StainlessSteel,85.283,graphite_coated,Laser,9.348,8.473,49.9,,,,,758.664415,47.566075,198.772158,1.103102,0.269788,,,,,,,2544.092325,32.118194,88333.771,77.467033,9.93147,35.0,25.0,12.0,350.0,0.0,2127.929303,8.665801,310,17.982333,38.707524,0.977309,interfacial_delamination
141,Copper,Nickel,65.897,bare,USW,3.398,6.859,36.465,2078.882014,28.375563,188.165013,310.286478,,,,,,,,,,,,275.591277,11.824193,34411.991,20.744966,5.139388,35.0,22.971397,4.648746,350.0,0.08153,730.533764,4.696465,272,18.614576,50.490505,0.750575,interfacial_delamination
142,Copper,Copper,133.634,graphite_coated,RSW,8.541,5.973,20.0,,,,,,,,,,13.999819,3.694099,241.650697,92.101552,108.036033,2059.022701,11573.402433,226.875283,344654.577,51.012178,8.059201,35.0,25.0,12.0,350.0,0.0,1439.305157,3.486339,107,16.302871,33.03038,0.939108,interfacial_delamination
143,Copper,Copper,84.737,brushed,Laser,4.584,4.998,32.54,,,,,528.716867,5.0,64.856498,0.695794,0.211112,,,,,,,4746.506812,207.187432,496373.704,22.909241,5.400829,35.0,25.0,12.0,350.0,0.0,669.321402,3.88256,50,11.266874,30.352782,0.94641,interfacial_delamination
144,Copper,Nickel,85.922,brushed,RSW,5.379,6.313,67.257,,,,,,,,,,5.169806,4.792034,249.344015,137.545945,116.550855,2186.076178,5175.203535,152.419435,339912.254,33.953699,6.575043,35.0,25.0,12.0,350.0,0.0,980.045139,4.096411,50,16.389558,33.620845,0.932188,interfacial_delamination
145,Aluminum,Aluminum,135.024,tin_plated,RSW,3.612,7.782,31.625,,,,,,,,,,11.12042,1.134991,230.036802,120.589886,110.768937,3242.160662,12032.321557,428.114553,921945.524,28.105378,5.982046,35.0,25.0,12.0,350.0,0.0,827.617371,4.095449,447,15.221066,37.727321,0.957351,interfacial_delamination
146,Copper,Nickel,138.407,silver_plated,USW,7.501,6.552,54.058,1948.023778,39.400517,863.592055,58.683644,,,,,,,,,,,,68.227042,1.388222,1975.586,27.236421,5.888844,7.422581,0.0,0.281871,121.81302,0.473407,1221.984397,1.758739,2053,11.52472,67.787417,0.099639,tearing
147,Copper,Aluminum,107.863,brushed,USW,8.864,6.884,25.028,1516.138006,34.322147,645.563508,335.88633,,,,,,,,,,,,307.067251,5.032646,11155.377,56.967259,8.516629,14.73257,0.0,3.676218,346.721594,0.596393,2486.151582,1.946678,2115,13.311327,77.326108,0.289748,pullout
148,Aluminum,StainlessSteel,116.975,nickel_plated,Laser,6.885,4.801,27.656,,,,,342.588643,53.554646,0.0,0.0,0.264535,,,,,,,268.3666,8.119005,16298.294,32.302651,6.41319,35.0,6.648297,7.332602,350.0,0.0,938.403523,12.672102,310,13.824074,30.86989,0.878046,interfacial_delamination
149,Copper,Aluminum,131.554,nickel_plated,Laser,3.983,7.567,41.778,,,,,725.953956,27.842504,0.0,0.0,0.193712,,,,,,,1692.379697,56.158795,101877.642,30.135613,6.19434,35.0,25.0,12.0,350.0,0.0,881.221121,3.766689,220,16.230511,40.769497,0.960386,interfacial_delamination
150,Aluminum,Nickel,132.457,brushed,USW,10.007,4.948,20.0,1437.430632,30.925402,686.586695,471.080761,,,,,,,,,,,,412.98149,8.340173,14446.306,49.108522,7.907396,35.0,7.796508,4.279912,350.0,0.249497,1814.258785,3.622761,766,13.58517,55.414257,0.791069,interfacial_delamination
151,Copper,Aluminum,132.741,bare,Laser,7.758,5.906,20.0,,,,,821.610795,29.327825,278.472679,0.510779,0.255804,,,,,,,2521.470783,55.030953,98918.408,45.379786,7.601272,35.0,25.0,12.0,350.0,0.0,1280.295272,3.648621,223,15.446038,37.12964,0.919829,interfacial_delamination
152,Copper,Nickel,109.011,tin_plated,USW,2.0,3.336,33.969,1535.536909,40.674853,902.488797,318.30994,,,,,,,,,,,,293.896243,44.044525,77438.697,6.672708,2.914782,35.0,25.0,12.0,350.0,0.0,205.741031,9.334169,224,13.457037,39.411765,0.950024,interfacial_delamination
153,Copper,Copper,122.935,nickel_plated,Laser,6.081,7.249,25.631,,,,,679.713152,53.921343,36.331519,1.440584,0.185783,,,,,,,1321.866692,29.989726,49546.227,44.077318,7.491394,35.0,25.0,7.322295,350.0,0.0,1238.906968,2.973704,177,11.046456,42.411239,0.926912,interfacial_delamination
154,Copper,StainlessSteel,41.509,graphite_coated,RSW,4.944,8.287,43.35,,,,,,,,,,13.017026,2.503585,187.248319,68.190255,68.378522,1318.213259,142467.898798,3476.931316,16002090.017,37.82126,6.939418,35.0,25.0,12.0,350.0,0.0,1041.312565,13.37222,84,16.83001,30.396209,0.961183,interfacial_delamination
155,Copper,Aluminum,172.553,oxide_heavy,USW,7.176,8.011,61.644,1176.458468,21.888393,100.0,165.627511,,,,,,,,,,,,73.470249,1.278081,1828.582,26.027805,5.756703,12.998527,0.0,1.470052,132.97938,0.351689,1424.739795,2.637871,1360,18.637688,65.98221,0.240216,mixed
156,Aluminum,Aluminum,168.749,oxide_heavy,Laser,3.747,7.469,46.105,,,,,501.966455,50.325967,227.40504,0.418221,0.207429,,,,,,,600.125877,21.445806,36998.469,27.983367,5.969048,35.0,25.0,5.519686,350.0,0.069997,889.844173,4.605175,340,11.683588,41.024844,0.865792,interfacial_delamination
157,Aluminum,Nickel,149.215,nickel_plated,USW,7.347,7.189,39.243,1165.048663,35.955671,895.40477,161.703791,,,,,,,,,,,,122.023165,2.310079,3586.3,38.332153,6.98613,4.097514,1.122024,1.560246,169.664098,0.611753,2098.365597,1.601317,2809,9.047322,80.58605,0.104017,mixed
158,Aluminum,StainlessSteel,122.05,nickel_plated,RSW,3.883,3.889,43.278,,,,,,,,,,7.462013,1.224173,163.303896,98.543976,99.251974,2043.74537,82467.861703,5461.95843,10490779.712,15.098588,4.384532,35.0,25.0,12.0,350.0,0.0,427.620951,24.749228,192,13.264131,34.122024,0.987673,interfacial_delamination
159,Copper,Aluminum,203.757,gold_plated,Laser,5.967,4.224,53.843,,,,,387.845069,8.231897,220.331468,0.747967,0.201064,,,,,,,2919.599569,115.849912,135687.899,25.201569,5.664595,35.0,25.0,12.0,350.0,0.0,751.585554,3.602842,235,14.929104,38.314271,0.960477,interfacial_delamination
160,Copper,Aluminum,99.641,nickel_plated,Laser,6.128,6.762,23.877,,,,,862.376877,12.630193,169.752316,0.627794,0.082582,,,,,,,16629.824298,401.292337,960768.606,41.440672,7.263877,35.0,25.0,12.0,350.0,0.0,1189.493035,3.345856,236,19.06442,23.832235,0.968396,interfacial_delamination
161,Copper,Aluminum,141.554,tin_plated,USW,4.415,9.766,20.0,500.0,35.163137,546.140022,360.187363,,,,,,,,,,,,96.132797,2.229355,3777.01,28.36022,6.009106,6.296208,0.0,1.479447,172.893556,0.563377,1540.618968,1.595548,2442,14.606732,75.97073,0.132039,pullout
