nugget_diameter_mm,bond_area_mm2,porosity_pct,imc_thickness_um,peak_temp_C,haz_width_mm,contact_resistance_mOhm,tensile_shear_strength_N,peel_strength_N,visual_defect_score,microhardness_HV,forward_pass_fail,pressure_MPa,effective_energy_J
6.0,28.274,7.224,4.873,177.6,0.44,0.5135,4294.5,2800.9,80.9,100.3,True,67.233,247.456
6.0,28.274,4.517,4.615,232.1,0.448,0.351,5816.8,3773.6,77.1,102.7,True,36.174,285.859
5.568,24.348,12.005,4.27,203.9,0.28,0.9867,3521.7,2266.0,63.0,92.8,False,21.712,137.531
3.53,9.789,18.108,3.028,206.6,0.151,0.558,1313.2,843.6,58.6,96.3,False,77.792,48.936
6.0,28.274,3.398,5.227,198.1,0.414,0.3474,4570.2,2962.4,94.4,107.2,True,63.273,229.509
6.0,28.274,5.716,6.158,277.0,1.052,0.3564,3904.4,2563.4,81.6,104.9,True,47.11,501.048
6.0,28.274,7.909,6.6,208.9,0.55,0.4503,3301.8,2113.0,76.9,93.2,True,28.6,323.204
6.0,28.274,5.59,4.072,247.5,0.932,0.6649,5809.1,3775.1,84.4,112.0,True,33.173,334.841
4.206,13.896,14.891,2.044,155.4,0.177,0.6452,2871.0,1832.8,67.0,101.6,False,50.27,75.441
4.64,16.911,17.742,2.483,144.2,0.2,0.4271,2526.7,1645.3,52.1,90.5,False,226.654,82.659
6.0,28.274,5.482,6.536,213.1,0.515,0.1136,3479.5,2266.3,87.8,95.5,True,116.862,298.871
6.0,28.274,6.549,3.541,216.7,0.756,0.2438,5993.9,3896.6,75.0,125.1,True,208.641,265.517
4.253,14.204,13.059,2.764,200.6,0.183,0.3596,2394.2,1532.1,63.1,102.3,False,99.776,71.063
4.056,12.92,15.329,2.574,154.4,0.167,1.0552,2078.9,1358.5,68.7,93.8,False,33.002,59.811
5.509,23.833,6.776,2.648,206.3,0.299,0.262,5129.2,3337.9,79.4,103.0,True,116.497,132.682
4.714,17.452,10.22,1.92,131.0,0.333,0.2642,3836.8,2505.4,80.0,110.7,True,32.095,99.27
4.971,19.409,8.173,2.078,147.4,0.351,0.2465,4571.8,2966.0,85.9,120.9,True,57.211,106.382
4.466,15.666,12.17,1.871,165.0,0.241,0.5685,2925.7,1882.1,65.0,93.4,False,29.773,82.92
6.0,28.274,6.115,3.896,129.3,0.366,0.4272,5003.5,3281.3,91.9,87.0,True,23.503,196.317
6.0,28.274,6.957,4.474,181.5,0.382,0.2883,4624.4,2994.6,79.3,95.9,True,102.021,207.221
6.0,28.274,9.333,3.638,257.1,0.377,0.2915,5080.2,3347.6,75.0,113.9,True,39.342,179.991
6.0,28.274,11.346,5.055,234.9,0.322,0.7335,3756.6,2433.7,79.6,90.9,True,77.568,166.229
6.0,28.274,8.184,11.26,320.6,0.925,0.7482,3180.0,2031.5,73.3,101.2,True,60.707,580.871
6.0,28.274,5.382,6.094,214.2,0.439,0.2507,3789.6,2437.7,81.2,97.5,True,161.527,246.984
3.853,11.658,10.629,2.251,222.9,0.232,0.168,2549.1,1647.4,68.4,115.9,True,119.207,59.825
4.49,15.836,13.088,2.492,115.4,0.196,0.5488,2737.1,1799.6,68.0,87.4,False,103.108,79.712
6.0,28.274,5.236,3.817,268.8,0.456,0.2813,5432.4,3550.6,78.5,109.3,True,51.518,194.049
5.57,24.371,5.687,3.386,235.9,0.465,0.3294,5367.3,3456.8,84.5,117.4,True,32.69,151.114
6.0,28.274,5.146,2.94,140.7,0.364,0.5808,6500.0,4225.9,87.3,101.4,True,15.053,220.86
6.0,28.274,3.877,3.803,228.1,0.722,0.3641,6239.4,4065.1,87.1,122.6,True,16.603,252.243
3.066,7.385,12.733,1.287,169.4,0.119,0.5798,1330.7,828.3,64.0,116.8,False,28.509,23.52
5.358,22.546,7.991,3.282,238.5,0.279,0.3232,4342.6,2851.7,83.5,105.2,True,68.358,120.835
4.886,18.75,9.254,1.988,112.7,0.226,0.5182,3709.6,2374.4,76.7,97.5,True,22.691,100.009
5.392,22.836,9.074,2.501,141.9,0.373,0.1053,4646.0,3041.4,78.2,107.4,True,233.127,151.019
4.916,18.983,8.47,2.206,127.6,0.224,0.3533,3803.6,2514.9,84.1,103.9,True,21.119,99.036
4.329,14.716,9.819,2.352,141.9,0.174,0.4328,2895.6,1852.5,80.5,99.6,True,19.836,64.591
5.623,24.832,9.946,2.345,161.0,0.33,0.1707,4982.8,3223.2,79.5,104.3,True,182.582,151.718
6.0,28.274,5.819,4.327,188.5,0.382,0.3689,4848.5,3169.4,80.0,97.3,True,25.811,207.723
6.0,28.274,3.263,3.567,216.1,0.472,0.2427,5588.8,3628.0,94.8,89.9,True,70.56,233.656
4.774,17.898,12.717,2.295,205.1,0.27,0.5858,3328.8,2141.4,69.2,103.1,False,51.845,97.703
6.0,28.274,7.547,5.684,354.7,0.992,0.5493,4354.2,2833.4,90.0,120.8,True,78.049,358.352
6.0,28.274,5.829,4.056,193.4,0.696,0.2491,5270.1,3443.0,80.9,109.6,True,99.577,317.404
5.959,27.891,4.068,2.645,180.3,0.363,0.3623,6045.8,3941.9,86.4,99.3,True,10.789,169.089
5.756,26.026,8.851,3.616,166.1,0.285,0.1058,4454.0,2901.8,81.6,93.7,True,164.847,141.02
3.943,12.209,9.437,1.664,141.2,0.187,0.5727,2397.9,1529.9,71.1,102.8,True,20.502,54.974
6.0,28.274,8.827,4.318,155.8,0.485,0.9027,5354.0,3444.4,75.4,107.8,True,44.164,315.361
5.149,20.822,9.342,4.268,215.3,0.257,0.8057,3259.2,2109.3,76.0,92.7,True,22.441,121.874
6.0,28.274,5.944,4.047,278.3,0.574,0.4789,5273.2,3398.1,82.8,106.1,True,51.627,254.649
6.0,28.274,5.706,4.25,223.9,0.559,0.2744,5129.2,3317.8,89.0,114.0,True,90.004,290.532
5.71,25.612,7.312,4.509,228.7,0.284,0.2242,4049.7,2641.7,74.4,88.6,True,95.987,140.122
4.972,19.413,12.428,1.721,137.9,0.227,0.6304,4028.0,2621.8,74.1,105.7,False,41.242,114.384
4.868,18.611,9.005,3.596,207.8,0.226,0.278,3150.4,2015.7,72.6,95.1,True,32.14,100.067
5.443,23.269,5.784,2.328,165.3,0.286,0.2428,5235.3,3377.6,78.4,108.8,True,36.368,124.836
6.0,28.274,5.571,6.197,262.0,0.416,0.5188,3656.9,2386.7,90.4,98.2,True,16.238,231.225
6.0,28.274,7.097,3.963,238.9,0.414,0.2956,5125.2,3319.1,79.4,116.6,True,22.061,202.581
6.0,28.274,3.051,6.757,244.9,0.538,0.1918,3628.8,2336.6,89.4,96.1,True,127.093,314.965
4.893,18.805,9.821,2.833,218.0,0.256,0.212,3594.1,2342.6,82.1,111.1,True,142.23,106.604
5.559,24.27,8.742,3.349,125.7,0.295,0.4373,4266.0,2769.0,79.4,95.7,True,22.324,147.512
5.822,26.619,7.773,3.184,208.6,0.39,0.5032,5217.9,3375.7,72.9,101.1,True,31.928,159.878
5.431,23.162,7.281,3.368,137.8,0.279,0.2755,4312.8,2796.9,87.1,87.7,True,71.121,137.076
4.98,19.476,8.264,3.539,188.4,0.243,0.3239,3445.1,2258.3,79.1,103.7,True,126.214,112.001
6.0,28.274,7.799,2.443,166.6,0.299,0.3446,6500.0,4255.6,84.1,107.2,True,59.641,170.581
5.969,27.981,6.167,3.559,197.0,0.308,0.2872,6202.7,4023.5,88.2,106.2,True,48.508,177.636
5.019,19.784,10.714,3.327,195.4,0.21,0.4946,3337.8,2164.8,77.7,95.1,True,21.169,89.601
6.0,28.274,5.186,2.893,207.5,0.522,0.4777,6120.0,3970.1,82.6,105.8,True,27.551,227.645
6.0,28.274,6.663,4.075,207.2,0.633,0.8189,5214.7,3367.1,84.3,94.6,True,48.836,284.939
6.0,28.274,1.651,4.079,213.9,0.521,0.1578,5471.4,3514.9,94.6,96.4,True,41.989,262.87
5.517,23.904,8.41,1.586,134.3,0.329,0.2841,4767.5,3111.6,79.1,104.0,True,68.385,151.099
6.0,28.274,3.679,2.857,173.0,0.414,0.4424,6284.3,4047.8,93.9,108.3,True,36.245,202.543
4.357,14.91,7.176,1.062,113.0,0.168,0.08,3318.9,2176.4,84.1,101.2,True,193.909,68.139
4.508,15.961,13.695,1.946,120.9,0.194,0.459,2799.3,1817.5,67.3,90.4,False,89.536,78.58
4.358,14.914,10.889,1.549,115.0,0.163,0.4029,3218.6,2097.7,69.0,103.9,True,15.236,64.409
5.183,21.101,10.592,2.635,155.0,0.236,0.367,3849.2,2493.0,74.0,92.6,True,10.204,107.366
6.0,28.274,3.431,3.562,206.9,0.386,0.2866,5615.0,3651.3,96.0,85.1,True,72.543,182.459
6.0,28.274,5.451,5.739,248.8,0.389,0.2234,3987.2,2561.7,83.3,102.4,True,90.777,212.267
4.523,16.066,10.69,3.179,229.9,0.219,0.3158,2806.5,1793.6,79.8,83.9,True,21.965,82.81
5.403,22.93,9.468,4.469,219.5,0.271,0.344,3457.4,2229.7,83.5,91.0,True,59.645,131.257
6.0,28.274,5.176,4.137,200.0,0.621,0.4224,5033.0,3271.6,89.5,97.2,True,36.097,322.84
4.505,15.94,8.133,1.901,164.9,0.238,0.3498,3353.7,2181.6,76.7,106.8,True,24.397,81.212
4.996,19.606,9.69,1.764,140.7,0.216,0.3046,4429.3,2894.9,74.6,101.5,True,16.031,105.643
5.394,22.855,7.664,2.647,169.3,0.258,0.3569,5465.5,3588.8,79.5,104.5,True,51.208,138.744
6.0,28.274,4.969,3.054,214.1,0.341,0.3165,5719.4,3722.9,92.7,74.6,True,41.534,155.785
6.0,28.274,5.859,6.75,224.6,0.616,0.2731,3329.7,2166.5,81.3,99.9,True,60.474,368.19
6.0,28.274,1.799,4.949,258.8,0.43,0.1587,5949.5,3857.6,96.8,95.4,True,130.892,272.53
6.0,28.274,8.226,10.542,286.7,0.907,0.4106,3164.3,2025.4,75.8,96.7,True,33.344,568.333
5.181,21.081,10.052,1.291,143.6,0.251,0.2073,3891.8,2543.6,75.0,102.7,True,137.608,103.898
6.0,28.274,6.024,3.97,255.8,0.57,0.3708,5300.3,3428.5,90.6,104.0,True,50.036,252.692
6.0,28.274,6.112,4.495,290.3,0.859,0.1878,5380.6,3516.0,84.2,119.0,True,74.626,305.915
5.307,22.122,8.475,2.187,153.0,0.3,0.3198,4655.8,3049.4,82.7,106.9,True,79.435,133.07
4.809,18.164,9.76,1.881,133.8,0.213,0.5475,3471.1,2225.7,71.4,94.8,True,12.994,91.695
6.0,28.274,6.225,3.148,237.2,0.437,0.4861,5788.8,3758.8,82.6,103.6,True,54.045,184.063
6.0,28.274,15.353,12.0,637.7,2.861,0.2922,2983.7,1937.3,54.5,132.2,False,59.975,1092.268
3.768,11.151,16.788,1.836,188.7,0.147,0.7951,2063.0,1350.4,55.4,93.9,False,35.744,52.475
4.425,15.378,11.97,1.353,146.7,0.188,0.3679,2583.4,1647.6,66.3,82.7,True,55.041,64.178
5.426,23.125,9.484,2.679,115.5,0.261,0.2957,4353.5,2835.9,73.0,96.0,True,68.051,124.674
4.527,16.099,10.081,1.736,108.9,0.206,0.1844,2940.0,1913.7,78.8,97.4,True,84.048,86.466
6.0,28.274,8.272,3.652,210.0,0.454,0.2704,5157.7,3338.8,73.6,112.8,True,262.785,226.663
6.0,28.274,2.813,4.929,330.0,0.947,0.2156,5557.7,3631.4,94.9,127.6,True,91.454,340.734
6.0,28.274,5.273,3.669,199.3,0.456,0.2115,5560.7,3593.3,76.8,113.0,True,78.022,227.872
6.0,28.274,3.854,5.673,218.6,0.404,0.1638,4154.6,2677.8,91.8,91.5,True,190.059,222.371
5.327,22.287,6.353,3.14,220.1,0.333,0.2637,4526.8,2935.6,86.1,95.8,True,126.07,130.453
6.0,28.274,5.432,5.516,194.0,0.48,0.4297,4109.9,2661.5,91.0,97.8,True,44.063,274.753
5.346,22.449,14.85,2.386,121.8,0.278,0.6134,3940.5,2549.8,58.3,114.9,False,59.018,120.295
6.0,28.274,7.244,6.527,279.2,0.872,0.4926,3333.3,2181.8,75.3,96.2,True,55.701,472.713
5.073,20.215,9.831,2.025,162.0,0.285,0.2338,4076.2,2657.5,71.6,107.7,True,108.381,124.286
3.736,10.96,8.507,2.271,214.0,0.181,0.2135,2265.9,1481.1,77.9,111.7,True,69.528,61.293
4.067,12.988,18.414,2.112,205.7,0.171,1.2816,1999.2,1291.1,55.3,111.5,False,16.128,55.397
6.0,28.274,6.296,3.665,205.2,0.581,0.3777,5155.2,3339.8,84.9,93.4,True,36.636,299.211
5.318,22.214,7.431,2.772,188.5,0.294,0.08,4407.9,2828.7,79.0,88.2,True,225.97,127.468
6.0,28.274,6.888,6.18,233.2,0.444,0.248,3581.5,2322.0,78.4,97.9,True,75.561,250.352
4.098,13.189,11.242,2.379,164.2,0.169,0.4833,2391.7,1583.7,72.0,90.9,True,32.732,61.451
6.0,28.274,11.006,5.314,288.0,0.631,0.929,3680.9,2372.9,72.5,93.0,True,27.632,328.51
5.641,24.996,5.96,3.838,176.7,0.308,0.2775,4438.3,2884.7,85.7,93.6,True,44.358,156.835
5.907,27.407,15.021,1.944,143.6,0.326,1.0355,4462.6,2910.5,65.2,82.4,False,19.521,146.973
4.479,15.753,10.855,1.385,104.4,0.199,0.2827,2739.6,1771.7,79.8,89.7,True,85.09,81.483
6.0,28.274,6.207,5.699,297.5,0.749,0.1418,3947.6,2582.7,81.8,75.4,True,109.269,399.355
4.821,18.252,12.845,4.396,220.0,0.219,0.6381,2598.4,1661.1,67.8,86.2,False,47.59,95.236
5.603,24.657,10.333,3.877,195.1,0.278,0.2685,3953.8,2553.9,80.1,93.3,True,52.547,136.0
4.125,13.362,8.738,1.205,122.3,0.171,0.2285,2366.5,1547.8,73.9,89.5,True,165.31,54.173
3.425,9.214,9.734,1.827,122.9,0.139,0.2418,1702.8,1120.1,72.5,88.9,True,53.35,40.206
6.0,28.274,7.574,6.675,326.7,0.798,0.762,3270.4,2128.3,77.8,85.4,True,20.519,428.521
4.826,18.295,8.907,1.926,147.7,0.222,0.2827,3725.0,2433.1,79.4,112.0,True,87.027,85.828
4.166,13.632,12.054,1.968,107.5,0.174,0.4616,2430.4,1578.2,57.2,94.9,False,32.078,64.865
4.933,19.114,10.098,3.118,226.5,0.263,0.3596,3512.8,2284.0,69.3,114.0,True,33.194,111.056
5.232,21.496,9.041,3.32,184.8,0.257,0.2234,3804.5,2495.0,76.4,93.4,True,65.125,121.952
4.997,19.608,12.241,1.78,169.9,0.296,0.5701,3623.1,2362.7,65.4,103.5,False,51.883,111.42
6.0,28.274,8.405,4.187,150.3,0.396,0.364,4611.9,2997.2,83.8,90.2,True,67.053,216.995
6.0,28.274,4.46,3.956,210.2,0.494,0.2143,5418.6,3518.7,87.8,110.3,True,88.371,250.672
6.0,28.274,2.303,4.078,210.2,0.522,0.3201,5674.6,3660.6,91.4,111.3,True,71.054,267.904
3.811,11.405,7.166,1.292,103.4,0.202,0.5171,2519.4,1632.6,87.4,111.9,True,17.807,47.88
6.0,28.274,5.035,3.659,259.9,0.619,0.2903,6185.2,4038.8,83.2,124.0,True,25.604,211.517
2.86,6.423,9.501,1.256,124.2,0.123,0.274,1180.2,768.7,79.0,108.7,True,45.258,25.961
6.0,28.274,0.957,4.571,282.0,0.621,0.3294,6047.1,3954.2,100.0,124.0,True,16.451,212.583
6.0,28.274,3.723,4.851,248.6,0.806,0.1638,4977.1,3234.4,91.3,103.7,True,52.463,374.216
6.0,28.274,7.151,6.392,199.0,0.588,0.8305,3463.7,2271.3,86.8,92.9,True,39.24,349.064
4.334,14.755,12.618,2.13,197.7,0.198,0.3574,2762.4,1793.1,64.2,109.9,False,13.535,71.254
6.0,28.274,3.627,2.614,148.2,0.326,0.2397,6500.0,4215.1,86.3,104.9,True,58.908,191.572
6.0,28.274,5.384,7.869,275.6,0.548,0.2212,3438.4,2260.8,89.5,98.4,True,114.545,321.819
5.74,25.88,4.633,3.39,233.8,0.327,0.3375,5273.8,3458.7,92.9,108.7,True,65.695,149.898
6.0,28.274,4.85,5.904,257.9,0.585,0.1732,4822.2,3155.2,84.9,99.0,True,64.098,392.52
6.0,28.274,5.283,7.139,441.2,1.382,0.1198,3975.9,2583.3,86.5,124.2,True,139.73,511.406
3.171,7.9,15.019,0.921,109.9,0.126,0.4431,1442.8,936.2,58.4,91.6,False,41.143,35.853
5.073,20.214,5.58,3.829,181.4,0.269,0.2132,3675.6,2400.5,92.6,93.5,True,75.806,130.143
4.664,17.086,9.5,2.048,124.0,0.21,0.2493,3331.2,2227.5,79.5,89.9,True,99.033,89.099
6.0,28.274,10.587,9.403,473.0,2.089,0.2376,3434.3,2264.3,69.7,131.5,True,36.399,789.188
5.486,23.636,8.183,2.639,190.5,0.304,0.3666,4597.6,2956.4,88.7,80.3,True,29.509,133.739
6.0,28.274,5.857,7.465,336.9,0.909,0.3935,3430.8,2273.7,79.7,99.4,True,33.972,494.395
4.561,16.34,12.19,1.1,147.0,0.208,0.3537,2827.1,1833.9,72.4,111.8,False,35.856,77.377
4.256,14.229,14.928,1.389,142.5,0.194,0.4849,2343.3,1516.4,57.3,113.7,False,87.796,69.234
3.71,10.813,10.535,1.357,126.2,0.15,0.4581,2298.3,1495.9,73.8,107.4,True,21.015,54.63
3.145,7.768,13.89,2.882,209.4,0.126,0.3059,1535.2,999.6,62.4,92.9,False,117.773,35.653
6.0,28.274,3.688,2.434,140.4,0.384,0.3311,6500.0,4235.0,91.8,111.9,True,19.844,184.191
6.0,28.274,4.608,3.798,146.5,0.464,0.3974,5524.6,3588.3,90.6,120.5,True,31.147,233.013
5.139,20.739,8.646,2.05,126.2,0.229,0.3125,4968.1,3229.0,79.0,103.3,True,29.99,116.134
6.0,28.274,5.631,5.013,232.8,0.664,0.1649,4626.1,2995.5,88.1,118.9,True,127.708,354.009
5.993,28.208,7.08,4.277,256.6,0.395,0.1812,4944.7,3203.5,78.8,103.0,True,53.424,162.406
6.0,28.274,5.294,4.603,157.7,0.435,0.2884,4732.8,3066.2,86.2,92.2,True,100.053,244.104
4.657,17.031,13.198,1.227,133.8,0.188,0.2149,3292.9,2140.7,67.9,100.3,False,37.346,83.831
5.485,23.627,5.42,2.497,131.0,0.251,0.1139,6057.3,3948.4,84.1,93.8,True,113.977,133.101
6.0,28.274,6.065,5.773,208.5,0.485,0.7048,3976.3,2601.1,89.5,93.8,True,19.904,278.157
6.0,28.274,5.041,7.294,255.2,0.547,0.4373,3411.0,2206.9,80.0,105.8,True,12.83,321.128
6.0,28.274,6.056,5.749,251.7,0.779,0.3294,4181.4,2728.0,80.6,113.3,True,32.018,423.611
6.0,28.274,4.306,4.943,211.9,0.395,0.1754,4619.8,3022.3,89.2,92.7,True,116.089,216.328
6.0,28.274,2.63,6.795,239.9,0.568,0.3202,3612.2,2333.2,85.3,107.2,True,29.803,335.504
5.931,27.631,7.058,2.59,176.4,0.374,0.2428,5588.2,3658.1,92.7,81.0,True,47.458,175.294
6.0,28.274,8.012,3.551,234.1,0.394,0.8275,5297.5,3455.4,86.4,113.6,True,29.701,190.242
5.796,26.383,5.61,2.943,132.6,0.3,0.3571,5302.0,3447.9,89.0,98.4,True,33.954,151.479
3.17,7.893,14.893,2.85,195.7,0.128,0.3682,1218.3,772.3,61.7,99.7,False,73.801,32.976
5.835,26.738,7.817,3.461,141.5,0.315,0.4035,4768.5,3121.2,81.3,96.0,True,79.417,161.451
4.674,17.155,9.385,2.235,177.2,0.236,0.2239,3350.0,2167.5,74.5,81.9,True,162.499,92.802
5.43,23.156,9.058,3.96,174.8,0.279,0.63,3732.2,2385.9,77.5,97.8,True,23.503,137.079
6.0,28.274,3.335,7.278,277.4,0.561,0.1965,3565.2,2319.7,89.4,92.3,True,129.584,330.234
4.669,17.121,9.15,2.945,189.9,0.192,0.1231,3144.5,2052.5,80.1,106.9,True,211.498,77.082
6.0,28.274,7.663,4.803,204.3,0.688,0.305,4358.2,2802.5,75.5,78.6,True,33.621,362.939
6.0,28.274,7.595,3.365,211.7,0.356,0.1666,5175.2,3340.1,79.4,89.5,True,96.387,164.526
5.686,25.392,11.152,5.001,243.8,0.299,0.4709,3412.9,2235.9,69.3,98.1,True,56.838,150.743
6.0,28.274,8.756,8.108,338.7,1.408,0.3963,3304.2,2167.0,73.8,107.3,True,36.021,684.637
6.0,28.274,6.918,5.442,178.2,0.516,0.6746,4030.3,2618.5,80.3,93.5,True,39.717,299.753
6.0,28.274,5.074,6.284,209.8,0.605,0.1702,3685.9,2429.9,82.3,102.2,True,64.072,361.009
6.0,28.274,5.632,5.469,270.6,0.616,0.2567,4291.7,2789.2,87.1,114.6,True,28.906,325.071
6.0,28.274,7.416,7.09,175.0,0.632,0.6478,3230.1,2089.9,83.7,107.4,True,30.443,379.261
3.381,8.976,12.004,2.623,189.7,0.134,0.5106,1564.8,1037.6,68.5,104.0,False,24.894,37.241
5.668,25.234,9.154,3.481,168.4,0.271,0.4455,4327.2,2803.0,80.5,89.4,True,23.467,131.547
4.797,18.069,9.978,2.526,111.9,0.211,0.1619,3409.6,2228.8,70.1,86.7,True,122.193,90.082
4.02,12.693,11.099,1.3,129.1,0.184,0.4473,2285.6,1511.5,69.3,116.5,True,25.408,63.332
5.411,22.992,8.477,2.589,122.3,0.319,0.432,4503.1,2923.1,77.3,78.2,True,7.951,142.467
5.377,22.705,8.714,4.25,207.3,0.261,0.3965,3582.3,2330.0,82.4,94.4,True,42.258,124.486
6.0,28.274,5.467,5.745,200.7,0.471,0.2038,3988.1,2572.3,86.3,93.6,True,79.371,268.788
3.512,9.687,9.832,1.054,100.0,0.133,0.4003,2054.9,1368.6,77.0,107.9,True,105.437,40.919
3.365,8.892,10.523,1.591,139.7,0.138,0.3885,1631.2,1025.4,75.3,92.2,True,37.557,39.839
4.58,16.475,10.224,1.505,129.5,0.277,0.0856,3412.4,2236.0,74.6,120.2,True,141.845,77.257
6.0,28.274,4.462,3.806,197.8,0.535,0.2199,5291.8,3404.1,85.1,90.7,True,103.348,271.216
4.937,19.14,9.077,3.099,214.1,0.208,0.3504,4204.4,2717.2,80.1,113.1,True,69.762,99.481
4.099,13.199,12.282,4.172,223.7,0.199,0.1755,1910.2,1273.0,75.1,98.8,False,122.157,81.45
6.0,28.274,8.736,5.453,167.5,0.517,0.7117,3809.9,2475.3,74.5,96.7,True,27.84,300.241
5.118,20.575,10.943,5.253,231.0,0.267,0.2868,2683.3,1800.6,67.4,94.7,True,44.883,128.346
5.657,25.132,5.45,2.546,183.3,0.371,0.3623,5526.8,3617.5,84.4,96.5,True,42.502,150.14
6.0,28.274,5.56,3.537,217.6,0.435,0.1906,5606.4,3656.4,86.0,110.8,True,98.306,215.357
2.685,5.664,10.863,2.155,176.5,0.105,0.1974,1262.4,837.7,74.4,103.8,True,138.327,19.747
6.0,28.274,8.367,3.802,238.2,0.456,0.4064,4800.1,3095.8,70.2,86.5,True,28.311,224.634
6.0,28.274,3.752,4.153,177.9,0.365,0.2816,5210.2,3374.1,91.0,97.1,True,73.173,195.667
5.988,28.162,6.356,3.007,194.7,0.368,0.3146,5813.2,3753.9,89.7,104.6,True,37.007,174.653
4.045,12.849,10.401,1.342,100.0,0.152,0.3801,2687.3,1748.9,72.7,105.3,True,37.128,55.727
6.0,28.274,4.283,5.334,231.3,0.353,0.3866,4368.3,2832.2,89.4,98.8,True,14.35,187.451
6.0,28.274,5.237,8.461,250.8,0.671,0.08,3412.8,2185.8,72.0,99.4,True,106.608,406.399
5.903,27.364,5.566,3.846,175.1,0.311,0.3834,4960.8,3260.9,90.8,95.7,True,26.567,158.45
6.0,28.274,7.781,6.609,322.6,1.075,0.379,3445.3,2223.1,80.0,102.2,True,61.241,512.896
3.951,12.259,7.19,1.238,107.4,0.158,0.2502,2807.2,1851.9,81.1,101.7,True,77.365,60.471
5.768,26.128,5.676,3.713,188.8,0.283,0.3578,4774.9,3073.8,77.3,98.4,True,48.232,139.518
5.232,21.499,11.663,2.798,126.4,0.251,0.4872,3703.3,2371.2,61.9,91.9,True,61.999,117.208
5.407,22.961,6.595,4.068,201.6,0.295,0.2454,3939.2,2547.4,82.0,91.7,True,36.911,147.93
4.752,17.736,9.223,2.534,152.4,0.234,0.2585,3325.5,2189.4,79.6,86.9,True,56.514,105.666
6.0,28.274,6.665,9.309,362.6,1.253,0.1983,3246.9,2119.5,80.7,86.2,True,50.736,699.841
5.094,20.383,14.756,3.278,185.2,0.244,0.6833,3066.2,1935.1,69.8,89.9,False,60.86,112.616
6.0,28.274,7.033,4.222,203.1,0.356,0.1749,4699.1,3079.5,83.1,98.6,True,231.025,189.709
5.893,27.274,7.835,2.142,164.8,0.333,0.2786,5576.1,3578.2,87.1,88.9,True,57.528,150.677
5.122,20.601,8.537,3.228,193.8,0.235,0.1908,3755.3,2428.9,83.3,86.0,True,109.474,106.286
6.0,28.274,6.361,3.689,222.4,0.438,0.4276,5390.3,3544.8,80.8,122.4,True,38.272,216.914
6.0,28.274,5.349,8.509,273.0,0.701,0.4301,3400.9,2224.3,73.0,100.3,True,28.337,426.816
6.0,28.274,7.712,6.917,262.4,0.423,0.2151,3254.0,2103.7,75.7,96.1,True,77.098,235.656
5.712,25.622,8.631,3.512,167.4,0.291,0.3974,4445.0,2898.6,73.7,89.3,True,11.176,145.054
6.0,28.274,2.056,7.242,318.0,1.141,0.1191,3863.3,2520.1,93.2,114.5,True,87.537,546.979
4.239,14.111,12.367,2.467,207.5,0.201,0.6064,2616.4,1694.3,69.5,106.9,False,36.348,62.616
5.466,23.465,5.749,2.298,183.1,0.246,0.3191,6117.3,3942.4,88.9,107.1,True,50.658,129.146
5.034,19.906,8.182,2.939,130.8,0.242,0.2313,3729.0,2451.4,83.6,92.6,True,25.657,111.442
5.299,22.052,9.596,2.623,148.8,0.226,0.2565,4132.8,2734.0,76.7,92.9,True,79.803,100.607
6.0,28.274,5.623,4.828,191.2,0.394,0.4031,4504.8,2902.5,82.4,89.0,True,59.618,215.91
5.1,20.427,8.929,1.843,143.1,0.225,0.2498,4770.9,3100.3,80.7,103.3,True,42.029,112.439
5.651,25.079,7.591,2.407,188.8,0.362,0.1944,5353.7,3457.2,82.4,98.3,True,76.536,145.319
4.108,13.255,9.53,3.014,184.2,0.163,0.4574,2387.2,1531.1,79.5,89.6,True,38.392,57.059
6.0,28.274,8.705,3.601,220.8,0.461,0.5554,5186.9,3355.2,72.4,113.6,True,47.369,231.12
6.0,28.274,4.31,3.517,216.1,0.418,0.3057,5489.6,3567.3,89.2,90.8,True,87.273,201.818
6.0,28.274,8.166,3.73,194.3,0.591,0.3691,4854.2,3169.7,81.4,87.9,True,39.61,304.608
4.358,14.919,9.917,4.38,223.4,0.2,0.5761,2303.4,1494.2,74.6,96.3,True,41.745,82.481
6.0,28.274,5.287,3.674,261.6,0.457,0.3153,5584.2,3649.0,85.6,94.9,True,106.094,194.528
4.463,15.642,13.106,3.145,172.4,0.195,0.5551,2495.8,1641.4,56.4,93.3,False,18.566,78.724
6.0,28.274,8.25,6.227,225.4,0.866,0.0982,3481.4,2254.9,79.4,90.6,True,103.057,469.112
5.164,20.942,5.525,3.925,199.8,0.26,0.2794,3765.5,2475.0,91.0,94.4,True,53.993,123.381
4.239,14.11,10.804,2.282,211.0,0.208,0.1926,2785.2,1806.7,63.0,100.5,True,133.054,66.112
6.0,28.274,3.89,4.341,237.7,0.869,0.3679,5807.0,3784.5,92.4,124.9,True,16.472,309.837
5.396,22.868,6.815,1.61,161.0,0.292,0.3489,4498.5,2904.0,81.6,93.4,True,26.69,126.653
6.0,28.274,6.84,5.989,350.3,1.136,0.2416,4275.4,2793.9,82.5,118.4,True,63.931,414.944
6.0,28.274,5.816,6.383,233.4,0.954,0.3126,3587.0,2319.6,82.2,86.4,True,41.653,521.468
