sample_id,anode_material,cathode_material,tab_thickness_um,surface_coating,welding_technique,tab_width_mm,overlap_length_mm,preheat_celsius,usw_power_w,usw_amplitude_um,usw_force_n,usw_time_ms,laser_power_w,laser_speed_mm_s,laser_pulse_frequency_hz,laser_energy_per_pulse_j,laser_spot_diameter_mm,rsw_current_ka,rsw_voltage_v,rsw_weld_time_ms,rsw_squeeze_time_ms,rsw_hold_time_ms,rsw_force_n
189,Copper,Copper,65.532,graphite_coated,USW,8.898,5.363,22.923,1843.720106,37.9277,1081.318072,345.308456,,,,,,,,,,,
190,Copper,Nickel,88.436,nickel_plated,USW,9.573,7.148,40.398,959.018986,20.718467,1235.118469,397.874806,,,,,,,,,,,
191,Aluminum,StainlessSteel,50.163,silver_plated,Laser,5.766,6.172,44.403,,,,,243.343307,6.854349,137.47531,0.577185,0.233053,,,,,,
192,Copper,Aluminum,71.358,brushed,Laser,9.416,6.374,48.792,,,,,497.800966,53.031837,316.125993,0.983925,0.245959,,,,,,
193,Copper,Nickel,76.387,graphite_coated,USW,2.943,3.672,62.85,1349.579316,40.300862,561.281119,420.831667,,,,,,,,,,,
194,Copper,Nickel,61.73,nickel_plated,Laser,6.033,7.568,37.674,,,,,463.906597,6.546479,243.924142,1.70712,0.266911,,,,,,
195,Copper,Copper,207.449,nickel_plated,USW,7.631,7.202,69.886,1699.863092,30.258299,611.660511,267.550546,,,,,,,,,,,
196,Copper,StainlessSteel,108.665,graphite_coated,Laser,2.79,4.22,58.006,,,,,110.491349,54.307983,185.481591,1.225754,0.224143,,,,,,
197,Copper,StainlessSteel,102.5,oxide_heavy,USW,5.427,5.867,29.473,969.777791,31.367871,797.388217,397.502683,,,,,,,,,,,
198,Copper,Aluminum,100.615,gold_plated,RSW,6.131,12.0,23.192,,,,,,,,,,11.608341,1.673167,196.126029,152.503678,114.90518,3026.360078
199,Copper,Nickel,165.54,graphite_coated,USW,8.005,7.345,27.279,1142.118761,33.859308,848.216302,221.727826,,,,,,,,,,,
200,Copper,Titanium,174.816,brushed,USW,5.403,4.004,20.0,694.345759,32.734046,725.332561,294.717907,,,,,,,,,,,
201,Aluminum,Nickel,137.487,bare,USW,6.629,6.27,20.0,1633.0949,14.387522,868.833872,371.429519,,,,,,,,,,,
202,Copper,Copper,161.952,brushed,RSW,2.0,7.143,20.021,,,,,,,,,,13.014576,2.081341,97.638184,67.628631,155.230673,1642.335376
203,Copper,Aluminum,151.932,gold_plated,RSW,6.464,4.136,38.085,,,,,,,,,,14.289079,2.427404,232.808141,82.686233,93.010192,2172.625172
204,Aluminum,Nickel,108.556,graphite_coated,USW,7.05,10.272,75.064,1453.110623,38.025907,501.063547,317.921004,,,,,,,,,,,
205,Aluminum,Titanium,47.502,tin_plated,Laser,8.767,5.497,21.439,,,,,733.04993,21.542099,0.0,0.0,0.239306,,,,,,
206,Copper,Copper,95.473,brushed,USW,6.248,5.765,71.988,1610.270512,17.758241,205.017188,454.922247,,,,,,,,,,,
207,Aluminum,Aluminum,128.732,graphite_coated,Laser,3.551,3.829,35.855,,,,,439.628295,51.909644,0.0,0.0,0.224976,,,,,,
208,Copper,Nickel,141.628,brushed,Laser,3.391,5.58,81.068,,,,,604.453293,52.769661,0.0,0.0,0.154295,,,,,,
209,Copper,Copper,148.871,graphite_coated,Laser,3.739,4.485,48.134,,,,,811.243934,68.106698,160.285079,0.85479,0.399897,,,,,,
210,Aluminum,Nickel,188.338,bare,USW,7.208,3.494,20.0,524.23088,44.776765,541.250574,343.104663,,,,,,,,,,,
211,Aluminum,StainlessSteel,34.516,bare,USW,2.0,8.757,53.399,1554.89781,26.678755,834.558784,360.156228,,,,,,,,,,,
212,Copper,StainlessSteel,141.596,gold_plated,USW,8.083,5.105,72.75,2121.241779,31.026849,515.177327,473.830077,,,,,,,,,,,
213,Aluminum,Titanium,166.261,tin_plated,Laser,11.098,5.314,56.548,,,,,100.0,19.414258,82.882996,0.512849,0.186974,,,,,,
214,Copper,Copper,92.18,gold_plated,USW,4.349,3.364,46.677,1724.492043,37.036996,784.175587,389.604372,,,,,,,,,,,
215,Aluminum,Aluminum,30.181,graphite_coated,Laser,7.172,2.0,35.307,,,,,445.110351,51.93673,0.0,0.0,0.200607,,,,,,
216,Copper,Aluminum,118.009,bare,RSW,5.142,7.484,62.382,,,,,,,,,,7.407942,4.223084,132.262184,79.695138,86.552285,2577.534176
217,Copper,StainlessSteel,109.846,brushed,USW,8.308,7.816,63.835,770.980682,26.186941,1061.425935,124.448138,,,,,,,,,,,
218,Copper,Nickel,93.621,brushed,USW,6.762,8.847,51.566,1409.860774,30.377535,669.781404,431.317389,,,,,,,,,,,
219,Copper,Copper,170.863,bare,USW,10.279,2.496,52.367,1909.505751,25.092362,980.018091,106.114504,,,,,,,,,,,
220,Copper,Copper,112.468,tin_plated,Laser,7.228,6.598,20.0,,,,,322.247161,42.782613,135.397303,0.906855,0.304067,,,,,,
221,Copper,Aluminum,109.532,silver_plated,USW,8.468,2.308,20.0,1963.594756,30.492591,1060.965165,315.361688,,,,,,,,,,,
222,Copper,Copper,182.563,tin_plated,USW,8.704,8.661,27.509,751.256213,34.944316,921.682456,198.148073,,,,,,,,,,,
223,Copper,Copper,130.709,graphite_coated,Laser,4.039,6.681,34.193,,,,,715.164807,37.701473,0.0,0.0,0.248139,,,,,,
224,Aluminum,Titanium,153.533,tin_plated,Laser,6.646,4.12,29.88,,,,,618.202386,47.045012,0.0,0.0,0.291694,,,,,,
225,Copper,Copper,176.405,brushed,Laser,8.059,5.104,49.639,,,,,261.283387,51.090999,130.083643,1.263942,0.155565,,,,,,
226,Copper,Titanium,95.52,brushed,USW,5.832,4.337,71.064,742.292286,26.775126,170.321496,453.744984,,,,,,,,,,,
227,Copper,Copper,69.317,brushed,USW,5.086,4.743,29.889,2048.496389,25.415263,421.509438,247.25692,,,,,,,,,,,
228,Copper,Aluminum,142.135,graphite_coated,USW,4.387,6.615,60.894,1755.462358,26.263641,658.309853,192.637118,,,,,,,,,,,
229,Copper,StainlessSteel,86.6,bare,Laser,6.026,6.63,20.0,,,,,437.722276,44.463481,237.273958,1.148997,0.215404,,,,,,
230,Aluminum,StainlessSteel,131.539,tin_plated,USW,9.323,3.765,43.888,1788.934767,37.530511,1085.493484,172.737294,,,,,,,,,,,
231,Copper,StainlessSteel,95.904,bare,Laser,8.708,2.96,46.289,,,,,622.165043,37.147985,0.0,0.0,0.156393,,,,,,
232,Aluminum,StainlessSteel,172.519,brushed,USW,4.331,11.201,37.77,1121.659612,29.199134,734.311217,615.132911,,,,,,,,,,,
233,Copper,Aluminum,70.184,silver_plated,RSW,6.214,6.836,33.864,,,,,,,,,,10.228148,3.307208,134.392261,64.407286,71.720361,2698.427114
234,Copper,Copper,102.886,tin_plated,Laser,3.785,7.806,20.0,,,,,679.313117,75.571837,175.291387,0.996912,0.153596,,,,,,
235,Copper,Aluminum,121.492,brushed,Laser,3.462,3.68,30.981,,,,,782.393853,43.736526,277.164807,1.784205,0.134335,,,,,,
236,Copper,Aluminum,120.416,tin_plated,USW,6.953,3.489,20.0,1278.366347,29.235782,729.948094,243.888691,,,,,,,,,,,
237,Aluminum,Aluminum,123.303,bare,Laser,8.81,4.939,45.358,,,,,805.409924,61.012507,0.0,0.0,0.297603,,,,,,
238,Copper,Copper,74.934,nickel_plated,Laser,4.916,7.807,72.903,,,,,534.501407,77.563002,183.337494,1.240282,0.240025,,,,,,
239,Aluminum,Aluminum,177.808,nickel_plated,USW,7.061,8.004,20.0,2016.684572,25.388335,717.731464,367.612493,,,,,,,,,,,
240,Copper,StainlessSteel,107.985,bare,RSW,2.046,5.811,37.047,,,,,,,,,,13.062164,2.804302,191.400778,121.288102,136.655668,1934.766532
241,Aluminum,Titanium,105.296,silver_plated,Laser,7.33,4.959,59.313,,,,,251.463669,58.22361,175.954073,0.688132,0.228516,,,,,,
242,Copper,Nickel,44.658,silver_plated,USW,8.661,4.524,24.344,1310.078744,15.143875,1049.464697,203.158165,,,,,,,,,,,
243,Aluminum,Aluminum,105.627,bare,USW,8.426,2.877,67.581,1358.208902,35.875238,974.63347,207.006483,,,,,,,,,,,
244,Aluminum,Aluminum,97.523,graphite_coated,RSW,5.476,5.184,23.019,,,,,,,,,,15.068977,3.437284,135.593785,90.903336,126.085979,1647.203125
245,Copper,Copper,104.233,brushed,Laser,8.532,4.903,31.36,,,,,646.781311,42.531178,294.394306,0.532662,0.153556,,,,,,
246,Copper,StainlessSteel,178.373,oxide_heavy,RSW,4.688,2.426,63.794,,,,,,,,,,12.767098,3.539424,169.653964,81.743373,95.985398,1983.118728
247,Aluminum,Nickel,78.188,tin_plated,RSW,3.875,7.398,20.0,,,,,,,,,,17.048416,3.456322,248.863944,58.709129,107.25034,2185.403229
248,Copper,Copper,115.556,brushed,USW,5.589,6.092,83.348,1447.888249,35.703696,746.493055,207.456603,,,,,,,,,,,
249,Aluminum,Aluminum,95.457,nickel_plated,USW,7.636,2.91,34.624,2009.230584,41.350416,100.0,332.107614,,,,,,,,,,,
250,Aluminum,Nickel,99.301,brushed,RSW,3.927,7.484,66.272,,,,,,,,,,6.155821,1.78706,256.200589,131.739509,106.994682,1768.154997
251,Aluminum,Aluminum,84.288,oxide_heavy,USW,7.787,7.358,40.244,1778.509461,30.272775,1130.876822,230.600083,,,,,,,,,,,
252,Copper,Copper,120.261,silver_plated,USW,3.185,5.225,39.895,1549.879776,21.700558,817.075674,235.247654,,,,,,,,,,,
253,Aluminum,Nickel,46.495,oxide_heavy,Laser,4.948,6.3,46.285,,,,,655.646721,46.78937,219.145626,0.05,0.329159,,,,,,
254,Copper,Aluminum,118.365,oxide_heavy,USW,5.677,5.49,28.54,1561.669295,37.143166,772.592017,428.137296,,,,,,,,,,,
255,Aluminum,Aluminum,36.443,graphite_coated,USW,3.059,6.297,41.759,1745.047315,30.099838,649.95136,214.721519,,,,,,,,,,,
256,Copper,Aluminum,85.578,bare,Laser,7.828,6.091,23.751,,,,,519.6198,55.530004,0.0,0.0,0.340418,,,,,,
257,Copper,Copper,165.381,brushed,USW,3.734,8.093,20.0,1785.626868,48.959801,685.093455,272.486353,,,,,,,,,,,
258,Aluminum,StainlessSteel,141.041,tin_plated,USW,5.439,5.414,57.867,1937.511329,35.711146,1094.397084,421.940275,,,,,,,,,,,
259,Copper,Aluminum,156.754,tin_plated,RSW,6.05,7.435,51.646,,,,,,,,,,7.10871,1.169493,99.988646,50.0,105.387688,1226.42955
260,Aluminum,Titanium,70.16,brushed,Laser,3.023,9.587,29.521,,,,,835.27829,45.372586,0.0,0.0,0.172857,,,,,,
261,Copper,Nickel,112.202,brushed,USW,2.08,6.633,45.294,1143.378451,35.382882,850.852853,433.543595,,,,,,,,,,,
262,Copper,Aluminum,74.697,gold_plated,RSW,6.905,6.966,33.26,,,,,,,,,,15.129934,2.254926,200.351577,76.047107,111.556384,1627.615337
263,Aluminum,Aluminum,92.746,tin_plated,USW,7.886,7.893,56.634,1613.033173,27.699197,243.239688,229.442426,,,,,,,,,,,
264,Aluminum,StainlessSteel,93.382,graphite_coated,USW,6.121,5.956,20.0,1592.613416,35.005724,535.00266,212.728071,,,,,,,,,,,
265,Aluminum,Titanium,87.682,graphite_coated,USW,7.303,8.454,20.663,2097.137526,38.272076,499.053003,117.143571,,,,,,,,,,,
266,Copper,Nickel,95.915,brushed,USW,7.129,5.486,52.038,1778.860857,35.758025,949.91055,272.379412,,,,,,,,,,,
267,Aluminum,Nickel,131.579,brushed,Laser,4.375,4.508,20.0,,,,,451.247614,43.591674,204.81577,1.039261,0.253268,,,,,,
268,Aluminum,Titanium,154.574,silver_plated,Laser,6.535,11.027,45.403,,,,,734.753795,5.0,0.0,0.0,0.090846,,,,,,
269,Aluminum,StainlessSteel,36.535,tin_plated,Laser,7.018,7.087,48.014,,,,,474.030091,24.26359,137.732904,1.169735,0.180342,,,,,,
270,Copper,Copper,128.8,oxide_heavy,USW,4.989,2.745,27.826,1141.980201,33.771215,1026.183267,139.039106,,,,,,,,,,,
271,Copper,Copper,88.637,nickel_plated,Laser,7.311,2.0,22.29,,,,,1058.366516,9.898214,280.480109,0.35502,0.12715,,,,,,
272,Copper,Titanium,140.696,bare,RSW,8.872,5.821,44.644,,,,,,,,,,14.532832,5.259266,170.51964,105.840588,145.181547,1598.525302
273,Aluminum,Aluminum,117.122,nickel_plated,USW,6.366,6.223,24.893,1308.335239,35.194746,851.245901,352.916575,,,,,,,,,,,
274,Copper,Copper,69.97,tin_plated,USW,5.534,5.529,20.0,1629.990338,22.952252,544.293178,211.331699,,,,,,,,,,,
275,Copper,Copper,95.642,nickel_plated,USW,3.691,3.429,24.315,2058.803646,30.053726,1161.00103,235.666923,,,,,,,,,,,
276,Copper,StainlessSteel,119.45,nickel_plated,USW,7.369,4.909,54.87,1284.894868,35.621926,827.1775,134.184202,,,,,,,,,,,
277,Copper,Copper,81.395,silver_plated,Laser,3.826,3.811,28.082,,,,,766.387681,63.678735,243.277396,0.35007,0.14256,,,,,,
278,Copper,Copper,129.255,tin_plated,USW,6.656,4.973,41.14,1570.348602,24.769152,1053.890223,324.632736,,,,,,,,,,,
279,Copper,Aluminum,139.788,tin_plated,USW,6.859,4.011,20.0,2029.543913,33.98735,602.929741,337.317131,,,,,,,,,,,
280,Copper,Aluminum,133.871,tin_plated,Laser,6.88,5.414,39.597,,,,,418.071083,17.519554,253.974508,0.606239,0.155209,,,,,,
281,Copper,Copper,53.126,silver_plated,USW,4.428,4.348,40.261,1336.214102,26.649551,684.289522,487.900288,,,,,,,,,,,
282,Copper,Nickel,63.228,bare,USW,4.951,7.969,37.073,1087.214512,23.443115,641.606447,237.275169,,,,,,,,,,,
283,Aluminum,Nickel,174.368,nickel_plated,USW,3.876,7.078,44.6,1505.432086,29.124131,574.221884,225.493182,,,,,,,,,,,
284,Copper,Aluminum,129.654,bare,USW,3.826,7.338,71.685,1596.492533,26.043369,1013.188652,227.593599,,,,,,,,,,,
285,Aluminum,Aluminum,86.953,nickel_plated,RSW,6.914,6.114,20.0,,,,,,,,,,6.071575,2.340231,126.1407,132.164454,104.882571,1738.851402
286,Aluminum,Aluminum,145.994,graphite_coated,USW,7.446,6.431,35.465,1255.092845,27.491425,784.076807,89.627628,,,,,,,,,,,
287,Copper,Aluminum,129.478,bare,Laser,7.538,4.824,70.535,,,,,223.85179,39.009484,324.445364,1.061824,0.188331,,,,,,
288,Aluminum,StainlessSteel,170.412,tin_plated,USW,6.699,4.629,26.02,1211.812414,30.349196,784.455763,359.058351,,,,,,,,,,,
289,Copper,Aluminum,58.044,brushed,USW,6.557,5.178,27.327,1241.812826,38.412488,776.653055,323.429917,,,,,,,,,,,
290,Aluminum,StainlessSteel,118.051,nickel_plated,USW,3.373,6.746,50.962,1895.452959,29.456773,721.292096,53.641327,,,,,,,,,,,
291,Copper,Aluminum,166.781,silver_plated,USW,4.067,7.905,20.0,1952.731192,30.526291,891.003003,265.882064,,,,,,,,,,,
292,Aluminum,StainlessSteel,136.286,bare,RSW,3.725,7.238,86.307,,,,,,,,,,20.711405,1.0,186.797099,122.22613,80.3191,1100.311366
293,Copper,Aluminum,115.49,silver_plated,USW,3.976,6.062,20.0,1180.46778,32.874035,616.668115,395.087489,,,,,,,,,,,
294,Copper,Copper,93.887,brushed,USW,4.864,5.015,61.126,1144.549479,31.503677,284.859836,60.997374,,,,,,,,,,,
295,Copper,Aluminum,154.204,tin_plated,Laser,8.053,4.839,41.639,,,,,579.95499,61.299621,336.339987,0.718661,0.104805,,,,,,
296,Copper,Aluminum,80.632,nickel_plated,Laser,9.273,2.773,26.271,,,,,661.033917,33.707609,124.627143,0.861671,0.207925,,,,,,
297,Copper,Nickel,127.589,bare,Laser,7.982,5.289,64.272,,,,,666.317346,38.710123,0.0,0.0,0.168582,,,,,,
298,Aluminum,StainlessSteel,204.916,silver_plated,USW,3.034,4.683,37.47,888.21038,20.062515,831.792456,355.337488,,,,,,,,,,,
299,Aluminum,Nickel,148.243,brushed,USW,5.891,6.291,20.0,974.645902,33.024501,673.265938,458.5002,,,,,,,,,,,
300,Copper,Aluminum,99.221,silver_plated,USW,5.562,6.689,22.174,896.540694,29.600325,738.510429,416.638337,,,,,,,,,,,
301,Aluminum,Titanium,82.979,bare,USW,7.719,5.801,31.151,1258.456026,40.143145,287.969319,205.074473,,,,,,,,,,,
302,Copper,Nickel,125.877,tin_plated,USW,3.992,3.249,46.38,1820.811827,24.114362,688.547879,201.586565,,,,,,,,,,,
303,Aluminum,Titanium,116.532,silver_plated,Laser,3.32,6.638,20.0,,,,,816.767934,81.487364,180.327949,0.622954,0.123003,,,,,,
304,Copper,Nickel,208.678,bare,USW,7.359,6.227,48.115,1106.891583,33.570194,474.019031,284.424896,,,,,,,,,,,
305,Copper,Titanium,157.734,tin_plated,USW,4.855,6.188,44.796,1161.246782,32.936805,836.485703,352.97721,,,,,,,,,,,
306,Copper,Nickel,123.77,nickel_plated,RSW,4.332,10.764,20.0,,,,,,,,,,10.232362,2.936381,244.245637,117.543408,107.66645,2260.68738
307,Copper,Copper,127.069,brushed,RSW,5.145,7.143,40.951,,,,,,,,,,14.646557,1.814708,157.208809,138.636657,96.678214,1553.884013
308,Aluminum,Nickel,110.34,graphite_coated,USW,7.646,7.823,49.448,1065.804976,46.242391,937.863608,402.806035,,,,,,,,,,,
309,Aluminum,StainlessSteel,106.785,bare,USW,3.592,5.468,20.0,1312.588351,36.691724,586.928969,530.663237,,,,,,,,,,,
310,Copper,Nickel,166.596,nickel_plated,Laser,2.616,9.304,21.159,,,,,489.12998,41.658825,261.633517,0.775086,0.191595,,,,,,
311,Copper,Copper,118.305,gold_plated,Laser,5.088,7.61,30.355,,,,,299.616148,16.315489,234.43277,0.620354,0.134197,,,,,,
312,Aluminum,Aluminum,88.779,silver_plated,Laser,10.24,10.629,45.565,,,,,913.734616,35.321138,0.0,0.0,0.19274,,,,,,
313,Copper,Copper,134.308,bare,RSW,9.713,3.578,27.52,,,,,,,,,,11.592861,1.848689,255.513948,83.128513,76.562817,1088.233184
314,Copper,Nickel,74.233,graphite_coated,RSW,3.764,5.861,39.082,,,,,,,,,,18.443974,2.505728,267.265154,114.056369,50.0,2288.61604
315,Aluminum,StainlessSteel,126.136,brushed,USW,7.488,2.0,68.951,1347.054508,26.609851,798.752154,421.812142,,,,,,,,,,,
316,Aluminum,Nickel,114.313,tin_plated,Laser,7.315,3.449,84.41,,,,,894.519634,47.820609,222.350916,0.80905,0.105005,,,,,,
317,Aluminum,StainlessSteel,105.21,nickel_plated,RSW,7.238,4.663,34.771,,,,,,,,,,10.657454,3.535637,153.745391,65.60276,103.156004,1590.284324
318,Aluminum,StainlessSteel,189.553,bare,RSW,5.679,2.4,58.452,,,,,,,,,,11.610997,1.572733,115.065867,83.049188,83.635062,3216.011686
319,Aluminum,Aluminum,182.96,bare,USW,7.46,5.396,31.01,1155.710723,28.265861,810.97018,224.295308,,,,,,,,,,,
320,Aluminum,Nickel,128.154,nickel_plated,Laser,2.0,4.192,53.45,,,,,481.950833,43.076646,0.0,0.0,0.313521,,,,,,
321,Copper,Copper,176.154,bare,USW,6.808,5.567,30.875,2580.820372,18.154593,942.964623,465.917709,,,,,,,,,,,
322,Copper,Copper,45.094,bare,USW,2.0,5.531,58.557,1883.78579,33.994165,1103.4283,403.471587,,,,,,,,,,,
323,Copper,Copper,186.066,tin_plated,USW,7.107,7.566,20.0,1461.791666,21.429794,703.936923,366.171042,,,,,,,,,,,
324,Copper,Copper,151.86,bare,Laser,2.689,6.641,21.388,,,,,544.706188,24.352059,252.848194,0.40227,0.176385,,,,,,
325,Copper,Copper,43.822,bare,USW,6.745,6.615,58.161,1699.061678,31.369618,617.644178,413.820388,,,,,,,,,,,
326,Copper,Aluminum,124.156,nickel_plated,Laser,6.638,6.176,53.347,,,,,521.434987,37.0679,0.0,0.0,0.294034,,,,,,
327,Copper,Aluminum,110.337,nickel_plated,USW,3.551,7.351,65.471,1545.764475,22.119911,813.872507,425.210943,,,,,,,,,,,
328,Copper,Nickel,71.532,brushed,USW,7.186,4.192,49.522,2230.923821,24.562382,1025.097159,561.716802,,,,,,,,,,,
329,Copper,Aluminum,83.527,nickel_plated,Laser,2.0,3.772,23.912,,,,,498.18271,58.150952,0.0,0.0,0.159419,,,,,,
330,Copper,Aluminum,172.72,nickel_plated,USW,7.293,3.453,31.908,1990.276497,37.033675,617.335592,416.960611,,,,,,,,,,,
331,Aluminum,Aluminum,174.862,gold_plated,RSW,7.465,4.016,31.063,,,,,,,,,,2.0,2.433869,54.705179,55.12998,136.136469,2930.350208
332,Copper,StainlessSteel,166.27,nickel_plated,USW,5.774,5.259,34.53,832.925995,22.77107,767.86938,87.374571,,,,,,,,,,,
333,Copper,Aluminum,76.978,silver_plated,RSW,5.991,2.952,50.498,,,,,,,,,,12.127547,1.436732,193.699072,138.09901,160.185521,2175.313812
334,Aluminum,Aluminum,61.771,bare,Laser,5.981,5.568,20.0,,,,,916.218116,31.922412,256.372277,0.410082,0.098573,,,,,,
335,Aluminum,Nickel,113.741,tin_plated,USW,3.932,2.917,72.449,1755.9781,40.133514,782.962084,450.396413,,,,,,,,,,,
336,Copper,Titanium,102.466,silver_plated,USW,2.82,5.67,43.178,1145.750403,17.698444,785.266672,246.892202,,,,,,,,,,,
337,Copper,Copper,132.573,tin_plated,Laser,9.732,4.459,28.37,,,,,420.14634,36.984694,0.0,0.0,0.220539,,,,,,
338,Copper,Aluminum,87.569,graphite_coated,USW,4.977,3.861,36.146,1647.687018,31.776678,1054.11243,371.355292,,,,,,,,,,,
339,Copper,Copper,177.219,nickel_plated,Laser,3.258,7.336,43.116,,,,,856.225674,40.813459,0.0,0.0,0.170493,,,,,,
340,Copper,Aluminum,98.468,bare,RSW,6.085,8.878,20.0,,,,,,,,,,14.739606,4.395973,202.561927,79.081471,72.645891,2661.863135
341,Copper,Aluminum,142.814,bare,USW,6.271,5.1,41.071,1664.681261,19.770466,398.558144,241.558162,,,,,,,,,,,
342,Copper,Aluminum,115.941,graphite_coated,USW,7.064,8.257,48.088,1140.588276,42.033806,905.217542,146.365709,,,,,,,,,,,
343,Copper,Aluminum,134.333,tin_plated,USW,5.929,6.837,69.443,852.43454,11.720619,743.376638,424.992214,,,,,,,,,,,
344,Aluminum,Aluminum,181.115,nickel_plated,RSW,6.251,6.654,54.782,,,,,,,,,,14.428194,4.677273,222.443507,50.0,97.994442,1613.618809
345,Aluminum,StainlessSteel,161.019,nickel_plated,Laser,3.861,9.883,53.484,,,,,322.919676,82.887986,0.0,0.0,0.265124,,,,,,
346,Copper,Aluminum,142.289,tin_plated,Laser,8.911,5.875,34.19,,,,,175.571422,56.913452,0.0,0.0,0.178548,,,,,,
347,Copper,Copper,52.8,nickel_plated,USW,8.416,5.151,34.849,1762.813605,25.171007,507.218691,459.714786,,,,,,,,,,,
348,Aluminum,StainlessSteel,40.985,nickel_plated,USW,5.587,7.512,90.97,1185.004429,25.891077,771.769909,308.956802,,,,,,,,,,,
349,Aluminum,Nickel,138.391,brushed,Laser,5.343,4.637,20.518,,,,,376.133481,46.559923,0.0,0.0,0.188831,,,,,,
350,Copper,Aluminum,127.902,silver_plated,USW,5.727,3.135,25.772,956.813554,32.628548,698.128272,191.537054,,,,,,,,,,,
351,Copper,Aluminum,125.389,tin_plated,USW,7.781,5.682,50.818,1060.3076,43.731341,869.786163,415.109339,,,,,,,,,,,
352,Aluminum,Nickel,142.009,graphite_coated,Laser,4.684,4.904,62.849,,,,,844.123914,61.052528,0.0,0.0,0.147957,,,,,,
353,Copper,Aluminum,156.142,bare,RSW,6.683,5.985,51.335,,,,,,,,,,11.411478,2.915738,259.381814,118.93525,142.480747,1447.777648
354,Aluminum,Nickel,114.256,bare,USW,6.851,5.834,73.085,1634.884773,33.699872,565.006556,437.574869,,,,,,,,,,,
355,Copper,StainlessSteel,58.717,brushed,Laser,4.488,5.671,79.392,,,,,306.403652,15.8883,0.0,0.0,0.198169,,,,,,
356,Copper,Aluminum,90.882,oxide_heavy,USW,3.228,3.658,20.0,1437.916839,28.562734,841.967838,119.336277,,,,,,,,,,,
357,Copper,StainlessSteel,84.155,tin_plated,Laser,5.046,2.823,54.628,,,,,959.216495,45.573852,332.218031,1.225003,0.17356,,,,,,
358,Copper,Nickel,123.581,bare,USW,4.57,6.928,37.13,1325.892279,34.030642,884.265294,188.67597,,,,,,,,,,,
359,Aluminum,Nickel,113.99,graphite_coated,USW,8.862,8.873,66.699,1789.342078,33.166501,623.897256,299.480197,,,,,,,,,,,
360,Copper,StainlessSteel,150.889,tin_plated,USW,4.95,7.593,72.711,1846.0523,25.980938,138.727977,415.308098,,,,,,,,,,,
361,Aluminum,Aluminum,112.576,silver_plated,USW,5.025,5.234,35.212,930.1344,25.93224,748.847807,371.36103,,,,,,,,,,,
362,Copper,Copper,144.065,silver_plated,Laser,8.633,6.08,70.724,,,,,846.56641,59.240298,187.820139,1.00649,0.05,,,,,,
363,Copper,StainlessSteel,130.619,bare,USW,7.796,9.485,49.041,1192.463594,29.946898,651.828585,292.949251,,,,,,,,,,,
364,Aluminum,Aluminum,147.37,bare,USW,4.177,5.281,58.894,1899.754118,33.14124,988.909498,461.356269,,,,,,,,,,,
365,Copper,Aluminum,119.619,brushed,RSW,7.742,5.939,36.567,,,,,,,,,,11.312246,1.917354,180.187317,89.20788,67.118168,2039.668037
366,Aluminum,Aluminum,110.929,bare,USW,9.632,5.292,44.036,1450.264728,19.122944,864.058062,291.612133,,,,,,,,,,,
367,Copper,Aluminum,152.432,silver_plated,USW,6.079,6.213,31.024,1488.108367,26.893318,759.916895,490.0938,,,,,,,,,,,
368,Copper,Nickel,74.104,tin_plated,Laser,3.514,3.464,48.41,,,,,899.929813,52.584659,230.280934,1.38092,0.263193,,,,,,
369,Copper,Nickel,126.722,brushed,USW,3.309,4.983,27.524,1372.779027,27.823943,961.295077,222.787217,,,,,,,,,,,
370,Copper,Aluminum,155.321,brushed,USW,5.722,3.24,48.418,1706.948154,15.122704,688.533882,416.190288,,,,,,,,,,,
371,Copper,StainlessSteel,124.621,graphite_coated,Laser,6.927,4.462,46.345,,,,,423.947432,72.674655,268.326333,0.550021,0.19285,,,,,,
