resistance_growth_pct_1000cyc,strength_retention_pct_1000cyc,cycles_to_failure,crack_growth_mm,delamination_probability,reliability_class
13.54,89.72,8590,0.261,0.4554,B
11.04,85.94,8179,0.248,0.3896,B
15.24,96.52,8707,0.239,0.3729,B
9.55,97.05,8626,0.252,0.4342,A
8.34,97.72,8255,0.227,0.3233,A
11.34,87.33,9044,0.158,0.4024,B
10.54,88.77,8155,0.235,0.3598,B
25.12,83.49,5781,0.341,0.6774,B
16.01,90.98,7941,0.181,0.3902,B
12.06,99.97,9451,0.195,0.353,A
15.95,89.69,8166,0.319,0.4495,B
12.86,88.41,8165,0.363,0.508,B
28.94,78.88,6689,0.413,0.6413,B
8.68,89.09,9075,0.216,0.3441,B
8.7,100.0,9912,0.213,0.3393,A
8.0,96.0,9223,0.217,0.3739,A
9.2,93.77,8704,0.15,0.4599,A
14.17,93.04,7687,0.23,0.3682,A
14.8,97.14,9145,0.137,0.3676,A
13.97,89.68,8018,0.369,0.428,B
10.94,96.34,7986,0.188,0.3257,A
5.53,98.28,9142,0.145,0.2942,A
12.37,90.95,7882,0.212,0.3968,A
12.65,82.67,7912,0.212,0.4361,B
17.57,89.78,7891,0.296,0.4929,B
12.13,90.24,7986,0.148,0.4117,A
11.91,84.73,7133,0.204,0.4845,B
9.72,100.0,8703,0.208,0.3779,A
13.56,88.05,7285,0.305,0.4731,B
12.49,92.56,7898,0.22,0.3831,A
25.94,83.42,7465,0.41,0.6151,B
12.1,92.04,7895,0.199,0.3911,A
15.5,80.81,5747,0.348,0.5786,B
8.18,84.05,7716,0.143,0.4424,B
11.06,95.2,8632,0.206,0.415,A
15.71,90.23,6754,0.362,0.4579,B
14.37,87.76,8015,0.265,0.415,B
11.99,88.48,7139,0.214,0.4045,B
15.75,92.69,8572,0.19,0.3157,B
15.16,88.05,6418,0.287,0.4312,B
8.16,95.62,9560,0.205,0.3981,A
20.0,79.37,5352,0.399,0.6045,B
8.92,88.59,8625,0.219,0.4032,B
16.86,84.27,7009,0.236,0.4998,B
18.78,91.51,6886,0.222,0.4334,B
21.87,87.87,7758,0.419,0.5841,B
18.97,92.71,6833,0.285,0.4499,B
12.88,91.96,8065,0.213,0.4131,A
10.45,95.26,9364,0.184,0.3541,A
9.65,98.03,10406,0.156,0.3018,A
11.88,100.0,9029,0.222,0.3322,A
23.34,79.53,5722,0.467,0.6226,B
14.28,84.06,7704,0.27,0.5734,B
12.28,98.3,9034,0.197,0.3657,A
8.11,93.65,8543,0.205,0.3124,A
12.02,90.13,8724,0.314,0.4921,A
17.42,84.77,5628,0.33,0.5116,B
11.44,88.04,8124,0.187,0.4075,B
12.8,85.65,6440,0.273,0.5005,B
17.62,88.84,7169,0.394,0.6295,B
14.17,80.98,6813,0.209,0.526,B
9.91,91.7,6733,0.276,0.4152,A
12.19,90.65,7095,0.256,0.4397,A
12.78,96.13,8386,0.16,0.4514,A
10.08,91.92,8122,0.231,0.4783,A
11.32,93.56,9718,0.229,0.3529,A
16.4,87.08,8108,0.256,0.5404,B
8.14,93.33,9352,0.253,0.3676,A
12.27,83.28,7367,0.308,0.4493,B
6.87,100.0,10789,0.182,0.2915,A
9.08,90.11,8114,0.237,0.431,A
10.0,96.59,7587,0.197,0.3105,A
7.41,91.63,8626,0.279,0.3279,A
11.43,93.89,7685,0.246,0.3952,A
14.85,89.38,8469,0.208,0.4541,B
12.01,88.1,8989,0.142,0.444,B
12.59,83.8,8052,0.233,0.4942,B
18.56,83.07,7524,0.305,0.4531,B
10.0,85.69,8448,0.135,0.4985,B
15.86,79.27,7403,0.304,0.5871,B
17.6,90.25,6823,0.345,0.5794,B
8.64,91.71,8432,0.266,0.3985,A
19.9,84.04,6359,0.257,0.5633,B
12.53,94.85,7885,0.18,0.4091,A
14.11,92.93,7741,0.268,0.4207,A
15.69,88.18,7286,0.223,0.4973,B
13.8,98.9,9207,0.22,0.3621,A
8.08,93.31,10172,0.183,0.3453,A
11.97,91.19,9213,0.289,0.4525,A
10.74,87.1,8342,0.286,0.4209,B
11.76,88.57,8897,0.211,0.5007,B
12.12,90.47,7691,0.186,0.3857,A
6.4,97.94,9554,0.194,0.2993,A
12.04,95.69,8200,0.208,0.3632,A
8.01,88.24,7531,0.251,0.3879,B
14.3,91.62,8623,0.203,0.4795,A
17.0,85.14,5789,0.341,0.5134,B
11.06,90.65,7238,0.264,0.4528,A
8.39,96.4,7898,0.233,0.3834,A
12.11,96.53,10681,0.239,0.3514,A
11.86,89.38,8163,0.182,0.3842,B
18.05,97.05,8510,0.249,0.4341,B
4.49,98.48,9430,0.141,0.3425,A
8.89,94.67,9974,0.165,0.321,A
8.58,98.4,9306,0.203,0.2216,A
9.66,98.06,9349,0.194,0.2715,A
18.05,95.05,7215,0.299,0.477,B
12.79,92.64,7051,0.187,0.3866,A
12.83,93.35,9180,0.205,0.4573,A
8.69,92.96,8486,0.214,0.3671,A
12.82,94.76,7995,0.174,0.3555,A
7.68,95.75,10903,0.179,0.3072,A
15.09,90.78,8765,0.218,0.3539,B
5.72,96.74,10842,0.127,0.2694,A
14.93,92.34,8431,0.199,0.4296,A
21.07,91.85,6690,0.276,0.5359,B
8.99,93.55,8893,0.199,0.3584,A
12.06,94.59,8234,0.198,0.4081,A
17.54,81.1,6947,0.323,0.5095,B
12.17,93.88,8709,0.246,0.4001,A
6.37,98.69,9533,0.172,0.2887,A
10.84,95.78,8381,0.149,0.3638,A
15.46,93.67,8030,0.245,0.3904,B
10.65,92.54,10152,0.186,0.2999,A
9.89,97.55,9705,0.21,0.334,A
14.89,88.53,6677,0.196,0.5314,B
12.12,93.23,8317,0.25,0.3385,A
13.75,79.44,7960,0.243,0.444,B
14.97,84.97,7989,0.266,0.5562,B
9.93,98.18,10389,0.165,0.2976,A
13.27,89.16,7888,0.254,0.423,B
14.52,94.51,7169,0.209,0.3315,A
16.59,80.65,7265,0.241,0.5632,B
14.83,85.23,6550,0.308,0.5752,B
13.28,86.78,8913,0.243,0.3808,B
11.6,91.35,8268,0.206,0.4989,A
15.08,91.77,7872,0.34,0.5235,B
12.69,94.08,8454,0.215,0.3977,A
8.42,95.27,9020,0.251,0.3836,A
6.89,95.74,9886,0.19,0.317,A
14.88,89.55,6784,0.316,0.5064,B
17.32,86.84,8132,0.171,0.3915,B
14.85,93.75,7483,0.293,0.5086,A
13.92,91.15,8664,0.122,0.3331,A
11.29,91.38,7910,0.192,0.429,A
10.8,87.98,7771,0.288,0.3653,B
7.05,91.48,8731,0.208,0.3859,A
11.61,92.07,8210,0.199,0.4282,A
10.59,87.65,7189,0.262,0.4606,B
11.79,86.89,7768,0.162,0.4293,B
13.06,82.51,8337,0.211,0.474,B
19.58,86.5,5497,0.337,0.4485,B
10.61,91.8,8580,0.187,0.4246,A
10.29,100.0,10044,0.133,0.3042,A
12.79,94.41,8610,0.175,0.3846,A
14.78,88.5,7233,0.214,0.4287,B
13.56,87.48,7538,0.216,0.5513,B
5.61,97.21,9866,0.19,0.3123,A
13.34,97.65,9647,0.259,0.4056,A
6.61,91.14,8249,0.204,0.4366,A
13.19,87.7,7451,0.267,0.4488,B
10.42,83.58,7294,0.281,0.4792,B
17.2,91.1,7451,0.247,0.4251,B
19.67,80.92,7214,0.336,0.5039,B
8.63,100.0,9511,0.2,0.3055,A
13.27,90.74,7136,0.289,0.4152,A
14.98,88.29,8165,0.244,0.518,B
10.92,95.22,9001,0.173,0.3531,A
14.16,88.16,8255,0.258,0.4783,B
9.42,91.7,8902,0.238,0.3594,A
9.03,89.46,8696,0.252,0.4245,B
15.24,91.07,6766,0.191,0.4762,B
11.62,93.9,7790,0.192,0.3962,A
19.32,84.17,6087,0.317,0.5229,B
13.94,90.07,7475,0.251,0.3927,A
14.81,88.59,7976,0.306,0.4097,B
7.47,99.73,8651,0.199,0.3362,A
12.58,80.47,6091,0.337,0.4602,B
14.34,91.85,8443,0.197,0.3375,A
8.11,93.92,9963,0.121,0.4689,A
17.97,87.86,7199,0.29,0.4577,B
11.24,91.09,7777,0.295,0.4229,A
9.5,99.27,9596,0.098,0.2882,A
17.89,88.2,6631,0.222,0.4153,B
10.22,100.0,11129,0.143,0.3258,A
19.33,95.87,8071,0.26,0.3918,B
15.62,89.13,7363,0.297,0.4321,B
15.15,96.94,8188,0.206,0.3707,B
8.86,99.98,11206,0.217,0.3006,A
7.33,95.11,9089,0.256,0.4004,A
8.18,86.72,10148,0.143,0.3576,B
9.92,85.49,7321,0.261,0.3496,B
9.36,95.35,9098,0.14,0.304,A
9.91,85.58,7782,0.202,0.4251,B
13.25,94.5,8252,0.221,0.3399,A
16.53,82.73,7613,0.195,0.5737,B
9.96,100.0,9528,0.176,0.302,A
10.73,100.0,9476,0.192,0.3287,A
10.18,88.69,9276,0.274,0.4181,B
12.73,93.22,8911,0.247,0.4209,A
8.57,92.45,7341,0.199,0.4101,A
10.04,99.69,10503,0.203,0.3071,A
12.76,95.75,7443,0.175,0.3543,A
18.24,90.22,7902,0.281,0.4929,B
6.01,100.0,9780,0.148,0.2844,A
10.95,100.0,9684,0.173,0.3058,A
16.92,79.91,5680,0.394,0.5245,B
12.74,87.45,6979,0.283,0.4936,B
9.52,92.95,7891,0.237,0.3999,A
12.47,93.82,7787,0.275,0.3915,A
7.43,91.53,8561,0.301,0.456,A
9.12,97.7,9863,0.259,0.4187,A
12.95,83.64,7624,0.249,0.4546,B
15.66,87.88,6671,0.309,0.4697,B
14.67,87.88,8148,0.336,0.5454,B
12.61,99.16,9478,0.236,0.4307,A
10.23,84.1,9239,0.15,0.3789,B
9.22,89.14,8044,0.236,0.4464,B
12.9,96.09,8836,0.15,0.2203,A
12.52,92.34,8941,0.295,0.4009,A
19.8,92.76,7790,0.373,0.5725,B
13.67,88.88,8075,0.241,0.414,B
9.7,93.37,9533,0.262,0.3672,A
10.44,93.83,8652,0.149,0.2539,A
13.39,86.01,7244,0.291,0.6091,B
11.57,85.69,8673,0.191,0.463,B
10.99,96.25,9569,0.157,0.3116,A
7.38,91.98,7833,0.212,0.364,A
14.37,88.07,7978,0.272,0.4668,B
15.06,87.38,8948,0.239,0.5298,B
10.04,97.6,8757,0.244,0.3991,A
17.86,85.02,6793,0.244,0.4897,B
8.27,100.0,8859,0.178,0.3602,A
13.13,92.05,6329,0.258,0.4491,A
24.28,83.05,6325,0.332,0.5692,B
9.11,100.0,9507,0.164,0.2648,A
7.85,96.94,10184,0.163,0.296,A
9.11,100.0,9564,0.133,0.2997,A
14.4,85.0,6996,0.24,0.4794,B
9.52,94.62,8532,0.18,0.2798,A
14.0,79.03,8085,0.248,0.5874,B
6.1,96.22,9154,0.24,0.3518,A
22.13,83.41,6094,0.345,0.5673,B
14.92,88.72,9141,0.206,0.4216,B
7.61,100.0,10452,0.136,0.1786,A
9.39,88.03,8534,0.221,0.4449,B
13.25,79.71,9553,0.183,0.4492,B
16.46,80.4,6164,0.389,0.5575,B
9.08,95.16,8325,0.254,0.3396,A
21.9,84.49,7735,0.384,0.6164,B
20.72,90.57,6453,0.377,0.5984,B
12.42,87.72,6870,0.294,0.5075,B
13.94,95.14,8756,0.191,0.3552,A
11.89,95.15,8472,0.177,0.3773,A
15.25,90.26,8494,0.301,0.4631,B
10.61,100.0,9113,0.206,0.3049,A
16.98,84.23,7735,0.297,0.4445,B
6.34,100.0,9013,0.193,0.3544,A
13.12,89.44,8721,0.311,0.4338,B
13.17,90.93,7628,0.204,0.4497,A
12.15,94.78,8417,0.172,0.3717,A
1.52,100.0,9731,0.188,0.28,A
14.44,90.46,8095,0.24,0.4199,A
12.39,83.92,6742,0.227,0.6117,B
17.2,83.04,7529,0.211,0.4774,B
11.16,80.51,7173,0.271,0.4268,B
14.76,91.34,8031,0.22,0.4477,A
9.25,90.73,8204,0.267,0.369,A
13.04,82.38,7101,0.314,0.4668,B
6.57,90.27,6751,0.218,0.4498,A
14.05,90.03,7305,0.211,0.4065,A
11.49,98.7,9033,0.154,0.3312,A
14.42,89.63,6910,0.317,0.3979,B
9.65,87.44,7171,0.288,0.4728,B
10.72,93.06,7626,0.205,0.4322,A
25.05,79.52,6313,0.275,0.6494,B
14.73,83.45,9794,0.176,0.5097,B
14.69,92.72,8632,0.26,0.3459,A
9.18,98.68,8394,0.133,0.3646,A
11.64,89.91,7145,0.236,0.4345,B
9.44,98.74,7846,0.188,0.3313,A
11.79,86.75,8697,0.23,0.4314,B
14.5,89.72,7253,0.224,0.4453,B
13.61,88.48,7907,0.212,0.4931,B
10.88,97.64,9966,0.228,0.3721,A
7.21,95.83,9056,0.126,0.3386,A
14.6,85.67,7238,0.162,0.3805,B
13.2,79.95,8630,0.255,0.5756,B
13.09,86.98,8320,0.263,0.4906,B
12.39,93.04,7684,0.2,0.4276,A
10.58,91.71,7863,0.254,0.4444,A
14.51,92.51,9049,0.256,0.3414,A
11.98,90.41,7788,0.198,0.3956,A
12.34,94.74,7561,0.207,0.4297,A
16.0,81.49,7121,0.261,0.5758,B
17.56,85.35,6792,0.34,0.4621,B
10.77,99.66,10981,0.163,0.2935,A
13.22,88.11,7768,0.194,0.4276,B
13.59,91.17,7653,0.234,0.4367,A
15.22,90.95,7458,0.25,0.4324,B
12.68,87.23,7917,0.301,0.5428,B
10.16,99.81,8946,0.166,0.3572,A
9.01,90.07,7516,0.269,0.4413,A
10.12,95.88,8191,0.2,0.378,A
8.31,100.0,10191,0.231,0.3578,A
10.69,96.62,8466,0.221,0.3863,A
11.79,93.03,9067,0.247,0.3446,A
23.77,85.63,7360,0.436,0.6874,B
6.62,85.53,8832,0.278,0.3541,B
10.03,100.0,10963,0.06,0.254,A
25.67,78.7,7238,0.28,0.5675,B
13.41,100.0,10531,0.171,0.2987,A
10.8,95.43,8621,0.253,0.4328,A
12.39,85.43,9065,0.155,0.4986,B
10.76,100.0,10087,0.143,0.3224,A
16.43,98.32,7440,0.258,0.3932,B
8.81,95.38,8698,0.228,0.3441,A
14.12,91.94,7552,0.245,0.4346,A
7.96,100.0,9699,0.091,0.2755,A
12.21,85.99,7264,0.276,0.5562,B
14.53,94.81,8382,0.231,0.4104,A
9.11,100.0,10909,0.138,0.2772,A
16.8,84.18,6764,0.315,0.5007,B
11.55,94.4,9117,0.265,0.3601,A
9.71,92.96,8626,0.205,0.3632,A
16.16,93.88,9053,0.326,0.4124,B
13.13,91.97,6320,0.306,0.4212,A
13.58,83.97,7694,0.239,0.5905,B
11.75,92.14,7997,0.305,0.3925,A
23.34,87.72,6623,0.345,0.5317,B
11.53,88.68,6931,0.247,0.4257,B
15.34,82.95,7493,0.227,0.5351,B
12.01,94.85,10608,0.2,0.3007,A
13.85,86.94,7368,0.237,0.559,B
10.34,94.32,8158,0.23,0.4127,A
18.7,80.07,6789,0.223,0.6648,B
12.16,87.11,7895,0.241,0.468,B
9.23,95.62,10112,0.164,0.3248,A
10.74,97.16,9707,0.232,0.3403,A
13.28,93.79,8988,0.252,0.3956,A
16.08,89.27,8641,0.324,0.4498,B
9.53,83.17,6603,0.174,0.4576,B
16.65,84.2,8222,0.213,0.5323,B
10.97,95.85,10048,0.202,0.3455,A
17.78,85.11,7647,0.433,0.6276,B
7.89,98.24,9462,0.237,0.3455,A
22.82,79.32,5793,0.39,0.6215,B
12.91,89.19,8631,0.16,0.3688,B
8.72,92.03,7652,0.22,0.2816,A
5.58,91.14,9174,0.221,0.4354,A
14.33,99.19,8976,0.221,0.3288,A
9.93,93.87,8158,0.168,0.3549,A
24.13,78.69,5876,0.373,0.689,B
16.19,79.9,5792,0.316,0.5016,B
8.76,94.22,7849,0.134,0.3788,A
10.92,100.0,9427,0.236,0.3034,A
10.93,94.5,9233,0.147,0.3319,A
13.19,88.41,8096,0.27,0.4514,B
5.84,89.41,8894,0.181,0.3672,B
11.95,86.55,7360,0.187,0.4359,B
11.73,83.93,6895,0.19,0.4176,B
14.81,88.29,8703,0.248,0.3865,B
11.61,95.36,8091,0.251,0.4665,A
9.85,96.19,9178,0.16,0.3233,A
12.03,85.56,8635,0.274,0.4873,B
9.58,92.82,9364,0.247,0.3219,A
10.69,98.09,9336,0.193,0.3031,A
10.46,100.0,10235,0.15,0.3005,A
13.54,96.2,9021,0.161,0.3701,A
12.16,93.54,9070,0.219,0.4006,A
12.21,99.23,8638,0.276,0.4308,A
17.97,91.05,6478,0.336,0.577,B
15.62,93.7,8622,0.344,0.4163,B
13.66,92.61,8601,0.273,0.3625,A
7.19,100.0,11786,0.074,0.2578,A
3.55,98.53,9164,0.097,0.3155,A
13.55,98.25,8771,0.28,0.3863,A
20.34,84.75,7254,0.199,0.5405,B
14.15,83.1,7452,0.29,0.5074,B
12.82,90.99,9243,0.189,0.3112,A
7.43,99.69,9471,0.156,0.294,A
15.18,93.4,7855,0.396,0.4942,B
12.89,95.48,6950,0.201,0.4472,A
11.66,93.8,9083,0.221,0.4387,A
5.46,99.53,10392,0.152,0.3656,A
20.76,94.48,7616,0.349,0.5389,B
10.75,97.74,8476,0.182,0.3935,A
9.73,92.54,9414,0.175,0.3707,A
15.45,93.54,8159,0.237,0.3799,B
6.34,98.6,7819,0.172,0.4063,A
13.68,94.07,9111,0.285,0.4437,A
16.72,96.21,8178,0.146,0.2994,B
11.2,85.64,8405,0.225,0.3474,B
13.32,89.22,8851,0.254,0.4179,B
9.16,99.92,8656,0.203,0.326,A
12.11,89.16,8515,0.274,0.4922,B
9.61,94.64,7722,0.16,0.3821,A
13.67,89.12,7475,0.202,0.4263,B
15.72,87.86,7119,0.207,0.4025,B
13.82,86.41,7805,0.227,0.4162,B
15.63,90.94,7917,0.22,0.4144,B
6.02,97.69,10278,0.207,0.3105,A
11.88,88.42,7919,0.224,0.4853,B
8.22,98.5,9666,0.215,0.3634,A
13.67,95.88,8202,0.272,0.3923,A
9.73,88.7,8589,0.269,0.425,B
16.15,87.86,7558,0.222,0.4594,B
13.83,92.01,8480,0.241,0.5054,A
11.77,79.17,7064,0.232,0.5625,B
12.21,85.02,7711,0.204,0.4106,B
18.54,91.27,7790,0.321,0.4697,B
18.44,98.39,8704,0.271,0.4354,B
9.86,100.0,9144,0.131,0.3069,A
7.07,100.0,10160,0.174,0.2885,A
12.84,89.81,8849,0.27,0.4019,B
11.78,86.97,8721,0.27,0.5106,B
24.88,86.34,7009,0.449,0.6915,B
14.62,92.52,7616,0.257,0.469,A
16.53,85.79,7726,0.257,0.4546,B
16.11,80.73,7104,0.244,0.5066,B
12.63,89.89,7450,0.178,0.3895,B
23.6,81.06,8290,0.325,0.6656,B
12.26,96.38,9177,0.203,0.3889,A
10.57,92.08,8050,0.216,0.3505,A
15.06,92.87,8991,0.283,0.4532,B
12.36,93.17,7487,0.202,0.376,A
12.04,96.48,9615,0.205,0.3555,A
8.7,98.02,7278,0.21,0.3565,A
12.92,83.13,7287,0.181,0.4448,B
9.04,93.35,8069,0.208,0.3907,A
14.4,89.88,9273,0.277,0.4831,B
10.52,88.61,6489,0.192,0.407,B
11.86,92.73,9264,0.209,0.3381,A
12.03,81.75,7647,0.263,0.5497,B
11.01,84.5,7129,0.236,0.4255,B
8.34,94.42,8483,0.189,0.4587,A
19.74,85.83,7708,0.298,0.6209,B
10.75,86.1,7060,0.338,0.486,B
10.09,87.69,7837,0.257,0.488,B
15.17,92.71,7252,0.272,0.4486,B
7.48,100.0,9618,0.145,0.3081,A
12.09,98.73,8232,0.227,0.4232,A
10.95,93.17,9945,0.212,0.3179,A
20.64,91.45,6168,0.261,0.506,B
22.71,81.04,4709,0.415,0.6231,B
10.81,95.27,8422,0.296,0.4486,A
10.98,85.02,8277,0.186,0.4539,B
12.44,83.4,8125,0.297,0.4978,B
12.43,95.02,10396,0.179,0.2874,A
5.84,99.18,10595,0.19,0.3093,A
8.79,90.49,8699,0.231,0.3733,A
15.84,81.19,6430,0.298,0.6306,B
13.47,95.31,9222,0.187,0.3939,A
10.93,95.62,7851,0.242,0.404,A
8.9,100.0,9594,0.101,0.3121,A
16.79,91.65,7144,0.259,0.5615,B
22.51,82.18,5920,0.46,0.6633,B
16.47,92.62,7413,0.218,0.4696,B
10.9,96.33,10479,0.172,0.2863,A
12.89,83.52,7413,0.311,0.5066,B
14.39,85.8,7581,0.23,0.4685,B
9.55,92.28,8706,0.285,0.3807,A
14.37,87.99,7740,0.228,0.4406,B
9.61,96.19,8810,0.182,0.3166,A
13.71,85.45,7756,0.162,0.4786,B
15.15,78.49,7535,0.279,0.6081,B
11.0,83.64,8508,0.185,0.4829,B
11.21,89.34,7497,0.149,0.4726,B
12.39,85.59,7241,0.21,0.3841,B
14.41,78.4,7251,0.329,0.6662,B
12.27,88.44,8437,0.219,0.3899,B
12.18,100.0,11051,0.165,0.3465,A
18.67,91.17,8492,0.352,0.5339,B
10.08,88.89,8511,0.254,0.3958,B
8.39,96.97,9595,0.183,0.3114,A
14.57,92.71,7804,0.246,0.4358,A
12.0,91.25,8122,0.23,0.4077,A
13.84,97.39,8496,0.227,0.3256,A
28.63,84.66,6955,0.425,0.5774,B
10.17,85.47,7142,0.211,0.4481,B
24.41,85.53,6948,0.389,0.6192,B
14.83,90.54,8162,0.28,0.4176,A
10.41,96.18,9758,0.165,0.3032,A
7.84,92.93,8900,0.22,0.3892,A
11.08,92.64,9044,0.17,0.3475,A
17.86,89.37,8150,0.353,0.5629,B
9.52,89.7,10644,0.195,0.366,B
6.11,84.69,9261,0.197,0.5512,B
7.94,86.7,7130,0.282,0.3371,B
19.61,84.97,7052,0.457,0.6349,B
14.23,98.51,8298,0.171,0.3371,A
9.37,100.0,10480,0.202,0.3065,A
12.92,87.99,8530,0.191,0.424,B
9.41,92.29,9172,0.118,0.2952,A
15.72,80.43,6089,0.347,0.504,B
11.54,98.95,10682,0.261,0.3305,A
19.17,78.9,6063,0.33,0.5246,B
9.99,90.2,7545,0.144,0.299,A
10.65,96.81,7949,0.277,0.4105,A
8.51,88.11,10139,0.159,0.3865,B
12.48,100.0,10771,0.167,0.3747,A
12.55,87.91,7069,0.237,0.5656,B
10.59,99.11,9801,0.133,0.3229,A
10.16,92.97,8376,0.224,0.3289,A
10.6,84.16,5988,0.244,0.4881,B
20.63,80.81,6639,0.356,0.544,B
13.91,91.56,8158,0.269,0.4483,A
12.01,99.76,9272,0.185,0.3231,A
12.01,94.26,7793,0.197,0.3518,A
15.01,97.67,7846,0.186,0.3554,B
9.88,92.48,8805,0.214,0.4044,A
8.58,87.3,7942,0.283,0.3957,B
13.41,90.29,9376,0.171,0.4212,A
15.79,80.53,6450,0.402,0.8253,B
14.09,87.11,7595,0.217,0.5056,B
17.73,90.66,7280,0.268,0.4022,B
8.72,95.09,9173,0.21,0.3786,A
7.76,100.0,9211,0.199,0.3148,A
6.38,95.48,9152,0.218,0.3696,A
18.48,81.97,6285,0.254,0.5215,B
16.34,83.07,6672,0.301,0.5973,B
8.59,90.3,7328,0.21,0.3996,A
11.53,93.48,8652,0.198,0.3481,A
10.69,90.95,8091,0.117,0.3524,A
13.32,95.09,9019,0.178,0.3403,A
9.88,91.0,9398,0.2,0.3731,A
11.2,90.39,8638,0.254,0.4434,A
6.83,98.95,10656,0.257,0.418,A
10.24,84.81,8823,0.185,0.4383,B
9.63,100.0,9596,0.148,0.2441,A
11.43,88.25,8857,0.269,0.3748,B
15.15,78.79,7372,0.189,0.517,B
5.99,100.0,10301,0.13,0.298,A
14.47,89.48,7746,0.157,0.337,B
10.28,97.13,9525,0.172,0.4063,A
13.53,93.81,8725,0.367,0.4536,A
14.36,84.35,7056,0.321,0.4458,B
11.96,90.5,7241,0.241,0.4307,A
12.99,88.73,7943,0.199,0.4047,B
14.45,92.83,9204,0.214,0.4256,A
7.96,91.79,9672,0.18,0.3495,A
12.8,88.1,8178,0.205,0.3984,B
11.17,85.24,7061,0.245,0.3786,B
14.39,87.99,6528,0.28,0.4599,B
13.81,95.81,9032,0.107,0.2834,A
7.87,92.71,10267,0.209,0.3558,A
10.26,88.2,7326,0.236,0.3808,B
10.08,93.61,8742,0.163,0.3866,A
7.19,91.63,8102,0.245,0.3785,A
14.32,87.24,8153,0.256,0.4702,B
11.11,94.49,9554,0.287,0.361,A
8.84,92.24,8361,0.144,0.3242,A
12.86,95.45,9713,0.278,0.3676,A
12.29,96.41,8148,0.211,0.3605,A
9.78,96.86,8221,0.251,0.3456,A
18.75,87.77,6643,0.261,0.43,B
16.62,81.24,8012,0.201,0.4405,B
14.3,85.24,6826,0.252,0.4878,B
8.84,94.56,8960,0.207,0.3903,A
11.4,92.79,7427,0.213,0.3861,A
16.71,91.92,8315,0.198,0.3986,B
10.0,99.26,10920,0.226,0.3607,A
12.34,97.76,9463,0.231,0.2705,A
6.1,99.21,10687,0.181,0.3054,A
15.2,87.65,7098,0.28,0.449,B
10.34,100.0,11214,0.158,0.2053,A
13.16,82.26,7002,0.218,0.4847,B
10.26,92.21,7658,0.198,0.4505,A
15.58,91.77,7502,0.283,0.4423,B
12.71,78.88,6624,0.263,0.4854,B
11.41,91.82,9821,0.243,0.3893,A
20.19,83.91,6283,0.371,0.5811,B
10.9,93.75,7897,0.255,0.43,A
7.36,90.46,8928,0.155,0.3911,A
10.85,91.04,7937,0.199,0.4429,A
8.25,97.62,8611,0.156,0.3157,A
9.91,83.22,10036,0.173,0.4423,B
12.91,94.64,8779,0.219,0.3378,A
15.01,93.8,7870,0.268,0.4391,B
10.65,89.14,8577,0.155,0.3581,B
14.49,81.5,6612,0.276,0.4103,B
7.79,100.0,9768,0.148,0.2819,A
11.49,97.52,10820,0.178,0.2834,A
14.96,91.22,6616,0.262,0.4152,A
12.06,92.92,7071,0.279,0.4852,A
14.17,91.21,7267,0.334,0.4701,A
16.03,89.78,6828,0.27,0.4911,B
9.01,93.82,8581,0.199,0.428,A
8.08,98.57,9067,0.178,0.3252,A
11.73,91.89,7503,0.221,0.4104,A
12.42,92.65,8346,0.24,0.4019,A
15.33,83.1,7663,0.168,0.5065,B
10.53,98.26,11225,0.246,0.3054,A
6.76,90.13,9024,0.107,0.3251,A
13.98,94.89,8472,0.29,0.4568,A
14.42,79.6,8542,0.197,0.4939,B
14.61,92.03,8054,0.22,0.4074,A
21.35,82.77,7076,0.399,0.5813,B
9.63,100.0,8750,0.166,0.3687,A
14.05,89.96,8362,0.292,0.4615,B
14.18,89.69,7431,0.203,0.4042,B
7.22,93.38,8434,0.268,0.3876,A
10.13,98.13,10261,0.194,0.3154,A
5.52,99.27,9515,0.186,0.3936,A
10.55,97.64,9690,0.216,0.3204,A
16.27,81.37,7818,0.193,0.4951,B
9.77,100.0,12000,0.101,0.2233,A
15.24,84.95,7357,0.325,0.4264,B
15.66,89.6,7498,0.258,0.4643,B
6.61,100.0,10947,0.118,0.2913,A
10.27,93.56,9092,0.192,0.3438,A
9.8,92.47,9015,0.193,0.4154,A
12.71,93.01,8465,0.162,0.4052,A
13.41,90.65,9094,0.324,0.497,A
14.17,91.58,8134,0.215,0.446,A
12.59,96.11,7339,0.238,0.4662,A
9.48,100.0,9966,0.133,0.2328,A
15.44,88.2,7667,0.349,0.4908,B
9.7,97.21,8487,0.174,0.3409,A
14.05,89.22,6613,0.226,0.4408,B
11.39,83.51,7591,0.193,0.4031,B
10.66,98.43,9144,0.257,0.3467,A
16.24,79.65,8354,0.26,0.607,B
14.89,87.3,7644,0.217,0.3367,B
8.59,85.35,8121,0.226,0.4561,B
8.57,92.35,8858,0.177,0.3229,A
14.23,89.95,7602,0.315,0.5003,B
15.82,88.39,8640,0.291,0.58,B
10.93,93.35,8357,0.23,0.3305,A
13.58,74.72,7388,0.278,0.7127,C
7.6,97.61,7800,0.226,0.354,A
24.62,81.96,7679,0.467,0.6183,B
14.58,88.13,8447,0.345,0.5601,B
13.74,97.72,9270,0.246,0.3915,A
9.23,97.75,8998,0.191,0.34,A
19.34,91.27,6828,0.297,0.4923,B
