date,region,state,saidi_hours,saifi_interruptions,caidi_hours,customers_affected,major_outages,grid_availability_percent
2023-06-01,North West,Jigawa,320.07,40.01,8.0,143423,2,55.55
2023-06-01,North West,Kaduna,302.87,37.86,8.0,71790,2,57.93
2023-06-01,North West,Kano,255.39,31.92,8.0,97668,2,64.53
2023-06-01,North West,Katsina,221.06,27.63,8.0,272749,2,69.3
2023-06-01,North West,Kebbi,222.6,27.83,8.0,176881,1,69.08
2023-06-01,North West,Sokoto,286.29,35.79,8.0,251771,0,60.24
2023-06-01,North West,Zamfara,234.32,29.29,8.0,340281,1,67.46
2023-06-01,South East,Abia,240.51,30.61,7.86,362827,0,66.6
2023-06-01,South East,Anambra,287.5,36.59,7.86,186557,4,60.07
2023-06-01,South East,Ebonyi,310.0,39.45,7.86,172777,4,56.94
2023-06-01,South East,Enugu,279.76,35.61,7.86,199415,3,61.14
2023-06-01,South East,Imo,329.17,41.89,7.86,362113,1,54.28
2023-06-01,South South,Akwa Ibom,281.22,31.25,9.0,407589,1,60.94
2023-06-01,South South,Bayelsa,239.67,26.63,9.0,353648,2,66.71
2023-06-01,South South,Cross River,164.01,18.22,9.0,55585,1,77.22
2023-06-01,South South,Delta,286.51,31.83,9.0,50927,3,60.21
2023-06-01,South South,Edo,204.69,22.74,9.0,317127,0,71.57
2023-06-01,South South,Rivers,239.78,26.64,9.0,287818,4,66.7
2023-06-01,South West,Ekiti,189.77,23.72,8.0,432162,0,73.64
2023-06-01,South West,Lagos,81.43,10.18,8.0,130695,0,88.69
2023-06-01,South West,Ogun,191.27,23.91,8.0,165398,1,73.44
2023-06-01,South West,Ondo,201.84,25.23,8.0,414863,4,71.97
2023-06-01,South West,Osun,176.62,22.08,8.0,289112,5,75.47
2023-06-01,South West,Oyo,144.7,18.09,8.0,164738,2,79.9
2023-07-01,North Central,FCT,170.84,21.36,8.0,403163,2,76.27
2023-07-01,North Central,Benue,274.06,34.26,8.0,379704,2,61.94
2023-07-01,North Central,Kogi,161.9,20.24,8.0,109924,0,77.51
2023-07-01,North Central,Kwara,221.08,27.63,8.0,314811,2,69.29
2023-07-01,North Central,Nasarawa,255.63,31.95,8.0,26063,2,64.5
2023-07-01,North Central,Niger,223.04,27.88,8.0,392664,2,69.02
2023-07-01,North Central,Plateau,232.48,29.06,8.0,415726,1,67.71
2023-07-01,North East,Adamawa,386.05,48.26,8.0,24769,4,46.38
2023-07-01,North East,Bauchi,294.63,36.83,8.0,165457,2,59.08
2023-07-01,North East,Borno,419.68,52.46,8.0,407215,0,41.71
2023-07-01,North East,Gombe,317.63,39.7,8.0,128960,0,55.88
2023-07-01,North East,Taraba,282.74,35.34,8.0,251960,4,60.73
2023-07-01,North East,Yobe,369.41,46.18,8.0,166973,1,48.69
2023-07-01,North West,Jigawa,347.91,43.49,8.0,282486,2,51.68
2023-07-01,North West,Kaduna,364.84,45.6,8.0,140834,1,49.33
2023-07-01,North West,Kano,286.4,35.8,8.0,427217,0,60.22
2023-07-01,North West,Katsina,329.03,41.13,8.0,424269,3,54.3
2023-07-01,North West,Kebbi,254.49,31.81,8.0,443769,2,64.65
2023-07-01,North West,Sokoto,365.65,45.71,8.0,346007,2,49.21
2023-07-01,North West,Zamfara,237.02,29.63,8.0,361301,6,67.08
2023-07-01,South East,Abia,325.7,41.45,7.86,379301,2,54.76
2023-07-01,South East,Anambra,274.78,34.97,7.86,20524,2,61.84
2023-07-01,South East,Ebonyi,331.72,42.22,7.86,386601,1,53.93
2023-07-01,South East,Enugu,271.83,34.6,7.86,409815,2,62.25
2023-07-01,South East,Imo,255.98,32.58,7.86,478347,2,64.45
2023-07-01,South South,Akwa Ibom,232.67,25.85,9.0,227393,6,67.69
2023-07-01,South South,Bayelsa,225.64,25.07,9.0,260451,3,68.66
2023-07-01,South South,Cross River,211.16,23.46,9.0,293544,2,70.67
2023-07-01,South South,Delta,302.81,33.65,9.0,63662,1,57.94
2023-07-01,South South,Edo,285.71,31.75,9.0,183437,3,60.32
2023-07-01,South South,Rivers,184.04,20.45,9.0,146578,1,74.44
2023-07-01,South West,Ekiti,140.53,17.57,8.0,395702,6,80.48
2023-07-01,South West,Lagos,83.1,10.39,8.0,17365,3,88.46
2023-07-01,South West,Ogun,122.09,15.26,8.0,350735,2,83.04
2023-07-01,South West,Ondo,111.26,13.91,8.0,439511,1,84.55
2023-07-01,South West,Osun,191.86,23.98,8.0,118451,2,73.35
2023-07-01,South West,Oyo,148.84,18.61,8.0,244944,0,79.33
2023-08-01,North Central,FCT,152.9,19.11,8.0,55976,2,78.76
2023-08-01,North Central,Benue,263.17,32.9,8.0,187183,1,63.45
2023-08-01,North Central,Kogi,232.9,29.11,8.0,49960,0,67.65
2023-08-01,North Central,Kwara,236.83,29.6,8.0,491135,3,67.11
2023-08-01,North Central,Nasarawa,185.75,23.22,8.0,453506,1,74.2
2023-08-01,North Central,Niger,242.97,30.37,8.0,411815,1,66.25
2023-08-01,North Central,Plateau,180.09,22.51,8.0,320339,1,74.99
2023-08-01,North East,Adamawa,389.53,48.69,8.0,332642,0,45.9
2023-08-01,North East,Bauchi,363.69,45.46,8.0,310829,2,49.49
2023-08-01,North East,Borno,390.88,48.86,8.0,339207,3,45.71
2023-08-01,North East,Gombe,343.8,42.98,8.0,432138,2,52.25
2023-08-01,North East,Taraba,332.95,41.62,8.0,85938,2,53.76
2023-08-01,North East,Yobe,369.28,46.16,8.0,461477,2,48.71
2023-08-01,North West,Jigawa,247.94,30.99,8.0,196223,3,65.56
2023-08-01,North West,Kaduna,326.6,40.82,8.0,205003,2,54.64
2023-08-01,North West,Kano,347.72,43.47,8.0,395184,2,51.71
2023-08-01,North West,Katsina,307.62,38.45,8.0,218894,2,57.27
2023-08-01,North West,Kebbi,248.18,31.02,8.0,265622,1,65.53
2023-08-01,North West,Sokoto,316.47,39.56,8.0,156362,3,56.05
2023-08-01,North West,Zamfara,368.45,46.06,8.0,361088,3,48.83
2023-08-01,South East,Abia,331.5,42.19,7.86,187146,0,53.96
2023-08-01,South East,Anambra,347.58,44.24,7.86,204627,0,51.73
2023-08-01,South East,Ebonyi,311.14,39.6,7.86,445988,2,56.79
2023-08-01,South East,Enugu,319.74,40.69,7.86,308326,2,55.59
2023-08-01,South East,Imo,264.21,33.63,7.86,56321,1,63.3
2023-08-01,South South,Akwa Ibom,223.58,24.84,9.0,432271,1,68.95
2023-08-01,South South,Bayelsa,181.63,20.18,9.0,208418,2,74.77
2023-08-01,South South,Cross River,262.34,29.15,9.0,499498,5,63.56
2023-08-01,South South,Delta,292.26,32.47,9.0,423655,0,59.41
2023-08-01,South South,Edo,295.27,32.81,9.0,189447,1,58.99
2023-08-01,South South,Rivers,166.98,18.55,9.0,262852,2,76.81
2023-08-01,South West,Ekiti,178.21,22.28,8.0,11483,5,75.25
2023-08-01,South West,Lagos,69.82,8.73,8.0,403991,2,90.3
2023-08-01,South West,Ogun,159.0,19.88,8.0,268286,5,77.92
2023-08-01,South West,Ondo,161.63,20.2,8.0,315117,2,77.55
2023-08-01,South West,Osun,193.76,24.22,8.0,126425,2,73.09
2023-08-01,South West,Oyo,138.79,17.35,8.0,38065,1,80.72
2023-09-01,North Central,FCT,193.31,24.16,8.0,59855,3,73.15
2023-09-01,North Central,Benue,232.64,29.08,8.0,125036,1,67.69
2023-09-01,North Central,Kogi,201.04,25.13,8.0,367885,2,72.08
2023-09-01,North Central,Kwara,185.01,23.13,8.0,287824,5,74.3
2023-09-01,North Central,Nasarawa,232.57,29.07,8.0,251943,3,67.7
2023-09-01,North Central,Niger,284.12,35.51,8.0,122692,2,60.54
2023-09-01,North Central,Plateau,260.31,32.54,8.0,151219,5,63.85
2023-09-01,North East,Adamawa,350.78,43.85,8.0,364173,2,51.28
2023-09-01,North East,Bauchi,331.59,41.45,8.0,359787,1,53.95
2023-09-01,North East,Borno,500.58,62.57,8.0,441943,2,30.47
2023-09-01,North East,Gombe,375.62,46.95,8.0,284618,1,47.83
2023-09-01,North East,Taraba,377.5,47.19,8.0,215696,1,47.57
2023-09-01,North East,Yobe,418.71,52.34,8.0,395856,1,41.85
2023-09-01,North West,Jigawa,224.07,28.01,8.0,120110,2,68.88
2023-09-01,North West,Kaduna,295.78,36.97,8.0,45550,0,58.92
2023-09-01,North West,Kano,337.63,42.2,8.0,332583,2,53.11
2023-09-01,North West,Katsina,297.61,37.2,8.0,332436,2,58.66
2023-09-01,North West,Kebbi,303.34,37.92,8.0,413661,1,57.87
2023-09-01,North West,Sokoto,292.0,36.5,8.0,379856,0,59.45
2023-09-01,North West,Zamfara,322.87,40.36,8.0,483004,1,55.16
2023-09-01,South East,Abia,308.84,39.31,7.86,33080,1,57.11
2023-09-01,South East,Anambra,229.48,29.21,7.86,428916,4,68.13
2023-09-01,South East,Ebonyi,211.93,26.97,7.86,368053,1,70.57
2023-09-01,South East,Enugu,249.67,31.78,7.86,13777,1,65.32
2023-09-01,South East,Imo,289.54,36.85,7.86,17879,3,59.79
2023-09-01,South South,Akwa Ibom,201.19,22.35,9.0,64050,1,72.06
2023-09-01,South South,Bayelsa,250.44,27.83,9.0,75998,2,65.22
2023-09-01,South South,Cross River,169.67,18.85,9.0,171417,1,76.43
2023-09-01,South South,Delta,274.83,30.54,9.0,214512,3,61.83
2023-09-01,South South,Edo,275.6,30.62,9.0,44147,2,61.72
2023-09-01,South South,Rivers,194.53,21.61,9.0,483434,3,72.98
2023-09-01,South West,Ekiti,151.59,18.95,8.0,308114,4,78.95
2023-09-01,South West,Lagos,69.88,8.74,8.0,196363,2,90.29
2023-09-01,South West,Ogun,160.83,20.1,8.0,74559,3,77.66
2023-09-01,South West,Ondo,160.89,20.11,8.0,300195,1,77.65
2023-09-01,South West,Osun,173.98,21.75,8.0,285774,1,75.84
2023-09-01,South West,Oyo,174.15,21.77,8.0,176512,4,75.81
2023-10-01,North Central,FCT,190.41,23.8,8.0,234877,2,73.55
2023-10-01,North Central,Benue,219.25,27.41,8.0,317115,1,69.55
2023-10-01,North Central,Kogi,224.61,28.08,8.0,278289,2,68.8
2023-10-01,North Central,Kwara,222.18,27.77,8.0,101490,0,69.14
2023-10-01,North Central,Nasarawa,210.24,26.28,8.0,268204,2,70.8
2023-10-01,North Central,Niger,233.76,29.22,8.0,196775,2,67.53
2023-10-01,North Central,Plateau,180.46,22.56,8.0,338746,5,74.94
2023-10-01,North East,Adamawa,367.1,45.89,8.0,332283,1,49.01
2023-10-01,North East,Bauchi,443.06,55.38,8.0,468289,2,38.46
2023-10-01,North East,Borno,482.8,60.35,8.0,365854,3,32.94
2023-10-01,North East,Gombe,442.87,55.36,8.0,447773,2,38.49
2023-10-01,North East,Taraba,294.37,36.8,8.0,192565,2,59.12
2023-10-01,North East,Yobe,480.33,60.04,8.0,315776,3,33.29
2023-10-01,North West,Jigawa,394.31,49.29,8.0,296734,1,45.23
2023-10-01,North West,Kaduna,223.4,27.93,8.0,101885,2,68.97
2023-10-01,North West,Kano,303.06,37.88,8.0,434537,4,57.91
2023-10-01,North West,Katsina,272.34,34.04,8.0,66072,1,62.17
2023-10-01,North West,Kebbi,300.98,37.62,8.0,123043,3,58.2
2023-10-01,North West,Sokoto,247.32,30.91,8.0,440929,1,65.65
2023-10-01,North West,Zamfara,313.07,39.13,8.0,103553,3,56.52
2023-10-01,South East,Abia,239.06,30.43,7.86,148263,3,66.8
2023-10-01,South East,Anambra,204.16,25.98,7.86,472890,0,71.64
2023-10-01,South East,Ebonyi,313.23,39.87,7.86,407401,6,56.5
2023-10-01,South East,Enugu,283.39,36.07,7.86,247966,1,60.64
2023-10-01,South East,Imo,245.16,31.2,7.86,423610,3,65.95
2023-10-01,South South,Akwa Ibom,189.82,21.09,9.0,287937,5,73.64
2023-10-01,South South,Bayelsa,203.89,22.65,9.0,293167,2,71.68
2023-10-01,South South,Cross River,179.79,19.98,9.0,393446,3,75.03
2023-10-01,South South,Delta,259.34,28.82,9.0,456119,2,63.98
2023-10-01,South South,Edo,187.33,20.81,9.0,335610,3,73.98
2023-10-01,South South,Rivers,152.45,16.94,9.0,278381,3,78.83
2023-10-01,South West,Ekiti,127.06,15.88,8.0,36543,0,82.35
2023-10-01,South West,Lagos,97.77,12.22,8.0,96368,4,86.42
2023-10-01,South West,Ogun,158.38,19.8,8.0,493471,3,78.0
2023-10-01,South West,Ondo,177.97,22.25,8.0,491588,0,75.28
2023-10-01,South West,Osun,168.85,21.11,8.0,263761,1,76.55
2023-10-01,South West,Oyo,121.98,15.25,8.0,28165,1,83.06
2023-11-01,North Central,FCT,109.73,13.72,8.0,314942,1,84.76
2023-11-01,North Central,Benue,143.21,17.9,8.0,495025,1,80.11
2023-11-01,North Central,Kogi,176.8,22.1,8.0,492652,2,75.44
2023-11-01,North Central,Kwara,187.82,23.48,8.0,441545,0,73.91
2023-11-01,North Central,Nasarawa,176.87,22.11,8.0,248724,1,75.43
2023-11-01,North Central,Niger,189.28,23.66,8.0,178700,0,73.71
2023-11-01,North Central,Plateau,182.64,22.83,8.0,466527,2,74.63
2023-11-01,North East,Adamawa,244.48,30.56,8.0,151964,2,66.04
2023-11-01,North East,Bauchi,406.23,50.78,8.0,43943,1,43.58
2023-11-01,North East,Borno,336.29,42.04,8.0,75130,1,53.29
2023-11-01,North East,Gombe,362.65,45.33,8.0,24347,2,49.63
2023-11-01,North East,Taraba,335.23,41.9,8.0,138272,2,53.44
2023-11-01,North East,Yobe,532.4,66.55,8.0,116285,1,26.06
2023-11-01,North West,Jigawa,279.41,34.93,8.0,196981,0,61.19
2023-11-01,North West,Kaduna,274.1,34.26,8.0,46463,4,61.93
2023-11-01,North West,Kano,227.38,28.42,8.0,22307,0,68.42
2023-11-01,North West,Katsina,202.36,25.29,8.0,244174,1,71.9
2023-11-01,North West,Kebbi,240.08,30.01,8.0,129800,2,66.66
2023-11-01,North West,Sokoto,252.96,31.62,8.0,396233,2,64.87
2023-11-01,North West,Zamfara,235.13,29.39,8.0,366502,2,67.34
2023-11-01,South East,Abia,172.86,22.0,7.86,228431,1,75.99
2023-11-01,South East,Anambra,253.11,32.21,7.86,282359,3,64.85
2023-11-01,South East,Ebonyi,249.07,31.7,7.86,423567,1,65.41
2023-11-01,South East,Enugu,236.45,30.09,7.86,494873,1,67.16
2023-11-01,South East,Imo,269.84,34.34,7.86,139510,0,62.52
2023-11-01,South South,Akwa Ibom,172.5,19.17,9.0,59133,0,76.04
2023-11-01,South South,Bayelsa,176.04,19.56,9.0,310214,4,75.55
2023-11-01,South South,Cross River,190.03,21.11,9.0,350794,2,73.61
2023-11-01,South South,Delta,174.42,19.38,9.0,16934,3,75.78
2023-11-01,South South,Edo,186.12,20.68,9.0,463804,1,74.15
2023-11-01,South South,Rivers,134.35,14.93,9.0,197818,3,81.34
2023-11-01,South West,Ekiti,95.35,11.92,8.0,474798,1,86.76
2023-11-01,South West,Lagos,53.02,6.63,8.0,460124,2,92.64
2023-11-01,South West,Ogun,139.44,17.43,8.0,138503,4,80.63
2023-11-01,South West,Ondo,149.55,18.69,8.0,121055,2,79.23
2023-11-01,South West,Osun,141.56,17.69,8.0,403219,1,80.34
2023-11-01,South West,Oyo,133.83,16.73,8.0,41180,1,81.41
2023-12-01,North Central,FCT,174.26,21.78,8.0,388129,3,75.8
2023-12-01,North Central,Benue,162.42,20.3,8.0,106782,1,77.44
2023-12-01,North Central,Kogi,198.53,24.82,8.0,368826,3,72.43
2023-12-01,North Central,Kwara,196.41,24.55,8.0,465642,0,72.72
2023-12-01,North Central,Nasarawa,166.76,20.84,8.0,360624,2,76.84
2023-12-01,North Central,Niger,235.53,29.44,8.0,280251,0,67.29
2023-12-01,North Central,Plateau,186.34,23.29,8.0,173291,4,74.12
2023-12-01,North East,Adamawa,236.53,29.57,8.0,27994,2,67.15
2023-12-01,North East,Bauchi,302.49,37.81,8.0,449350,4,57.99
2023-12-01,North East,Borno,455.18,56.9,8.0,27806,4,36.78
2023-12-01,North East,Gombe,415.41,51.93,8.0,452646,0,42.3
2023-12-01,North East,Taraba,373.57,46.7,8.0,304410,0,48.12
2023-12-01,North East,Yobe,433.14,54.14,8.0,83358,1,39.84
2023-12-01,North West,Jigawa,342.68,42.84,8.0,471011,0,52.41
2023-12-01,North West,Kaduna,316.93,39.62,8.0,278957,4,55.98
2023-12-01,North West,Kano,233.25,29.16,8.0,423041,0,67.6
2023-12-01,North West,Katsina,353.16,44.14,8.0,375126,2,50.95
2023-12-01,North West,Kebbi,211.74,26.47,8.0,217561,3,70.59
2023-12-01,North West,Sokoto,222.37,27.8,8.0,495148,0,69.12
2023-12-01,North West,Zamfara,248.39,31.05,8.0,386995,3,65.5
2023-12-01,South East,Abia,192.96,24.56,7.86,425497,1,73.2
2023-12-01,South East,Anambra,264.83,33.71,7.86,491992,1,63.22
2023-12-01,South East,Ebonyi,228.83,29.12,7.86,472556,2,68.22
2023-12-01,South East,Enugu,234.04,29.79,7.86,443492,1,67.49
2023-12-01,South East,Imo,217.49,27.68,7.86,194332,1,69.79
2023-12-01,South South,Akwa Ibom,162.31,18.03,9.0,415008,3,77.46
2023-12-01,South South,Bayelsa,153.18,17.02,9.0,345830,2,78.73
2023-12-01,South South,Cross River,129.1,14.34,9.0,118303,2,82.07
2023-12-01,South South,Delta,189.15,21.02,9.0,80635,1,73.73
2023-12-01,South South,Edo,186.24,20.69,9.0,265670,0,74.13
2023-12-01,South South,Rivers,160.37,17.82,9.0,290404,3,77.73
2023-12-01,South West,Ekiti,150.4,18.8,8.0,472319,5,79.11
2023-12-01,South West,Lagos,51.2,6.4,8.0,481490,1,92.89
2023-12-01,South West,Ogun,153.89,19.24,8.0,34230,2,78.63
2023-12-01,South West,Ondo,142.13,17.77,8.0,443084,1,80.26
2023-12-01,South West,Osun,135.43,16.93,8.0,360501,1,81.19
2023-12-01,South West,Oyo,107.09,13.39,8.0,447119,1,85.13
2024-01-01,North Central,FCT,125.3,15.66,8.0,202097,3,82.6
2024-01-01,North Central,Benue,162.95,20.37,8.0,222761,1,77.37
2024-01-01,North Central,Kogi,234.96,29.37,8.0,103683,5,67.37
2024-01-01,North Central,Kwara,183.68,22.96,8.0,409713,0,74.49
2024-01-01,North Central,Nasarawa,201.73,25.22,8.0,460998,2,71.98
2024-01-01,North Central,Niger,246.52,30.82,8.0,456715,2,65.76
2024-01-01,North Central,Plateau,231.51,28.94,8.0,408384,1,67.85
2024-01-01,North East,Adamawa,365.35,45.67,8.0,346314,3,49.26
2024-01-01,North East,Bauchi,238.53,29.82,8.0,290812,2,66.87
2024-01-01,North East,Borno,540.47,67.56,8.0,452765,1,24.93
2024-01-01,North East,Gombe,272.44,34.06,8.0,393370,1,62.16
2024-01-01,North East,Taraba,250.19,31.27,8.0,447578,4,65.25
2024-01-01,North East,Yobe,450.19,56.27,8.0,248178,1,37.47
2024-01-01,North West,Jigawa,271.9,33.99,8.0,321904,8,62.24
2024-01-01,North West,Kaduna,197.58,24.7,8.0,162357,2,72.56
2024-01-01,North West,Kano,225.32,28.17,8.0,206099,2,68.71
2024-01-01,North West,Katsina,197.07,24.63,8.0,125940,5,72.63
2024-01-01,North West,Kebbi,258.88,32.36,8.0,324701,5,64.04
2024-01-01,North West,Sokoto,260.77,32.6,8.0,11057,2,63.78
2024-01-01,North West,Zamfara,296.13,37.02,8.0,210472,2,58.87
2024-01-01,South East,Abia,170.15,21.66,7.86,40840,0,76.37
2024-01-01,South East,Anambra,165.3,21.04,7.86,351342,0,77.04
2024-01-01,South East,Ebonyi,188.52,23.99,7.86,331905,0,73.82
2024-01-01,South East,Enugu,274.15,34.89,7.86,243967,2,61.92
2024-01-01,South East,Imo,231.92,29.52,7.86,171081,2,67.79
2024-01-01,South South,Akwa Ibom,217.93,24.21,9.0,103998,3,69.73
2024-01-01,South South,Bayelsa,183.18,20.35,9.0,244484,2,74.56
2024-01-01,South South,Cross River,181.0,20.11,9.0,394031,2,74.86
2024-01-01,South South,Delta,165.64,18.4,9.0,19777,2,76.99
2024-01-01,South South,Edo,194.04,21.56,9.0,161277,3,73.05
2024-01-01,South South,Rivers,168.55,18.73,9.0,189193,0,76.59
2024-01-01,South West,Ekiti,127.55,15.94,8.0,135428,3,82.28
2024-01-01,South West,Lagos,85.72,10.71,8.0,417829,0,88.1
2024-01-01,South West,Ogun,105.25,13.16,8.0,436730,2,85.38
2024-01-01,South West,Ondo,123.79,15.47,8.0,139661,2,82.81
2024-01-01,South West,Osun,90.85,11.36,8.0,298111,2,87.38
2024-01-01,South West,Oyo,114.42,14.3,8.0,376723,1,84.11
2024-02-01,North Central,FCT,164.02,20.5,8.0,190650,1,77.22
2024-02-01,North Central,Benue,250.87,31.36,8.0,406585,2,65.16
2024-02-01,North Central,Kogi,178.7,22.34,8.0,329931,4,75.18
2024-02-01,North Central,Kwara,174.67,21.83,8.0,59176,2,75.74
2024-02-01,North Central,Nasarawa,190.49,23.81,8.0,261844,2,73.54
2024-02-01,North Central,Niger,198.52,24.81,8.0,88950,3,72.43
2024-02-01,North Central,Plateau,201.24,25.15,8.0,421884,2,72.05
2024-02-01,North East,Adamawa,279.08,34.89,8.0,226226,1,61.24
2024-02-01,North East,Bauchi,297.2,37.15,8.0,346650,1,58.72
2024-02-01,North East,Borno,619.88,77.49,8.0,285745,2,13.91
2024-02-01,North East,Gombe,328.39,41.05,8.0,404488,3,54.39
2024-02-01,North East,Taraba,270.36,33.8,8.0,186735,1,62.45
2024-02-01,North East,Yobe,375.77,46.97,8.0,437881,3,47.81
2024-02-01,North West,Jigawa,256.89,32.11,8.0,385067,2,64.32
2024-02-01,North West,Kaduna,231.2,28.9,8.0,134254,0,67.89
2024-02-01,North West,Kano,247.62,30.95,8.0,209054,0,65.61
2024-02-01,North West,Katsina,339.87,42.48,8.0,344115,3,52.8
2024-02-01,North West,Kebbi,299.34,37.42,8.0,410341,1,58.42
2024-02-01,North West,Sokoto,239.64,29.96,8.0,147038,2,66.72
2024-02-01,North West,Zamfara,328.13,41.02,8.0,93123,1,54.43
2024-02-01,South East,Abia,189.95,24.18,7.86,161291,3,73.62
2024-02-01,South East,Anambra,232.56,29.6,7.86,432870,0,67.7
2024-02-01,South East,Ebonyi,237.81,30.27,7.86,260692,1,66.97
2024-02-01,South East,Enugu,243.3,30.96,7.86,161595,3,66.21
2024-02-01,South East,Imo,252.57,32.15,7.86,478738,0,64.92
2024-02-01,South South,Akwa Ibom,183.15,20.35,9.0,15470,2,74.56
2024-02-01,South South,Bayelsa,200.23,22.25,9.0,396698,6,72.19
2024-02-01,South South,Cross River,204.73,22.75,9.0,459451,3,71.56
2024-02-01,South South,Delta,129.27,14.36,9.0,375651,4,82.05
2024-02-01,South South,Edo,193.67,21.52,9.0,58869,3,73.1
2024-02-01,South South,Rivers,113.23,12.58,9.0,125743,3,84.27
2024-02-01,South West,Ekiti,144.24,18.03,8.0,499732,2,79.97
2024-02-01,South West,Lagos,82.47,10.31,8.0,221117,2,88.55
2024-02-01,South West,Ogun,96.48,12.06,8.0,465016,0,86.6
2024-02-01,South West,Ondo,104.73,13.09,8.0,285843,2,85.45
2024-02-01,South West,Osun,145.85,18.23,8.0,302119,1,79.74
2024-02-01,South West,Oyo,132.62,16.58,8.0,343458,4,81.58
2024-03-01,North Central,FCT,160.96,20.12,8.0,487730,3,77.64
2024-03-01,North Central,Benue,250.71,31.34,8.0,241936,1,65.18
2024-03-01,North Central,Kogi,248.03,31.0,8.0,138518,2,65.55
2024-03-01,North Central,Kwara,198.16,24.77,8.0,333645,2,72.48
2024-03-01,North Central,Nasarawa,255.0,31.87,8.0,481356,3,64.58
2024-03-01,North Central,Niger,153.56,19.2,8.0,274343,2,78.67
2024-03-01,North Central,Plateau,164.46,20.56,8.0,444594,2,77.16
2024-03-01,North East,Adamawa,293.88,36.74,8.0,346223,3,59.18
2024-03-01,North East,Bauchi,269.27,33.66,8.0,64271,2,62.6
2024-03-01,North East,Borno,478.8,59.85,8.0,78632,2,33.5
2024-03-01,North East,Gombe,236.88,29.61,8.0,426426,3,67.1
2024-03-01,North East,Taraba,281.53,35.19,8.0,285834,1,60.9
2024-03-01,North East,Yobe,461.29,57.66,8.0,425285,4,35.93
2024-03-01,North West,Jigawa,305.63,38.2,8.0,358863,2,57.55
2024-03-01,North West,Kaduna,297.99,37.25,8.0,270201,2,58.61
2024-03-01,North West,Kano,326.98,40.87,8.0,490825,1,54.59
2024-03-01,North West,Katsina,226.73,28.34,8.0,37953,2,68.51
2024-03-01,North West,Kebbi,284.24,35.53,8.0,437697,0,60.52
2024-03-01,North West,Sokoto,287.41,35.93,8.0,353498,6,60.08
2024-03-01,North West,Zamfara,292.57,36.57,8.0,395372,2,59.37
2024-03-01,South East,Abia,236.76,30.13,7.86,212060,2,67.12
2024-03-01,South East,Anambra,239.13,30.43,7.86,437982,2,66.79
2024-03-01,South East,Ebonyi,243.97,31.05,7.86,498787,3,66.12
2024-03-01,South East,Enugu,245.36,31.23,7.86,96877,2,65.92
2024-03-01,South East,Imo,182.52,23.23,7.86,246014,3,74.65
2024-03-01,South South,Akwa Ibom,166.22,18.47,9.0,163274,1,76.91
2024-03-01,South South,Bayelsa,203.32,22.59,9.0,214454,2,71.76
2024-03-01,South South,Cross River,232.06,25.78,9.0,52162,1,67.77
2024-03-01,South South,Delta,228.02,25.34,9.0,153605,2,68.33
2024-03-01,South South,Edo,201.2,22.36,9.0,255716,1,72.06
2024-03-01,South South,Rivers,180.85,20.09,9.0,64179,2,74.88
2024-03-01,South West,Ekiti,86.07,10.76,8.0,173245,5,88.05
2024-03-01,South West,Lagos,85.19,10.65,8.0,181895,1,88.17
2024-03-01,South West,Ogun,97.87,12.23,8.0,73264,1,86.41
2024-03-01,South West,Ondo,120.17,15.02,8.0,27351,3,83.31
2024-03-01,South West,Osun,105.97,13.25,8.0,397726,1,85.28
2024-03-01,South West,Oyo,140.79,17.6,8.0,137674,1,80.45
2024-04-01,North Central,FCT,112.62,14.08,8.0,112629,2,84.36
2024-04-01,North Central,Benue,185.66,23.21,8.0,157492,1,74.21
2024-04-01,North Central,Kogi,247.93,30.99,8.0,21944,4,65.57
2024-04-01,North Central,Kwara,180.64,22.58,8.0,77334,1,74.91
2024-04-01,North Central,Nasarawa,231.77,28.97,8.0,271075,3,67.81
2024-04-01,North Central,Niger,154.56,19.32,8.0,271567,3,78.53
2024-04-01,North Central,Plateau,194.89,24.36,8.0,115034,3,72.93
2024-04-01,North East,Adamawa,333.75,41.72,8.0,334474,3,53.65
2024-04-01,North East,Bauchi,288.0,36.0,8.0,414104,3,60.0
2024-04-01,North East,Borno,465.0,58.13,8.0,447649,2,35.42
2024-04-01,North East,Gombe,387.57,48.45,8.0,250504,2,46.17
2024-04-01,North East,Taraba,341.18,42.65,8.0,219679,1,52.61
2024-04-01,North East,Yobe,382.72,47.84,8.0,91828,4,46.84
2024-04-01,North West,Jigawa,360.4,45.05,8.0,102373,2,49.94
2024-04-01,North West,Kaduna,224.65,28.08,8.0,439521,4,68.8
2024-04-01,North West,Kano,194.99,24.37,8.0,372961,1,72.92
2024-04-01,North West,Katsina,285.48,35.69,8.0,284362,3,60.35
2024-04-01,North West,Kebbi,252.56,31.57,8.0,166179,0,64.92
2024-04-01,North West,Sokoto,296.7,37.09,8.0,486527,2,58.79
2024-04-01,North West,Zamfara,245.95,30.74,8.0,379288,2,65.84
2024-04-01,South East,Abia,194.26,24.72,7.86,110869,2,73.02
2024-04-01,South East,Anambra,224.14,28.53,7.86,438595,2,68.87
2024-04-01,South East,Ebonyi,205.13,26.11,7.86,172150,1,71.51
2024-04-01,South East,Enugu,185.53,23.61,7.86,43628,5,74.23
2024-04-01,South East,Imo,181.37,23.08,7.86,353996,4,74.81
2024-04-01,South South,Akwa Ibom,225.5,25.06,9.0,28618,2,68.68
