Country,Country_Name,Age,Age_Group,Gender,Education,Education_Level,Income_Level,Urban_Rural,Marital_Status,Employment_Status,Household_Size,Bank_Type,Bank_Type_Name,Years_with_Account,Frequency_of_Use,Past_Victim,Fraud_Awareness,Fraud_Concern,Security_Knowledge,Tech_Adoption,Smartphone_Usage,Internet_Usage,Trust_Traditional_Banking,Trust_Digital_Banking,Financial_Literacy,Risk_Tolerance
1,Nigeria,37,35-44,2,1,No formal,2,1,4,1,2,1,Traditional Commercial,11,4,0,4.0,2.3,1.8,4.2,2.9,2.7,2.6,3.7,1.5,1.5
1,Nigeria,61,55-65,1,5,Bachelor,3,2,2,1,2,1,Traditional Commercial,28,4,0,3.1,2.5,2.5,2.5,2.0,3.9,3.9,3.3,4.7,2.6
1,Nigeria,26,25-34,2,4,Diploma,4,1,3,1,5,2,Digital-Only Bank,4,5,0,4.4,3.5,2.6,4.7,2.5,4.1,2.9,3.9,4.4,3.5
2,Ghana,34,25-34,1,1,No formal,4,1,3,4,1,1,Traditional Commercial,11,3,1,4.1,5.0,3.0,4.9,3.7,5.0,2.8,3.1,4.3,2.6
1,Nigeria,20,18-24,1,3,Secondary,2,2,1,2,5,1,Traditional Commercial,0,4,0,4.1,3.6,2.4,2.9,4.2,4.5,2.4,3.5,2.3,2.8
2,Ghana,31,25-34,1,5,Bachelor,3,2,3,1,1,1,Traditional Commercial,1,1,1,4.0,4.2,2.5,3.6,3.2,4.7,3.1,4.1,3.1,2.2
2,Ghana,47,45-54,2,3,Secondary,3,2,1,2,4,1,Traditional Commercial,10,2,0,1.0,2.7,1.0,3.2,3.7,3.1,2.8,2.2,2.5,3.0
1,Nigeria,61,55-65,1,4,Diploma,4,1,2,1,4,1,Traditional Commercial,22,3,0,2.7,2.1,3.3,3.1,2.9,3.2,4.1,1.9,3.3,3.2
2,Ghana,36,35-44,2,3,Secondary,4,2,3,1,2,1,Traditional Commercial,18,4,0,2.1,3.4,3.2,3.1,3.4,3.0,4.3,3.8,2.7,2.9
1,Nigeria,20,18-24,2,4,Diploma,2,2,1,2,4,3,Microfinance,0,3,0,3.9,1.7,3.7,3.1,2.9,4.3,3.5,2.3,2.9,3.7
2,Ghana,50,45-54,1,6,Postgraduate,1,1,3,2,5,1,Traditional Commercial,17,2,0,3.6,3.9,4.6,3.5,2.7,4.6,3.3,3.0,4.0,2.3
2,Ghana,20,18-24,2,6,Postgraduate,2,2,1,2,6,1,Traditional Commercial,2,3,1,4.4,3.0,3.8,3.0,3.8,4.2,3.1,3.5,3.9,3.0
1,Nigeria,22,18-24,1,4,Diploma,2,1,1,3,4,1,Traditional Commercial,1,3,0,2.1,3.0,2.2,4.0,4.4,5.0,2.8,4.1,2.2,3.3
1,Nigeria,52,45-54,2,3,Secondary,3,2,3,2,4,3,Microfinance,4,3,0,3.0,2.2,1.2,1.6,1.4,2.4,3.8,3.4,3.1,3.4
2,Ghana,30,25-34,2,4,Diploma,3,2,2,1,6,1,Traditional Commercial,8,1,1,3.4,3.6,2.3,2.9,3.2,5.0,2.8,3.4,2.2,3.7
1,Nigeria,26,25-34,2,3,Secondary,2,2,4,1,2,2,Digital-Only Bank,4,4,1,4.9,4.1,3.4,5.0,3.2,3.6,1.4,3.9,3.9,3.8
1,Nigeria,39,35-44,2,6,Postgraduate,3,1,2,1,3,2,Digital-Only Bank,0,3,1,3.7,2.8,3.3,4.2,4.1,2.4,3.7,3.7,2.5,3.5
1,Nigeria,33,25-34,2,4,Diploma,5,2,2,1,7,1,Traditional Commercial,11,2,1,5.0,4.0,3.7,4.7,4.1,3.4,3.1,3.6,4.2,2.5
1,Nigeria,45,35-44,2,3,Secondary,3,1,2,4,9,1,Traditional Commercial,0,4,1,4.5,4.2,2.7,4.1,2.0,1.7,3.4,2.6,3.2,2.9
2,Ghana,33,25-34,2,1,No formal,2,2,2,2,5,2,Digital-Only Bank,1,2,0,2.4,2.9,2.7,4.0,4.2,3.3,4.0,4.2,2.5,1.6
1,Nigeria,33,25-34,1,4,Diploma,3,2,1,1,2,2,Digital-Only Bank,0,2,1,4.3,2.8,2.5,5.0,3.4,4.8,2.7,4.5,3.0,3.5
1,Nigeria,45,35-44,2,6,Postgraduate,3,1,2,1,8,2,Digital-Only Bank,7,2,1,4.3,3.3,2.5,4.6,4.7,2.1,2.3,2.7,3.1,2.8
1,Nigeria,30,25-34,2,4,Diploma,4,1,2,1,4,2,Digital-Only Bank,1,3,0,2.9,2.8,1.0,4.1,3.3,4.7,1.8,3.2,4.0,4.2
2,Ghana,24,18-24,1,2,Primary,3,2,1,1,7,1,Traditional Commercial,3,5,0,2.4,3.7,3.0,4.6,3.2,3.9,3.1,3.4,3.2,3.6
1,Nigeria,40,35-44,1,1,No formal,3,1,2,1,3,2,Digital-Only Bank,7,1,0,3.5,1.7,2.4,4.8,3.6,3.7,3.5,4.1,4.5,2.5
2,Ghana,28,25-34,1,3,Secondary,3,2,3,3,1,1,Traditional Commercial,10,1,1,3.4,4.1,3.7,1.7,4.6,3.2,2.1,3.2,4.1,3.2
1,Nigeria,34,25-34,1,5,Bachelor,3,1,3,1,1,1,Traditional Commercial,4,2,0,4.1,2.6,2.7,5.0,2.9,4.5,2.6,2.5,3.8,2.8
2,Ghana,19,18-24,1,6,Postgraduate,4,2,1,2,3,2,Digital-Only Bank,0,2,1,5.0,3.5,2.5,4.9,2.1,5.0,3.1,3.7,3.6,3.2
1,Nigeria,30,25-34,1,5,Bachelor,1,1,2,1,7,1,Traditional Commercial,3,2,0,3.1,3.9,2.4,4.6,2.5,4.4,3.5,3.8,2.9,3.2
1,Nigeria,26,25-34,1,4,Diploma,3,2,2,1,1,1,Traditional Commercial,1,4,0,3.0,2.4,3.6,4.0,3.4,3.3,2.9,4.2,3.8,2.7
1,Nigeria,19,18-24,2,4,Diploma,1,2,1,2,5,1,Traditional Commercial,1,3,0,3.5,3.6,4.1,3.6,4.1,4.5,2.6,2.7,4.2,3.2
2,Ghana,30,25-34,1,4,Diploma,2,2,1,1,2,1,Traditional Commercial,4,3,0,2.1,2.5,2.3,3.7,3.7,3.7,3.6,3.6,4.2,1.6
2,Ghana,30,25-34,2,4,Diploma,3,1,2,3,5,2,Digital-Only Bank,8,2,0,3.6,3.4,2.6,3.7,3.9,3.5,2.9,3.3,3.5,2.9
1,Nigeria,35,25-34,2,4,Diploma,2,2,3,1,5,1,Traditional Commercial,4,5,0,2.7,3.7,3.0,2.4,1.8,2.9,3.4,3.2,2.8,2.3
2,Ghana,47,45-54,2,3,Secondary,2,1,2,1,3,2,Digital-Only Bank,6,1,0,3.5,1.8,3.9,4.2,4.3,3.5,2.8,3.0,2.6,1.9
2,Ghana,44,35-44,2,4,Diploma,4,2,2,1,2,1,Traditional Commercial,24,4,1,3.9,3.7,1.8,2.2,2.9,2.3,2.4,1.2,4.2,3.3
1,Nigeria,27,25-34,1,2,Primary,3,2,2,3,4,1,Traditional Commercial,2,3,0,2.5,2.4,1.0,4.8,3.2,3.0,4.0,3.6,3.7,2.2
1,Nigeria,33,25-34,2,3,Secondary,1,1,1,1,1,1,Traditional Commercial,3,3,0,2.3,1.9,2.6,4.3,3.5,4.6,3.9,3.2,2.9,3.2
1,Nigeria,37,35-44,2,5,Bachelor,3,1,2,1,7,1,Traditional Commercial,12,3,0,2.4,3.5,1.5,2.6,3.6,3.9,2.6,2.4,4.1,3.3
1,Nigeria,27,25-34,1,5,Bachelor,1,1,2,1,5,2,Digital-Only Bank,0,1,1,5.0,4.4,2.5,2.4,3.4,3.6,2.2,3.2,4.2,3.0
2,Ghana,21,18-24,1,4,Diploma,2,2,1,1,5,3,Microfinance,1,3,0,3.2,2.4,3.2,3.7,3.3,4.0,2.5,3.1,2.9,3.2
2,Ghana,29,25-34,1,1,No formal,3,2,2,1,3,2,Digital-Only Bank,2,3,0,4.6,3.8,2.4,3.6,4.7,5.0,3.1,4.5,2.2,3.6
2,Ghana,48,45-54,1,5,Bachelor,1,1,2,1,6,1,Traditional Commercial,29,1,1,3.9,5.0,3.5,2.3,3.0,4.4,3.2,2.4,4.5,3.4
1,Nigeria,20,18-24,1,4,Diploma,6,1,1,1,4,1,Traditional Commercial,1,3,0,4.1,3.5,2.8,3.4,3.7,3.8,3.5,2.6,4.0,4.3
1,Nigeria,23,18-24,2,3,Secondary,2,2,1,2,7,1,Traditional Commercial,0,2,1,3.4,3.0,2.0,2.5,2.8,1.4,1.9,3.0,2.9,3.7
2,Ghana,24,18-24,2,4,Diploma,4,1,2,1,6,1,Traditional Commercial,0,3,1,3.1,3.6,2.8,4.1,3.7,3.3,3.0,3.0,3.0,3.9
2,Ghana,23,18-24,2,3,Secondary,4,1,1,2,7,2,Digital-Only Bank,2,3,0,3.1,3.2,3.6,3.9,2.9,4.1,4.2,4.4,1.2,4.0
2,Ghana,39,35-44,2,3,Secondary,6,1,3,1,1,1,Traditional Commercial,12,4,1,3.2,4.3,3.5,2.8,4.0,2.8,3.5,2.3,3.4,3.2
2,Ghana,25,18-24,2,5,Bachelor,3,1,2,1,4,1,Traditional Commercial,7,2,1,4.1,3.4,4.1,3.2,3.1,5.0,3.1,2.4,3.7,3.2
2,Ghana,40,35-44,2,2,Primary,4,1,3,1,1,2,Digital-Only Bank,2,1,0,3.6,3.4,4.2,5.0,2.3,3.8,3.0,3.7,3.5,2.7
1,Nigeria,31,25-34,2,2,Primary,5,2,3,1,2,1,Traditional Commercial,1,4,0,3.6,4.1,2.6,2.4,3.0,3.6,2.7,2.8,3.0,2.9
1,Nigeria,20,18-24,1,1,No formal,2,1,1,2,4,1,Traditional Commercial,2,2,1,3.2,4.6,1.8,4.0,3.0,4.2,3.0,2.6,2.1,4.4
2,Ghana,27,25-34,2,3,Secondary,3,2,2,1,4,2,Digital-Only Bank,2,1,1,5.0,4.7,3.1,4.7,4.4,2.6,3.5,3.5,2.9,2.7
2,Ghana,44,35-44,2,2,Primary,1,1,1,2,4,2,Digital-Only Bank,5,3,1,4.7,4.3,1.6,3.2,4.0,4.3,2.8,3.4,3.7,3.6
1,Nigeria,32,25-34,1,2,Primary,3,2,2,3,1,1,Traditional Commercial,12,2,1,2.8,4.0,2.8,2.3,3.7,4.0,2.6,3.3,3.1,2.7
1,Nigeria,28,25-34,2,1,No formal,3,1,1,3,5,2,Digital-Only Bank,3,3,1,4.7,4.0,1.9,3.0,4.6,5.0,2.1,1.7,1.6,4.0
2,Ghana,48,45-54,2,2,Primary,2,2,2,2,3,1,Traditional Commercial,1,2,0,2.6,3.8,1.0,3.3,3.4,2.2,2.6,2.7,2.4,3.3
1,Nigeria,23,18-24,2,3,Secondary,4,1,1,1,1,2,Digital-Only Bank,4,2,1,2.6,3.5,3.8,3.7,3.4,3.0,3.0,5.0,2.3,3.2
1,Nigeria,26,25-34,1,1,No formal,1,1,2,2,4,3,Microfinance,0,2,0,2.8,3.3,2.7,3.4,3.7,3.0,2.8,2.9,4.0,3.6
1,Nigeria,42,35-44,2,4,Diploma,4,2,2,1,3,1,Traditional Commercial,23,4,0,3.2,2.5,3.3,2.9,3.2,1.5,3.4,3.2,3.4,2.0
2,Ghana,39,35-44,1,4,Diploma,1,1,2,1,6,1,Traditional Commercial,1,3,0,2.3,2.8,3.5,4.3,3.6,3.7,3.6,2.8,4.5,3.4
2,Ghana,22,18-24,1,2,Primary,3,2,1,2,1,1,Traditional Commercial,0,4,1,2.9,2.7,1.0,4.2,4.2,3.9,1.7,3.2,2.7,4.1
1,Nigeria,36,35-44,1,4,Diploma,1,2,2,1,5,1,Traditional Commercial,18,3,0,3.8,3.5,2.2,3.4,3.5,2.7,3.2,1.9,3.0,3.9
2,Ghana,25,18-24,2,6,Postgraduate,2,1,2,1,9,1,Traditional Commercial,3,1,0,2.3,2.9,4.3,3.2,3.8,4.4,3.7,3.9,2.5,3.2
1,Nigeria,19,18-24,2,5,Bachelor,4,1,2,3,2,2,Digital-Only Bank,1,1,1,3.0,4.5,2.0,4.6,3.0,2.0,3.0,3.3,3.1,4.9
1,Nigeria,28,25-34,1,1,No formal,2,1,3,2,4,1,Traditional Commercial,9,5,1,2.6,3.9,3.6,3.6,2.2,4.0,2.8,2.5,2.7,3.2
2,Ghana,63,55-65,2,5,Bachelor,3,2,1,1,2,1,Traditional Commercial,18,3,0,4.5,4.0,4.4,4.5,3.2,2.9,2.9,2.9,2.2,2.4
2,Ghana,44,35-44,1,3,Secondary,4,1,1,3,2,2,Digital-Only Bank,3,3,0,3.3,2.6,3.9,2.8,3.0,3.1,2.5,3.4,3.5,2.9
2,Ghana,30,25-34,1,1,No formal,1,2,2,2,4,2,Digital-Only Bank,2,4,1,4.8,4.5,3.6,4.7,4.0,3.2,2.9,3.0,2.0,2.9
2,Ghana,20,18-24,1,3,Secondary,4,2,1,2,4,1,Traditional Commercial,1,1,0,4.1,3.2,2.7,3.8,4.5,3.7,4.6,3.0,1.6,2.4
1,Nigeria,19,18-24,1,3,Secondary,1,1,1,2,4,2,Digital-Only Bank,1,3,0,3.8,3.3,3.8,4.3,2.7,2.6,3.3,3.8,1.4,2.6
1,Nigeria,31,25-34,2,4,Diploma,1,2,2,3,5,3,Microfinance,8,2,0,3.2,3.6,3.5,2.5,3.4,3.1,3.8,3.2,2.9,1.9
1,Nigeria,35,25-34,1,4,Diploma,1,1,2,1,8,1,Traditional Commercial,4,2,0,3.5,2.5,3.6,3.1,2.9,2.9,2.4,3.3,3.7,3.2
1,Nigeria,40,35-44,1,4,Diploma,6,1,2,1,4,1,Traditional Commercial,2,2,1,2.8,3.1,2.7,2.0,3.2,4.1,1.8,2.1,4.9,4.3
1,Nigeria,38,35-44,2,3,Secondary,2,2,2,2,4,2,Digital-Only Bank,6,4,0,1.2,4.1,2.8,3.4,4.2,3.2,2.9,3.2,2.5,2.3
2,Ghana,39,35-44,2,3,Secondary,4,1,2,1,10,2,Digital-Only Bank,2,2,0,4.4,4.3,2.7,3.9,4.5,4.1,3.2,3.2,3.3,2.7
1,Nigeria,34,25-34,1,3,Secondary,6,1,3,1,2,1,Traditional Commercial,3,1,0,4.1,2.3,3.1,4.9,2.2,4.1,3.3,2.9,2.9,2.7
2,Ghana,47,45-54,2,3,Secondary,3,2,2,2,2,1,Traditional Commercial,22,1,1,3.1,4.6,3.3,1.8,4.0,2.9,3.2,2.1,1.0,3.3
2,Ghana,26,25-34,2,6,Postgraduate,3,2,2,1,3,2,Digital-Only Bank,5,1,0,3.4,3.4,4.4,4.4,4.0,4.0,2.6,3.1,3.6,3.6
2,Ghana,31,25-34,2,4,Diploma,4,1,4,2,5,3,Microfinance,12,4,0,3.5,4.8,2.6,5.0,4.4,5.0,3.2,4.1,3.6,3.4
1,Nigeria,20,18-24,1,6,Postgraduate,2,2,1,2,2,2,Digital-Only Bank,2,2,1,5.0,4.6,1.8,4.0,2.4,4.4,2.7,3.3,1.8,2.9
1,Nigeria,26,25-34,2,4,Diploma,2,1,2,1,4,3,Microfinance,6,4,1,5.0,4.6,2.8,3.1,3.2,4.1,2.7,2.3,4.7,3.2
1,Nigeria,44,35-44,2,3,Secondary,3,2,4,3,1,2,Digital-Only Bank,3,4,1,4.0,4.1,4.0,3.3,3.9,2.1,1.7,2.5,3.2,2.6
1,Nigeria,39,35-44,1,3,Secondary,4,2,3,3,3,3,Microfinance,13,4,0,2.7,4.1,1.5,3.3,3.4,4.9,2.6,4.7,1.7,2.9
2,Ghana,18,18-24,2,4,Diploma,4,1,1,2,5,2,Digital-Only Bank,0,1,1,2.6,4.2,4.1,3.2,4.0,4.6,4.1,4.9,3.8,3.9
1,Nigeria,65,55-65,2,3,Secondary,2,1,3,1,1,2,Digital-Only Bank,5,2,1,3.6,2.5,1.5,3.0,3.0,4.2,2.3,4.4,4.9,2.1
1,Nigeria,33,25-34,2,5,Bachelor,2,2,2,1,4,1,Traditional Commercial,9,3,0,3.6,3.0,4.4,4.4,2.9,2.6,2.8,4.6,3.3,2.7
2,Ghana,33,25-34,2,3,Secondary,5,2,2,1,2,2,Digital-Only Bank,6,2,1,3.8,3.3,3.3,4.3,4.1,3.9,3.2,2.9,3.6,2.5
1,Nigeria,25,18-24,2,3,Secondary,1,1,2,4,4,1,Traditional Commercial,1,3,1,4.3,4.7,2.6,3.5,4.1,5.0,3.7,4.2,2.2,4.7
2,Ghana,27,25-34,2,4,Diploma,4,1,2,4,3,1,Traditional Commercial,7,1,0,3.4,3.5,2.0,5.0,2.9,5.0,2.8,3.6,3.2,2.5
2,Ghana,32,25-34,2,5,Bachelor,1,1,2,1,5,1,Traditional Commercial,9,5,0,3.9,2.8,3.1,4.5,2.5,4.4,2.2,3.1,4.6,3.4
2,Ghana,38,35-44,2,3,Secondary,4,1,2,1,8,1,Traditional Commercial,14,1,0,3.0,3.1,4.2,3.3,3.4,2.9,3.2,2.7,3.5,1.8
1,Nigeria,34,25-34,2,4,Diploma,5,2,1,3,3,1,Traditional Commercial,8,2,0,2.9,2.7,4.0,4.3,4.0,3.3,4.2,2.5,4.5,3.4
1,Nigeria,26,25-34,1,1,No formal,2,1,1,1,4,3,Microfinance,2,3,0,3.4,3.5,1.8,3.2,3.1,3.6,3.1,3.9,2.5,2.6
2,Ghana,24,18-24,1,4,Diploma,1,2,3,1,2,2,Digital-Only Bank,4,1,1,4.2,4.4,2.4,4.9,4.7,3.6,2.1,3.0,3.5,3.5
1,Nigeria,23,18-24,2,1,No formal,3,2,2,1,5,3,Microfinance,3,1,0,3.5,2.9,2.1,4.2,3.8,3.5,3.9,4.3,2.4,3.4
2,Ghana,45,35-44,1,1,No formal,2,2,3,1,3,3,Microfinance,9,2,0,3.8,3.8,2.6,4.3,3.2,2.7,3.1,3.6,3.2,2.9
2,Ghana,43,35-44,2,4,Diploma,3,1,3,1,4,1,Traditional Commercial,14,1,0,3.7,3.9,2.1,4.2,2.1,3.3,4.3,2.7,3.2,3.3
2,Ghana,37,35-44,2,3,Secondary,3,2,1,1,2,1,Traditional Commercial,2,2,0,3.3,2.7,1.6,3.0,4.0,3.0,3.9,2.7,4.1,3.1
1,Nigeria,45,35-44,2,4,Diploma,2,2,2,1,6,1,Traditional Commercial,20,2,0,3.0,2.2,2.9,2.2,2.4,2.9,2.4,3.0,3.1,2.3
1,Nigeria,30,25-34,3,5,Bachelor,2,1,2,1,8,1,Traditional Commercial,1,3,0,2.7,2.0,3.9,4.2,2.6,5.0,3.1,2.8,3.6,3.3
2,Ghana,42,35-44,2,2,Primary,4,1,2,1,5,2,Digital-Only Bank,2,2,0,3.7,2.8,3.4,3.9,3.6,3.0,3.2,3.3,1.6,3.0
1,Nigeria,37,35-44,1,4,Diploma,3,2,1,1,3,1,Traditional Commercial,6,3,1,3.2,3.5,2.9,2.0,3.6,3.8,2.9,3.4,4.3,3.7
1,Nigeria,42,35-44,2,4,Diploma,2,1,3,1,2,1,Traditional Commercial,23,4,1,4.6,3.5,2.0,3.4,3.7,3.5,3.3,2.6,2.4,1.8
1,Nigeria,23,18-24,1,2,Primary,3,2,2,3,5,1,Traditional Commercial,4,2,1,4.3,4.2,2.8,3.9,3.4,3.7,2.4,4.0,2.0,3.5
2,Ghana,34,25-34,1,4,Diploma,4,1,1,1,1,1,Traditional Commercial,13,1,1,4.7,5.0,3.0,4.7,2.7,4.6,2.8,2.7,2.6,3.1
2,Ghana,28,25-34,1,4,Diploma,3,1,2,1,4,1,Traditional Commercial,2,4,1,3.3,4.1,2.0,4.8,5.0,4.2,3.0,1.8,2.2,3.1
1,Nigeria,19,18-24,1,4,Diploma,2,1,3,2,3,3,Microfinance,1,3,0,4.3,2.5,2.5,2.3,2.3,3.4,2.9,3.0,3.9,4.1
1,Nigeria,48,45-54,1,5,Bachelor,1,1,2,1,5,1,Traditional Commercial,2,1,0,2.6,3.4,3.2,4.5,4.5,3.2,2.7,3.3,2.5,2.7
2,Ghana,43,35-44,1,4,Diploma,4,1,2,1,10,1,Traditional Commercial,2,5,0,3.9,3.1,2.5,3.5,1.2,4.0,4.0,4.2,2.4,3.5
2,Ghana,35,25-34,2,6,Postgraduate,4,1,2,1,1,1,Traditional Commercial,8,4,0,2.8,2.8,1.7,3.6,3.3,2.7,3.1,2.8,2.4,2.5
1,Nigeria,24,18-24,2,4,Diploma,3,1,1,2,2,2,Digital-Only Bank,3,1,1,5.0,3.7,4.5,4.2,3.0,3.4,2.3,4.0,4.0,4.1
1,Nigeria,20,18-24,1,2,Primary,1,1,1,3,5,1,Traditional Commercial,1,5,0,2.9,1.7,2.3,2.6,2.8,2.8,2.1,3.1,2.2,3.7
2,Ghana,19,18-24,1,3,Secondary,3,1,2,3,4,1,Traditional Commercial,0,2,1,3.5,3.8,3.3,4.1,2.7,3.7,3.1,2.7,2.5,2.3
2,Ghana,26,25-34,2,2,Primary,4,2,1,1,2,2,Digital-Only Bank,7,5,0,3.3,2.8,2.2,2.9,3.2,2.5,3.1,4.6,3.7,4.0
2,Ghana,39,35-44,2,4,Diploma,3,1,2,1,2,3,Microfinance,10,2,0,3.0,3.4,3.3,4.3,3.4,2.9,3.4,3.8,3.8,3.2
2,Ghana,28,25-34,2,4,Diploma,2,2,1,1,2,3,Microfinance,3,2,0,2.8,3.7,3.2,2.9,2.6,3.2,4.4,3.8,3.5,3.3
1,Nigeria,37,35-44,1,3,Secondary,3,2,2,2,4,1,Traditional Commercial,7,4,1,2.8,4.0,2.8,1.7,3.2,2.2,2.5,3.8,3.7,2.6
1,Nigeria,37,35-44,2,2,Primary,4,1,2,3,6,2,Digital-Only Bank,1,1,1,2.8,2.8,3.2,3.0,4.8,2.9,1.2,2.1,2.0,2.2
2,Ghana,39,35-44,2,3,Secondary,1,1,2,1,5,1,Traditional Commercial,17,1,0,2.6,4.1,4.0,3.0,4.4,2.0,3.9,4.7,2.5,3.2
2,Ghana,19,18-24,2,2,Primary,3,2,1,2,4,1,Traditional Commercial,0,4,0,3.4,3.7,1.8,2.9,2.4,3.5,3.8,3.5,3.2,2.1
2,Ghana,24,18-24,1,4,Diploma,3,2,1,1,2,2,Digital-Only Bank,2,1,1,2.9,3.7,1.8,4.7,2.2,4.5,2.6,4.0,4.6,2.9
2,Ghana,36,35-44,1,5,Bachelor,3,1,2,3,4,1,Traditional Commercial,18,5,1,4.0,3.3,3.2,3.7,3.5,2.5,3.6,3.2,4.9,3.7
1,Nigeria,53,45-54,1,6,Postgraduate,3,2,2,1,1,2,Digital-Only Bank,7,2,0,3.4,3.7,3.6,4.0,4.6,2.9,3.5,4.2,2.1,1.9
1,Nigeria,47,45-54,1,2,Primary,3,1,2,1,4,2,Digital-Only Bank,6,4,1,3.4,3.1,2.9,3.3,3.4,2.8,2.9,3.6,2.6,2.0
2,Ghana,34,25-34,1,4,Diploma,2,1,3,1,1,1,Traditional Commercial,12,3,0,1.9,3.9,3.2,3.9,4.2,4.0,4.0,2.7,3.7,3.4
2,Ghana,49,45-54,2,4,Diploma,2,1,2,1,2,1,Traditional Commercial,15,3,1,4.5,3.4,2.8,3.7,4.4,4.7,2.9,2.8,3.0,2.6
2,Ghana,34,25-34,2,5,Bachelor,3,1,1,1,1,1,Traditional Commercial,16,2,0,2.8,3.1,2.3,3.2,4.7,5.0,2.7,2.6,3.9,4.2
2,Ghana,20,18-24,2,4,Diploma,1,2,1,1,6,2,Digital-Only Bank,1,3,0,3.4,2.0,2.9,5.0,3.5,4.0,3.0,4.6,4.9,3.0
2,Ghana,39,35-44,2,2,Primary,3,2,2,3,7,3,Microfinance,17,3,0,1.7,4.2,2.6,2.5,3.6,4.2,3.3,3.1,2.0,1.7
1,Nigeria,47,45-54,1,3,Secondary,3,2,2,1,3,2,Digital-Only Bank,7,2,1,3.7,4.6,1.6,3.4,2.2,2.5,2.9,3.6,1.5,3.8
1,Nigeria,61,55-65,2,4,Diploma,2,1,4,1,2,1,Traditional Commercial,25,1,1,3.2,4.5,2.6,2.7,4.3,2.8,3.3,2.7,3.6,1.6
1,Nigeria,26,25-34,2,4,Diploma,3,1,4,1,3,1,Traditional Commercial,7,1,0,2.7,3.5,3.0,3.7,3.2,5.0,3.1,4.2,2.9,2.5
1,Nigeria,22,18-24,1,5,Bachelor,3,1,2,1,4,2,Digital-Only Bank,0,2,1,4.4,4.1,2.9,5.0,4.3,4.3,2.4,4.6,3.6,3.4
1,Nigeria,42,35-44,1,2,Primary,2,1,2,3,7,1,Traditional Commercial,23,4,0,2.9,1.7,2.0,3.3,3.1,4.7,2.9,2.8,2.9,3.1
1,Nigeria,36,35-44,2,5,Bachelor,3,1,2,2,8,3,Microfinance,0,2,0,3.1,3.4,3.5,2.5,1.6,3.9,3.6,4.7,3.2,3.3
1,Nigeria,34,25-34,2,1,No formal,5,2,1,2,4,1,Traditional Commercial,2,2,0,2.4,2.5,3.9,4.4,3.6,1.8,2.0,4.0,2.4,3.8
1,Nigeria,49,45-54,1,6,Postgraduate,3,1,3,3,4,1,Traditional Commercial,3,5,0,3.1,3.4,3.7,4.1,2.3,2.5,3.5,2.7,3.2,1.4
1,Nigeria,42,35-44,2,5,Bachelor,3,2,2,1,6,1,Traditional Commercial,18,4,0,3.2,2.9,2.7,2.4,1.9,3.4,3.4,2.2,3.0,2.3
1,Nigeria,37,35-44,2,4,Diploma,1,2,2,1,6,1,Traditional Commercial,1,5,0,2.9,3.1,1.0,2.7,2.6,5.0,2.7,3.3,4.2,3.5
1,Nigeria,27,25-34,2,4,Diploma,1,2,2,1,5,2,Digital-Only Bank,2,4,0,3.2,3.4,3.4,3.8,3.9,5.0,2.6,4.0,3.4,2.6
2,Ghana,40,35-44,1,1,No formal,1,2,2,1,4,2,Digital-Only Bank,8,1,0,4.3,3.6,3.2,3.8,4.7,2.2,3.0,3.2,1.7,3.0
1,Nigeria,22,18-24,1,1,No formal,4,1,1,1,3,2,Digital-Only Bank,3,4,0,3.2,2.7,3.5,4.9,4.2,4.5,3.8,3.1,3.9,4.3
1,Nigeria,34,25-34,2,2,Primary,2,1,2,3,5,1,Traditional Commercial,1,1,0,3.3,2.7,1.9,4.3,3.0,5.0,3.2,3.7,2.6,2.7
1,Nigeria,30,25-34,2,2,Primary,2,2,3,3,2,1,Traditional Commercial,4,4,0,3.0,3.8,2.8,1.5,2.9,3.9,3.4,3.0,4.4,2.6
2,Ghana,20,18-24,1,4,Diploma,4,2,2,2,5,3,Microfinance,2,3,0,3.3,3.3,3.1,3.9,3.6,4.4,3.6,2.7,3.2,3.3
1,Nigeria,36,35-44,1,2,Primary,2,1,2,1,1,2,Digital-Only Bank,8,3,0,3.4,3.0,2.3,2.9,4.5,3.0,2.9,4.6,2.1,3.9
2,Ghana,26,25-34,1,5,Bachelor,2,1,1,1,2,1,Traditional Commercial,6,3,1,4.6,3.5,4.6,5.0,3.3,4.5,3.3,3.1,3.1,2.5
1,Nigeria,35,25-34,1,3,Secondary,3,2,2,1,5,2,Digital-Only Bank,2,4,1,3.8,3.8,3.5,3.8,4.5,2.8,3.0,2.6,2.6,4.3
1,Nigeria,23,18-24,2,4,Diploma,2,1,1,1,4,3,Microfinance,1,3,1,3.3,4.2,2.8,3.8,3.0,4.5,2.9,2.8,2.9,3.0
1,Nigeria,42,35-44,2,4,Diploma,3,1,2,1,10,2,Digital-Only Bank,1,2,1,4.3,3.3,2.2,2.5,3.6,3.8,2.4,3.1,2.8,2.6
1,Nigeria,57,55-65,1,3,Secondary,2,2,1,1,1,1,Traditional Commercial,20,2,0,1.5,3.0,2.0,4.0,2.5,3.0,3.1,3.1,2.1,2.1
2,Ghana,22,18-24,1,3,Secondary,3,1,1,2,3,2,Digital-Only Bank,0,3,0,2.7,2.9,3.1,4.2,3.1,3.7,3.6,3.7,3.8,2.6
2,Ghana,23,18-24,2,3,Secondary,4,1,1,1,3,1,Traditional Commercial,1,1,0,3.4,3.4,3.3,2.5,4.2,4.2,1.7,2.8,2.6,1.6
