firm_id,state,geo_political_zone,location_type,industry_code,industry_name,firm_age_years,num_employees,annual_turnover_naira,legal_structure,owner_age,owner_gender,owner_education,field_of_study,prior_entrepreneurial_exp,digital_literacy_score,digital_tools_computers,digital_tools_accounting_software,digital_tools_crm,digital_tools_ecommerce,digital_tools_cloud_computing,digital_tools_social_media,advanced_tech_ai_ml,advanced_tech_iot,advanced_tech_blockchain,advanced_tech_robotics,website_presence,social_media_presence,online_payments,new_production_methods,supply_chain_software,inventory_management,new_support_processes,new_products_services_3yrs,frequency_new_launches,product_improvement_efforts,revenue_model_changes,value_proposition_changes,customer_engagement_changes,competitive_pressure,customer_demand_innovation,management_innovation_attitude,access_to_credit,cost_of_innovation,internal_capital_sufficiency,skilled_employee_availability,training_costs,management_capability,electricity_reliability,internet_quality_cost,logistics_transportation,regulatory_burden,corruption_informal_charges,govt_support_effectiveness,competition_intensity,demand_uncertainty,international_market_access,profitability_growth_3yrs,sales_growth_3yrs,market_share_growth_3yrs,roi_satisfaction,overall_performance_satisfaction,annual_turnover_growth_pct,profit_margin_pct,employee_growth_pct,new_branches_3yrs,product_line_increase,service_quality_improvement,customer_satisfaction_improvement,innovation_composite_score,constraint_composite_score,performance_composite_score
SME_0065,Cross River,South South,Urban,G47,Retail Trade,1,29,17741761,Partnership,57,Female,OND/NCE,Education,0,5,3,1,2,3,2,2,2,1,1,2,3,3,3,4,4,4,4,5,3,4,2,2,3,3,3,3,1,3,2,2,3,3,2,3,3,2,3,3,2,2,2,4,4,3,4,5,,28.3,44.0,3,4,4,3,3.0,1.6666666666666667,4.333333333333333
SME_0066,Ondo,South West,Urban,C10,Food Products Manufacturing,4,7,12732362,Sole Proprietorship,41,Female,Primary Education,Engineering,0,3,3,3,3,3,3,4,2,1,2,1,2,1,2,1,1,1,2,1,2,1,1,2,2,3,3,4,1,1,2,4,3,1,4,5,4,4,3,2,3,5,3,2,2,2,2,3,,,-29.6,0,2,3,3,2.2,3.0,2.3333333333333335
SME_0067,Adamawa,North East,Urban,Q86,Health Services,4,2,3337609,Partnership,45,Female,OND/NCE,Law,1,6,3,2,3,4,3,2,2,2,2,2,4,3,4,2,2,2,3,3,3,3,5,4,4,5,4,5,4,4,4,5,5,5,5,5,4,4,4,4,5,4,5,2,3,2,2,3,0.7,8.9,-5.2,0,2,1,2,2.6,4.666666666666667,2.6666666666666665
SME_0068,Abia,South East,Rural,M69,Professional Services,5,6,6131754,Partnership,45,Male,OND/NCE,Business/Management,1,6,2,2,3,2,2,3,3,3,3,2,3,2,2,3,3,2,2,2,2,2,2,3,2,3,3,3,5,5,4,2,3,2,5,5,5,4,4,3,3,2,3,2,2,2,2,2,0.7,-2.1,-30.0,0,1,1,1,2.4,4.0,2.0
SME_0069,Bayelsa,South South,Rural,G47,Retail Trade,6,13,18030050,Sole Proprietorship,41,Female,HND/Bachelor,Sciences,1,6,2,2,2,2,2,3,1,1,2,1,2,3,4,2,3,3,3,4,3,4,3,3,2,3,2,2,3,2,2,3,4,3,5,4,4,4,4,4,5,5,5,2,2,2,2,2,,,11.0,0,2,2,2,2.4,3.6666666666666665,2.0
SME_0070,Ogun,South West,Urban,I55,Accommodation Services,2,8,11231595,Partnership,58,Male,OND/NCE,Engineering,1,4,2,2,2,3,2,2,2,2,2,1,5,5,5,3,3,3,2,3,3,3,4,3,3,3,3,2,2,3,2,2,4,3,3,3,4,3,5,4,3,3,3,2,3,2,2,2,,,,0,2,2,3,2.4,2.3333333333333335,2.3333333333333335
SME_0071,Adamawa,North East,Rural,C13,Textiles Manufacturing,1,10,7768025,Partnership,55,Male,No Formal Education,Social Sciences,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,3,3,2,1,1,2,2,2,2,3,4,3,3,3,4,5,3,5,3,4,5,4,3,4,1,1,1,1,1,-5.5,2.8,-19.5,0,2,1,1,1.4,3.6666666666666665,1.0
SME_0072,Jigawa,North West,Urban,H49,Transportation and Storage,11,28,25474547,Limited Liability Company,37,Male,Secondary Education,Education,1,6,4,4,4,3,3,4,3,2,3,3,4,3,3,3,3,2,3,4,4,3,3,3,4,4,5,5,4,4,2,3,3,4,5,3,3,4,2,4,3,3,4,1,2,2,2,3,38.1,,,0,3,3,3,3.8,4.0,2.0
SME_0073,Osun,South West,Rural,I56,Food and Beverage Services,8,13,11580189,Sole Proprietorship,25,Male,No Formal Education,Law,1,4,2,3,2,2,2,2,1,2,1,2,1,2,2,1,1,1,2,1,1,1,1,1,1,2,2,3,3,2,4,4,3,3,4,5,5,4,4,3,4,4,3,1,1,1,1,2,-21.8,-3.0,,0,1,1,1,1.8,3.6666666666666665,1.3333333333333333
SME_0074,Adamawa,North East,Urban,G47,Retail Trade,1,9,12545799,Partnership,41,Male,HND/Bachelor,Economics/Finance,1,5,4,3,4,2,3,1,3,3,3,2,3,2,2,3,5,2,4,4,4,4,2,2,2,3,3,4,2,2,3,3,2,2,5,5,5,3,3,3,3,5,4,2,4,3,3,3,1.5,,13.0,0,3,3,3,3.6,3.3333333333333335,3.0
SME_0075,Cross River,South South,Rural,R93,Sports and Recreation,1,1,1458085,Partnership,28,Male,Primary Education,Arts/Humanities,0,5,2,2,1,2,1,2,1,1,1,2,2,2,1,3,3,3,3,3,1,3,2,2,2,3,3,3,5,3,3,5,5,5,5,5,5,5,5,4,4,5,5,1,1,1,2,1,,-1.4,,0,2,2,1,2.2,5.0,1.0
SME_0076,Jigawa,North West,Rural,I55,Accommodation Services,3,3,3895056,Partnership,42,Female,Secondary Education,Sciences,0,3,1,2,2,2,2,1,1,1,1,1,2,2,1,2,4,3,3,2,3,2,3,3,2,3,4,4,3,3,5,3,5,4,5,4,5,5,5,5,4,3,5,2,2,2,3,3,,,-30.0,0,1,1,1,1.8,3.6666666666666665,2.3333333333333335
SME_0077,Kwara,North Central,Rural,F41,Construction,1,4,6610463,Sole Proprietorship,29,Female,Secondary Education,Engineering,1,6,4,3,4,3,4,4,2,2,3,3,2,1,2,2,2,2,1,1,1,1,2,1,1,3,3,3,5,5,5,4,4,5,5,5,5,5,5,4,4,4,5,1,1,1,1,1,-2.3,-3.7,,0,1,1,1,2.8,4.666666666666667,1.0
SME_0078,Cross River,South South,Urban,J62,IT Services,3,1,2455359,Partnership,57,Female,Master,Arts/Humanities,0,8,5,4,4,4,5,4,3,5,4,4,5,5,5,4,5,5,4,5,5,5,5,5,4,5,4,4,5,3,3,2,3,3,4,5,5,5,5,4,5,5,5,4,4,4,5,4,45.2,18.1,55.4,0,5,4,4,4.4,3.6666666666666665,4.0
SME_0079,Ekiti,South West,Urban,C10,Food Products Manufacturing,8,2,2853577,Sole Proprietorship,50,Male,Secondary Education,Engineering,1,5,1,2,1,1,2,1,1,2,2,2,3,3,4,2,1,1,1,4,3,4,2,3,4,3,4,3,2,2,4,3,3,3,4,4,5,4,3,5,3,4,3,2,2,2,2,1,-14.1,1.1,8.8,0,3,2,3,2.0,3.0,1.6666666666666667
SME_0080,Bauchi,North East,Rural,F41,Construction,4,5,8402425,Sole Proprietorship,49,Female,Secondary Education,Education,1,4,3,2,2,3,3,2,1,1,2,2,3,3,2,1,1,1,2,2,2,1,1,2,2,3,3,1,4,5,5,5,5,4,5,5,5,5,5,5,4,4,4,2,1,1,1,2,,-1.7,-25.2,0,1,1,1,2.0,4.666666666666667,1.6666666666666667
SME_0081,Kebbi,North West,Urban,F41,Construction,10,6,6008370,Limited Liability Company,54,Male,HND/Bachelor,Education,1,6,1,1,1,1,1,1,2,3,2,1,4,4,4,5,4,5,4,5,4,4,2,2,2,4,4,5,4,2,3,3,4,3,3,4,4,3,3,2,4,3,4,3,3,2,2,3,20.6,,17.4,0,2,2,3,2.6,3.3333333333333335,3.0
SME_0082,Akwa Ibom,South South,Urban,G47,Retail Trade,3,12,19676242,Limited Liability Company,46,Male,OND/NCE,Arts/Humanities,1,3,3,4,2,3,2,3,2,4,3,2,3,3,3,4,4,4,4,2,3,3,2,1,1,2,2,3,3,2,2,4,4,3,5,5,4,3,2,1,3,3,2,4,4,4,3,3,2.7,,6.9,0,3,2,3,3.0,4.0,3.6666666666666665
SME_0083,Borno,North East,Rural,J62,IT Services,10,6,12801286,Partnership,48,Male,Master,Computer Science/IT,0,9,3,3,4,3,3,3,2,1,2,3,5,5,5,5,5,4,4,4,4,4,4,4,3,5,5,5,4,4,4,5,5,5,5,5,4,4,4,3,5,4,4,2,2,3,3,3,0.7,21.3,,0,2,2,2,3.8,4.666666666666667,2.3333333333333335
SME_0084,Enugu,South East,Urban,G47,Retail Trade,3,9,14041716,Sole Proprietorship,59,Female,HND/Bachelor,Agriculture,1,5,3,3,3,4,3,2,1,1,2,1,3,3,3,3,2,2,2,4,3,2,3,3,3,5,5,3,5,5,4,5,4,4,3,2,4,3,4,3,3,2,4,2,2,1,2,1,-12.2,,28.0,0,2,2,2,3.2,4.333333333333333,1.6666666666666667
SME_0085,Rivers,South South,Urban,K64,Financial Services,1,4,10555349,Sole Proprietorship,40,Male,HND/Bachelor,Computer Science/IT,0,6,4,4,3,4,4,5,3,3,2,4,3,3,3,4,5,5,5,4,4,4,5,5,5,4,4,4,4,4,3,3,4,4,3,3,4,5,5,5,5,4,5,4,4,4,4,4,10.5,16.3,15.7,0,5,4,4,3.8,3.3333333333333335,4.0
SME_0086,Osun,South West,Urban,H49,Transportation and Storage,6,7,5793601,Sole Proprietorship,49,Male,OND/NCE,Business/Management,0,5,3,4,4,3,3,3,1,1,1,1,1,2,2,2,2,3,2,2,3,3,4,3,3,4,3,4,2,3,2,3,3,4,2,3,2,3,2,5,3,3,2,3,2,3,3,3,,,-2.3,0,3,4,3,3.0,2.3333333333333335,2.6666666666666665
SME_0087,Ogun,South West,Rural,F41,Construction,1,11,14449767,Sole Proprietorship,29,Male,HND/Bachelor,Economics/Finance,1,7,3,3,3,4,4,3,2,3,3,2,4,4,4,3,3,3,2,3,3,3,3,2,3,5,5,5,5,2,2,4,4,5,4,4,4,3,4,3,3,4,3,2,2,2,1,2,,14.5,-5.1,0,1,2,1,3.0,4.333333333333333,2.0
SME_0088,Enugu,South East,Rural,K64,Financial Services,2,32,67626719,Limited Liability Company,42,Male,HND/Bachelor,Economics/Finance,0,7,5,5,5,5,5,5,3,3,2,3,5,5,5,5,5,5,5,2,2,2,3,3,3,3,3,4,3,4,3,4,2,3,4,4,3,3,2,2,3,2,3,4,4,4,3,4,25.4,,53.2,0,3,3,4,4.4,3.6666666666666665,4.0
SME_0089,Ondo,South West,Urban,C20,Chemical Products Manufacturing,4,4,8658991,Limited Liability Company,69,Female,Master,Medicine/Health,0,6,3,3,3,3,3,3,3,5,4,4,3,4,3,5,5,4,5,3,3,3,3,4,4,3,5,3,5,4,5,3,3,3,3,2,2,4,3,3,4,3,4,4,3,3,3,4,7.1,25.0,,0,3,3,4,3.4,3.6666666666666665,3.6666666666666665
SME_0090,Kano,North West,Rural,C13,Textiles Manufacturing,5,8,9709525,Limited Liability Company,51,Female,Primary Education,Engineering,1,2,3,3,3,2,2,4,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,4,5,4,3,3,3,4,5,5,3,5,5,5,3,5,1,1,2,2,1,-20.3,11.5,-30.0,0,1,1,2,2.2,3.6666666666666665,1.0
SME_0091,Kwara,North Central,Rural,G47,Retail Trade,7,17,26838788,Partnership,40,Male,Secondary Education,Education,1,6,2,2,2,2,3,3,1,1,1,1,4,3,3,3,3,2,3,2,4,2,1,1,1,4,4,5,4,3,3,5,4,3,5,5,5,3,4,3,2,4,4,1,1,1,1,1,,4.8,-3.2,0,1,2,1,2.2,4.666666666666667,1.0
SME_0092,Osun,South West,Rural,C20,Chemical Products Manufacturing,1,1,2123952,Sole Proprietorship,45,Male,HND/Bachelor,Other,1,6,3,2,2,2,1,2,3,2,2,2,2,3,2,2,2,2,3,3,3,3,3,2,2,5,5,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,2,1,2,2,1,-35.8,,-22.6,0,2,2,2,2.4,4.0,1.3333333333333333
SME_0093,Edo,South South,Rural,A01,"Agriculture, Forestry and Fishing",1,54,57713669,Sole Proprietorship,41,Male,Primary Education,Agriculture,1,3,1,1,1,2,1,1,2,3,1,1,3,3,4,2,2,2,2,2,2,2,2,2,3,2,2,2,4,3,3,2,3,3,5,5,4,4,4,3,4,3,4,2,2,2,2,2,11.7,0.8,-21.2,0,2,1,1,1.4,3.6666666666666665,2.0
SME_0094,Kebbi,North West,Rural,I56,Food and Beverage Services,3,24,15854073,Partnership,44,Female,HND/Bachelor,Engineering,1,7,4,4,4,4,4,4,2,2,2,1,2,2,1,4,3,3,3,2,4,4,3,3,4,5,5,5,3,4,2,4,3,3,5,5,4,3,5,4,3,4,5,3,3,3,3,3,10.8,,,4,4,3,3,3.6,4.0,3.0
SME_0095,Ondo,South West,Urban,G47,Retail Trade,7,1,1778737,Sole Proprietorship,37,Male,Primary Education,Social Sciences,0,3,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,4,3,4,3,5,4,4,4,3,4,4,5,4,5,3,4,5,4,2,2,2,2,2,,,-30.0,0,1,1,1,1.0,3.6666666666666665,2.0
SME_0096,Zamfara,North West,Urban,G47,Retail Trade,5,10,15862615,Limited Liability Company,47,Male,Master,Other,1,8,5,5,5,5,5,5,2,2,2,2,2,2,2,4,5,5,5,5,4,4,3,3,3,5,4,5,4,3,4,3,5,4,5,4,5,4,4,5,3,2,2,4,4,3,3,4,24.8,15.0,-22.2,2,4,4,4,4.8,4.0,4.0
SME_0097,Anambra,South East,Urban,Q86,Health Services,1,4,6734029,Sole Proprietorship,48,Male,HND/Bachelor,Medicine/Health,1,7,3,3,4,4,3,4,2,2,2,2,3,2,2,4,4,4,4,4,3,4,3,3,2,5,4,5,5,3,4,4,4,5,3,3,4,5,5,4,4,4,3,4,3,4,4,4,-34.0,,22.0,0,3,3,3,3.6,4.0,3.6666666666666665
SME_0098,Lagos,South West,Rural,H49,Transportation and Storage,9,4,3981291,Limited Liability Company,42,Male,No Formal Education,Medicine/Health,0,4,2,2,2,2,3,2,1,2,1,1,1,2,1,2,1,1,1,3,3,3,2,2,2,3,4,4,3,5,4,4,3,3,4,5,5,5,4,3,3,4,4,1,1,2,1,1,,-3.3,,0,1,1,1,2.2,3.6666666666666665,1.0
SME_0099,Benue,North Central,Rural,M69,Professional Services,1,10,16944817,Limited Liability Company,43,Male,Master,Sciences,1,6,5,5,5,5,4,4,3,3,3,3,4,4,2,3,4,3,3,4,4,4,3,4,3,4,5,4,4,4,5,5,4,3,4,5,3,3,2,3,5,3,3,3,4,3,3,4,,20.6,,0,4,3,3,4.4,4.333333333333333,3.6666666666666665
SME_0100,Lagos,South West,Urban,C10,Food Products Manufacturing,6,21,14818750,Partnership,46,Male,Secondary Education,Engineering,1,5,3,4,3,4,3,4,3,2,2,3,3,4,3,3,2,3,3,2,2,2,3,4,3,3,4,4,2,2,1,1,2,2,3,5,4,3,2,3,1,3,2,4,4,3,3,3,16.9,,-30.0,0,2,2,2,3.0,2.0,3.6666666666666665
SME_0101,Kaduna,North West,Rural,H49,Transportation and Storage,2,4,5230855,Sole Proprietorship,35,Male,No Formal Education,Engineering,0,4,2,2,2,3,2,2,2,2,1,2,1,1,2,2,2,2,2,3,2,3,2,1,1,1,2,1,5,4,5,5,5,5,5,5,4,4,4,4,5,5,5,2,1,1,1,1,-21.5,-5.0,-8.2,0,1,1,1,2.2,5.0,1.3333333333333333
SME_0102,Cross River,South South,Urban,M69,Professional Services,8,4,3737936,Partnership,47,Male,Secondary Education,Business/Management,0,4,3,3,3,2,2,2,1,2,1,1,2,3,3,2,2,1,2,2,3,1,3,3,4,4,5,4,5,5,4,4,4,4,3,3,2,5,4,5,3,3,5,2,2,2,2,2,,5.8,-8.4,0,2,2,2,2.6,4.0,2.0
SME_0103,Anambra,South East,Rural,I55,Accommodation Services,2,10,13295567,Limited Liability Company,51,Female,OND/NCE,Arts/Humanities,0,5,3,4,4,2,4,3,2,2,2,2,3,4,4,2,2,3,2,1,1,1,3,3,2,3,2,3,2,3,4,4,2,2,4,4,3,4,3,3,4,4,4,1,1,2,1,1,-14.0,8.6,-7.9,0,3,2,3,2.8,3.3333333333333335,1.0
SME_0104,Ekiti,South West,Urban,J58,Publishing Activities,26,13,19150076,Limited Liability Company,59,Male,Master,Other,1,7,5,5,5,5,5,5,3,4,3,3,5,5,5,5,4,5,3,3,4,3,5,5,5,3,4,3,2,3,1,3,3,3,3,3,2,1,2,2,3,4,4,5,5,5,5,5,9.1,37.9,,0,4,3,4,4.6,2.6666666666666665,5.0
SME_0105,Plateau,North Central,Urban,F41,Construction,6,2,2170587,Sole Proprietorship,45,Male,Primary Education,Economics/Finance,1,2,3,2,3,2,2,3,1,1,2,1,2,1,1,2,1,1,2,2,1,1,1,2,2,1,2,2,5,3,4,4,4,5,5,5,4,3,4,3,3,3,4,1,2,2,1,2,-24.5,,-20.0,0,1,1,1,2.4,4.666666666666667,1.6666666666666667
SME_0106,Ekiti,South West,Urban,A01,"Agriculture, Forestry and Fishing",12,41,35812357,Limited Liability Company,35,Female,OND/NCE,Agriculture,1,6,4,3,3,3,3,3,3,3,2,2,5,4,3,3,3,3,3,3,3,2,3,2,3,5,3,3,2,3,4,2,4,2,1,2,3,3,3,3,2,2,2,3,3,3,3,3,,,7.5,0,3,4,3,3.2,1.6666666666666667,3.0
SME_0107,Sokoto,North West,Rural,G47,Retail Trade,15,3,4896396,Sole Proprietorship,40,Female,Primary Education,Other,1,3,2,2,2,1,2,2,1,1,2,1,2,1,1,1,1,1,1,3,2,3,1,1,1,1,1,2,5,5,4,5,5,5,5,4,5,4,4,5,5,5,5,1,2,2,2,2,-34.9,-5.0,-30.0,0,1,1,1,2.0,5.0,1.6666666666666667
SME_0108,Katsina,North West,Rural,G47,Retail Trade,3,19,11334644,Limited Liability Company,28,Male,OND/NCE,Agriculture,1,5,2,2,3,2,2,3,1,2,1,1,2,1,1,2,2,3,2,1,2,2,1,1,1,2,2,2,4,4,5,4,5,5,5,5,4,4,4,5,4,4,4,2,1,1,1,1,-42.6,-5.0,-19.1,0,2,1,2,2.0,4.333333333333333,1.3333333333333333
SME_0109,Zamfara,North West,Urban,M69,Professional Services,4,11,24132670,Limited Liability Company,50,Female,Secondary Education,Agriculture,1,6,2,2,2,2,3,2,2,1,2,1,4,4,4,2,3,3,2,3,4,3,3,2,4,3,2,3,4,4,3,3,4,5,5,4,4,3,4,4,4,3,3,1,1,1,1,1,-6.2,,-18.8,0,3,2,2,2.2,4.0,1.0
SME_0110,Imo,South East,Rural,C20,Chemical Products Manufacturing,11,13,13761599,Limited Liability Company,25,Male,Primary Education,Education,1,4,2,2,3,4,3,4,1,1,2,2,3,1,2,2,2,1,1,2,2,3,2,2,1,2,2,1,4,4,3,4,5,4,4,3,2,3,5,3,4,3,3,2,2,2,2,3,1.6,,-3.2,0,2,1,1,2.2,4.0,2.3333333333333335
SME_0111,Ekiti,South West,Urban,Q86,Health Services,5,3,1665185,Sole Proprietorship,54,Female,OND/NCE,Medicine/Health,1,4,3,2,3,3,2,3,2,1,2,2,2,3,2,1,2,1,2,3,4,3,1,2,1,3,3,2,3,3,2,2,4,3,2,4,3,5,5,4,4,4,4,2,2,2,1,1,15.0,8.6,43.9,0,3,3,4,2.4,2.3333333333333335,1.6666666666666667
SME_0112,Oyo,South West,Urban,Q86,Health Services,1,1,778361,Partnership,55,Female,HND/Bachelor,Economics/Finance,1,5,3,4,3,3,3,3,1,2,1,3,3,5,3,4,5,4,4,1,2,2,1,2,2,3,4,3,4,4,5,4,3,4,3,3,2,4,5,4,4,4,3,2,2,2,2,2,,12.5,-30.0,1,2,3,3,3.0,3.6666666666666665,2.0
SME_0113,Kebbi,North West,Urban,C20,Chemical Products Manufacturing,1,7,16146134,Partnership,25,Male,HND/Bachelor,Law,1,7,4,3,4,4,4,3,3,3,4,3,4,4,4,4,4,3,4,2,2,1,3,3,3,4,4,3,2,4,2,4,4,4,3,5,3,4,3,4,2,3,4,2,2,3,2,3,18.0,,-26.0,0,2,2,2,3.4,3.0,2.3333333333333335
SME_0114,Ondo,South West,Rural,F41,Construction,5,7,7753823,Sole Proprietorship,57,Male,Secondary Education,Arts/Humanities,1,5,4,4,4,4,3,5,1,2,1,1,3,1,3,3,3,2,3,3,2,2,2,2,2,1,2,2,4,5,3,3,5,4,5,5,5,4,4,3,5,4,4,2,2,1,1,2,,6.9,8.3,0,2,2,2,3.6,4.0,2.0
SME_0115,Yobe,North East,Rural,M73,Advertising and Market Research,2,2,3617561,Sole Proprietorship,54,Male,No Formal Education,Other,1,4,1,2,2,2,1,1,1,2,1,1,3,2,3,2,2,2,2,2,2,3,2,1,2,4,4,2,4,5,4,5,5,5,5,5,5,4,5,5,5,4,5,1,1,1,1,2,-11.2,-2.9,-30.0,0,2,2,2,1.8,4.666666666666667,1.3333333333333333
SME_0116,Delta,South South,Urban,Q86,Health Services,8,18,23167103,Limited Liability Company,38,Male,HND/Bachelor,Medicine/Health,1,7,5,5,5,5,5,5,2,3,2,2,4,4,5,4,4,4,4,3,3,4,4,4,4,3,3,1,1,2,2,4,3,4,4,2,4,3,3,4,2,2,2,3,4,4,4,4,7.9,17.9,44.0,1,4,4,4,4.4,3.0,3.6666666666666665
SME_0117,Lagos,South West,Urban,G47,Retail Trade,3,7,3360265,Limited Liability Company,27,Male,HND/Bachelor,Law,1,9,5,4,4,4,4,4,2,2,2,3,5,5,5,4,5,5,5,3,3,3,4,4,3,5,4,4,3,2,3,4,4,3,3,3,2,4,5,2,3,4,3,4,4,4,5,4,13.0,19.7,7.8,0,5,5,5,4.0,3.3333333333333335,4.0
SME_0118,Ogun,South West,Urban,F41,Construction,15,3,4725211,Sole Proprietorship,31,Female,Secondary Education,Other,1,5,1,2,2,3,2,2,3,3,3,3,2,2,2,3,3,2,2,2,3,3,2,2,2,1,1,1,5,5,4,3,2,2,5,5,5,4,4,4,3,4,4,1,1,1,1,1,-36.7,,0.2,0,1,1,2,2.0,4.333333333333333,1.0
SME_0119,Nasarawa,North Central,Urban,G47,Retail Trade,2,13,7784587,Limited Liability Company,32,Male,Primary Education,Economics/Finance,1,4,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,1,1,2,1,2,1,2,2,3,3,3,3,3,3,4,2,3,2,2,3,5,3,4,4,4,3,3,2,3,3,3,9.4,,9.2,0,2,3,2,1.6,3.0,2.6666666666666665
SME_0120,Plateau,North Central,Rural,I56,Food and Beverage Services,1,13,17514322,Sole Proprietorship,57,Male,Primary Education,Agriculture,1,3,1,2,1,1,2,1,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,1,1,2,3,2,4,4,4,4,4,4,4,4,5,4,5,5,3,2,4,1,2,1,1,1,-12.9,,-4.4,0,1,1,2,1.6,4.0,1.3333333333333333
SME_0121,Kaduna,North West,Rural,C25,Metal Products Manufacturing,4,3,2256461,Sole Proprietorship,36,Male,OND/NCE,Law,1,5,2,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,1,4,4,4,4,5,5,5,5,4,5,5,5,4,4,5,5,4,5,1,1,1,1,1,-5.4,0.4,-10.6,0,1,1,2,2.0,4.666666666666667,1.0
SME_0122,Sokoto,North West,Urban,J62,IT Services,7,25,38181359,Partnership,52,Male,HND/Bachelor,Computer Science/IT,0,8,5,5,5,4,5,5,3,3,4,3,4,5,5,4,4,4,5,5,5,5,5,5,5,4,3,4,2,1,1,1,2,2,4,5,3,3,3,3,2,1,3,5,5,5,5,5,23.6,,53.6,0,5,5,4,4.8,2.3333333333333335,5.0
SME_0123,Taraba,North East,Urban,A01,"Agriculture, Forestry and Fishing",8,69,79304115,Limited Liability Company,40,Male,OND/NCE,Agriculture,0,7,3,3,4,3,4,3,3,3,3,2,5,5,4,3,4,4,4,2,3,3,3,2,2,3,4,4,4,3,4,3,3,3,5,3,5,2,4,3,2,3,4,1,1,1,1,1,,11.0,9.0,0,3,3,3,3.0,4.0,1.0
SME_0124,Osun,South West,Urban,A01,"Agriculture, Forestry and Fishing",5,2,2703885,Sole Proprietorship,42,Male,Secondary Education,Business/Management,1,5,3,2,3,3,2,3,2,1,2,1,1,2,1,1,2,2,1,3,4,3,2,3,4,2,2,2,4,4,4,4,4,4,5,3,4,4,5,4,4,3,4,1,1,1,2,2,13.5,,-12.5,0,1,1,1,2.4,4.333333333333333,1.3333333333333333
SME_0125,Katsina,North West,Rural,F41,Construction,15,6,6342905,Partnership,25,Female,Primary Education,Law,0,4,2,2,2,2,2,2,1,1,1,1,2,2,2,1,2,1,1,1,1,2,1,1,1,2,3,2,4,4,5,5,5,5,5,5,5,4,5,5,4,3,3,2,1,1,1,1,-17.0,,-25.6,0,1,1,1,1.6,4.666666666666667,1.3333333333333333
SME_0126,Yobe,North East,Urban,F41,Construction,4,10,17441003,Limited Liability Company,28,Male,Master,Arts/Humanities,1,9,5,4,4,5,4,5,4,4,3,4,3,4,5,4,4,4,4,4,4,4,4,4,4,5,5,5,3,2,3,3,3,3,2,2,3,4,3,4,4,4,4,5,4,4,5,4,29.2,13.5,26.3,0,5,5,5,4.2,2.6666666666666665,4.333333333333333
SME_0127,Nasarawa,North Central,Urban,C25,Metal Products Manufacturing,3,72,56605564,Limited Liability Company,57,Female,Secondary Education,Business/Management,1,5,3,4,3,4,3,3,3,4,3,2,3,4,4,5,4,4,4,2,2,2,3,4,3,3,4,3,3,3,5,3,2,3,4,4,3,2,3,3,3,3,2,3,2,2,2,2,31.9,7.1,-24.1,0,3,3,3,3.4,3.3333333333333335,2.3333333333333335
SME_0128,Sokoto,North West,Rural,G47,Retail Trade,6,3,4619078,Partnership,40,Male,HND/Bachelor,Social Sciences,1,3,3,3,3,2,2,2,1,1,1,1,4,3,4,2,2,3,1,2,3,1,3,1,2,2,3,1,4,5,5,4,5,4,4,5,5,5,4,5,5,5,5,1,1,1,1,1,-41.6,,-28.1,0,2,2,2,2.6,4.0,1.0
SME_0129,Anambra,South East,Rural,F41,Construction,1,2,2972482,Sole Proprietorship,45,Female,Secondary Education,Engineering,1,5,2,1,1,3,1,1,1,1,1,1,2,3,3,2,3,2,1,2,3,3,1,1,1,3,3,3,5,4,4,5,5,5,5,5,5,5,5,5,5,4,5,1,1,1,1,1,,1.4,-5.6,0,1,1,1,1.6,5.0,1.0
SME_0130,Ondo,South West,Urban,C13,Textiles Manufacturing,10,2,1578230,Partnership,63,Female,Primary Education,Engineering,1,2,2,3,2,2,4,3,1,1,1,1,2,3,3,1,1,1,1,2,2,2,1,1,2,3,2,2,3,2,3,4,3,2,4,5,5,4,3,2,4,4,4,1,1,1,1,1,-3.6,0.4,-23.6,0,1,2,2,2.0,3.6666666666666665,1.0
SME_0131,Zamfara,North West,Urban,C25,Metal Products Manufacturing,11,25,23843898,Limited Liability Company,40,Male,OND/NCE,Business/Management,1,5,4,4,3,4,3,3,1,2,1,2,5,4,5,4,5,4,5,4,4,4,2,3,3,3,3,2,3,4,2,3,3,3,4,4,3,3,2,2,2,1,1,3,3,3,3,4,-3.1,12.1,-2.6,0,4,4,4,3.8,3.3333333333333335,3.3333333333333335
SME_0132,Ondo,South West,Urban,Q86,Health Services,5,3,2092968,Partnership,39,Male,Master,Agriculture,1,7,5,4,4,4,4,5,3,2,2,2,5,5,5,2,3,3,3,4,3,3,4,5,4,3,5,4,2,4,4,5,5,3,3,2,2,3,5,5,3,3,3,4,4,4,4,4,,18.7,29.0,0,4,3,3,3.8,3.3333333333333335,4.0
