respondent_id,stakeholder_type,state,lga,industry_type,awareness_score_1_5,acceptance_score_1_5,perceived_benefits,perceived_risks,capex_concern_1_5,opex_concern_1_5,reliability_concern_1_5,regulatory_barrier_score_1_5,familiar_with_gas_price_volatility,prefer_grid_integration,prefer_isolated_minigrid,purchase_intent_0_1,comment,source,is_fabricated
R00180,DisCo Official,Borno,Borno LGA 27,Cement,3,3,Long Life,Technical Complexity,4,3,2,4,True,True,False,0,,Primary (synthetic),True
R00181,Industrial Manager,Lagos,Oshodi-Isolo,FMCG,4,5,Scalable,Capex,5,4,4,3,True,True,False,0,,Primary (synthetic),True
R00182,Industrial Manager,Cross River,Cross River LGA 15,Textile,3,3,Lower OPEX,Regulatory Risk,2,2,4,2,True,False,False,1,,Primary (synthetic),True
R00183,Investor,Kaduna,Kaduna LGA 11,Automotive,3,3,Reliability,Gas Price Volatility,3,3,1,2,True,True,False,1,,Primary (synthetic),True
R00184,Academic,Enugu,Enugu LGA 1,Food Processing,2,3,Scalable,Maintenance,2,3,4,2,False,True,False,1,,Primary (synthetic),True
R00185,Investor,Oyo,Oyo LGA 10,Cement,4,3,Long Life,Technical Complexity,2,4,4,2,True,True,False,1,,Primary (synthetic),True
R00186,Community Leader,Katsina,Katsina LGA 7,Automotive,4,1,Scalable,Capex,3,4,3,3,True,True,False,0,,Primary (synthetic),True
R00187,DisCo Official,Zamfara,Zamfara LGA 2,Retail,3,3,Lower OPEX,Capex,3,3,2,3,False,True,False,1,,Primary (synthetic),True
R00188,Policymaker,Kano,Kano LGA 13,Textile,2,2,Lower OPEX,Technical Complexity,2,3,3,2,True,False,True,0,,Primary (synthetic),True
R00189,Engineer,Imo,Imo LGA 3,Cement,3,5,Lower Emissions,Capex,3,2,3,3,True,False,True,1,,Primary (synthetic),True
R00190,DisCo Official,Kano,Kano LGA 39,FMCG,4,3,Reliability,Technical Complexity,3,2,2,5,True,True,False,0,,Primary (synthetic),True
R00191,Policymaker,Edo,Edo LGA 11,Textile,5,3,Reliability,Gas Price Volatility,3,3,5,3,True,False,True,1,,Primary (synthetic),True
R00192,Policymaker,Rivers,Rivers LGA 8,Cement,3,3,Reliability,Gas Price Volatility,3,2,3,4,True,False,True,0,,Primary (synthetic),True
R00193,Engineer,Rivers,Rivers LGA 12,Oil & Gas Services,3,2,Scalable,Regulatory Risk,2,3,3,4,True,True,False,0,,Primary (synthetic),True
R00194,Community Leader,Taraba,Taraba LGA 1,Retail,4,1,Long Life,Maintenance,4,4,3,4,True,True,False,0,,Primary (synthetic),True
R00195,Industrial Manager,Nasarawa,Nasarawa LGA 11,Oil & Gas Services,4,2,Lower Emissions,Maintenance,4,2,4,3,False,True,False,0,,Primary (synthetic),True
R00196,DisCo Official,Ogun,Ogun LGA 9,Food Processing,4,3,Lower Emissions,Maintenance,3,4,2,3,True,True,False,1,,Primary (synthetic),True
R00197,Academic,Delta,Delta LGA 15,Textile,2,3,Lower Emissions,Gas Price Volatility,3,3,3,3,True,True,False,1,,Primary (synthetic),True
R00198,Policymaker,Borno,Borno LGA 2,Oil & Gas Services,4,3,Scalable,Regulatory Risk,3,3,4,4,True,True,False,0,,Primary (synthetic),True
R00199,Academic,Kaduna,Kaduna LGA 5,Food Processing,1,4,Long Life,Capex,3,3,4,3,True,False,False,1,,Primary (synthetic),True
R00200,Community Leader,Katsina,Katsina LGA 20,Retail,3,2,Scalable,Technical Complexity,2,2,3,3,True,True,False,0,,Primary (synthetic),True
R00201,Policymaker,FCT,Kwali,Textile,2,4,Lower Emissions,Capex,3,3,2,3,True,True,False,1,,Primary (synthetic),True
R00202,Industrial Manager,Ogun,Ogun LGA 15,FMCG,4,3,Scalable,Maintenance,3,2,3,4,True,True,False,0,,Primary (synthetic),True
R00203,Industrial Manager,FCT,Bwari,Retail,5,4,Lower OPEX,Gas Price Volatility,2,3,1,3,True,False,True,1,,Primary (synthetic),True
R00204,Engineer,Benue,Benue LGA 10,Automotive,2,1,Reliability,Regulatory Risk,4,4,2,3,True,False,True,0,,Primary (synthetic),True
R00205,Academic,Gombe,Gombe LGA 11,Textile,3,3,Lower OPEX,Gas Price Volatility,3,3,2,3,True,False,True,1,,Primary (synthetic),True
R00206,Community Leader,Benue,Benue LGA 8,Cement,1,3,Reliability,Technical Complexity,3,3,4,4,False,True,False,0,,Primary (synthetic),True
R00207,Academic,Osun,Osun LGA 28,Cement,2,3,Scalable,Technical Complexity,4,4,3,3,True,True,False,0,,Primary (synthetic),True
R00208,Policymaker,Benue,Benue LGA 19,Hospitality,3,2,Lower OPEX,Maintenance,3,2,2,3,True,False,True,0,,Primary (synthetic),True
R00209,Academic,Katsina,Katsina LGA 3,Automotive,5,3,Reliability,Maintenance,4,3,3,2,True,False,True,0,,Primary (synthetic),True
R00210,Engineer,Taraba,Taraba LGA 13,Cement,3,3,Reliability,Maintenance,3,2,1,3,False,False,False,1,,Primary (synthetic),True
R00211,Policymaker,Bauchi,Bauchi LGA 16,Automotive,3,2,Lower Emissions,Regulatory Risk,3,2,3,2,False,True,False,0,,Primary (synthetic),True
R00212,Industrial Manager,Niger,Niger LGA 3,FMCG,3,2,Reliability,Technical Complexity,4,3,4,3,True,False,False,0,,Primary (synthetic),True
R00213,Policymaker,Nasarawa,Nasarawa LGA 13,Cement,4,3,Lower OPEX,Technical Complexity,4,3,2,3,True,False,True,0,,Primary (synthetic),True
R00214,Community Leader,FCT,Kuje,Food Processing,4,4,Reliability,Gas Price Volatility,3,3,4,4,True,False,False,0,,Primary (synthetic),True
R00215,Investor,Enugu,Enugu LGA 2,Textile,4,2,Scalable,Capex,2,3,4,3,True,True,False,0,,Primary (synthetic),True
R00216,DisCo Official,Plateau,Plateau LGA 17,Hospitality,2,2,Lower OPEX,Regulatory Risk,3,3,2,3,True,False,True,0,,Primary (synthetic),True
R00217,Community Leader,Borno,Borno LGA 16,FMCG,2,2,Lower Emissions,Gas Price Volatility,4,5,4,3,False,True,False,0,,Primary (synthetic),True
R00218,Engineer,Kano,Kano LGA 5,Food Processing,4,1,Lower OPEX,Regulatory Risk,2,3,4,3,True,False,True,0,,Primary (synthetic),True
R00219,DisCo Official,Adamawa,Adamawa LGA 2,Retail,3,4,Lower OPEX,Technical Complexity,3,2,2,3,True,False,True,1,,Primary (synthetic),True
R00220,Industrial Manager,Akwa Ibom,Akwa Ibom LGA 12,Retail,2,2,Lower OPEX,Gas Price Volatility,4,3,4,3,True,True,False,0,,Primary (synthetic),True
R00221,Policymaker,Kwara,Kwara LGA 14,Oil & Gas Services,3,1,Reliability,Regulatory Risk,3,5,5,3,False,True,False,0,,Primary (synthetic),True
R00222,Policymaker,Adamawa,Adamawa LGA 18,FMCG,2,3,Lower OPEX,Regulatory Risk,4,4,3,3,False,True,False,0,,Primary (synthetic),True
R00223,Policymaker,Ekiti,Ekiti LGA 11,FMCG,3,3,Scalable,Regulatory Risk,4,3,3,2,True,False,False,0,,Primary (synthetic),True
R00224,Industrial Manager,Imo,Imo LGA 27,Cement,4,3,Lower Emissions,Technical Complexity,3,3,2,2,False,True,False,1,,Primary (synthetic),True
R00225,Industrial Manager,Borno,Borno LGA 22,Cement,3,4,Reliability,Capex,2,3,2,4,False,False,False,0,,Primary (synthetic),True
R00226,Community Leader,Kano,Kano LGA 42,Oil & Gas Services,3,4,Long Life,Maintenance,4,3,1,4,True,False,False,0,,Primary (synthetic),True
R00227,DisCo Official,Taraba,Taraba LGA 8,Food Processing,4,3,Long Life,Gas Price Volatility,3,3,3,4,True,False,True,0,,Primary (synthetic),True
R00228,Investor,Nasarawa,Nasarawa LGA 5,Cement,5,3,Reliability,Technical Complexity,3,3,2,4,True,False,True,0,,Primary (synthetic),True
R00229,Engineer,Katsina,Katsina LGA 3,Hospitality,5,2,Scalable,Technical Complexity,3,2,3,2,False,True,False,0,,Primary (synthetic),True
R00230,Investor,Ondo,Ondo LGA 14,FMCG,3,1,Scalable,Capex,5,2,2,5,True,False,False,0,,Primary (synthetic),True
R00231,Policymaker,Jigawa,Jigawa LGA 6,Automotive,3,1,Lower OPEX,Technical Complexity,3,3,4,1,False,True,False,0,,Primary (synthetic),True
R00232,Industrial Manager,FCT,Gwagwalada,Oil & Gas Services,3,4,Scalable,Maintenance,3,1,3,3,False,False,True,1,,Primary (synthetic),True
R00233,Industrial Manager,Adamawa,Adamawa LGA 15,Automotive,4,3,Lower OPEX,Maintenance,3,2,2,4,False,False,False,0,,Primary (synthetic),True
R00234,DisCo Official,Osun,Osun LGA 6,Oil & Gas Services,3,4,Reliability,Gas Price Volatility,3,3,4,2,False,True,False,1,,Primary (synthetic),True
R00235,Engineer,Sokoto,Sokoto LGA 15,Hospitality,5,3,Lower Emissions,Regulatory Risk,4,3,3,4,False,False,True,0,,Primary (synthetic),True
R00236,Policymaker,Bauchi,Bauchi LGA 17,Cement,2,3,Long Life,Maintenance,3,3,4,2,True,True,False,1,,Primary (synthetic),True
R00237,Policymaker,Lagos,Ikeja,Hospitality,1,4,Scalable,Gas Price Volatility,3,2,5,4,True,True,False,0,,Primary (synthetic),True
R00238,Academic,Kebbi,Kebbi LGA 17,Hospitality,4,3,Lower OPEX,Gas Price Volatility,2,2,4,4,False,False,True,0,,Primary (synthetic),True
R00239,Engineer,FCT,Kwali,Retail,3,3,Scalable,Capex,4,2,2,2,True,True,False,0,,Primary (synthetic),True
R00240,Community Leader,FCT,Bwari,Hospitality,4,5,Reliability,Capex,3,3,3,3,False,False,True,1,,Primary (synthetic),True
R00241,DisCo Official,Kwara,Kwara LGA 3,Automotive,2,2,Scalable,Technical Complexity,2,3,3,3,False,True,False,0,,Primary (synthetic),True
R00242,Investor,Cross River,Cross River LGA 9,Oil & Gas Services,3,3,Reliability,Technical Complexity,2,3,4,4,False,True,False,0,,Primary (synthetic),True
R00243,DisCo Official,Borno,Borno LGA 14,Automotive,3,2,Reliability,Regulatory Risk,4,3,2,1,False,False,False,0,,Primary (synthetic),True
R00244,Policymaker,Kwara,Kwara LGA 5,Food Processing,3,2,Lower OPEX,Gas Price Volatility,5,2,2,2,False,True,False,0,,Primary (synthetic),True
R00245,Policymaker,Osun,Osun LGA 30,Automotive,3,2,Scalable,Regulatory Risk,3,2,3,2,True,False,True,0,,Primary (synthetic),True
R00246,Policymaker,Lagos,Lagos Mainland,Hospitality,3,4,Lower Emissions,Gas Price Volatility,2,2,4,3,True,False,True,1,,Primary (synthetic),True
R00247,DisCo Official,Ondo,Ondo LGA 10,Retail,3,3,Reliability,Capex,4,4,3,1,True,False,False,0,,Primary (synthetic),True
R00248,DisCo Official,Benue,Benue LGA 12,Textile,3,3,Scalable,Gas Price Volatility,2,3,3,5,False,False,True,0,,Primary (synthetic),True
R00249,Investor,Enugu,Enugu LGA 17,Textile,5,3,Lower OPEX,Maintenance,4,3,3,3,True,False,True,0,,Primary (synthetic),True
R00250,Community Leader,Osun,Osun LGA 17,Automotive,3,3,Lower Emissions,Gas Price Volatility,3,1,2,3,False,False,False,1,,Primary (synthetic),True
R00251,Investor,Borno,Borno LGA 12,Cement,3,2,Scalable,Gas Price Volatility,4,3,3,4,False,True,False,0,,Primary (synthetic),True
R00252,Industrial Manager,Akwa Ibom,Akwa Ibom LGA 14,Hospitality,3,4,Reliability,Technical Complexity,4,2,4,3,True,False,True,0,,Primary (synthetic),True
R00253,Policymaker,Ekiti,Ekiti LGA 9,Textile,2,3,Scalable,Technical Complexity,3,3,3,3,True,True,False,1,,Primary (synthetic),True
R00254,Community Leader,Zamfara,Zamfara LGA 10,Textile,4,3,Scalable,Technical Complexity,2,2,3,4,False,False,False,0,,Primary (synthetic),True
R00255,Investor,Rivers,Rivers LGA 16,Retail,2,2,Lower Emissions,Capex,3,3,5,3,False,True,False,0,,Primary (synthetic),True
R00256,Community Leader,Ondo,Ondo LGA 4,Automotive,4,2,Long Life,Regulatory Risk,3,3,4,4,True,True,False,0,,Primary (synthetic),True
R00257,Engineer,Kano,Kano LGA 18,Food Processing,4,2,Long Life,Capex,4,3,3,4,True,True,False,0,,Primary (synthetic),True
R00258,Policymaker,Anambra,Anambra LGA 9,Food Processing,2,4,Reliability,Gas Price Volatility,3,4,3,3,False,False,True,1,,Primary (synthetic),True
R00259,Academic,Yobe,Yobe LGA 1,FMCG,3,2,Lower OPEX,Regulatory Risk,3,1,3,2,True,True,False,0,,Primary (synthetic),True
R00260,Policymaker,Ebonyi,Ebonyi LGA 9,Food Processing,3,3,Lower OPEX,Gas Price Volatility,3,3,2,3,False,False,True,1,,Primary (synthetic),True
R00261,Investor,Sokoto,Sokoto LGA 13,Automotive,4,3,Lower OPEX,Capex,4,3,3,3,False,True,False,0,,Primary (synthetic),True
R00262,Industrial Manager,Kaduna,Kaduna LGA 3,Cement,2,3,Reliability,Gas Price Volatility,3,3,3,2,False,False,True,1,,Primary (synthetic),True
R00263,Policymaker,Katsina,Katsina LGA 21,FMCG,3,3,Long Life,Gas Price Volatility,5,4,2,3,True,True,False,0,,Primary (synthetic),True
R00264,DisCo Official,Kaduna,Kaduna LGA 16,Food Processing,1,5,Long Life,Technical Complexity,3,1,3,2,True,True,False,1,,Primary (synthetic),True
R00265,DisCo Official,Gombe,Gombe LGA 8,Automotive,2,2,Reliability,Technical Complexity,2,4,3,3,False,True,False,0,,Primary (synthetic),True
R00266,Community Leader,Imo,Imo LGA 3,Retail,2,2,Lower Emissions,Capex,3,2,3,4,True,True,False,0,,Primary (synthetic),True
R00267,DisCo Official,Delta,Delta LGA 2,Retail,4,2,Reliability,Maintenance,3,4,2,3,True,True,False,0,,Primary (synthetic),True
R00268,Academic,Zamfara,Zamfara LGA 14,Cement,4,2,Lower OPEX,Technical Complexity,4,3,4,3,True,False,True,0,,Primary (synthetic),True
R00269,Community Leader,Ondo,Ondo LGA 16,Automotive,4,4,Lower Emissions,Regulatory Risk,3,3,5,5,True,False,True,0,,Primary (synthetic),True
R00270,DisCo Official,Ebonyi,Ebonyi LGA 3,Food Processing,4,1,Lower Emissions,Technical Complexity,2,4,2,3,True,False,True,0,,Primary (synthetic),True
R00271,Community Leader,Kebbi,Kebbi LGA 14,Textile,1,3,Long Life,Maintenance,4,3,3,3,True,False,True,0,,Primary (synthetic),True
R00272,Academic,Bauchi,Bauchi LGA 12,Food Processing,3,3,Lower Emissions,Maintenance,3,3,4,3,False,True,False,1,,Primary (synthetic),True
R00273,Engineer,Jigawa,Jigawa LGA 18,Food Processing,3,3,Scalable,Regulatory Risk,3,2,3,3,False,True,False,1,,Primary (synthetic),True
R00274,Engineer,FCT,Kuje,Oil & Gas Services,5,3,Reliability,Technical Complexity,2,2,3,3,True,False,True,1,,Primary (synthetic),True
R00275,Investor,Ebonyi,Ebonyi LGA 8,FMCG,2,5,Lower Emissions,Maintenance,4,3,2,3,True,True,False,0,,Primary (synthetic),True
R00276,Policymaker,Zamfara,Zamfara LGA 7,Retail,2,2,Reliability,Technical Complexity,4,2,4,4,False,False,False,0,,Primary (synthetic),True
R00277,Policymaker,Ondo,Ondo LGA 18,Automotive,3,2,Lower Emissions,Capex,4,4,3,3,False,True,False,0,,Primary (synthetic),True
R00278,Engineer,Ondo,Ondo LGA 7,Food Processing,2,3,Lower OPEX,Regulatory Risk,3,3,2,3,True,True,False,1,,Primary (synthetic),True
R00279,Engineer,Lagos,Ibeju-Lekki,FMCG,4,3,Lower Emissions,Maintenance,3,4,4,3,False,False,False,1,,Primary (synthetic),True
R00280,Policymaker,Plateau,Plateau LGA 15,Textile,1,3,Reliability,Technical Complexity,3,1,3,3,False,True,False,1,,Primary (synthetic),True
R00281,Industrial Manager,Ogun,Ogun LGA 4,Automotive,3,3,Scalable,Gas Price Volatility,4,3,4,3,True,False,False,0,,Primary (synthetic),True
R00282,Academic,Ebonyi,Ebonyi LGA 10,Hospitality,1,3,Scalable,Technical Complexity,2,4,3,3,False,True,False,1,,Primary (synthetic),True
R00283,DisCo Official,Osun,Osun LGA 2,Food Processing,3,2,Scalable,Maintenance,2,2,4,3,True,True,False,0,,Primary (synthetic),True
R00284,Industrial Manager,Bayelsa,Bayelsa LGA 8,Cement,4,3,Reliability,Gas Price Volatility,4,3,3,3,True,True,False,0,,Primary (synthetic),True
R00285,DisCo Official,Bayelsa,Bayelsa LGA 4,Food Processing,3,1,Scalable,Maintenance,3,4,3,4,True,False,True,0,,Primary (synthetic),True
R00286,DisCo Official,Ekiti,Ekiti LGA 6,Oil & Gas Services,3,2,Long Life,Technical Complexity,2,3,2,4,True,False,True,0,,Primary (synthetic),True
R00287,Academic,Yobe,Yobe LGA 7,Retail,2,4,Lower Emissions,Gas Price Volatility,3,2,3,2,True,True,False,1,,Primary (synthetic),True
R00288,DisCo Official,Enugu,Enugu LGA 15,FMCG,4,2,Scalable,Capex,3,2,2,3,False,False,True,0,,Primary (synthetic),True
R00289,DisCo Official,Benue,Benue LGA 21,FMCG,4,3,Reliability,Capex,2,4,3,4,True,False,True,0,,Primary (synthetic),True
R00290,Academic,Oyo,Oyo LGA 28,Retail,3,3,Lower OPEX,Technical Complexity,3,2,2,3,False,False,True,1,,Primary (synthetic),True
R00291,Investor,Ogun,Ogun LGA 14,Oil & Gas Services,4,3,Scalable,Technical Complexity,4,3,5,2,False,False,True,0,,Primary (synthetic),True
R00292,Industrial Manager,Kogi,Kogi LGA 2,Oil & Gas Services,3,2,Reliability,Technical Complexity,3,3,2,3,True,True,False,0,,Primary (synthetic),True
R00293,Policymaker,Imo,Imo LGA 7,Cement,3,2,Lower OPEX,Capex,2,2,4,3,True,True,False,0,,Primary (synthetic),True
R00294,Academic,Enugu,Enugu LGA 16,Retail,4,1,Reliability,Capex,3,2,4,4,False,False,False,0,,Primary (synthetic),True
R00295,Engineer,Ondo,Ondo LGA 13,Cement,2,4,Reliability,Maintenance,3,3,4,3,True,True,False,1,,Primary (synthetic),True
R00296,Industrial Manager,Abia,Abia LGA 13,Food Processing,4,3,Long Life,Technical Complexity,3,4,2,4,True,True,False,0,,Primary (synthetic),True
R00297,DisCo Official,Plateau,Plateau LGA 2,Retail,3,3,Lower OPEX,Capex,3,3,3,2,False,True,False,1,,Primary (synthetic),True
R00298,Engineer,Kebbi,Kebbi LGA 5,Retail,3,3,Long Life,Maintenance,3,2,3,3,False,True,False,1,,Primary (synthetic),True
R00299,DisCo Official,Osun,Osun LGA 17,Automotive,3,1,Long Life,Gas Price Volatility,4,3,4,4,True,True,False,0,,Primary (synthetic),True
R00300,Engineer,Jigawa,Jigawa LGA 7,Automotive,2,3,Scalable,Maintenance,5,3,3,3,True,True,False,0,,Primary (synthetic),True
R00301,Engineer,Kano,Kano LGA 2,Oil & Gas Services,3,3,Lower Emissions,Gas Price Volatility,4,3,2,2,True,True,False,0,,Primary (synthetic),True
R00302,Engineer,Edo,Edo LGA 3,Cement,4,3,Scalable,Technical Complexity,2,3,3,4,False,False,False,0,,Primary (synthetic),True
R00303,Industrial Manager,Taraba,Taraba LGA 15,Cement,3,3,Scalable,Gas Price Volatility,2,2,3,3,True,False,True,1,,Primary (synthetic),True
R00304,Community Leader,Niger,Niger LGA 1,Oil & Gas Services,3,1,Scalable,Maintenance,5,4,5,3,False,False,True,0,,Primary (synthetic),True
R00305,Investor,Imo,Imo LGA 23,FMCG,3,4,Lower Emissions,Regulatory Risk,3,2,3,2,False,False,False,1,,Primary (synthetic),True
R00306,Industrial Manager,Kano,Kano LGA 18,Retail,4,4,Lower Emissions,Gas Price Volatility,3,2,2,3,True,True,False,1,,Primary (synthetic),True
R00307,Industrial Manager,Kebbi,Kebbi LGA 8,Oil & Gas Services,3,2,Long Life,Regulatory Risk,2,3,2,2,True,True,False,0,,Primary (synthetic),True
R00308,Community Leader,Kwara,Kwara LGA 15,Automotive,3,2,Scalable,Gas Price Volatility,3,3,2,4,False,False,True,0,,Primary (synthetic),True
R00309,DisCo Official,Enugu,Enugu LGA 17,Oil & Gas Services,3,3,Lower Emissions,Regulatory Risk,3,3,3,3,True,False,True,1,,Primary (synthetic),True
R00310,Academic,Kano,Kano LGA 36,Automotive,4,3,Long Life,Technical Complexity,2,3,4,3,True,True,False,1,,Primary (synthetic),True
R00311,Investor,Kano,Kano LGA 12,Textile,3,1,Scalable,Maintenance,4,3,3,3,True,True,False,0,,Primary (synthetic),True
R00312,Academic,Benue,Benue LGA 22,Hospitality,2,3,Long Life,Technical Complexity,3,4,3,2,False,True,False,1,,Primary (synthetic),True
R00313,Engineer,Kano,Kano LGA 1,Hospitality,3,1,Long Life,Capex,3,2,2,3,True,True,False,0,,Primary (synthetic),True
R00314,Engineer,Gombe,Gombe LGA 3,Cement,2,2,Long Life,Gas Price Volatility,4,3,3,4,False,True,False,0,,Primary (synthetic),True
R00315,Engineer,Nasarawa,Nasarawa LGA 9,Food Processing,3,2,Reliability,Maintenance,2,4,4,5,True,True,False,0,,Primary (synthetic),True
R00316,Engineer,Adamawa,Adamawa LGA 7,Automotive,2,3,Lower OPEX,Regulatory Risk,3,3,4,4,False,False,False,0,,Primary (synthetic),True
R00317,Academic,Imo,Imo LGA 15,Cement,3,3,Lower OPEX,Capex,2,1,5,3,False,False,True,1,,Primary (synthetic),True
R00318,Policymaker,Yobe,Yobe LGA 1,Automotive,3,3,Long Life,Regulatory Risk,4,1,3,3,False,True,False,0,,Primary (synthetic),True
R00319,Community Leader,Borno,Borno LGA 4,Oil & Gas Services,3,1,Reliability,Technical Complexity,4,2,2,4,False,True,False,0,,Primary (synthetic),True
R00320,Academic,Benue,Benue LGA 11,Cement,2,3,Lower Emissions,Capex,3,1,2,4,False,False,True,0,,Primary (synthetic),True
R00321,Engineer,Cross River,Cross River LGA 5,Oil & Gas Services,5,3,Scalable,Maintenance,2,2,3,4,True,True,False,0,,Primary (synthetic),True
R00322,Academic,Kano,Kano LGA 10,Textile,4,3,Lower Emissions,Technical Complexity,2,4,4,3,True,True,False,1,,Primary (synthetic),True
R00323,Policymaker,Sokoto,Sokoto LGA 17,Automotive,3,2,Lower Emissions,Capex,3,3,4,2,False,True,False,0,,Primary (synthetic),True
R00324,Policymaker,Ebonyi,Ebonyi LGA 9,Textile,2,3,Reliability,Maintenance,3,3,3,4,False,False,True,0,,Primary (synthetic),True
R00325,Policymaker,Ekiti,Ekiti LGA 12,Automotive,2,2,Reliability,Technical Complexity,5,3,4,2,True,True,False,0,,Primary (synthetic),True
R00326,Engineer,Benue,Benue LGA 11,Cement,3,5,Long Life,Regulatory Risk,4,2,5,4,True,True,False,0,,Primary (synthetic),True
R00327,Community Leader,Edo,Edo LGA 8,Automotive,4,5,Lower OPEX,Technical Complexity,3,3,3,2,True,True,False,1,,Primary (synthetic),True
R00328,Engineer,Gombe,Gombe LGA 4,Automotive,2,3,Lower OPEX,Capex,3,2,3,3,True,True,False,1,,Primary (synthetic),True
R00329,Engineer,Yobe,Yobe LGA 7,Automotive,3,3,Reliability,Regulatory Risk,2,4,3,2,False,False,True,1,,Primary (synthetic),True
R00330,Investor,Abia,Abia LGA 9,Retail,2,2,Lower Emissions,Maintenance,4,4,1,3,False,True,False,0,,Primary (synthetic),True
R00331,Engineer,Kaduna,Kaduna LGA 22,Oil & Gas Services,3,2,Scalable,Capex,3,2,5,3,True,True,False,0,,Primary (synthetic),True
R00332,Industrial Manager,Ondo,Ondo LGA 10,Automotive,2,4,Lower Emissions,Regulatory Risk,3,2,4,3,True,False,True,1,,Primary (synthetic),True
R00333,Engineer,Katsina,Katsina LGA 14,Textile,3,3,Lower Emissions,Regulatory Risk,3,3,4,4,False,False,False,0,,Primary (synthetic),True
