sample_id,weld_width_mm,weld_depth_mm,nugget_diameter_mm,tensile_strength_MPa,shear_strength_MPa,peel_strength_N_mm,contact_resistance_mohm,electrical_conductivity_MS_m,grain_size_um,porosity_percent,intermetallic_thickness_um,thermal_conductivity_W_mK,heat_affected_zone_mm,weld_quality_score,surface_roughness_post_weld_um,hardness_HV,crack_density_per_mm2,void_fraction_percent,oxidation_level,weld_penetration_percent,fusion_zone_area_mm2
WLD_000149,0.839,0.327,1.593,227.0,120.5,158.5,5.1558,18.63,17.1,0.02,3.77,30.1,1.063,0.71,6.32,269.5,0.009,0.074,Medium,88.3,0.215
WLD_000150,1.104,0.345,2.106,142.7,73.9,232.4,3.057,29.24,17.3,0.0,3.13,33.3,0.947,0.71,3.75,220.8,0.0,-0.038,Low,65.5,0.299
WLD_000151,1.589,0.191,2.58,253.2,202.7,16.4,9.6799,34.43,36.9,0.76,10.27,32.7,1.493,0.43,3.29,99.1,0.056,0.796,High,86.5,0.239
WLD_000152,1.171,0.31,2.666,155.7,82.4,34.2,11.766,29.32,31.3,1.86,8.53,23.2,1.053,0.32,0.92,153.4,0.281,1.898,Medium,67.4,0.285
WLD_000153,0.651,0.147,1.542,50.0,31.9,76.2,0.3954,41.62,31.9,0.28,10.59,42.3,0.809,0.52,7.84,256.7,0.094,-0.097,Low,98.0,0.075
WLD_000154,1.235,0.221,1.954,97.6,51.0,159.2,0.7618,30.63,16.2,0.08,2.3,28.5,0.983,0.75,0.6,211.0,0.0,-0.121,Medium,73.2,0.214
WLD_000155,0.657,0.422,1.818,50.0,39.7,99.6,0.0903,31.93,31.5,0.37,0.4,24.3,0.682,0.76,1.26,290.3,0.034,0.354,Medium,93.2,0.217
WLD_000156,0.864,0.178,3.86,50.0,36.5,103.3,0.9052,32.65,12.6,0.2,2.62,19.0,0.616,0.69,1.75,275.1,0.0,0.232,Low,86.6,0.121
WLD_000157,0.719,0.312,1.407,50.0,32.0,24.7,1.9705,32.58,10.7,1.37,2.27,32.1,0.528,0.62,0.85,234.4,0.103,1.153,Low,62.8,0.176
WLD_000158,1.63,0.307,2.406,131.8,74.4,48.9,12.9188,28.68,25.0,1.09,6.14,31.9,1.521,0.4,7.31,140.7,0.007,1.379,Low,93.3,0.393
WLD_000159,1.692,0.097,2.27,306.2,180.0,3.9,5.3484,32.42,26.1,0.67,8.23,47.2,1.651,0.63,4.27,232.3,0.113,1.023,Medium,92.2,0.129
WLD_000160,1.154,0.175,3.442,82.5,60.3,57.4,2.4482,36.95,24.0,0.57,0.24,30.8,1.155,0.72,3.04,101.5,0.199,0.502,Medium,97.1,0.158
WLD_000161,0.956,0.281,1.462,108.2,68.4,183.2,0.6237,31.71,26.8,0.07,6.6,27.4,0.85,0.66,7.4,137.4,0.0,-0.039,Low,66.9,0.211
WLD_000162,1.532,0.378,3.307,290.2,147.1,237.2,0.3022,34.91,41.9,0.27,12.03,37.5,1.581,0.72,2.98,250.3,0.027,0.13,Low,77.7,0.455
WLD_000163,0.739,0.41,1.656,50.0,36.6,235.4,1.2984,22.1,13.1,0.22,2.13,24.0,0.426,0.7,5.51,136.0,0.1,0.373,Medium,92.1,0.238
WLD_000164,0.78,0.276,2.655,96.4,66.1,85.7,0.0675,33.99,14.8,0.32,2.46,30.9,0.888,0.75,2.42,220.2,0.153,0.249,Medium,81.8,0.169
WLD_000165,0.93,0.29,3.644,267.4,178.5,43.7,4.8623,19.32,25.5,0.51,6.61,22.0,1.023,0.66,6.46,245.0,0.0,0.296,Low,69.1,0.211
WLD_000166,1.786,0.251,4.8,222.9,129.9,193.4,0.0795,21.4,21.2,0.07,4.51,20.7,1.514,0.82,6.04,89.6,0.0,0.24,Low,96.1,0.352
WLD_000167,1.133,0.36,2.028,233.2,145.6,245.2,0.9529,35.56,21.7,0.36,5.42,35.4,1.032,0.77,5.8,265.6,0.026,0.806,Low,95.0,0.32
WLD_000168,0.785,0.096,2.632,50.0,38.6,-6.5,3.1998,50.7,15.4,1.72,2.0,37.5,0.751,0.58,4.12,268.1,0.292,1.837,High,79.9,0.059
WLD_000169,1.089,0.068,2.866,228.1,167.9,17.1,11.9563,33.69,17.5,0.24,3.84,26.0,0.888,0.58,3.51,117.8,0.0,0.293,Low,82.5,0.058
WLD_000170,0.806,0.263,3.907,50.0,39.3,40.9,11.1446,29.83,11.1,0.8,2.68,20.1,0.765,0.43,2.56,244.8,0.055,0.962,Medium,82.5,0.167
WLD_000171,1.451,0.126,5.217,203.4,118.8,151.6,1.843,33.51,18.0,0.21,4.51,23.6,1.344,0.75,6.02,294.2,0.036,0.17,Low,73.0,0.143
WLD_000172,1.181,0.206,3.322,299.9,193.1,66.3,1.2605,36.86,38.0,0.65,11.59,38.1,1.331,0.69,0.77,277.5,0.026,0.544,Medium,87.3,0.191
WLD_000173,0.734,0.11,3.986,50.0,35.6,28.0,10.2181,33.82,12.9,2.14,0.41,36.1,0.655,0.42,3.96,120.4,0.187,2.083,Low,74.9,0.063
WLD_000174,1.157,0.477,3.2,162.6,103.6,136.4,1.9539,42.5,21.1,0.71,4.89,38.1,1.012,0.68,5.37,83.5,0.0,0.838,Low,81.7,0.433
WLD_000175,1.52,0.25,2.151,90.2,83.9,169.9,2.063,32.9,23.9,0.45,3.46,29.2,1.289,0.66,4.73,190.3,0.0,0.604,Medium,89.1,0.298
WLD_000176,1.382,0.467,3.322,281.2,173.9,50.3,9.2964,28.79,21.8,1.25,5.61,31.4,1.182,0.55,6.17,295.1,0.151,1.051,Low,84.4,0.507
WLD_000177,2.35,0.09,6.017,117.7,88.3,99.5,1.0437,39.1,26.3,0.13,5.07,34.1,2.101,0.69,6.32,89.4,0.0,0.187,Low,75.9,0.167
WLD_000178,0.839,0.365,1.079,50.0,38.7,128.0,4.0218,34.19,13.9,0.31,2.5,32.1,0.928,0.61,6.17,299.5,0.0,0.254,Low,94.4,0.24
WLD_000179,0.551,0.391,3.33,50.0,40.0,30.2,4.1088,31.23,15.2,1.35,1.62,21.5,0.402,0.58,7.64,199.2,0.057,1.375,Low,96.7,0.169
WLD_000180,0.835,0.182,3.806,65.4,55.4,141.0,1.2431,29.31,15.0,0.37,3.47,30.5,0.755,0.67,5.08,202.6,0.0,0.224,High,80.6,0.119
WLD_000181,1.141,0.105,1.428,160.0,82.6,62.1,2.5663,45.48,24.0,0.11,7.22,46.2,1.061,0.63,4.57,187.0,0.045,0.094,Low,96.1,0.094
WLD_000182,1.619,0.172,2.079,131.8,103.8,25.8,5.2658,28.85,28.6,0.85,7.02,25.1,1.445,0.51,5.63,222.5,0.056,0.621,Medium,88.3,0.219
WLD_000183,1.719,0.161,1.655,236.4,159.1,74.4,0.4162,20.46,37.6,0.0,11.23,24.1,1.761,0.69,0.75,222.3,0.0,0.266,Medium,91.4,0.217
WLD_000184,0.488,0.224,3.084,50.0,37.9,9.8,11.3288,29.89,16.5,3.79,1.04,24.2,0.285,0.33,2.25,165.1,0.278,3.932,Low,66.8,0.086
WLD_000185,1.165,0.34,3.244,98.7,63.9,217.0,0.6706,36.6,24.8,0.38,0.01,24.3,1.069,0.8,4.53,87.0,0.034,0.283,Medium,67.4,0.311
WLD_000186,2.415,0.145,5.619,209.6,175.5,134.9,1.1848,34.25,26.4,0.22,5.83,23.2,2.095,0.74,6.79,276.4,0.0,0.531,Low,69.7,0.276
WLD_000187,1.378,0.489,3.136,256.7,213.1,323.6,0.0536,33.97,23.5,0.32,5.26,31.3,1.138,0.81,5.85,194.6,0.044,0.446,Low,79.5,0.529
WLD_000188,0.709,0.46,1.499,141.1,73.5,138.6,4.0006,32.41,17.5,0.58,3.14,19.1,0.445,0.66,4.65,249.2,0.022,0.278,High,63.5,0.256
WLD_000189,0.823,0.229,1.791,174.7,109.1,35.8,5.9089,33.46,38.4,1.27,10.33,32.1,0.941,0.43,1.14,141.3,0.134,0.87,Low,85.9,0.148
WLD_000190,1.191,0.283,2.329,340.5,210.8,107.6,1.5853,31.23,38.2,0.5,11.13,25.1,1.399,0.69,4.21,154.6,0.022,0.192,Medium,92.2,0.265
WLD_000191,1.188,0.161,3.192,324.8,228.9,102.4,0.9823,26.64,33.8,0.33,11.94,19.6,1.313,0.71,1.85,105.5,0.0,0.251,Medium,97.1,0.15
WLD_000192,2.896,0.402,5.812,143.2,119.3,302.7,0.4219,46.09,31.2,0.12,6.67,42.1,2.622,0.69,3.1,196.9,0.179,-0.085,Medium,79.3,0.913
WLD_000193,0.773,0.262,2.383,249.9,164.1,116.0,5.2916,20.53,19.3,0.44,4.22,21.0,0.964,0.7,5.51,234.9,0.0,0.436,Low,79.5,0.159
WLD_000194,1.207,0.275,1.231,134.7,84.5,114.9,4.6211,28.84,20.6,0.24,4.39,30.6,1.14,0.62,7.96,221.7,0.085,0.362,Medium,79.2,0.261
WLD_000195,0.8,0.226,2.951,54.1,35.2,103.3,1.1528,33.79,19.4,0.44,0.19,30.6,0.75,0.74,1.3,296.6,0.0,0.493,Medium,86.7,0.142
WLD_000196,0.87,0.146,2.526,167.4,111.8,95.0,0.8181,28.03,35.5,0.4,11.0,32.1,0.973,0.6,3.35,173.3,0.048,0.412,High,84.7,0.1
WLD_000197,1.075,0.482,1.605,105.1,78.5,-3.5,13.4155,33.33,21.3,5.96,0.18,26.5,0.971,0.33,4.3,87.4,0.531,6.297,Low,79.5,0.407
WLD_000198,0.81,0.266,3.069,50.0,39.8,9.6,4.1727,30.04,17.1,6.32,1.79,19.9,0.724,0.39,6.11,289.4,0.772,6.199,Low,69.4,0.169
WLD_000199,1.25,0.478,3.026,83.3,67.1,205.5,2.0222,32.7,29.0,0.32,0.2,34.9,1.184,0.75,1.01,183.6,0.176,0.57,High,81.5,0.469
WLD_000200,1.138,0.44,2.663,220.1,174.7,137.8,9.4889,21.69,19.7,0.47,5.45,21.1,0.871,0.54,5.56,179.1,0.021,0.532,Low,63.8,0.393
WLD_000201,0.845,0.274,1.819,50.0,34.2,126.1,1.0782,35.02,17.3,0.52,1.89,25.5,0.603,0.69,3.44,148.6,0.017,0.864,Low,69.5,0.182
WLD_000202,1.915,0.397,4.726,50.0,33.6,251.6,0.0263,28.26,21.0,0.13,3.93,28.2,1.57,0.69,5.03,217.6,0.0,0.091,Medium,70.6,0.597
WLD_000203,0.787,0.078,2.098,112.7,70.3,10.0,1.9107,42.31,21.3,0.61,4.39,39.5,1.15,0.66,1.57,151.3,0.056,0.811,Low,90.9,0.048
WLD_000204,1.124,0.338,1.575,304.6,192.9,98.3,3.1205,30.64,33.4,0.57,8.64,35.8,1.148,0.68,6.86,136.9,0.268,0.263,Low,63.6,0.299
WLD_000205,0.751,0.347,1.913,50.0,30.7,5.9,7.2578,33.44,15.0,6.16,1.79,25.0,0.649,0.32,7.93,137.3,0.563,6.28,Low,95.4,0.205
WLD_000206,0.816,0.096,3.973,57.1,36.6,32.7,6.5627,33.3,15.0,0.84,2.49,30.4,0.55,0.53,7.71,116.2,0.185,0.704,Low,97.5,0.062
WLD_000207,0.694,0.205,3.047,136.3,85.4,52.9,8.6222,21.45,19.5,0.45,5.25,10.0,0.682,0.49,2.36,89.0,0.088,0.177,Low,89.1,0.112
WLD_000208,1.419,0.19,2.625,154.3,107.2,10.2,14.1564,47.93,35.1,4.1,11.41,47.7,1.568,0.17,6.06,284.9,0.366,3.905,Low,74.3,0.212
WLD_000209,1.777,0.073,3.833,135.4,85.1,32.8,4.6135,28.14,24.9,0.11,5.61,28.5,1.669,0.6,1.23,117.0,0.019,0.074,Medium,81.8,0.102
WLD_000210,1.357,0.189,1.495,318.1,216.3,109.1,0.5528,28.65,29.4,0.09,7.51,26.7,1.354,0.79,5.0,162.7,0.0,-0.125,Low,95.4,0.202
WLD_000211,1.359,0.235,3.881,88.3,70.5,10.6,28.5853,35.93,36.3,1.98,0.0,20.3,1.519,0.47,2.87,286.3,0.267,1.998,High,97.5,0.251
WLD_000212,1.428,0.352,3.914,276.4,174.6,251.7,2.0479,34.34,22.7,0.0,5.58,23.4,1.31,0.79,0.81,174.8,0.071,-0.02,Medium,92.6,0.395
WLD_000213,0.748,0.382,2.773,101.3,55.1,11.1,6.1594,44.39,15.9,1.97,3.93,38.8,0.695,0.48,0.92,89.8,0.347,1.743,Medium,97.4,0.224
WLD_000214,1.635,0.322,2.356,261.8,153.0,99.2,3.1348,28.69,33.6,0.13,10.13,23.9,1.642,0.63,3.58,211.6,0.144,0.172,Low,61.9,0.413
WLD_000215,1.384,0.352,4.501,125.8,84.1,273.3,1.529,46.99,22.6,0.09,4.41,44.2,1.104,0.7,3.63,84.4,0.0,0.209,Low,73.5,0.383
WLD_000216,1.322,0.053,3.169,173.2,96.9,1.8,44.7094,26.96,30.2,5.3,8.46,31.3,1.313,0.18,1.93,292.7,0.548,5.249,Medium,83.7,0.055
WLD_000217,1.036,0.245,4.669,57.4,56.1,256.0,0.6818,38.28,17.3,0.0,0.33,30.0,0.757,0.77,3.56,284.2,0.0,-0.215,Low,97.8,0.199
WLD_000218,0.769,0.352,2.04,50.0,37.2,230.3,0.3917,44.34,28.2,0.56,9.1,38.8,0.752,0.53,2.48,148.9,0.07,0.453,Low,88.3,0.212
WLD_000219,0.664,0.147,3.012,50.0,33.5,-13.6,13.7259,35.47,10.7,3.03,0.05,35.8,0.504,0.39,2.25,179.7,0.519,3.119,Medium,75.6,0.077
WLD_000220,0.614,0.285,2.122,50.0,38.0,1.1,12.4901,34.67,17.1,5.01,0.07,26.6,0.523,0.29,3.12,180.5,0.618,4.801,Low,94.5,0.137
WLD_000221,0.635,0.162,1.724,50.0,32.0,22.1,5.7293,33.66,12.6,1.78,1.8,26.3,0.442,0.51,2.33,286.0,0.155,1.264,Medium,84.4,0.081
WLD_000222,0.786,0.075,3.401,50.0,36.6,50.2,3.5209,29.75,13.3,0.57,1.84,23.7,0.423,0.63,4.99,261.6,0.029,0.675,Medium,97.3,0.046
WLD_000223,0.649,0.251,3.158,184.6,108.1,62.4,1.0038,38.42,19.9,0.27,3.8,28.1,0.64,0.77,4.86,270.3,0.247,0.518,Medium,72.4,0.128
WLD_000224,0.997,0.414,2.335,65.0,39.2,266.8,2.1327,30.43,17.1,0.1,2.89,19.6,0.725,0.67,4.44,248.6,0.105,0.032,Medium,63.6,0.324
WLD_000225,0.662,0.236,3.811,50.0,31.9,19.9,9.2711,35.15,19.4,0.73,0.49,24.6,0.571,0.51,7.7,127.8,0.0,0.957,Low,64.7,0.123
WLD_000226,0.757,0.405,2.932,58.4,51.9,58.0,7.2112,21.44,33.6,0.59,9.94,8.3,0.772,0.34,0.53,82.4,0.0,0.599,Medium,63.8,0.241
WLD_000227,0.851,0.16,3.483,151.1,133.9,94.8,4.6794,31.26,22.9,0.29,5.74,26.4,0.725,0.6,5.53,228.2,0.115,0.371,Low,63.5,0.107
WLD_000228,0.774,0.06,3.243,204.6,159.5,13.0,3.5276,31.27,21.7,0.34,6.22,29.3,0.837,0.66,1.34,189.5,0.0,0.228,Low,90.6,0.036
WLD_000229,0.952,0.399,3.75,130.1,97.7,258.0,2.015,33.32,17.7,0.31,3.12,37.5,0.714,0.71,2.62,119.1,0.0,0.558,Low,86.1,0.298
WLD_000230,0.756,0.426,3.487,111.4,103.4,156.3,0.4855,30.66,17.2,0.09,4.35,19.6,0.807,0.72,0.85,235.3,0.0,0.058,Low,79.1,0.253
WLD_000231,0.559,0.317,1.741,50.0,34.6,41.0,12.5023,21.26,12.3,1.42,1.21,15.9,0.288,0.44,5.68,170.7,0.133,1.286,Low,75.1,0.139
WLD_000232,0.593,0.154,1.433,50.0,36.6,5.7,78.0266,27.25,9.8,4.62,1.22,30.0,0.482,0.28,4.13,244.5,0.592,4.599,Medium,79.1,0.072
WLD_000233,0.794,0.148,1.106,50.0,37.7,20.8,15.5633,21.05,15.2,2.0,2.12,9.4,0.711,0.39,3.8,148.9,0.315,1.967,Low,87.3,0.092
WLD_000234,0.621,0.411,1.525,50.0,37.6,138.3,1.0879,21.68,18.9,0.44,3.63,18.5,0.405,0.65,7.28,109.5,0.0,0.428,Low,83.6,0.2
WLD_000235,1.538,0.319,1.46,306.9,242.5,70.2,5.4916,26.49,24.8,0.79,7.32,28.9,1.426,0.64,1.03,244.9,0.0,0.966,Low,90.0,0.385
WLD_000236,1.062,0.085,3.844,129.0,129.6,57.3,0.2622,31.14,24.7,0.01,6.4,29.9,0.968,0.69,4.68,205.1,0.151,0.173,Low,87.7,0.071
WLD_000237,1.473,0.318,3.016,50.0,38.7,40.5,10.3038,33.04,18.8,0.85,0.34,28.2,1.214,0.49,2.67,191.1,0.118,0.732,High,78.9,0.368
WLD_000238,1.132,0.068,3.082,267.1,181.0,6.7,2.1281,34.87,30.9,0.5,9.18,27.0,1.154,0.66,2.8,83.0,0.046,0.392,Medium,96.3,0.06
WLD_000239,1.607,0.47,1.963,110.2,88.8,19.0,15.2217,36.55,26.7,2.88,0.06,27.2,1.467,0.45,3.63,243.7,0.103,2.655,Medium,80.4,0.593
WLD_000240,0.764,0.057,2.734,50.0,30.5,-0.9,3.5568,35.59,12.3,2.98,0.08,29.3,0.668,0.55,4.58,106.1,0.29,3.145,Medium,84.8,0.034
WLD_000241,0.567,0.39,1.84,50.0,34.0,12.5,5.0879,28.84,8.6,1.6,1.23,28.2,0.307,0.55,5.27,166.5,0.222,1.563,Low,73.2,0.173
WLD_000242,1.62,0.342,3.19,272.9,183.2,217.4,1.314,31.59,24.9,0.38,6.56,21.5,1.459,0.76,7.01,189.1,0.073,0.397,Low,89.9,0.435
WLD_000243,0.576,0.315,2.167,50.0,38.3,223.5,0.4612,45.16,13.6,0.07,2.26,42.1,0.478,0.72,4.01,188.2,0.182,0.41,Medium,88.8,0.142
WLD_000244,1.553,0.231,1.025,117.0,121.2,143.7,0.6825,32.08,17.7,0.0,3.86,33.5,1.303,0.73,4.86,137.7,0.131,0.163,Low,63.7,0.281
WLD_000245,2.378,0.489,4.805,210.8,190.3,210.3,2.0119,26.94,27.1,0.18,5.4,13.6,2.079,0.73,6.12,249.5,0.0,0.29,High,76.6,0.913
WLD_000246,0.679,0.399,3.081,70.3,52.8,252.8,0.9223,28.92,34.2,0.07,10.19,23.2,0.866,0.53,4.42,144.9,0.0,0.019,Low,80.4,0.213
WLD_000247,1.728,0.084,2.958,282.4,207.7,32.1,3.5455,34.28,24.1,0.47,5.78,34.6,1.526,0.73,3.05,173.5,0.143,0.339,Medium,85.7,0.114
WLD_000248,0.72,0.489,3.572,56.1,31.0,329.9,0.6058,33.72,11.0,0.01,3.08,19.7,0.413,0.7,6.84,142.1,0.261,0.126,Medium,96.5,0.276
WLD_000249,1.135,0.19,3.459,261.3,173.8,60.5,2.8925,20.59,21.5,0.54,4.93,19.8,0.874,0.75,5.26,274.5,0.104,0.715,High,74.3,0.17
WLD_000250,1.68,0.14,3.852,336.4,259.7,40.1,5.0195,30.62,33.7,1.19,8.28,28.4,1.703,0.61,1.11,122.6,0.061,1.034,Low,97.3,0.184
WLD_000251,0.778,0.107,2.151,145.4,86.1,14.4,3.3396,31.58,18.2,0.78,4.63,26.0,1.03,0.63,2.26,203.8,0.04,0.59,Medium,67.4,0.065
WLD_000252,0.823,0.114,3.977,50.0,33.8,40.0,1.832,36.67,35.2,0.57,0.43,28.2,0.874,0.71,5.92,245.6,0.11,0.532,Low,71.6,0.073
WLD_000253,1.785,0.43,3.353,72.3,81.9,93.0,4.0249,32.81,31.9,0.5,0.17,35.6,1.763,0.68,5.61,84.3,0.03,0.262,Medium,63.9,0.603
WLD_000254,0.878,0.14,2.413,50.0,36.4,14.8,17.56,32.1,14.8,1.03,2.53,30.1,0.713,0.43,7.97,170.4,0.326,0.84,Medium,69.3,0.096
WLD_000255,0.607,0.319,1.221,50.0,35.6,43.5,9.4598,29.22,11.1,1.26,1.01,29.3,0.405,0.47,7.73,136.1,0.317,1.334,Low,66.0,0.152
WLD_000256,1.236,0.105,3.861,237.0,183.2,53.7,2.1462,28.26,19.7,0.14,4.6,24.9,1.025,0.77,1.72,267.5,0.118,-0.39,Low,91.4,0.102
WLD_000257,2.42,0.465,4.912,143.9,101.0,258.3,1.0998,30.68,27.4,0.29,6.12,27.4,2.173,0.67,1.64,168.0,0.166,0.072,Low,96.1,0.884
WLD_000258,0.586,0.467,3.593,50.0,38.2,252.4,2.9179,30.15,16.5,0.23,3.53,20.5,0.449,0.62,2.66,262.6,0.177,-0.084,Medium,80.4,0.215
WLD_000259,1.72,0.137,3.683,100.7,73.8,34.1,3.974,34.35,26.9,0.32,0.38,36.2,1.481,0.71,1.71,135.8,0.121,0.266,Medium,91.1,0.184
WLD_000260,0.806,0.204,1.469,50.0,30.4,130.3,0.5027,35.65,13.9,0.18,2.05,32.5,0.519,0.72,0.66,248.1,0.036,0.129,Low,63.1,0.129
WLD_000261,0.648,0.262,2.456,50.0,39.6,18.1,7.117,34.08,13.2,3.46,1.78,26.8,0.598,0.4,6.68,110.6,0.384,3.414,Low,66.3,0.133
WLD_000262,1.341,0.231,3.375,201.8,137.5,44.7,3.6231,28.8,19.4,0.69,3.59,32.5,1.165,0.7,6.68,193.6,0.173,0.252,Low,79.8,0.243
WLD_000263,1.244,0.357,3.094,221.7,116.7,58.7,7.5448,19.25,21.1,0.67,3.5,24.8,0.969,0.63,3.3,185.6,0.032,0.557,Low,82.3,0.349
WLD_000264,0.596,0.365,2.815,50.0,30.3,-5.9,473.5301,32.53,13.3,92.6,1.95,24.4,0.491,0.24,4.9,105.9,9.197,92.93,Medium,60.9,0.171
WLD_000265,1.336,0.318,2.891,90.4,68.9,215.9,0.693,35.61,35.3,0.04,0.09,27.8,1.416,0.8,7.57,99.4,0.0,-0.152,Low,69.3,0.333
WLD_000266,1.186,0.073,3.778,325.4,205.9,54.8,0.2535,34.65,28.4,0.19,8.56,35.0,1.164,0.77,3.5,140.9,0.0,0.224,Low,73.7,0.068
WLD_000267,1.607,0.12,2.541,284.9,154.7,22.0,8.174,33.08,32.2,1.17,8.86,20.7,1.566,0.5,5.06,168.8,0.082,0.86,Low,68.7,0.152
WLD_000268,0.924,0.065,2.55,137.3,110.6,22.9,3.2791,34.59,37.7,0.6,10.65,33.2,0.975,0.5,6.09,238.3,0.191,0.454,Low,90.7,0.047
WLD_000269,1.465,0.298,3.245,152.5,105.4,49.8,5.0488,33.81,17.4,0.61,4.24,32.2,1.328,0.61,1.2,200.6,0.101,0.315,Low,64.1,0.343
WLD_000270,0.896,0.422,1.199,88.8,55.5,34.7,6.7297,28.18,20.8,1.58,5.44,24.5,0.69,0.44,5.16,261.1,0.187,1.78,Medium,90.1,0.297
WLD_000271,0.589,0.231,3.356,50.0,38.7,34.0,3.4732,31.02,10.8,1.44,1.01,17.5,0.299,0.61,3.14,212.3,0.12,1.2,Medium,90.9,0.107
WLD_000272,0.643,0.275,1.539,50.0,34.1,0.2,4.5081,27.44,11.0,2.99,1.86,23.8,0.553,0.48,6.56,250.1,0.273,2.877,Low,67.1,0.139
WLD_000273,1.114,0.206,3.962,94.4,54.8,47.0,1.1478,32.55,29.3,0.49,0.18,26.8,1.198,0.77,6.2,258.6,0.195,0.777,Medium,75.0,0.18
WLD_000274,1.225,0.33,2.248,269.0,160.9,49.8,7.0438,34.07,19.7,0.98,4.01,28.3,0.929,0.65,6.88,192.8,0.153,1.384,Low,81.4,0.317
WLD_000275,0.92,0.201,4.558,151.5,122.0,215.9,0.5057,36.62,16.1,0.09,3.5,37.6,0.642,0.77,6.12,120.1,0.033,0.213,Medium,97.4,0.145
WLD_000276,1.635,0.146,3.387,158.9,135.1,33.2,9.8824,19.16,20.5,0.79,4.06,17.3,1.334,0.49,4.63,167.8,0.0,0.576,Medium,86.6,0.188
WLD_000277,0.606,0.305,3.181,50.0,30.3,34.7,21.88,30.17,10.8,1.39,1.42,28.4,0.466,0.44,5.9,243.1,0.128,1.319,Low,75.7,0.145
WLD_000278,0.734,0.193,2.107,73.1,57.5,7.3,19.8593,31.51,26.2,2.27,7.63,35.1,0.582,0.26,3.43,122.9,0.308,2.101,Medium,85.8,0.111
WLD_000279,1.319,0.228,3.451,107.4,68.2,64.9,3.2638,29.01,19.7,0.67,3.04,23.1,1.061,0.65,1.87,295.1,0.194,0.719,Low,92.0,0.236
WLD_000280,1.233,0.356,1.487,116.1,76.3,213.2,2.0418,30.37,22.2,0.27,4.71,33.1,1.005,0.66,2.24,155.5,0.0,0.314,Low,93.5,0.344
WLD_000281,0.62,0.114,1.503,50.0,34.9,-5.8,65.0303,42.63,9.3,6.58,1.33,40.6,0.443,0.26,5.05,204.1,0.912,6.747,High,67.1,0.055
WLD_000282,1.589,0.208,1.234,202.5,191.7,63.5,1.844,19.36,32.0,0.1,8.7,15.8,1.477,0.65,3.99,149.0,0.0,0.285,Low,83.2,0.26
WLD_000283,1.326,0.42,2.261,134.9,97.1,136.1,1.9179,28.91,30.3,0.32,7.17,26.8,1.203,0.62,3.54,106.4,0.0,0.048,Medium,96.4,0.438
WLD_000284,0.661,0.353,1.256,50.0,39.4,202.1,2.2127,31.52,9.3,0.47,1.24,24.6,0.484,0.68,2.48,224.7,0.0,0.41,Medium,94.0,0.183
WLD_000285,0.843,0.344,2.909,61.7,39.7,24.5,3.5888,48.86,28.9,2.47,9.04,47.4,0.831,0.36,5.07,238.3,0.308,2.792,Low,92.3,0.227
WLD_000286,0.627,0.429,2.745,50.0,38.1,12.8,16.4699,32.99,13.9,1.51,1.68,35.9,0.518,0.42,1.85,157.6,0.141,1.774,Low,85.5,0.211
WLD_000287,1.255,0.213,3.572,134.1,105.8,150.0,2.5275,33.8,28.7,0.16,6.28,29.1,1.204,0.63,6.86,226.8,0.056,0.222,Medium,97.3,0.21
WLD_000288,0.903,0.476,3.397,195.9,151.0,239.9,1.871,34.96,25.7,0.23,7.29,31.8,0.843,0.67,5.15,225.2,0.0,-0.045,Low,63.1,0.337
WLD_000289,1.622,0.463,2.26,281.2,202.8,111.1,6.2617,22.12,39.7,0.56,11.99,15.8,1.673,0.55,2.24,247.7,0.0,0.937,High,61.2,0.59
WLD_000290,0.74,0.455,2.703,50.0,35.9,237.0,2.8169,38.88,14.8,0.36,0.08,29.8,0.682,0.7,7.7,80.2,0.046,0.383,Low,82.7,0.264
WLD_000291,0.475,0.25,2.666,50.0,39.9,28.3,8.7833,20.94,11.0,1.48,0.99,24.7,0.231,0.47,7.64,296.1,0.141,1.689,Low,81.9,0.093
WLD_000292,1.083,0.335,4.079,53.7,35.5,271.8,0.7205,49.39,17.9,0.28,3.05,35.2,0.82,0.69,6.25,208.9,0.201,0.082,Low,87.8,0.285
WLD_000293,1.223,0.062,2.081,385.1,194.3,15.4,4.6072,29.74,28.1,1.09,8.02,33.2,1.078,0.63,1.51,104.0,0.029,1.21,Low,95.4,0.059
WLD_000294,0.788,0.08,2.721,50.0,32.4,-9.8,25.705,27.24,14.3,23.73,2.06,28.4,0.719,0.24,6.69,90.6,2.392,23.485,Low,86.4,0.049
WLD_000295,1.851,0.214,2.655,301.5,268.9,55.9,4.2997,28.5,42.4,0.58,12.74,30.9,1.879,0.61,1.69,268.5,0.005,0.777,Low,88.0,0.311
WLD_000296,1.234,0.254,1.868,341.4,261.4,109.5,0.5404,26.13,18.3,0.29,5.93,31.2,1.107,0.82,3.02,101.1,0.0,0.372,Low,87.8,0.246
WLD_000297,1.022,0.253,2.027,98.2,60.7,128.3,1.5443,28.36,13.7,0.18,2.44,23.5,0.717,0.72,6.14,229.1,0.0,0.047,Medium,79.4,0.203
WLD_000298,0.836,0.184,2.616,127.6,103.2,3.1,6.7394,32.06,25.0,2.55,7.14,20.4,0.775,0.38,3.97,81.2,0.225,2.517,Low,82.3,0.121
