sample_id,min_cycle_temperature_C,max_cycle_temperature_C,total_cycles_tested,initial_contact_resistance_mohm,final_contact_resistance_mohm,resistance_drift_percent,tensile_strength_retention_percent,shear_strength_retention_percent,fatigue_life_cycles,crack_growth_rate_mm_cycle,thermal_expansion_mismatch_ppm_K,stress_concentration_factor,primary_failure_mode,time_to_failure_hours,cycle_life_score,reliability_score,temperature_stability_index,corrosion_resistance_score,dimensional_stability_um,interface_adhesion_strength_MPa,oxidation_resistance_score,creep_resistance_score
WLD_000128,-36.7,116.5,4359,40.6626,54.409,33.81,92.6,88.0,1752,3.52e-06,0.37,2.43,Interface Delamination,367.7,1.0,0.325,0.663,0.823,2.06,98.7,0.678,0.649
WLD_000129,-28.5,119.6,4066,3.5501,4.3138,21.51,80.1,76.1,1547,4.05e-06,4.68,2.5,Intermetallic Embrittlement,1284.3,1.0,0.335,0.701,0.89,1.73,57.8,0.725,0.777
WLD_000130,-27.0,96.0,2292,3.7124,4.5073,21.41,90.6,86.0,2338,1.43e-06,5.46,1.62,Oxidation,2292.0,0.98,0.589,0.808,0.766,3.16,82.2,0.545,0.607
WLD_000131,-26.3,148.8,8907,0.4101,0.5089,24.1,79.7,75.7,3208,1.31e-06,1.42,1.92,Thermal Degradation,1466.3,1.0,0.408,0.749,0.822,0.82,84.0,0.555,0.61
WLD_000132,-30.3,109.8,2069,0.4801,0.5329,11.0,91.4,86.9,13068,1.81e-06,4.0,2.11,Mechanical Wear,2069.0,0.158,0.747,0.803,0.807,2.03,190.7,0.637,0.617
WLD_000133,-22.3,83.1,6960,2.9804,3.9582,32.81,72.2,68.6,9709,2.23e-06,0.85,2.85,Fatigue Cracking,3840.9,0.717,0.333,0.82,0.739,4.66,175.0,0.567,0.772
WLD_000134,-23.1,84.6,6818,4.3871,5.7625,31.35,90.8,86.3,10068,2.1e-06,4.63,1.78,Thermal Degradation,2648.4,0.677,0.391,0.761,0.888,0.14,183.1,0.543,0.908
WLD_000135,-39.8,134.1,1798,1.185,1.3863,16.98,87.5,83.1,4377,1.66e-06,2.57,2.22,Intermetallic Embrittlement,1798.0,0.411,0.418,0.976,0.723,2.01,70.3,0.776,0.718
WLD_000136,-35.0,94.5,8067,5.7478,7.1058,23.63,82.6,78.5,38790,1.13e-06,2.7,3.07,Thermal Degradation,8067.0,0.208,0.427,0.712,0.927,3.08,94.4,0.795,0.614
WLD_000137,-38.7,88.4,5004,1.6254,1.8274,12.43,89.3,84.8,11367,1.7e-06,3.08,3.99,Thermal Degradation,5004.0,0.44,0.572,0.944,0.731,1.2,143.5,0.828,0.912
WLD_000138,-21.2,139.7,8093,4.6767,6.4577,38.08,80.3,76.3,1799,2.13e-06,7.5,1.66,Fatigue Cracking,3075.2,1.0,0.321,0.82,0.904,4.5,161.4,0.753,0.735
WLD_000139,-31.7,138.3,739,29.3049,35.3587,20.66,82.7,78.6,9662,2.35e-06,10.98,2.0,Intermetallic Embrittlement,739.0,0.076,0.357,0.776,0.92,0.92,75.7,0.846,0.784
WLD_000140,-31.9,128.1,6485,0.1514,0.1691,11.72,75.4,71.7,3730,2e-06,1.94,1.64,Fatigue Cracking,3053.9,1.0,0.56,0.976,0.777,4.78,175.1,0.894,0.867
WLD_000141,-35.0,98.8,571,0.3899,0.4653,19.35,97.2,92.3,9414,2.03e-06,3.22,3.41,Intermetallic Embrittlement,571.0,0.061,0.442,0.76,0.828,0.16,129.1,0.547,0.926
WLD_000142,-39.2,102.2,9224,17.6706,24.095,36.36,73.5,69.8,3536,2.5e-06,4.94,2.19,Fatigue Cracking,1503.1,1.0,0.304,0.61,0.751,2.2,63.3,0.544,0.628
WLD_000143,-36.0,144.3,4981,4.0771,6.1033,49.7,74.5,70.7,1720,1.12e-06,5.34,1.9,Intermetallic Embrittlement,1208.5,1.0,0.025,0.938,0.841,0.71,168.7,0.574,0.814
WLD_000144,-30.6,110.4,8114,2.0069,2.6598,32.53,83.7,79.5,33434,8e-07,6.3,1.81,Fatigue Cracking,8114.0,0.243,0.393,0.745,0.712,2.35,159.3,0.608,0.664
WLD_000145,-24.1,100.9,4604,1.3061,1.6074,23.07,91.7,87.1,19909,1.88e-06,4.29,1.99,Intermetallic Embrittlement,4604.0,0.231,0.378,0.603,0.93,3.76,118.0,0.798,0.805
WLD_000146,-28.3,134.4,271,2.224,2.6089,17.31,93.0,88.4,31752,1.92e-06,3.8,1.76,Oxidation,271.0,0.009,0.642,0.767,0.709,2.21,102.9,0.607,0.765
WLD_000147,-27.8,94.9,305,15.3734,18.2584,18.77,92.3,87.6,3952,1.65e-06,8.08,1.8,Interface Delamination,305.0,0.077,0.474,0.617,0.859,3.48,96.5,0.649,0.915
WLD_000148,-26.4,87.9,8571,0.4321,0.5843,35.23,75.8,72.0,23109,1.55e-06,3.83,1.94,Thermal Degradation,8571.0,0.371,0.277,0.779,0.85,3.33,131.1,0.8,0.706
WLD_000149,-32.0,144.9,1080,5.1558,5.9458,15.32,90.0,85.5,11238,1.45e-06,12.86,1.78,Interface Delamination,1080.0,0.096,0.497,0.755,0.824,2.85,152.8,0.823,0.772
WLD_000150,-35.5,149.6,328,3.057,3.4896,14.15,92.2,87.6,3466,1.75e-06,9.76,1.81,Intermetallic Embrittlement,328.0,0.095,0.47,0.6,0.705,1.64,63.4,0.555,0.852
WLD_000151,-32.1,149.5,3498,9.6799,10.9309,12.92,83.7,79.5,4298,2.13e-06,2.89,2.26,Intermetallic Embrittlement,1870.0,0.814,0.439,0.631,0.804,4.11,50.1,0.687,0.681
WLD_000152,-36.2,122.1,4177,11.766,16.1808,37.52,80.0,76.0,5464,1.47e-06,4.81,1.91,Intermetallic Embrittlement,2666.8,0.764,0.175,0.895,0.807,3.62,91.4,0.898,0.752
WLD_000153,-33.8,82.6,1488,0.3954,0.4418,11.75,97.7,92.9,5763,1e-06,8.52,2.03,Intermetallic Embrittlement,1488.0,0.258,0.521,0.627,0.729,0.46,50.3,0.656,0.699
WLD_000154,-28.2,91.5,2089,0.7618,0.8835,15.98,96.9,92.1,18230,8.5e-07,3.05,2.12,Interface Delamination,2089.0,0.115,0.525,0.697,0.807,4.34,86.6,0.709,0.672
WLD_000155,-20.9,131.7,5227,0.0903,0.1118,23.81,75.6,71.8,4870,1.5e-06,-3.78,1.69,Thermal Degradation,2210.7,1.0,0.39,0.88,0.849,2.53,144.1,0.87,0.904
WLD_000156,-35.5,80.7,7781,0.9052,1.1203,23.77,76.1,72.3,9213,1.5e-06,1.87,1.97,Fatigue Cracking,2467.2,0.845,0.443,0.775,0.888,0.17,170.7,0.708,0.763
WLD_000157,-21.1,94.0,7187,1.9705,2.3995,21.77,89.5,85.0,9506,2.51e-06,3.24,1.7,Fatigue Cracking,2896.5,0.756,0.53,0.806,0.93,3.3,198.0,0.63,0.875
WLD_000158,-32.9,84.7,8065,12.9188,16.0551,24.28,70.1,66.6,9420,7.3e-07,3.52,2.28,Thermal Degradation,4705.6,0.856,0.358,0.861,0.875,4.39,164.2,0.645,0.912
WLD_000159,-30.6,105.2,9521,5.3484,7.9793,49.19,84.1,79.9,56478,1.41e-06,3.31,3.52,Fatigue Cracking,9521.0,0.169,0.229,0.763,0.787,0.26,199.6,0.528,0.68
WLD_000160,-38.9,94.4,2629,2.4482,2.726,11.35,92.0,87.4,7532,2.09e-06,2.93,2.17,Interface Delamination,2629.0,0.349,0.546,0.882,0.912,2.24,107.0,0.588,0.678
WLD_000161,-23.3,133.0,9204,0.6237,0.917,47.02,76.7,72.9,5887,1.5e-06,1.92,1.49,Fatigue Cracking,5473.0,1.0,0.213,0.607,0.863,0.97,78.6,0.651,0.87
WLD_000162,-37.3,119.4,8051,0.3022,0.3925,29.89,85.8,81.5,13039,4.7e-07,2.48,1.64,Fatigue Cracking,8051.0,0.617,0.43,0.889,0.771,1.38,108.5,0.543,0.754
WLD_000163,-31.0,103.4,8521,1.2984,1.6218,24.9,83.2,79.0,3387,2.09e-06,15.25,1.54,Fatigue Cracking,3872.2,1.0,0.467,0.867,0.774,1.9,191.5,0.548,0.854
WLD_000164,-30.1,102.0,8142,0.0675,0.0974,44.25,82.0,77.9,8576,8.7e-07,3.38,1.4,Fatigue Cracking,7885.4,0.949,0.267,0.758,0.855,4.52,196.9,0.694,0.633
WLD_000165,-28.2,101.4,9360,4.8623,5.7662,18.59,73.6,69.9,33354,9e-07,12.18,2.01,Fatigue Cracking,7726.9,0.281,0.482,0.822,0.896,0.41,88.6,0.534,0.619
WLD_000166,-31.2,90.6,5250,0.0795,0.099,24.48,81.4,77.3,46455,1.82e-06,8.46,2.32,Fatigue Cracking,5250.0,0.113,0.462,0.676,0.75,1.46,80.2,0.553,0.659
WLD_000167,-33.2,121.5,6902,0.9529,1.2121,27.2,78.4,74.5,24890,1.81e-06,2.56,2.18,Fatigue Cracking,6902.0,0.277,0.42,0.68,0.771,2.51,178.7,0.566,0.741
WLD_000168,-24.6,125.3,7748,3.1998,4.2824,33.83,79.1,75.1,4049,1.56e-06,6.18,2.21,Fatigue Cracking,2537.1,1.0,0.357,0.799,0.911,4.62,125.2,0.696,0.944
WLD_000169,-22.4,140.2,8005,11.9563,15.1311,26.55,79.3,75.3,14688,1.4e-06,5.9,3.11,Fatigue Cracking,4591.0,0.545,0.431,0.79,0.914,3.67,154.0,0.547,0.839
WLD_000170,-20.2,105.4,1393,11.1446,13.0293,16.91,95.3,90.6,3153,1.53e-06,3.66,1.92,Interface Delamination,1393.0,0.442,0.508,0.921,0.745,4.94,53.0,0.819,0.906
WLD_000171,-32.1,124.9,4057,1.843,2.2405,21.57,84.2,80.0,23058,1.75e-06,2.98,2.83,Mechanical Wear,4057.0,0.176,0.605,0.688,0.793,1.1,171.6,0.721,0.73
WLD_000172,-35.4,141.7,3789,1.2605,1.5365,21.9,81.2,77.1,13426,1.69e-06,3.31,2.17,Intermetallic Embrittlement,3789.0,0.282,0.337,0.931,0.872,0.46,163.1,0.878,0.606
WLD_000173,-31.2,112.2,1682,10.2181,12.2246,19.64,89.8,85.3,3790,1.87e-06,1.5,2.43,Interface Delamination,1557.2,0.444,0.453,0.685,0.796,3.25,122.2,0.828,0.708
WLD_000174,-25.3,128.4,6392,1.9539,2.4773,26.79,79.0,75.0,13751,1.29e-06,5.04,1.88,Fatigue Cracking,4838.8,0.465,0.427,0.644,0.798,3.48,78.8,0.538,0.822
WLD_000175,-39.9,113.1,9933,2.063,2.718,31.75,71.9,68.3,5262,1.66e-06,2.84,2.2,Fatigue Cracking,3529.4,1.0,0.342,0.671,0.922,0.7,195.9,0.888,0.709
WLD_000176,-27.2,114.8,6412,9.2964,12.9257,39.04,71.1,67.5,14427,2.05e-06,4.7,1.94,Fatigue Cracking,6412.0,0.444,0.265,0.9,0.755,4.99,131.7,0.856,0.946
WLD_000177,-22.6,131.1,2529,1.0437,1.3086,25.38,82.7,78.6,14262,1.77e-06,9.44,4.23,Intermetallic Embrittlement,2529.0,0.177,0.31,0.665,0.938,0.85,115.2,0.539,0.76
WLD_000178,-27.0,113.6,8386,4.0218,4.7524,18.17,78.8,74.8,5611,2.28e-06,2.88,1.6,Fatigue Cracking,3266.8,1.0,0.512,0.926,0.924,1.75,161.1,0.884,0.873
WLD_000179,-35.6,137.9,4619,4.1088,5.5929,36.12,76.7,72.8,2171,1.23e-06,8.96,1.65,Thermal Degradation,1140.1,1.0,0.272,0.855,0.918,0.79,61.6,0.572,0.76
WLD_000180,-34.7,138.1,6767,1.2431,1.7952,44.41,84.8,80.6,2863,2.17e-06,1.72,2.28,Thermal Degradation,1831.3,1.0,0.23,0.627,0.849,1.24,101.4,0.759,0.801
WLD_000181,-37.7,109.6,1308,2.5663,3.0611,19.28,91.0,86.4,15137,1.66e-06,5.37,2.59,Intermetallic Embrittlement,1308.0,0.086,0.412,0.778,0.707,3.38,122.1,0.888,0.834
WLD_000182,-31.4,149.6,7751,5.2658,7.3024,38.68,75.7,71.9,3995,1.61e-06,3.65,2.91,Fatigue Cracking,1597.9,1.0,0.292,0.905,0.825,1.11,158.8,0.624,0.924
WLD_000183,-21.0,109.3,1819,0.4162,0.4702,12.97,93.3,88.6,14794,2.26e-06,10.74,2.0,Intermetallic Embrittlement,1819.0,0.123,0.487,0.685,0.938,4.5,135.5,0.704,0.911
WLD_000184,-26.7,110.5,1073,11.3288,13.1138,15.76,87.0,82.7,2068,3.53e-06,3.92,2.02,Interface Delamination,1073.0,0.519,0.477,0.654,0.851,4.72,87.3,0.817,0.702
WLD_000185,-38.7,147.6,9821,0.6706,0.888,32.42,75.3,71.5,4067,1.62e-06,-1.54,1.92,Fatigue Cracking,1479.0,1.0,0.352,0.932,0.723,2.7,61.9,0.674,0.745
WLD_000186,-35.8,89.8,2894,1.1848,1.4294,20.64,95.4,90.7,27754,1.75e-06,2.38,3.03,Intermetallic Embrittlement,2894.0,0.104,0.421,0.659,0.825,3.54,150.5,0.584,0.652
WLD_000187,-26.2,149.7,6177,0.0536,0.0637,18.89,75.4,71.6,14499,1.37e-06,4.12,2.0,Thermal Degradation,5408.5,0.426,0.438,0.932,0.743,4.67,162.4,0.892,0.785
WLD_000188,-25.2,123.2,5594,4.0006,5.054,26.33,77.8,74.0,13015,1.16e-06,6.68,1.52,Fatigue Cracking,5594.0,0.43,0.426,0.767,0.731,1.24,108.1,0.722,0.661
WLD_000189,-33.9,82.7,6187,5.9089,7.6125,28.83,79.2,75.3,7338,1.8e-06,2.57,2.16,Thermal Degradation,6187.0,0.843,0.358,0.753,0.757,4.36,180.3,0.783,0.751
WLD_000190,-28.8,139.0,3420,1.5853,1.959,23.57,86.0,81.7,5795,1.43e-06,13.49,1.75,Intermetallic Embrittlement,3420.0,0.59,0.344,0.829,0.901,3.36,193.4,0.621,0.654
WLD_000191,-33.9,126.5,9927,0.9823,1.1697,19.08,66.0,62.7,31227,1.56e-06,4.24,2.55,Thermal Degradation,9567.8,0.318,0.389,0.669,0.762,2.51,72.8,0.674,0.775
WLD_000192,-22.4,133.4,1174,0.4219,0.4595,8.92,97.0,92.1,13885,8.9e-07,5.28,1.91,Intermetallic Embrittlement,1174.0,0.085,0.546,0.698,0.812,3.12,190.7,0.756,0.923
WLD_000193,-23.3,122.9,1278,5.2916,6.1127,15.52,95.2,90.5,15579,9.5e-07,10.33,1.91,Interface Delamination,1278.0,0.082,0.521,0.658,0.923,2.03,124.6,0.716,0.621
WLD_000194,-36.3,103.6,6572,4.6211,5.8535,26.67,88.9,84.5,11143,1.72e-06,4.02,2.08,Fatigue Cracking,6572.0,0.59,0.478,0.906,0.754,0.16,182.5,0.87,0.661
WLD_000195,-25.2,120.0,2275,1.1528,1.3467,16.82,90.9,86.4,4319,1.22e-06,1.86,1.92,Interface Delamination,2275.0,0.527,0.486,0.913,0.766,4.34,192.9,0.573,0.886
WLD_000196,-20.5,127.3,6636,0.8181,1.0516,28.54,76.4,72.5,12545,1.55e-06,9.26,1.93,Thermal Degradation,6006.1,0.529,0.346,0.644,0.77,0.92,131.6,0.863,0.669
WLD_000197,-24.0,106.3,2767,13.4155,17.038,27.0,83.0,78.9,7258,4.34e-06,2.25,2.08,Interface Delamination,2767.0,0.381,0.345,0.791,0.778,4.24,64.3,0.709,0.809
WLD_000198,-38.8,105.9,647,4.1727,5.1603,23.67,80.2,76.1,3036,3.22e-06,5.43,2.72,Interface Delamination,647.0,0.213,0.364,0.923,0.783,0.84,83.2,0.764,0.785
WLD_000199,-35.9,82.8,2719,2.0222,2.3524,16.33,100.0,95.0,11774,9.3e-07,2.82,1.62,Intermetallic Embrittlement,2719.0,0.231,0.487,0.67,0.768,4.64,95.4,0.827,0.703
WLD_000200,-28.9,137.6,6714,9.4889,11.6091,22.34,72.1,68.5,11275,1.92e-06,15.09,1.81,Thermal Degradation,4264.5,0.595,0.387,0.693,0.824,0.13,92.8,0.678,0.859
WLD_000201,-39.7,119.4,4539,1.0782,1.305,21.04,88.6,84.2,2855,2.22e-06,1.6,2.14,Fatigue Cracking,1843.8,1.0,0.533,0.718,0.85,4.42,150.6,0.616,0.886
WLD_000202,-38.6,95.3,9879,0.0263,0.0331,25.85,70.9,67.4,8591,1e-06,7.89,1.71,Fatigue Cracking,3219.8,1.0,0.396,0.66,0.773,3.87,164.3,0.526,0.652
WLD_000203,-36.0,83.1,2018,1.9107,2.1682,13.48,82.7,78.5,16334,1.54e-06,8.94,2.48,Intermetallic Embrittlement,2018.0,0.124,0.429,0.95,0.923,1.09,65.2,0.601,0.79
WLD_000204,-22.7,107.9,8848,3.1205,4.0223,28.9,78.5,74.6,34221,1.17e-06,8.66,1.89,Thermal Degradation,8848.0,0.259,0.353,0.78,0.705,2.69,152.4,0.649,0.936
WLD_000205,-27.1,141.4,2815,7.2578,9.1819,26.51,77.8,73.9,1903,3.31e-06,2.71,2.29,Interface Delamination,491.5,1.0,0.324,0.717,0.777,0.75,97.3,0.857,0.884
WLD_000206,-24.4,103.4,5963,6.5627,9.0816,38.38,87.3,82.9,2804,1.28e-06,5.67,2.09,Fatigue Cracking,1310.0,1.0,0.353,0.875,0.702,1.18,173.5,0.514,0.813
WLD_000207,-35.7,98.5,360,8.6222,9.9743,15.68,90.4,85.9,9628,1.04e-06,13.5,2.1,Intermetallic Embrittlement,360.0,0.037,0.445,0.763,0.856,3.58,153.0,0.733,0.86
WLD_000208,-33.2,147.8,9333,14.1564,17.5467,23.95,73.6,69.9,1072,2.74e-06,6.83,2.55,Fatigue Cracking,929.1,1.0,0.428,0.72,0.905,1.76,193.7,0.803,0.613
WLD_000209,-35.4,120.7,7776,4.6135,6.1705,33.75,72.1,68.5,8958,1.79e-06,4.83,4.01,Fatigue Cracking,7776.0,0.868,0.323,0.817,0.769,4.91,79.8,0.576,0.81
WLD_000210,-26.0,128.2,1911,0.5528,0.628,13.61,77.3,73.4,28372,1.6e-07,2.61,2.29,Intermetallic Embrittlement,1911.0,0.067,0.4,0.969,0.803,1.36,59.5,0.785,0.687
WLD_000211,-35.9,145.0,8466,28.5853,36.5868,27.99,68.9,65.5,1449,1.9e-06,1.74,2.22,Fatigue Cracking,892.1,1.0,0.365,0.935,0.758,2.75,126.8,0.719,0.604
WLD_000212,-33.2,112.0,1715,2.0479,2.4994,22.05,86.1,81.8,23812,1.89e-06,4.01,1.86,Intermetallic Embrittlement,1715.0,0.072,0.36,0.766,0.927,2.18,169.6,0.886,0.775
WLD_000213,-31.1,141.7,4568,6.1594,7.7763,26.25,82.2,78.1,3148,1.67e-06,7.5,1.82,Interface Delamination,2172.6,1.0,0.348,0.7,0.841,4.52,70.5,0.529,0.891
WLD_000214,-28.9,103.7,1329,3.1348,3.7829,20.68,88.1,83.7,22864,1.14e-06,5.72,1.75,Intermetallic Embrittlement,1329.0,0.058,0.384,0.604,0.788,3.49,187.7,0.552,0.657
WLD_000215,-20.5,91.0,6482,1.529,1.8771,22.76,84.2,80.0,23319,1.03e-06,8.8,1.9,Fatigue Cracking,6482.0,0.278,0.493,0.879,0.718,4.3,112.3,0.529,0.883
WLD_000216,-36.3,144.1,6137,44.7094,58.1407,30.04,72.6,68.9,1581,3.33e-06,4.74,4.62,Fatigue Cracking,711.5,1.0,0.362,0.756,0.93,1.2,57.5,0.594,0.854
WLD_000217,-30.7,103.5,1843,0.6818,0.7867,15.39,98.5,93.5,4697,1.03e-06,0.04,2.0,Fatigue Cracking,1843.0,0.392,0.638,0.639,0.895,4.2,130.1,0.538,0.913
WLD_000218,-37.8,87.5,6232,0.3917,0.4967,26.8,86.3,82.0,4240,4.2e-07,8.57,1.48,Fatigue Cracking,2457.6,1.0,0.464,0.886,0.804,1.16,113.9,0.775,0.703
WLD_000219,-21.2,86.7,8771,13.7259,17.052,24.23,66.3,63.0,4058,2.66e-06,1.76,2.02,Thermal Degradation,2268.8,1.0,0.339,0.657,0.781,2.03,127.8,0.564,0.679
WLD_000220,-27.2,123.0,6907,12.4901,16.8838,35.18,72.5,68.9,2239,3.92e-06,0.31,2.47,Fatigue Cracking,875.7,1.0,0.311,0.65,0.736,4.52,54.4,0.789,0.711
WLD_000221,-20.9,91.2,2318,5.7293,6.3387,10.64,93.6,88.9,4964,1.92e-06,5.98,2.07,Interface Delamination,2318.0,0.467,0.561,0.882,0.936,1.09,192.1,0.666,0.931
WLD_000222,-35.2,94.7,5415,3.5209,4.1384,17.54,95.5,90.7,6151,2.57e-06,8.86,2.57,Fatigue Cracking,2860.8,0.88,0.602,0.803,0.918,1.5,93.7,0.849,0.858
WLD_000223,-23.0,91.1,1709,1.0038,1.2182,21.36,88.2,83.8,32636,1.26e-06,5.44,1.51,Mechanical Wear,1709.0,0.052,0.628,0.608,0.921,4.88,166.2,0.524,0.845
WLD_000224,-39.1,134.5,754,2.1327,2.4189,13.42,95.0,90.2,2085,9.2e-07,4.29,1.68,Intermetallic Embrittlement,754.0,0.362,0.491,0.893,0.87,2.81,162.1,0.617,0.61
WLD_000225,-30.9,137.2,2069,9.2711,10.9157,17.74,84.5,80.3,2801,2.53e-06,-0.04,2.03,Interface Delamination,860.9,0.739,0.445,0.622,0.948,3.97,151.8,0.721,0.925
WLD_000226,-27.2,117.1,8152,7.2112,10.6767,48.06,81.4,77.3,2416,2.48e-06,14.07,2.22,Fatigue Cracking,983.3,1.0,0.226,0.678,0.923,1.86,174.0,0.594,0.768
WLD_000227,-38.6,135.2,5792,4.6794,6.7988,45.29,87.0,82.6,7032,1.7e-06,5.24,1.96,Fatigue Cracking,3783.8,0.824,0.282,0.921,0.797,4.91,95.8,0.828,0.651
WLD_000228,-37.1,99.5,1038,3.5276,4.1245,16.92,84.2,80.0,25103,1.11e-06,1.7,2.87,Intermetallic Embrittlement,1038.0,0.041,0.402,0.883,0.732,1.62,97.8,0.562,0.927
WLD_000229,-29.8,94.7,2339,2.015,2.3194,15.11,92.9,88.2,17354,1.71e-06,6.34,1.52,Intermetallic Embrittlement,2339.0,0.135,0.463,0.676,0.943,1.42,165.5,0.847,0.857
WLD_000230,-21.0,125.2,8172,0.4855,0.6418,32.18,76.8,73.0,7772,1.25e-06,1.32,1.96,Fatigue Cracking,6114.1,1.0,0.362,0.837,0.899,4.14,104.2,0.54,0.619
WLD_000231,-25.4,145.2,9340,12.5023,16.1189,28.93,68.3,64.9,1168,1.38e-06,13.82,1.57,Fatigue Cracking,593.3,1.0,0.352,0.808,0.933,1.66,61.8,0.671,0.776
WLD_000232,-30.4,89.9,5312,78.0266,112.9348,44.74,81.7,77.6,3169,2.91e-06,8.24,1.96,Fatigue Cracking,1439.0,1.0,0.261,0.934,0.95,4.18,187.2,0.723,0.711
WLD_000233,-25.5,90.4,1222,15.5633,16.8862,8.5,89.3,84.8,3701,1.95e-06,10.9,2.12,Interface Delamination,1222.0,0.33,0.561,0.863,0.901,1.96,188.3,0.691,0.727
WLD_000234,-27.5,126.6,2374,1.0879,1.2866,18.26,82.2,78.1,1538,1.88e-06,15.36,1.68,Interface Delamination,1728.8,1.0,0.428,0.783,0.776,1.65,89.0,0.757,0.739
WLD_000235,-37.4,85.5,4579,5.4916,6.8031,23.88,85.1,80.9,26528,1.57e-06,8.26,2.19,Intermetallic Embrittlement,4579.0,0.173,0.337,0.848,0.804,2.18,110.6,0.635,0.81
WLD_000236,-31.4,110.1,9469,0.2622,0.3769,43.73,78.8,74.8,8134,1.54e-06,2.39,2.71,Fatigue Cracking,8435.9,1.0,0.257,0.765,0.91,4.63,134.6,0.678,0.739
WLD_000237,-29.7,91.7,5917,10.3038,10.5941,2.82,71.0,67.5,5148,2.36e-06,-3.17,2.23,Thermal Degradation,2558.9,1.0,0.577,0.87,0.749,2.72,70.2,0.568,0.844
WLD_000238,-28.2,108.6,6244,2.1281,2.6111,22.7,85.6,81.3,34857,1.58e-06,5.37,3.07,Fatigue Cracking,6244.0,0.179,0.501,0.877,0.721,4.26,78.5,0.511,0.942
WLD_000239,-25.7,103.1,468,15.2217,17.0388,11.94,82.7,78.5,6273,2.73e-06,1.66,2.13,Interface Delamination,468.0,0.075,0.494,0.886,0.782,2.84,194.2,0.76,0.659
WLD_000240,-26.1,126.9,3376,3.5568,4.1972,18.01,78.1,74.2,3889,1.3e-06,2.92,3.23,Interface Delamination,1047.6,0.868,0.411,0.651,0.943,0.73,199.7,0.562,0.675
WLD_000241,-23.8,117.7,6425,5.0879,6.5075,27.9,82.7,78.6,3450,1.13e-06,5.71,2.07,Thermal Degradation,1598.2,1.0,0.385,0.682,0.737,4.96,128.1,0.534,0.68
WLD_000242,-38.4,112.6,5355,1.314,1.4648,11.47,83.3,79.1,34738,1.39e-06,1.64,1.91,Thermal Degradation,5355.0,0.154,0.552,0.746,0.88,1.19,118.1,0.838,0.832
WLD_000243,-32.7,100.5,8076,0.4612,0.6186,34.13,83.4,79.3,3250,5e-07,5.05,1.55,Fatigue Cracking,3124.3,1.0,0.376,0.824,0.896,4.68,158.5,0.656,0.698
WLD_000244,-24.8,94.2,2464,0.6825,0.7359,7.82,90.1,85.6,32499,1.36e-06,4.87,2.18,Fatigue Cracking,2464.0,0.076,0.672,0.613,0.725,2.05,69.9,0.9,0.938
WLD_000245,-31.4,100.9,563,2.0119,2.4168,20.12,84.8,80.6,28869,1.23e-06,3.45,2.12,Intermetallic Embrittlement,563.0,0.02,0.373,0.841,0.743,1.73,114.5,0.509,0.697
WLD_000246,-33.1,82.6,7144,0.9223,1.1538,25.1,82.0,77.9,7059,5.1e-07,9.41,1.67,Thermal Degradation,7144.0,1.0,0.409,0.95,0.873,4.42,130.3,0.784,0.912
WLD_000247,-28.1,109.0,5068,3.5455,4.466,25.96,85.8,81.5,8672,1.42e-06,1.77,3.53,Fatigue Cracking,5068.0,0.584,0.469,0.895,0.71,0.3,92.6,0.678,0.672
WLD_000248,-20.8,80.1,2218,0.6058,0.6723,10.98,94.4,89.7,6178,1.02e-06,-0.24,1.94,Intermetallic Embrittlement,2218.0,0.359,0.512,0.655,0.87,4.75,126.7,0.639,0.671
WLD_000249,-20.5,121.0,8427,2.8925,4.032,39.4,82.4,78.3,35555,1.82e-06,10.63,2.22,Fatigue Cracking,8427.0,0.237,0.318,0.674,0.84,4.56,127.8,0.827,0.936
WLD_000250,-30.8,128.8,9109,5.0195,6.9891,39.24,74.1,70.4,8678,2.24e-06,6.77,2.73,Fatigue Cracking,6579.0,1.0,0.278,0.927,0.948,0.71,103.3,0.533,0.689
WLD_000251,-36.1,85.6,3540,3.3396,3.9264,17.57,93.5,88.8,19920,1.09e-06,5.7,2.53,Thermal Degradation,3540.0,0.178,0.542,0.918,0.743,3.4,142.6,0.748,0.838
WLD_000252,-34.1,111.6,9666,1.832,2.267,23.75,76.1,72.3,6873,1.55e-06,-0.76,2.5,Fatigue Cracking,2749.6,1.0,0.443,0.933,0.94,4.74,198.8,0.559,0.822
WLD_000253,-34.4,82.7,100,4.0249,4.6345,15.15,99.7,94.7,8485,2e-06,-1.8,2.13,Mechanical Wear,100.0,0.012,0.747,0.706,0.943,3.59,51.0,0.827,0.805
WLD_000254,-29.5,144.8,3253,17.56,23.2078,32.16,84.7,80.5,1439,2.81e-06,8.04,2.25,Interface Delamination,908.2,1.0,0.302,0.835,0.942,3.79,109.0,0.894,0.801
WLD_000255,-38.6,140.6,9827,9.4598,13.5329,43.06,74.6,70.9,1646,2.84e-06,10.8,1.58,Fatigue Cracking,670.4,1.0,0.243,0.758,0.901,4.24,102.8,0.827,0.846
WLD_000256,-28.4,92.0,2462,2.1462,2.4711,15.14,85.8,81.5,22981,1.88e-06,6.68,2.47,Interface Delamination,2462.0,0.107,0.477,0.653,0.717,0.89,186.8,0.627,0.866
WLD_000257,-20.8,105.7,4232,1.0998,1.2299,11.83,80.2,76.2,23764,2.1e-06,0.95,1.94,Intermetallic Embrittlement,2520.7,0.178,0.433,0.791,0.822,0.49,178.9,0.713,0.706
