sample_id,anode_material,cathode_material,tab_thickness_um,anode_surface_finish,cathode_surface_finish,welding_technique,power_W,amplitude_um,force_N,time_s,speed_mm_s,pulse_frequency_Hz,preheat_temperature_C,ambient_temperature_C,ambient_humidity_percent,electrode_material,shielding_gas,surface_roughness_um
WLD_000156,Brass,Aluminum,177.7,Anodized,Tin-plated,Electron Beam Welding,1329.5,,2242.4,0.288,256.4,296.7,136.0,19.3,39.3,Copper,Argon,1.5
WLD_000157,Nickel,Copper,312.3,Electropolished,Anodized,Laser Welding,1189.4,,329.4,0.026,51.8,488.9,115.9,18.6,56.3,Molybdenum,Argon,0.42
WLD_000158,Brass,Aluminum,307.3,Oxide-cleaned,Passivated,Friction Stir Welding,3660.6,,455.7,1.737,,,143.3,31.4,52.3,Molybdenum,Helium,3.41
WLD_000159,Nickel,Copper,96.9,Anodized,Silver-plated,Electron Beam Welding,3888.9,,851.1,2.391,84.3,,135.9,18.7,30.1,Tungsten,Nitrogen,4.55
WLD_000160,Aluminum,Aluminum,174.6,Bare,Bare,Electron Beam Welding,1997.3,49.6,1370.0,2.398,163.4,24.8,128.3,22.8,72.2,Molybdenum,None,2.25
WLD_000161,Brass,Aluminum,280.7,Tin-plated,Anodized,Cold Welding,1255.7,32.0,2463.7,2.681,174.6,,107.8,25.7,32.2,Molybdenum,None,2.03
WLD_000162,Nickel,Copper,378.4,Electropolished,Electropolished,Electron Beam Welding,2913.3,34.4,2480.2,4.778,5.5,25.7,53.5,28.3,33.0,Tungsten,Nitrogen,0.66
WLD_000163,Aluminum,Steel,410.2,Silver-plated,Nickel-plated,Electron Beam Welding,659.9,,2266.0,0.401,,,142.4,29.5,63.4,Tungsten,Air,3.01
WLD_000164,Copper,Nickel,276.0,Tin-plated,Anodized,Ultrasonic Welding,2031.4,44.9,1475.5,0.329,,,137.3,27.1,33.3,Graphite,Nitrogen,0.16
WLD_000165,Aluminum,Steel,289.6,Tin-plated,Bare,Electron Beam Welding,1717.6,81.8,687.4,2.36,24.9,,130.7,19.3,50.2,Copper,None,4.32
WLD_000166,Aluminum,Steel,250.9,Nickel-plated,Electropolished,Resistance Spot Welding,4150.9,,3106.7,0.783,,,32.9,18.2,74.5,Molybdenum,Argon,0.23
WLD_000167,Nickel,Copper,359.8,Passivated,Nickel-plated,Friction Stir Welding,1836.0,,2675.8,1.762,,,104.0,23.8,61.8,Molybdenum,Air,2.11
WLD_000168,Copper,Aluminum,95.6,Electropolished,Oxide-cleaned,Laser Welding,1699.3,,290.1,0.056,30.0,168.2,146.4,34.6,41.4,Molybdenum,Air,0.77
WLD_000169,Copper,Nickel,67.5,Anodized,Tin-plated,Resistance Spot Welding,2120.2,,605.1,0.781,,,79.6,33.3,44.5,Copper,None,4.78
WLD_000170,Copper,Steel,263.3,Anodized,Silver-plated,Laser Welding,1670.7,,492.0,0.03,192.6,390.1,70.1,27.2,47.0,Copper,Argon,2.81
WLD_000171,Copper,Nickel,125.8,Oxide-cleaned,Tin-plated,Resistance Spot Welding,3493.3,,4220.7,0.738,,,43.0,29.5,55.4,Copper,Helium,4.17
WLD_000172,Nickel,Copper,206.3,Silver-plated,Passivated,Electron Beam Welding,1887.4,51.4,1235.2,4.97,188.9,310.4,46.2,18.7,49.8,Copper,None,2.76
WLD_000173,Aluminum,Aluminum,109.6,Tin-plated,Oxide-cleaned,Laser Welding,1472.1,,266.7,0.087,34.8,790.7,36.2,22.7,69.7,Tungsten,Nitrogen,4.73
WLD_000174,Copper,Aluminum,477.1,Nickel-plated,Electropolished,Friction Stir Welding,2036.9,60.9,1157.2,1.465,,193.3,86.5,27.8,54.6,Molybdenum,None,4.91
WLD_000175,Copper,Nickel,249.6,Passivated,Passivated,Friction Stir Welding,3265.0,,2988.6,0.344,,149.3,51.2,22.4,45.6,Copper,None,4.86
WLD_000176,Copper,Steel,466.9,Electropolished,Nickel-plated,Cold Welding,2813.3,70.8,446.6,1.532,,139.5,47.4,18.2,77.9,Molybdenum,Nitrogen,3.42
WLD_000177,Copper,Aluminum,90.4,Anodized,Passivated,Resistance Spot Welding,6165.1,,4253.7,0.766,,,38.6,31.1,67.7,Graphite,Argon,3.85
WLD_000178,Nickel,Copper,365.0,Passivated,Electropolished,Ultrasonic Welding,2307.9,21.2,1406.1,0.147,,,59.8,28.7,57.5,Copper,None,3.52
WLD_000179,Copper,Steel,479.8,Tin-plated,Anodized,Laser Welding,246.0,,250.3,0.08,144.3,51.2,29.5,23.0,50.1,Graphite,Nitrogen,1.48
WLD_000180,Brass,Aluminum,181.6,Electropolished,Anodized,Resistance Spot Welding,1154.2,,3124.7,0.858,,,91.4,18.6,41.0,Molybdenum,None,2.14
WLD_000181,Copper,Aluminum,105.3,Bare,Passivated,Cold Welding,1925.0,57.7,1929.4,2.655,,,59.4,27.6,44.5,Graphite,None,4.59
WLD_000182,Brass,Aluminum,172.1,Passivated,Passivated,Cold Welding,3551.6,73.6,851.1,2.042,,,121.8,28.1,65.8,Copper,Nitrogen,2.39
WLD_000183,Aluminum,Steel,161.1,Bare,Electropolished,Electron Beam Welding,3737.4,17.3,1716.7,4.339,272.6,211.3,69.1,29.5,76.8,Copper,Nitrogen,0.31
WLD_000184,Copper,Steel,224.4,Tin-plated,Bare,Laser Welding,364.3,,127.1,0.088,44.7,279.2,36.8,34.0,63.8,Copper,None,2.43
WLD_000185,Aluminum,Aluminum,339.9,Nickel-plated,Bare,Electron Beam Welding,2094.6,,2604.2,2.406,,385.4,20.4,21.2,72.9,Copper,None,2.14
WLD_000186,Copper,Nickel,145.4,Bare,Anodized,Resistance Spot Welding,6113.5,,3414.7,0.817,,,118.0,24.7,31.8,Graphite,Helium,3.72
WLD_000187,Nickel,Copper,488.6,Silver-plated,Oxide-cleaned,Friction Stir Welding,2910.2,,2676.1,1.473,,,34.5,22.5,55.8,Copper,Nitrogen,0.17
WLD_000188,Copper,Steel,460.0,Nickel-plated,Anodized,Ultrasonic Welding,810.9,26.5,1036.4,0.868,,,89.0,18.2,59.8,Molybdenum,Argon,4.82
WLD_000189,Nickel,Copper,228.9,Bare,Silver-plated,Friction Stir Welding,1215.6,,438.0,4.293,27.5,,67.8,25.4,39.1,Graphite,None,1.77
WLD_000190,Titanium,Copper,283.1,Silver-plated,Bare,Cold Welding,2368.5,68.0,1667.7,4.402,166.4,303.1,57.8,20.6,40.4,Graphite,Air,3.58
WLD_000191,Copper,Steel,161.0,Silver-plated,Oxide-cleaned,Friction Stir Welding,2000.5,,2875.5,4.716,297.4,481.4,29.8,21.8,48.3,Graphite,Nitrogen,4.49
WLD_000192,Copper,Aluminum,401.6,Oxide-cleaned,Tin-plated,Resistance Spot Welding,7871.6,,2872.7,0.916,,,41.3,31.8,62.1,Molybdenum,Helium,1.75
WLD_000193,Aluminum,Steel,261.5,Passivated,Passivated,Ultrasonic Welding,2225.0,37.6,1868.2,1.045,,,49.9,25.1,32.2,Tungsten,Air,3.83
WLD_000194,Brass,Aluminum,275.3,Oxide-cleaned,Anodized,Electron Beam Welding,2559.5,77.3,1663.2,0.943,,432.0,82.6,29.5,74.9,Copper,Air,3.99
WLD_000195,Aluminum,Aluminum,226.3,Silver-plated,Anodized,Ultrasonic Welding,992.3,48.1,1990.2,1.452,,,147.5,22.4,58.5,Copper,Nitrogen,3.01
WLD_000196,Titanium,Copper,146.3,Nickel-plated,Nickel-plated,Cold Welding,922.4,91.3,2833.9,4.803,293.3,80.9,82.0,22.2,65.9,Copper,Air,3.37
WLD_000197,Aluminum,Aluminum,482.1,Nickel-plated,Anodized,Electron Beam Welding,2095.8,,76.7,1.817,72.5,111.1,61.8,30.4,72.4,Molybdenum,None,1.3
WLD_000198,Copper,Steel,266.4,Oxide-cleaned,Oxide-cleaned,Laser Welding,1812.6,,76.9,0.099,191.4,495.2,86.7,28.8,54.1,Graphite,None,0.26
WLD_000199,Aluminum,Aluminum,477.9,Tin-plated,Nickel-plated,Cold Welding,2563.8,41.7,1742.8,2.107,271.2,487.2,23.6,30.8,72.0,Copper,Nitrogen,4.79
WLD_000200,Aluminum,Steel,440.0,Oxide-cleaned,Bare,Electron Beam Welding,1839.2,58.5,1311.1,1.665,47.4,,137.5,24.8,72.3,Tungsten,Helium,4.13
WLD_000201,Nickel,Copper,273.9,Silver-plated,Oxide-cleaned,Electron Beam Welding,1170.2,,1801.7,0.212,112.5,,134.3,19.6,53.0,Molybdenum,None,3.66
WLD_000202,Copper,Steel,397.0,Nickel-plated,Silver-plated,Resistance Spot Welding,4609.6,,2584.8,0.141,,,57.7,24.7,76.6,Copper,Argon,0.1
WLD_000203,Copper,Aluminum,77.6,Anodized,Oxide-cleaned,Ultrasonic Welding,2932.7,19.0,678.0,0.677,,,50.0,30.4,30.1,Graphite,Helium,1.2
WLD_000204,Titanium,Copper,338.3,Bare,Oxide-cleaned,Electron Beam Welding,1806.0,,1009.6,3.577,58.6,,137.3,34.7,70.3,Graphite,None,2.76
WLD_000205,Brass,Aluminum,347.5,Tin-plated,Passivated,Laser Welding,1447.7,,83.7,0.078,120.9,952.3,25.5,28.2,43.3,Graphite,Argon,0.74
WLD_000206,Copper,Steel,96.1,Bare,Passivated,Ultrasonic Welding,930.2,48.9,952.7,0.402,,,43.4,31.7,34.9,Molybdenum,Nitrogen,3.67
WLD_000207,Aluminum,Steel,205.1,Nickel-plated,Tin-plated,Ultrasonic Welding,988.1,23.8,737.7,1.959,,,131.3,30.4,65.1,Molybdenum,None,4.74
WLD_000208,Copper,Aluminum,190.4,Nickel-plated,Passivated,Friction Stir Welding,3187.6,41.5,124.3,4.203,,485.1,76.9,30.0,41.7,Molybdenum,Argon,2.72
WLD_000209,Brass,Aluminum,73.3,Bare,Oxide-cleaned,Resistance Spot Welding,4375.9,,1033.2,0.965,,,112.9,21.9,77.6,Molybdenum,Nitrogen,4.06
WLD_000210,Titanium,Copper,189.4,Passivated,Nickel-plated,Cold Welding,2756.3,28.8,1893.4,2.88,272.3,,107.6,27.3,32.6,Tungsten,None,1.6
WLD_000211,Aluminum,Aluminum,235.2,Anodized,Bare,Electron Beam Welding,2984.3,,251.6,3.93,,,109.1,19.0,46.6,Molybdenum,Helium,4.91
WLD_000212,Nickel,Copper,352.2,Passivated,Passivated,Cold Welding,3167.8,62.1,2971.6,1.66,274.8,,78.5,19.8,78.9,Tungsten,None,4.9
WLD_000213,Copper,Aluminum,382.0,Nickel-plated,Silver-plated,Ultrasonic Welding,1011.1,30.8,240.7,1.25,,,87.2,28.7,67.0,Graphite,Nitrogen,3.48
WLD_000214,Copper,Nickel,321.6,Passivated,Tin-plated,Electron Beam Welding,3717.0,,1319.6,3.494,,,91.9,30.0,62.1,Tungsten,Air,3.41
WLD_000215,Copper,Aluminum,352.4,Anodized,Bare,Resistance Spot Welding,2897.7,,3189.5,0.879,,,143.1,20.6,35.3,Molybdenum,Air,3.71
WLD_000216,Brass,Aluminum,53.0,Electropolished,Anodized,Friction Stir Welding,2864.3,43.8,95.4,2.935,,,144.5,32.3,50.0,Tungsten,Argon,2.54
WLD_000217,Aluminum,Aluminum,245.1,Tin-plated,Silver-plated,Resistance Spot Welding,1590.1,,4132.4,0.875,,,126.2,25.5,55.6,Molybdenum,Helium,3.11
WLD_000218,Copper,Aluminum,351.8,Nickel-plated,Silver-plated,Electron Beam Welding,547.3,,2638.5,3.707,,,47.9,22.2,43.5,Graphite,Air,2.35
WLD_000219,Aluminum,Aluminum,146.9,Bare,Tin-plated,Laser Welding,807.2,,166.5,0.089,82.8,494.0,56.8,24.8,69.3,Tungsten,Argon,1.34
WLD_000220,Aluminum,Aluminum,284.7,Tin-plated,Anodized,Laser Welding,912.2,,103.1,0.08,73.4,865.3,139.0,18.6,73.0,Molybdenum,None,2.12
WLD_000221,Copper,Nickel,161.8,Silver-plated,Anodized,Laser Welding,1048.9,,267.5,0.015,159.0,420.0,85.0,28.2,69.3,Copper,Helium,2.99
WLD_000222,Titanium,Copper,75.3,Anodized,Electropolished,Friction Stir Welding,998.1,,2153.2,0.107,,56.0,87.1,34.0,69.3,Tungsten,Air,4.09
WLD_000223,Nickel,Copper,250.8,Silver-plated,Oxide-cleaned,Ultrasonic Welding,1274.5,20.0,1078.5,1.118,,,66.4,32.1,47.7,Copper,None,1.61
WLD_000224,Brass,Aluminum,414.2,Oxide-cleaned,Silver-plated,Cold Welding,1546.8,94.4,2635.1,0.558,,251.6,45.2,29.5,72.9,Copper,Helium,4.31
WLD_000225,Aluminum,Aluminum,236.5,Passivated,Anodized,Ultrasonic Welding,900.9,36.9,440.6,1.419,,,49.8,20.8,35.9,Graphite,None,3.62
WLD_000226,Aluminum,Steel,405.2,Anodized,Anodized,Cold Welding,517.5,,539.0,4.46,,,33.7,26.8,41.1,Graphite,Air,1.3
WLD_000227,Titanium,Copper,159.7,Passivated,Tin-plated,Cold Welding,1034.3,63.5,1692.8,2.108,,348.2,111.3,26.5,38.6,Molybdenum,None,4.37
WLD_000228,Copper,Nickel,60.0,Passivated,Oxide-cleaned,Ultrasonic Welding,1739.3,47.3,934.3,1.963,,,86.6,31.0,35.7,Molybdenum,Nitrogen,2.59
WLD_000229,Copper,Steel,399.4,Anodized,Bare,Resistance Spot Welding,1483.3,,2634.1,0.605,,,101.7,22.3,64.4,Copper,Helium,3.52
WLD_000230,Brass,Aluminum,426.3,Bare,Anodized,Ultrasonic Welding,1712.7,23.3,1604.0,0.957,,,43.8,33.0,72.7,Molybdenum,Air,0.47
WLD_000231,Aluminum,Steel,341.5,Nickel-plated,Tin-plated,Laser Welding,227.2,,438.7,0.04,112.9,968.1,28.7,19.3,62.4,Tungsten,None,4.04
WLD_000232,Titanium,Copper,154.2,Oxide-cleaned,Tin-plated,Laser Welding,710.2,,110.1,0.036,80.8,69.6,68.0,30.3,53.2,Tungsten,Air,4.65
WLD_000233,Aluminum,Steel,148.0,Anodized,Electropolished,Ultrasonic Welding,1433.1,35.3,281.2,0.297,,,26.3,25.2,59.1,Tungsten,None,2.65
WLD_000234,Aluminum,Steel,411.4,Nickel-plated,Silver-plated,Ultrasonic Welding,536.6,18.3,1455.1,0.835,,,106.1,24.6,47.3,Tungsten,Argon,1.37
WLD_000235,Titanium,Copper,318.7,Electropolished,Nickel-plated,Friction Stir Welding,3439.8,77.0,955.4,2.104,118.9,92.8,98.0,32.8,73.1,Tungsten,Helium,3.75
WLD_000236,Brass,Aluminum,84.6,Nickel-plated,Nickel-plated,Friction Stir Welding,1886.7,,2877.6,2.184,162.3,374.1,49.3,32.0,56.4,Copper,Nitrogen,1.46
WLD_000237,Aluminum,Aluminum,317.9,Anodized,Nickel-plated,Electron Beam Welding,3296.8,77.3,603.8,0.488,113.7,,24.0,18.6,43.0,Copper,Air,4.14
WLD_000238,Nickel,Copper,67.5,Nickel-plated,Electropolished,Cold Welding,1830.1,,1566.9,3.694,,47.3,117.2,30.0,70.6,Tungsten,Air,4.99
WLD_000239,Aluminum,Aluminum,470.1,Tin-plated,Electropolished,Electron Beam Welding,3460.5,27.9,169.0,2.085,,,66.9,27.6,69.2,Molybdenum,Helium,3.31
WLD_000240,Aluminum,Aluminum,57.1,Passivated,Anodized,Laser Welding,1441.7,,154.5,0.014,107.2,6.3,142.0,24.8,50.7,Molybdenum,Argon,0.44
WLD_000241,Copper,Steel,390.5,Tin-plated,Nickel-plated,Laser Welding,363.0,,289.4,0.057,175.0,379.7,68.3,28.8,60.9,Copper,Air,2.27
WLD_000242,Copper,Nickel,342.3,Bare,Nickel-plated,Friction Stir Welding,3771.7,95.2,2506.9,1.844,37.5,315.9,27.1,34.6,62.2,Tungsten,Nitrogen,2.82
WLD_000243,Copper,Aluminum,336.2,Silver-plated,Bare,Friction Stir Welding,360.9,48.0,2848.8,0.35,12.4,,79.0,29.7,52.7,Tungsten,Air,3.23
WLD_000244,Copper,Nickel,230.8,Oxide-cleaned,Nickel-plated,Electron Beam Welding,3368.4,12.5,2234.7,0.52,212.3,,50.0,28.5,75.8,Molybdenum,Air,1.14
WLD_000245,Copper,Steel,489.3,Electropolished,Electropolished,Resistance Spot Welding,6162.0,,1789.3,0.822,,,149.6,33.3,31.5,Molybdenum,Argon,2.38
WLD_000246,Titanium,Copper,399.2,Anodized,Silver-plated,Friction Stir Welding,454.7,82.6,2565.0,4.693,,,29.2,21.9,40.5,Graphite,Nitrogen,1.42
WLD_000247,Copper,Nickel,83.7,Passivated,Oxide-cleaned,Friction Stir Welding,3897.7,96.9,1347.2,1.428,101.2,,50.2,22.4,36.5,Copper,Helium,3.4
WLD_000248,Brass,Aluminum,488.9,Nickel-plated,Anodized,Friction Stir Welding,758.3,,2600.7,0.817,,,59.3,31.7,58.2,Copper,Nitrogen,2.58
WLD_000249,Aluminum,Steel,190.3,Silver-plated,Electropolished,Friction Stir Welding,2053.8,,1405.8,1.567,21.8,,79.6,27.8,66.3,Molybdenum,Helium,3.91
WLD_000250,Titanium,Copper,139.7,Passivated,Passivated,Electron Beam Welding,3959.9,40.3,625.7,2.472,150.3,,129.0,32.6,48.1,Tungsten,Helium,2.14
WLD_000251,Brass,Aluminum,106.7,Oxide-cleaned,Oxide-cleaned,Ultrasonic Welding,2544.6,30.4,1498.9,1.075,,,133.0,34.5,50.1,Graphite,Argon,3.73
WLD_000252,Aluminum,Aluminum,113.6,Anodized,Electropolished,Friction Stir Welding,828.1,51.6,1249.3,4.521,175.1,185.6,122.1,34.0,42.6,Graphite,Air,1.75
WLD_000253,Aluminum,Aluminum,430.3,Passivated,Oxide-cleaned,Cold Welding,3956.4,,795.3,2.624,178.7,311.8,98.0,24.4,32.7,Copper,Helium,2.35
WLD_000254,Titanium,Copper,139.8,Electropolished,Nickel-plated,Laser Welding,1902.2,,472.3,0.061,185.7,786.0,96.7,31.1,30.3,Copper,Nitrogen,3.83
WLD_000255,Titanium,Copper,318.6,Passivated,Oxide-cleaned,Laser Welding,855.9,,413.8,0.018,15.8,205.2,64.3,28.5,55.5,Copper,Helium,2.6
WLD_000256,Titanium,Copper,105.5,Electropolished,Silver-plated,Cold Welding,2294.4,,2525.6,0.845,,,50.9,30.3,32.5,Tungsten,Argon,3.08
WLD_000257,Brass,Aluminum,465.1,Silver-plated,Bare,Resistance Spot Welding,6610.1,,2264.4,0.776,,,36.3,22.0,68.6,Copper,None,2.87
WLD_000258,Titanium,Copper,467.3,Anodized,Nickel-plated,Cold Welding,272.8,54.8,2337.0,1.21,,,145.0,33.9,63.4,Graphite,Air,3.1
WLD_000259,Aluminum,Aluminum,136.5,Silver-plated,Nickel-plated,Cold Welding,3799.2,75.2,868.5,1.444,8.0,353.2,100.9,23.3,79.5,Molybdenum,Air,4.26
WLD_000260,Copper,Nickel,204.5,Electropolished,Bare,Friction Stir Welding,905.8,,2789.5,0.356,,,97.4,34.5,37.5,Copper,Nitrogen,1.03
WLD_000261,Brass,Aluminum,261.9,Nickel-plated,Bare,Laser Welding,1330.3,,136.5,0.019,65.9,115.7,142.4,25.9,69.2,Copper,None,1.32
WLD_000262,Titanium,Copper,231.1,Passivated,Nickel-plated,Friction Stir Welding,3078.4,,931.6,0.58,,470.1,98.5,32.0,73.2,Copper,None,2.7
WLD_000263,Aluminum,Steel,357.0,Nickel-plated,Nickel-plated,Cold Welding,2465.1,,535.0,0.627,271.2,,115.3,33.8,62.9,Graphite,Air,2.88
WLD_000264,Titanium,Copper,364.9,Electropolished,Nickel-plated,Laser Welding,720.9,,5.4,0.083,162.2,105.4,95.0,20.0,53.2,Copper,None,1.21
WLD_000265,Aluminum,Aluminum,317.7,Bare,Electropolished,Friction Stir Welding,2544.4,26.2,2625.7,3.958,170.6,,75.1,18.5,69.7,Tungsten,None,1.28
WLD_000266,Copper,Nickel,72.7,Silver-plated,Bare,Friction Stir Welding,2189.6,,2968.8,2.893,,448.9,116.9,33.2,33.8,Graphite,Argon,1.71
WLD_000267,Copper,Nickel,120.2,Anodized,Bare,Cold Welding,3669.0,22.4,461.8,2.904,235.5,,46.6,29.5,30.8,Tungsten,Argon,2.16
WLD_000268,Copper,Nickel,64.7,Oxide-cleaned,Nickel-plated,Friction Stir Welding,1149.1,63.8,1029.7,4.644,71.1,,86.6,18.7,68.7,Molybdenum,Argon,3.28
WLD_000269,Nickel,Copper,297.8,Electropolished,Nickel-plated,Friction Stir Welding,3295.7,40.5,803.2,0.574,,,107.9,19.2,62.9,Molybdenum,Helium,2.83
WLD_000270,Brass,Aluminum,422.3,Anodized,Silver-plated,Electron Beam Welding,1036.3,72.5,332.4,1.623,82.4,,128.7,25.9,32.5,Molybdenum,Nitrogen,1.65
WLD_000271,Brass,Aluminum,231.4,Nickel-plated,Anodized,Laser Welding,181.8,,390.5,0.04,94.3,893.7,105.5,34.0,30.4,Copper,Helium,1.96
WLD_000272,Titanium,Copper,275.2,Nickel-plated,Nickel-plated,Laser Welding,1076.8,,154.2,0.058,71.8,40.2,55.4,34.6,30.3,Graphite,Helium,1.25
WLD_000273,Aluminum,Aluminum,205.6,Anodized,Electropolished,Cold Welding,1874.2,,1177.6,3.116,,498.8,44.8,25.3,53.0,Molybdenum,Argon,1.07
WLD_000274,Copper,Nickel,330.2,Passivated,Oxide-cleaned,Friction Stir Welding,2276.5,,522.7,0.896,,449.0,30.9,19.7,49.7,Copper,Argon,3.34
WLD_000275,Nickel,Copper,201.0,Nickel-plated,Tin-plated,Resistance Spot Welding,1166.0,,4257.3,0.977,,,37.6,32.8,41.6,Graphite,Argon,2.16
WLD_000276,Aluminum,Steel,146.2,Electropolished,Bare,Resistance Spot Welding,3750.3,,628.9,0.625,,,21.5,23.2,69.4,Graphite,Nitrogen,2.98
WLD_000277,Copper,Steel,304.8,Anodized,Nickel-plated,Laser Welding,623.0,,354.7,0.028,181.8,375.3,91.5,25.2,32.5,Tungsten,Air,4.05
WLD_000278,Copper,Steel,192.9,Silver-plated,Oxide-cleaned,Electron Beam Welding,541.7,,199.1,3.151,,,63.2,32.8,63.1,Copper,None,3.66
WLD_000279,Titanium,Copper,227.6,Anodized,Silver-plated,Resistance Spot Welding,2513.8,,1438.6,0.367,,,138.4,30.5,57.4,Molybdenum,Helium,2.1
WLD_000280,Brass,Aluminum,355.9,Oxide-cleaned,Anodized,Friction Stir Welding,2422.4,,2418.4,1.27,106.7,,60.5,19.9,36.1,Tungsten,Helium,3.39
WLD_000281,Copper,Aluminum,113.5,Electropolished,Silver-plated,Laser Welding,854.3,,78.2,0.074,78.5,671.6,55.2,34.9,34.1,Tungsten,Helium,4.89
WLD_000282,Aluminum,Steel,208.3,Tin-plated,Bare,Electron Beam Welding,3491.2,,1429.7,3.116,,,62.9,32.5,58.2,Tungsten,None,2.21
WLD_000283,Brass,Aluminum,420.5,Passivated,Oxide-cleaned,Friction Stir Welding,2492.1,29.1,1439.3,2.487,,390.5,122.9,26.7,60.1,Molybdenum,Nitrogen,1.51
WLD_000284,Copper,Nickel,353.2,Oxide-cleaned,Tin-plated,Friction Stir Welding,776.7,94.7,2309.2,0.077,,,38.6,25.9,30.9,Tungsten,Argon,3.16
WLD_000285,Copper,Aluminum,343.5,Passivated,Oxide-cleaned,Cold Welding,697.7,85.7,182.7,3.684,,,140.8,25.9,46.6,Copper,Nitrogen,0.5
WLD_000286,Copper,Nickel,428.9,Passivated,Silver-plated,Laser Welding,910.2,,274.1,0.018,66.2,664.2,145.5,33.1,32.5,Graphite,Helium,2.86
WLD_000287,Brass,Aluminum,213.2,Anodized,Anodized,Electron Beam Welding,2483.5,,2755.9,2.063,,146.7,88.3,33.3,64.9,Copper,Argon,4.2
WLD_000288,Nickel,Copper,475.7,Tin-plated,Passivated,Electron Beam Welding,1233.4,,2002.4,3.187,9.8,161.8,106.5,23.8,57.8,Graphite,Helium,4.63
WLD_000289,Aluminum,Steel,463.3,Nickel-plated,Oxide-cleaned,Electron Beam Welding,3598.2,32.4,931.4,4.461,,,92.1,19.6,37.4,Graphite,None,4.79
WLD_000290,Aluminum,Aluminum,454.5,Oxide-cleaned,Anodized,Ultrasonic Welding,1460.1,36.7,1978.8,0.529,,,70.7,20.3,54.0,Graphite,Air,4.17
WLD_000291,Aluminum,Steel,249.8,Oxide-cleaned,Anodized,Laser Welding,225.0,,445.7,0.047,70.8,477.0,61.4,32.6,54.5,Graphite,None,3.5
WLD_000292,Copper,Aluminum,334.6,Tin-plated,Oxide-cleaned,Resistance Spot Welding,1836.9,,3076.9,0.331,,,124.5,34.9,51.3,Molybdenum,None,3.92
WLD_000293,Copper,Steel,61.6,Anodized,Silver-plated,Friction Stir Welding,2069.8,27.1,716.8,2.778,88.3,,56.1,29.1,68.6,Graphite,Air,2.97
WLD_000294,Titanium,Copper,80.0,Tin-plated,Nickel-plated,Laser Welding,1658.1,,20.8,0.05,141.0,253.1,60.0,33.3,60.7,Graphite,Air,0.76
WLD_000295,Titanium,Copper,214.2,Tin-plated,Passivated,Electron Beam Welding,3986.9,78.2,1045.0,4.711,221.1,487.6,128.3,34.4,45.2,Graphite,Air,4.66
WLD_000296,Titanium,Copper,254.4,Tin-plated,Silver-plated,Cold Welding,2291.8,35.2,1760.2,1.761,142.7,,41.6,26.5,33.1,Molybdenum,Helium,2.06
WLD_000297,Titanium,Copper,253.4,Bare,Tin-plated,Cold Welding,1671.6,47.0,1962.3,0.354,282.4,477.3,39.7,28.2,53.9,Copper,Nitrogen,2.07
WLD_000298,Nickel,Copper,183.8,Silver-plated,Oxide-cleaned,Friction Stir Welding,818.1,24.8,222.8,2.784,262.2,172.8,124.4,19.3,57.0,Molybdenum,Argon,2.04
WLD_000299,Nickel,Copper,445.4,Tin-plated,Passivated,Resistance Spot Welding,4029.4,,3180.6,0.173,,,142.1,28.0,67.8,Graphite,Air,3.98
WLD_000300,Nickel,Copper,422.9,Nickel-plated,Nickel-plated,Electron Beam Welding,941.7,35.7,2963.9,1.662,,400.9,81.0,34.9,51.1,Tungsten,Argon,4.49
WLD_000301,Copper,Nickel,414.4,Anodized,Anodized,Resistance Spot Welding,3392.9,,4432.4,0.112,,,49.5,24.0,58.3,Tungsten,Helium,0.22
WLD_000302,Nickel,Copper,74.6,Tin-plated,Passivated,Resistance Spot Welding,4215.3,,3884.6,0.915,,,128.6,25.5,39.8,Molybdenum,Nitrogen,1.4
WLD_000303,Copper,Nickel,409.9,Anodized,Nickel-plated,Friction Stir Welding,3754.4,,1363.9,0.122,,82.4,74.0,26.1,30.7,Tungsten,None,4.12
WLD_000304,Copper,Steel,322.0,Nickel-plated,Oxide-cleaned,Resistance Spot Welding,2587.4,,3499.3,0.172,,,77.4,21.1,38.2,Graphite,None,1.99
WLD_000305,Aluminum,Steel,223.3,Anodized,Oxide-cleaned,Electron Beam Welding,2036.5,,2525.5,0.769,23.3,,94.6,32.9,58.3,Graphite,None,0.66
WLD_000306,Titanium,Copper,94.1,Anodized,Nickel-plated,Ultrasonic Welding,2756.9,31.0,957.3,0.728,,,96.6,25.7,52.7,Tungsten,Helium,4.92
WLD_000307,Nickel,Copper,105.5,Electropolished,Anodized,Ultrasonic Welding,915.2,12.4,1412.4,1.485,,,26.1,19.5,76.4,Graphite,Nitrogen,3.39
WLD_000308,Titanium,Copper,351.7,Tin-plated,Electropolished,Resistance Spot Welding,6361.8,,2361.6,0.688,,,95.4,34.8,31.1,Graphite,Air,4.84
WLD_000309,Aluminum,Steel,377.9,Electropolished,Passivated,Cold Welding,2063.6,,200.4,3.107,,56.3,63.2,25.4,69.1,Molybdenum,Argon,3.27
WLD_000310,Aluminum,Aluminum,496.6,Oxide-cleaned,Nickel-plated,Cold Welding,3854.1,51.5,1910.6,3.711,9.9,,125.4,30.4,43.6,Copper,Air,2.66
WLD_000311,Nickel,Copper,439.9,Bare,Oxide-cleaned,Laser Welding,1791.3,,326.1,0.047,138.4,619.0,93.9,28.8,33.0,Molybdenum,Helium,4.97
