sample_id,anode_material,cathode_material,tab_thickness_um,anode_surface_finish,cathode_surface_finish,welding_technique,power_W,amplitude_um,force_N,time_s,speed_mm_s,pulse_frequency_Hz,preheat_temperature_C,ambient_temperature_C,ambient_humidity_percent,electrode_material,shielding_gas,surface_roughness_um,weld_width_mm,weld_depth_mm,nugget_diameter_mm,tensile_strength_MPa,shear_strength_MPa,peel_strength_N_mm,contact_resistance_mohm,electrical_conductivity_MS_m,grain_size_um,porosity_percent,intermetallic_thickness_um,thermal_conductivity_W_mK,heat_affected_zone_mm,weld_quality_score,surface_roughness_post_weld_um,hardness_HV,crack_density_per_mm2,void_fraction_percent,oxidation_level,weld_penetration_percent,fusion_zone_area_mm2,min_cycle_temperature_C,max_cycle_temperature_C,total_cycles_tested,initial_contact_resistance_mohm,final_contact_resistance_mohm,resistance_drift_percent,tensile_strength_retention_percent,shear_strength_retention_percent,fatigue_life_cycles,crack_growth_rate_mm_cycle,thermal_expansion_mismatch_ppm_K,stress_concentration_factor,primary_failure_mode,time_to_failure_hours,cycle_life_score,reliability_score,temperature_stability_index,corrosion_resistance_score,dimensional_stability_um,interface_adhesion_strength_MPa,oxidation_resistance_score,creep_resistance_score
WLD_000048,Aluminum,Steel,128.0,Passivated,Bare,Resistance Spot Welding,4671.6,,2346.8,0.984,,,34.6,34.5,49.9,Graphite,Argon,2.5,1.912,0.128,4.644,241.9,163.9,84.2,2.6889,18.57,26.4,0.31,5.19,16.9,1.739,0.74,6.96,214.4,0.0,0.583,Medium,78.5,0.192,-29.1,112.1,3753,2.6889,3.3122,23.18,94.7,89.9,31977,1.21e-06,11.6,3.09,Intermetallic Embrittlement,3753.0,0.117,0.392,0.737,0.845,3.74,61.7,0.85,0.796
WLD_000049,Aluminum,Steel,350.9,Bare,Nickel-plated,Resistance Spot Welding,5001.3,,1759.9,0.793,,,44.3,25.2,46.2,Copper,Helium,1.29,1.986,0.351,4.409,240.6,121.9,142.5,1.4633,20.26,24.3,0.24,5.29,16.3,1.867,0.77,2.55,181.4,0.03,0.531,Low,79.3,0.547,-37.2,148.9,4506,1.4633,1.7688,20.88,86.4,82.0,8584,1.7e-06,8.02,1.97,Intermetallic Embrittlement,3071.7,0.525,0.373,0.714,0.92,0.29,89.2,0.829,0.854
WLD_000050,Titanium,Copper,368.3,Anodized,Electropolished,Cold Welding,2408.7,,1469.4,2.686,,,37.5,34.8,33.2,Copper,Nitrogen,0.53,1.29,0.368,3.302,334.1,209.0,124.3,0.4108,27.84,29.8,0.64,8.0,29.0,1.207,0.76,7.25,106.7,0.0,1.034,Medium,64.5,0.373,-23.6,82.3,3952,0.4108,0.4674,13.79,87.7,83.3,78718,1.29e-06,9.59,1.78,Intermetallic Embrittlement,3952.0,0.05,0.45,0.906,0.767,3.76,87.7,0.518,0.642
WLD_000051,Titanium,Copper,356.7,Bare,Bare,Resistance Spot Welding,4312.2,,3227.5,0.815,,,33.9,30.7,72.5,Tungsten,None,3.68,1.846,0.357,4.787,255.8,149.8,279.4,1.7807,29.39,23.1,0.43,4.8,33.7,1.617,0.78,6.46,237.9,0.0,0.082,Medium,84.9,0.517,-39.0,149.2,8938,1.7807,2.5583,43.67,73.0,69.3,9776,6.6e-07,6.12,2.34,Fatigue Cracking,4207.8,0.914,0.228,0.614,0.707,4.39,99.4,0.871,0.769
WLD_000052,Copper,Aluminum,142.3,Tin-plated,Tin-plated,Ultrasonic Welding,2352.8,33.0,1699.5,0.366,,,123.4,20.8,40.1,Copper,None,4.09,0.835,0.142,1.541,63.2,57.4,48.2,0.962,46.43,16.9,0.27,3.0,38.8,0.986,0.69,7.09,255.7,0.0,0.438,Medium,73.4,0.093,-38.8,105.7,324,0.962,1.1139,15.79,92.8,88.2,2599,2.38e-06,5.0,2.26,Thermal Degradation,324.0,0.125,0.556,0.789,0.756,2.34,162.2,0.831,0.831
WLD_000053,Aluminum,Aluminum,335.2,Anodized,Silver-plated,Ultrasonic Welding,2693.0,25.7,1651.5,0.934,,,69.0,23.1,53.1,Molybdenum,Argon,1.24,0.911,0.335,1.045,93.4,55.1,143.5,1.0087,33.55,21.0,0.06,0.03,29.5,1.188,0.8,3.62,237.9,0.0,-0.015,Low,89.7,0.24,-33.5,141.8,7898,1.0087,1.2934,28.22,79.9,75.9,4675,1.22e-06,0.27,2.09,Fatigue Cracking,2419.7,1.0,0.417,0.938,0.797,4.22,187.5,0.849,0.729
WLD_000054,Copper,Aluminum,226.2,Nickel-plated,Anodized,Electron Beam Welding,3644.6,16.1,2822.5,3.157,,,123.2,27.1,61.0,Molybdenum,Air,3.96,1.629,0.226,1.527,166.6,114.6,155.4,0.819,41.23,36.1,0.23,9.01,36.4,1.669,0.63,6.45,181.0,0.064,0.639,High,63.3,0.289,-35.4,127.2,6509,0.819,1.1287,37.82,84.9,80.7,11907,1.71e-06,5.38,2.03,Fatigue Cracking,3183.2,0.547,0.346,0.661,0.702,2.98,80.5,0.829,0.702
WLD_000055,Aluminum,Steel,388.6,Oxide-cleaned,Oxide-cleaned,Resistance Spot Welding,6207.6,,650.9,0.613,,,119.1,23.8,73.8,Tungsten,None,0.64,2.429,0.389,4.207,170.4,108.3,58.1,2.0309,20.05,28.4,0.35,5.07,14.1,2.202,0.7,5.97,140.7,0.011,0.505,Low,62.2,0.741,-40.0,84.3,9798,2.0309,2.8555,40.6,76.8,73.0,19180,9.6e-07,10.75,2.49,Fatigue Cracking,8412.4,0.511,0.278,0.609,0.74,2.07,110.5,0.556,0.649
WLD_000056,Nickel,Copper,255.7,Silver-plated,Electropolished,Electron Beam Welding,2251.5,,1256.4,3.871,,282.8,113.1,32.1,60.0,Tungsten,Nitrogen,1.78,1.232,0.256,3.066,305.3,183.4,93.8,0.969,31.09,33.5,0.33,9.57,31.5,1.211,0.72,3.19,211.3,0.193,0.48,Medium,92.9,0.247,-21.3,113.0,6725,0.969,1.2174,25.63,80.0,76.0,60317,1.63e-06,2.62,2.2,Thermal Degradation,6725.0,0.111,0.394,0.679,0.722,2.68,146.9,0.85,0.862
WLD_000057,Aluminum,Steel,230.4,Passivated,Nickel-plated,Cold Welding,2536.8,18.2,347.3,1.317,179.9,,139.4,18.4,69.5,Molybdenum,Nitrogen,3.88,1.296,0.23,3.757,219.7,139.9,28.3,26.5039,19.45,23.9,1.26,5.08,19.7,1.049,0.49,3.65,289.3,0.305,1.143,Medium,94.8,0.234,-39.0,85.2,5073,26.5039,31.6827,19.54,71.4,67.8,22292,1.78e-06,13.6,2.04,Thermal Degradation,5073.0,0.228,0.412,0.657,0.72,2.99,135.0,0.796,0.858
WLD_000058,Titanium,Copper,323.0,Anodized,Tin-plated,Electron Beam Welding,596.1,91.5,412.3,1.218,,,128.9,23.3,46.6,Molybdenum,None,1.96,0.707,0.323,2.409,94.6,73.2,34.7,9.2337,28.0,17.8,1.22,3.18,23.3,0.556,0.46,1.42,258.9,0.142,1.313,Low,97.7,0.179,-36.1,88.8,9764,9.2337,11.3554,22.98,74.9,71.1,9715,1.75e-06,8.14,2.06,Fatigue Cracking,3957.0,1.0,0.445,0.727,0.859,3.06,127.3,0.553,0.85
WLD_000059,Copper,Steel,200.8,Silver-plated,Bare,Electron Beam Welding,2494.1,,1272.8,4.324,142.4,,139.4,18.6,59.4,Molybdenum,Air,1.32,1.345,0.201,2.283,386.3,189.3,56.3,0.8486,26.89,33.7,0.45,10.86,20.5,1.463,0.71,7.67,243.3,0.0,0.56,Medium,77.3,0.212,-31.9,82.2,1718,0.8486,0.9833,15.88,96.1,91.3,46939,1.11e-06,7.99,2.45,Intermetallic Embrittlement,1718.0,0.037,0.472,0.866,0.711,2.99,142.3,0.862,0.888
WLD_000060,Copper,Aluminum,274.3,Anodized,Oxide-cleaned,Ultrasonic Welding,1406.0,33.2,1301.3,0.125,,,106.3,34.3,38.9,Copper,Helium,2.13,0.713,0.274,2.192,50.0,35.6,93.8,1.5013,43.19,12.2,0.89,1.91,35.2,0.635,0.66,7.74,227.0,0.0,0.757,Medium,95.2,0.154,-28.4,85.1,6305,1.5013,1.7273,15.05,95.1,90.3,7984,8.7e-07,3.16,1.95,Fatigue Cracking,3333.1,0.79,0.625,0.821,0.778,4.52,130.5,0.756,0.79
WLD_000061,Nickel,Copper,290.8,Electropolished,Bare,Ultrasonic Welding,1274.8,25.9,910.9,1.62,,,65.4,28.6,53.4,Copper,Air,0.42,0.744,0.291,1.75,190.3,124.2,72.8,0.5359,36.65,22.0,0.44,4.88,28.5,0.692,0.75,5.72,261.7,0.123,0.545,Medium,81.6,0.17,-28.6,91.9,5200,0.5359,0.6458,20.5,88.4,84.0,25216,9.9e-07,2.51,1.9,Fatigue Cracking,5200.0,0.206,0.537,0.797,0.859,0.71,150.0,0.561,0.923
WLD_000062,Aluminum,Steel,371.3,Nickel-plated,Nickel-plated,Cold Welding,1874.9,,1700.9,0.818,,473.1,68.5,28.9,43.5,Graphite,Argon,0.22,1.079,0.371,2.867,188.1,139.1,171.9,0.1483,21.51,16.9,0.49,3.63,25.3,0.788,0.79,2.46,288.6,0.245,0.58,Low,68.0,0.315,-37.6,130.3,6772,0.1483,0.2023,36.41,79.1,75.1,11419,1.62e-06,12.16,1.93,Fatigue Cracking,4268.9,0.593,0.331,0.612,0.888,0.77,79.4,0.558,0.827
WLD_000063,Nickel,Copper,427.9,Passivated,Oxide-cleaned,Ultrasonic Welding,1879.3,20.2,472.6,1.06,,,97.4,27.7,47.0,Molybdenum,Argon,2.83,0.779,0.428,3.215,252.8,174.1,39.3,8.0558,33.37,18.8,1.11,3.65,34.3,0.914,0.61,7.48,199.4,0.065,1.07,Medium,92.9,0.262,-23.6,125.9,3189,8.0558,9.6634,19.96,83.7,79.5,29064,9.5e-07,1.6,1.79,Interface Delamination,3189.0,0.11,0.419,0.931,0.72,3.69,152.8,0.704,0.907
WLD_000064,Brass,Aluminum,94.7,Electropolished,Electropolished,Cold Welding,2492.2,96.5,2836.0,0.748,,,31.3,30.5,61.7,Copper,Air,0.7,1.179,0.095,2.973,117.9,86.7,54.6,0.3576,28.5,20.2,0.6,4.0,24.4,1.046,0.71,7.52,163.8,0.065,0.857,Low,61.1,0.088,-36.7,99.0,3665,0.3576,0.4196,17.33,95.7,90.9,12309,1.67e-06,3.33,3.19,Mechanical Wear,3665.0,0.298,0.705,0.682,0.933,2.06,197.9,0.829,0.794
WLD_000065,Aluminum,Aluminum,312.4,Silver-plated,Nickel-plated,Laser Welding,1830.2,,312.4,0.034,166.8,363.7,24.4,23.9,71.5,Graphite,Argon,2.24,0.82,0.312,3.55,50.0,33.5,21.3,5.8854,37.48,12.0,1.44,0.34,30.4,0.807,0.56,6.04,220.9,0.116,1.167,Low,81.9,0.201,-33.9,134.5,6998,5.8854,7.5579,28.42,90.4,85.9,2071,1.89e-06,1.41,1.66,Fatigue Cracking,638.5,1.0,0.468,0.607,0.729,4.39,139.0,0.785,0.715
WLD_000066,Nickel,Copper,148.8,Nickel-plated,Anodized,Friction Stir Welding,732.4,51.3,2688.9,4.009,,,54.9,28.8,57.1,Molybdenum,Argon,0.78,0.763,0.149,2.217,103.1,60.3,93.8,0.2116,38.01,32.2,0.15,9.77,26.8,0.804,0.58,7.02,197.9,0.001,-0.017,Low,67.1,0.089,-27.8,147.3,7805,0.2116,0.2821,33.31,66.8,63.4,3094,1.79e-06,2.74,1.94,Fatigue Cracking,1083.7,1.0,0.301,0.834,0.703,2.37,185.4,0.515,0.641
WLD_000067,Aluminum,Aluminum,239.8,Nickel-plated,Nickel-plated,Electron Beam Welding,852.4,,104.3,4.576,,137.1,92.0,32.1,62.6,Molybdenum,None,0.15,0.846,0.24,3.536,50.0,30.2,4.0,0.8963,36.57,35.1,4.48,0.23,32.4,0.874,0.54,3.44,164.3,0.533,4.512,High,92.4,0.159,-20.8,120.2,2398,0.8963,1.0665,18.98,79.6,75.6,5671,2.31e-06,0.69,2.42,Oxidation,2398.0,0.423,0.558,0.959,0.775,3.03,134.8,0.82,0.61
WLD_000068,Copper,Steel,168.7,Passivated,Anodized,Resistance Spot Welding,5181.9,,3202.3,0.699,,,42.8,25.1,75.7,Graphite,Nitrogen,2.17,2.169,0.169,5.188,228.1,153.8,151.2,0.5451,28.38,25.9,0.48,4.5,33.7,1.745,0.79,6.85,119.3,0.013,0.583,Low,80.6,0.287,-28.4,85.1,3336,0.5451,0.5809,6.56,85.4,81.1,34442,1.83e-06,6.65,2.92,Oxidation,3336.0,0.097,0.711,0.62,0.854,1.65,145.5,0.617,0.676
WLD_000069,Copper,Nickel,124.8,Tin-plated,Bare,Resistance Spot Welding,1632.4,,3969.4,0.161,,,128.8,33.6,51.9,Molybdenum,Air,4.75,0.973,0.125,4.46,50.0,34.5,118.7,0.7622,32.04,13.2,0.19,1.91,31.0,0.734,0.72,3.34,260.1,0.067,0.214,Low,74.3,0.095,-32.2,107.8,3773,0.7622,0.9541,25.18,85.2,81.0,2303,2.8e-07,5.77,2.23,Intermetallic Embrittlement,1772.9,1.0,0.324,0.703,0.89,4.07,152.9,0.873,0.905
WLD_000070,Titanium,Copper,348.7,Anodized,Anodized,Electron Beam Welding,2038.3,,1642.5,0.852,254.7,77.4,101.0,23.9,53.7,Graphite,Argon,2.12,1.103,0.349,3.039,270.2,172.3,126.3,1.4115,29.21,15.9,0.27,3.62,21.6,0.913,0.84,6.19,262.1,0.124,0.408,Medium,77.9,0.302,-33.9,85.4,2331,1.4115,1.5935,12.89,90.9,86.3,44354,1.26e-06,10.57,1.77,Interface Delamination,2331.0,0.053,0.525,0.816,0.774,1.74,136.1,0.684,0.731
WLD_000071,Copper,Steel,359.8,Nickel-plated,Bare,Resistance Spot Welding,6733.7,,4097.4,0.725,,,55.4,24.1,59.5,Graphite,Air,4.59,2.606,0.36,6.236,263.1,214.3,385.9,1.0071,30.01,27.6,0.33,6.04,20.2,2.233,0.78,7.84,92.5,0.153,0.185,Low,83.2,0.736,-33.9,144.5,7427,1.0071,1.3158,30.65,76.8,72.9,11758,1.4e-06,5.45,2.29,Fatigue Cracking,7427.0,0.632,0.377,0.611,0.741,4.92,167.6,0.6,0.789
WLD_000072,Copper,Steel,405.5,Bare,Passivated,Ultrasonic Welding,962.8,31.7,1758.6,1.491,,,124.9,29.8,62.9,Tungsten,Argon,4.53,0.702,0.406,2.834,159.7,109.5,178.4,4.0766,31.78,20.0,0.84,4.58,28.6,0.595,0.62,7.47,165.2,0.042,0.938,Low,97.6,0.224,-31.7,117.9,5912,4.0766,5.8848,44.36,81.3,77.2,13228,1.49e-06,6.62,1.59,Fatigue Cracking,5525.6,0.447,0.263,0.921,0.72,2.3,127.4,0.589,0.87
WLD_000073,Nickel,Copper,149.5,Nickel-plated,Bare,Electron Beam Welding,2745.7,,1785.4,4.997,144.6,,35.7,21.3,66.6,Graphite,Nitrogen,2.17,1.409,0.149,1.945,246.0,224.5,68.5,0.7857,34.84,39.3,0.61,12.5,35.6,1.57,0.65,5.12,91.2,0.14,0.517,Low,66.1,0.165,-34.1,82.6,6582,0.7857,1.0465,33.19,81.5,77.4,49487,1.07e-06,5.69,2.64,Fatigue Cracking,6582.0,0.133,0.375,0.925,0.831,4.29,103.6,0.604,0.71
WLD_000074,Copper,Steel,263.4,Anodized,Silver-plated,Resistance Spot Welding,3233.7,,4230.1,0.133,,,97.5,20.0,41.5,Tungsten,Air,3.51,1.42,0.263,5.061,50.0,32.5,285.1,1.3036,29.56,16.5,0.14,2.14,31.7,1.203,0.7,5.86,159.7,0.0,0.42,Low,90.4,0.294,-31.4,117.7,4321,1.3036,1.6186,24.17,90.2,85.7,4617,1.85e-06,4.18,1.75,Thermal Degradation,1328.7,0.936,0.459,0.618,0.907,1.0,95.5,0.632,0.781
WLD_000075,Brass,Aluminum,248.5,Passivated,Silver-plated,Ultrasonic Welding,1846.0,36.5,1501.9,1.088,,,75.5,25.1,73.8,Molybdenum,Nitrogen,4.95,0.761,0.248,3.476,142.5,84.4,79.9,4.5854,31.45,18.0,0.46,4.35,28.0,0.814,0.62,4.13,233.7,0.0,0.435,Medium,62.3,0.148,-36.5,144.0,5379,4.5854,5.1706,12.76,77.2,73.4,4493,1.62e-06,5.07,1.69,Thermal Degradation,1723.8,1.0,0.509,0.81,0.774,2.53,96.0,0.761,0.606
WLD_000076,Aluminum,Aluminum,443.6,Oxide-cleaned,Nickel-plated,Resistance Spot Welding,1490.2,,542.7,0.147,,,31.5,26.2,31.9,Graphite,Helium,4.92,0.943,0.444,2.708,50.0,33.8,65.3,12.2773,32.14,11.7,0.99,0.46,29.5,0.666,0.48,7.1,106.2,0.196,0.965,High,79.0,0.328,-28.1,109.1,8036,12.2773,17.7453,44.54,77.5,73.6,3903,2.09e-06,1.81,1.92,Thermal Degradation,1835.5,1.0,0.192,0.648,0.737,4.07,53.6,0.822,0.733
WLD_000077,Copper,Nickel,91.3,Passivated,Passivated,Friction Stir Welding,3002.8,,375.9,1.805,,,50.4,18.3,32.1,Tungsten,Argon,0.64,1.324,0.091,2.139,278.0,178.6,15.3,2.797,33.34,26.3,1.18,6.44,33.4,1.305,0.69,5.61,180.8,0.173,1.541,Low,85.9,0.095,-39.7,132.1,5559,2.797,3.6126,29.16,85.3,81.0,6888,2.13e-06,3.69,2.77,Thermal Degradation,5559.0,0.807,0.385,0.887,0.849,0.27,139.9,0.878,0.704
WLD_000078,Copper,Aluminum,355.8,Silver-plated,Tin-plated,Laser Welding,1616.2,,129.5,0.059,196.6,884.3,98.1,34.8,75.2,Molybdenum,Helium,0.42,0.689,0.356,1.337,50.0,32.6,7.2,1.9078,48.63,14.2,3.91,2.01,41.7,0.738,0.5,3.02,99.4,0.343,3.989,Low,93.5,0.192,-29.8,141.9,7030,1.9078,2.6629,39.58,76.4,72.6,2216,1.83e-06,6.8,1.92,Thermal Degradation,1263.0,1.0,0.236,0.725,0.754,3.24,63.0,0.824,0.914
WLD_000079,Brass,Aluminum,474.2,Passivated,Anodized,Electron Beam Welding,3356.4,,188.5,1.951,,413.1,124.1,21.7,61.5,Copper,Air,3.03,1.465,0.474,2.224,124.6,106.8,25.9,27.4415,30.29,24.8,2.64,7.06,26.2,1.379,0.3,6.97,238.3,0.215,2.677,Low,78.7,0.545,-32.1,82.6,6605,27.4415,31.3969,14.41,76.3,72.5,5474,2.8e-06,2.76,2.16,Fatigue Cracking,3046.9,1.0,0.537,0.785,0.925,2.09,97.7,0.765,0.709
WLD_000080,Copper,Aluminum,128.3,Nickel-plated,Tin-plated,Laser Welding,1033.3,,498.2,0.09,98.0,623.3,117.2,33.2,31.7,Copper,Nitrogen,2.34,0.657,0.128,1.279,50.0,36.3,-11.3,2.1536,44.76,11.8,1.25,1.76,35.1,0.434,0.63,1.55,198.1,0.106,1.605,Low,96.9,0.066,-29.1,109.7,1705,2.1536,2.5575,18.75,96.1,91.3,3838,1.88e-06,5.03,1.99,Oxidation,1705.0,0.444,0.643,0.819,0.944,1.33,84.9,0.558,0.799
WLD_000081,Brass,Aluminum,169.5,Silver-plated,Oxide-cleaned,Ultrasonic Welding,610.9,44.1,167.3,0.725,,,141.1,22.8,66.8,Graphite,Air,3.64,0.682,0.17,2.423,50.0,32.1,-14.6,18.9786,32.19,15.6,2.85,2.93,20.2,0.49,0.33,5.35,211.9,0.289,2.911,Low,94.9,0.091,-21.4,139.9,6841,18.9786,27.7409,46.17,78.4,74.5,1141,2.27e-06,0.65,2.05,Fatigue Cracking,607.5,1.0,0.231,0.796,0.8,0.78,71.0,0.754,0.637
WLD_000082,Copper,Nickel,289.7,Oxide-cleaned,Silver-plated,Electron Beam Welding,3599.0,10.8,2654.6,2.605,173.5,271.9,132.4,26.9,66.7,Graphite,Helium,4.27,1.713,0.29,3.954,242.8,222.1,185.8,2.1905,29.26,29.9,0.55,8.05,25.1,1.554,0.67,2.08,281.8,0.042,0.452,Low,82.0,0.39,-33.4,104.2,1433,2.1905,2.5525,16.53,90.3,85.8,27702,1.38e-06,3.54,2.02,Intermetallic Embrittlement,1433.0,0.052,0.436,0.93,0.914,4.18,134.3,0.72,0.849
WLD_000083,Aluminum,Aluminum,122.2,Oxide-cleaned,Tin-plated,Electron Beam Welding,2850.4,63.8,2270.5,0.835,262.2,,127.4,23.7,36.4,Tungsten,Nitrogen,4.11,1.423,0.122,3.84,77.0,45.1,84.7,1.9144,35.04,17.5,0.08,0.42,28.7,1.14,0.75,7.22,146.6,0.0,0.39,Low,81.6,0.136,-21.0,113.0,5629,1.9144,2.3931,25.0,85.0,80.7,6457,9.4e-07,0.53,3.0,Fatigue Cracking,2389.9,0.872,0.475,0.646,0.801,2.13,103.6,0.636,0.844
WLD_000084,Aluminum,Steel,390.5,Silver-plated,Passivated,Laser Welding,645.4,,308.5,0.098,130.0,260.5,102.4,31.3,57.0,Tungsten,Air,3.83,0.668,0.389,2.444,50.0,30.4,21.6,14.9636,19.83,11.3,1.52,1.14,20.3,0.451,0.44,2.99,116.6,0.233,1.516,Medium,82.9,0.204,-39.5,138.0,1324,14.9636,17.1463,14.59,79.1,75.1,1326,2.32e-06,11.3,1.82,Interface Delamination,740.8,0.998,0.449,0.78,0.776,0.55,164.2,0.897,0.761
WLD_000085,Copper,Nickel,244.5,Nickel-plated,Passivated,Friction Stir Welding,2604.0,14.7,2814.8,3.455,,,112.1,27.9,33.4,Copper,Nitrogen,0.47,1.302,0.244,2.584,294.4,226.2,167.9,0.0819,33.38,36.0,0.12,9.53,30.3,1.381,0.75,7.31,238.5,0.0,0.387,Low,69.5,0.25,-25.9,140.7,3766,0.0819,0.104,27.01,90.2,85.7,19851,1.2e-06,2.73,2.03,Intermetallic Embrittlement,3766.0,0.19,0.331,0.795,0.823,4.33,134.1,0.781,0.806
WLD_000086,Copper,Nickel,442.2,Electropolished,Passivated,Electron Beam Welding,1894.6,61.5,1181.7,0.375,114.7,126.3,20.1,26.0,37.9,Graphite,Argon,0.6,1.104,0.442,2.657,107.7,70.0,117.4,0.4172,36.22,17.6,0.7,2.52,22.9,0.865,0.73,5.57,169.8,0.061,0.657,Low,71.1,0.383,-23.3,89.7,2365,0.4172,0.4627,10.91,94.2,89.5,18935,2.29e-06,6.22,1.82,Intermetallic Embrittlement,2365.0,0.125,0.512,0.958,0.829,1.46,174.0,0.853,0.621
WLD_000087,Copper,Aluminum,123.6,Passivated,Oxide-cleaned,Electron Beam Welding,1333.8,78.4,728.7,0.7,289.2,,115.1,32.6,75.5,Graphite,Air,1.44,0.87,0.124,1.431,60.3,51.4,20.9,2.272,42.49,18.1,1.03,3.22,47.0,0.691,0.61,2.25,205.6,0.098,0.926,Medium,87.8,0.084,-22.2,112.7,1604,2.272,2.6803,17.97,93.6,88.9,5061,1.95e-06,8.2,2.38,Oxidation,1604.0,0.317,0.638,0.901,0.946,0.62,54.0,0.843,0.84
WLD_000088,Aluminum,Aluminum,190.4,Nickel-plated,Silver-plated,Cold Welding,1073.8,,141.8,3.276,,236.7,145.9,32.8,39.3,Copper,Air,4.24,0.923,0.19,2.023,51.4,37.6,10.4,11.9041,35.95,24.2,3.77,0.34,30.4,0.9,0.35,5.49,296.3,0.338,3.646,Low,61.2,0.138,-38.5,135.8,8666,11.9041,15.8465,33.12,72.1,68.5,543,3.18e-06,-2.21,2.6,Fatigue Cracking,368.7,1.0,0.329,0.614,0.921,1.39,154.6,0.572,0.73
WLD_000089,Nickel,Copper,58.0,Oxide-cleaned,Electropolished,Friction Stir Welding,323.6,63.6,2399.8,2.434,,,109.1,21.4,51.5,Copper,Helium,0.41,0.721,0.058,1.112,50.0,39.1,44.0,0.2983,34.37,21.4,0.0,5.87,33.6,0.535,0.64,6.3,294.5,0.043,0.489,Low,97.3,0.033,-22.0,124.4,2799,0.2983,0.33,10.61,86.6,82.2,4057,1.19e-06,1.11,2.68,Intermetallic Embrittlement,2405.1,0.69,0.477,0.604,0.733,0.62,164.5,0.586,0.769
WLD_000090,Aluminum,Steel,196.7,Nickel-plated,Electropolished,Resistance Spot Welding,7890.5,,1173.1,0.518,,,108.5,34.6,49.8,Tungsten,Air,3.51,2.818,0.197,4.885,141.6,87.3,65.8,3.7125,17.69,27.7,0.53,6.08,18.9,2.608,0.6,2.33,266.2,0.0,0.431,Medium,78.2,0.435,-37.4,80.0,7459,3.7125,4.4195,19.04,83.5,79.3,14575,2.04e-06,11.03,3.1,Fatigue Cracking,6186.6,0.512,0.527,0.601,0.77,3.3,166.7,0.547,0.707
WLD_000091,Copper,Aluminum,478.7,Bare,Electropolished,Resistance Spot Welding,4363.5,,972.2,0.318,,,148.3,26.5,37.1,Tungsten,Helium,3.54,1.682,0.479,3.997,50.0,41.1,120.8,4.5097,41.08,21.5,0.58,3.66,47.2,1.564,0.56,1.42,236.3,0.037,0.584,High,83.4,0.632,-33.3,98.8,1585,4.5097,5.2221,15.8,89.2,84.7,4284,1.66e-06,4.03,1.82,Interface Delamination,1585.0,0.37,0.488,0.675,0.879,0.75,105.4,0.867,0.696
WLD_000092,Copper,Nickel,399.1,Nickel-plated,Silver-plated,Ultrasonic Welding,1794.3,13.5,766.2,0.163,,,30.2,20.3,49.8,Molybdenum,Nitrogen,3.48,0.75,0.399,1.786,50.0,33.3,72.8,2.8423,34.84,10.8,1.05,2.15,36.4,0.757,0.61,7.93,225.6,0.12,1.263,Medium,67.3,0.235,-30.0,119.4,7185,2.8423,4.018,41.36,79.9,75.9,2297,1.98e-06,6.33,1.05,Fatigue Cracking,1577.8,1.0,0.286,0.773,0.835,4.94,125.2,0.843,0.846
WLD_000093,Copper,Nickel,419.6,Nickel-plated,Passivated,Friction Stir Welding,597.4,72.1,143.2,4.684,,354.6,133.2,31.6,65.7,Tungsten,Air,2.47,0.737,0.42,3.338,88.0,65.2,-0.4,9.2368,31.66,36.0,3.86,10.79,27.1,0.859,0.15,1.4,203.0,0.391,3.947,Low,60.8,0.243,-36.7,103.7,1196,9.2368,11.3019,22.36,93.1,88.5,1942,2.35e-06,0.79,2.08,Intermetallic Embrittlement,848.1,0.616,0.392,0.737,0.867,1.77,183.9,0.818,0.845
WLD_000094,Aluminum,Aluminum,452.7,Silver-plated,Anodized,Laser Welding,1589.3,,240.5,0.005,41.2,439.2,114.2,29.1,59.7,Copper,None,3.12,0.744,0.453,3.15,50.0,35.5,4.9,9.5724,37.73,11.7,2.19,0.39,31.7,0.639,0.43,7.75,223.1,0.343,2.44,Low,60.8,0.264,-27.7,145.7,6456,9.5724,12.0428,25.81,74.6,70.9,1579,2.13e-06,-3.04,1.81,Fatigue Cracking,711.7,1.0,0.415,0.857,0.789,0.24,185.8,0.572,0.906
WLD_000095,Aluminum,Aluminum,489.1,Silver-plated,Oxide-cleaned,Electron Beam Welding,3200.9,52.3,1688.3,3.61,,487.4,104.5,29.6,40.0,Copper,Argon,4.22,1.567,0.489,1.753,101.4,63.8,199.3,1.7096,34.32,34.3,0.19,0.05,33.1,1.525,0.78,6.2,138.7,0.078,0.094,Medium,83.5,0.602,-21.6,140.3,3962,1.7096,1.9111,11.79,85.3,81.1,3564,1.1e-06,-1.26,2.04,Fatigue Cracking,3962.0,1.0,0.609,0.926,0.927,2.52,180.3,0.729,0.797
WLD_000096,Copper,Aluminum,440.7,Passivated,Nickel-plated,Electron Beam Welding,3415.7,74.9,2314.8,2.549,156.6,14.8,71.4,28.2,60.3,Graphite,Nitrogen,4.96,1.574,0.441,3.76,146.8,114.8,252.5,2.3374,44.46,29.9,0.0,7.78,43.3,1.471,0.62,6.2,161.7,0.0,0.127,Medium,91.7,0.545,-29.9,139.5,5539,2.3374,3.1551,34.98,93.0,88.4,5388,1.74e-06,3.88,2.07,Fatigue Cracking,2354.9,1.0,0.415,0.731,0.925,4.48,189.4,0.843,0.714
