Participant_ID,Country,Age,Gender,Education,Location_Type,Employment_Status,Income_Level,Bank_Type,Years_with_Account,Frequency_of_Use,Past_Victim,Num_Fraud_Incidents,Months_Since_Last_Incident,Financial_Loss_Band,Recovery_Success,Card_Fraud,Online_Banking_Fraud,SMS_Phishing,ATM_Skimming,Social_Engineering,Technology_Adoption_Score,Financial_Literacy_Score,Risk_Tolerance,Trust_in_Banks,Internet_Hours_Daily,Social_Media_Usage,Data_Collection_Timestamp
181,2,31,1,4,1,1,2,2,7,1,1,1,7.0,2,0.0,1,1,1,1,0,4.5,7.7,5,5.6,6.6,3,2024-04-26 17:33:00
182,1,33,1,3,2,3,3,1,6,1,1,1,11.0,1,0.0,1,0,1,0,0,4.3,6.2,5,5.6,1.7,1,2024-02-11 13:46:00
183,1,72,1,5,1,1,3,1,22,4,0,0,,0,,0,0,0,0,0,4.8,5.8,5,7.9,3.9,2,2024-06-13 14:42:00
184,1,52,2,3,2,3,4,1,13,4,0,0,,0,,0,0,0,0,0,5.3,2.8,3,6.0,0.8,2,2024-02-29 14:53:00
185,1,21,2,4,2,1,3,1,5,3,1,1,24.0,2,1.0,0,0,1,1,1,4.9,7.5,4,4.4,8.5,2,2024-02-06 09:41:00
186,1,36,1,3,2,1,4,1,8,1,1,3,2.0,1,1.0,0,1,0,0,0,3.8,6.7,1,5.8,2.2,3,2024-07-07 10:33:00
187,2,18,2,2,2,1,3,1,2,3,0,0,,0,,0,0,0,0,0,6.9,4.0,5,6.1,2.0,2,2024-05-28 13:29:00
188,1,18,2,3,1,4,1,1,1,3,0,0,,0,,0,0,0,0,0,6.1,5.8,6,7.7,14.8,3,2024-05-20 11:07:00
189,1,31,1,4,1,1,4,1,2,1,1,1,5.0,1,0.0,1,0,1,0,0,3.0,9.5,4,5.5,8.5,3,2024-03-12 16:11:00
190,1,18,2,2,1,2,6,1,1,3,0,0,,0,,0,0,0,0,0,7.0,4.3,4,5.3,7.6,3,2024-04-08 17:46:00
191,2,56,2,2,2,6,3,1,23,1,0,0,,0,,0,0,0,0,0,3.3,2.6,2,3.2,1.2,0,2024-03-22 16:03:00
192,1,35,1,5,1,1,5,1,19,1,0,0,,0,,0,0,0,0,0,3.2,5.6,6,7.1,4.1,2,2024-04-04 09:50:00
193,1,47,2,5,1,1,5,1,5,2,0,0,,0,,0,0,0,0,0,7.2,9.0,3,5.3,1.6,2,2024-06-10 12:50:00
194,1,18,2,1,2,1,3,1,1,5,0,0,,0,,0,0,0,0,0,5.2,3.3,3,8.1,4.3,3,2024-06-23 14:12:00
195,1,38,1,4,2,3,3,2,4,2,1,1,7.0,5,0.0,1,0,1,0,1,8.7,6.3,4,3.7,4.5,1,2024-02-23 09:46:00
196,1,52,2,3,2,3,3,1,9,4,0,0,,0,,0,0,0,0,0,2.0,6.6,4,4.4,6.1,2,2024-05-23 10:10:00
197,1,42,2,4,1,1,3,1,20,1,0,0,,0,,0,0,0,0,0,5.9,9.7,5,5.0,6.7,2,2024-05-14 10:44:00
198,1,39,2,3,1,3,3,2,3,2,1,1,1.0,2,1.0,1,1,1,0,0,8.5,5.5,3,4.0,1.9,3,2024-02-06 09:02:00
199,1,41,2,3,1,1,3,3,15,1,1,2,6.0,3,1.0,1,1,1,1,0,7.1,6.4,4,1.1,2.0,3,2024-04-16 14:44:00
200,1,39,1,4,1,3,3,3,5,1,0,0,,0,,0,0,0,0,0,7.2,7.7,5,5.5,6.4,0,2024-02-15 08:18:00
201,1,18,2,4,1,1,4,2,1,2,0,0,,0,,0,0,0,0,0,7.6,8.5,7,4.8,8.8,2,2024-02-29 14:26:00
202,1,44,2,4,1,5,3,1,21,3,0,0,,0,,0,0,0,0,0,4.9,7.2,5,3.7,4.8,2,2024-05-02 12:43:00
203,2,39,1,4,1,1,4,1,3,5,0,0,,0,,0,0,0,0,0,5.4,8.8,5,7.1,6.4,2,2024-02-18 12:56:00
204,1,18,1,3,2,4,4,3,2,4,0,0,,0,,0,0,0,0,0,4.8,7.1,6,7.1,4.6,0,2024-07-05 17:14:00
205,1,39,1,5,2,1,4,1,13,1,1,2,7.0,2,1.0,1,0,1,0,0,5.1,10.0,1,4.3,3.1,3,2024-03-14 11:14:00
206,2,32,1,3,2,1,1,1,15,5,1,2,3.0,2,1.0,1,1,1,0,1,5.3,10.0,3,6.3,1.6,2,2024-05-14 12:22:00
207,1,31,1,4,1,1,3,1,11,3,0,0,,0,,0,0,0,0,0,6.0,9.6,5,5.6,4.2,3,2024-03-19 14:41:00
208,1,52,2,3,1,2,2,1,1,1,1,1,6.0,2,0.0,1,0,1,0,1,5.2,8.7,1,2.2,8.6,1,2024-04-13 11:44:00
209,1,59,2,1,1,1,3,3,1,2,0,0,,0,,0,0,0,0,0,1.0,2.3,3,3.0,1.4,0,2024-06-30 14:51:00
210,1,29,2,3,1,1,4,2,2,2,0,0,,0,,0,0,0,0,0,9.8,8.0,6,4.1,3.3,2,2024-06-26 09:19:00
211,2,18,2,4,1,1,5,2,2,2,0,0,,0,,0,0,0,0,0,10.0,10.0,6,7.9,9.0,3,2024-04-16 12:14:00
212,1,43,2,3,2,3,2,3,5,2,1,2,14.0,4,0.0,1,1,1,0,0,4.3,6.2,4,3.9,5.3,1,2024-03-10 14:05:00
213,2,23,1,4,1,3,3,3,6,4,0,0,,0,,0,0,0,0,0,5.5,8.0,6,8.6,4.1,3,2024-06-14 08:37:00
214,2,31,1,4,1,1,1,2,8,2,0,0,,0,,0,0,0,0,0,8.8,7.2,3,5.6,10.6,1,2024-02-06 16:04:00
215,2,47,2,5,1,1,4,3,8,3,0,0,,0,,0,0,0,0,0,7.0,7.1,6,4.7,6.0,3,2024-06-21 14:06:00
216,1,24,1,2,2,2,2,2,3,2,0,0,,0,,0,0,0,0,0,6.7,3.3,6,1.0,2.2,0,2024-06-25 13:03:00
217,2,18,2,4,2,2,3,1,1,5,0,0,,0,,0,0,0,0,0,5.4,7.8,4,7.4,6.7,1,2024-01-18 13:32:00
218,2,20,2,2,2,4,2,3,4,1,0,0,,0,,0,0,0,0,0,4.9,1.5,7,6.4,3.3,1,2024-02-09 13:57:00
219,2,42,2,3,1,1,4,1,19,2,0,0,,0,,0,0,0,0,0,5.2,7.0,5,5.7,1.1,2,2024-03-08 15:03:00
220,1,24,2,2,2,4,3,1,2,2,1,1,6.0,3,0.0,1,0,1,0,0,7.9,6.6,2,5.7,5.3,1,2024-06-03 12:17:00
221,2,20,2,5,1,4,4,1,4,1,0,0,,0,,0,0,0,0,0,7.9,7.4,5,5.3,4.8,3,2024-02-16 11:52:00
222,2,38,1,1,2,6,5,1,15,3,0,0,,0,,0,0,0,0,0,3.7,4.4,3,6.9,4.6,0,2024-04-29 09:13:00
223,2,38,1,5,1,3,1,2,4,4,1,1,26.0,3,1.0,0,1,1,0,0,8.6,7.9,4,4.5,3.8,0,2024-04-16 08:56:00
224,2,40,1,4,2,1,4,3,4,3,0,0,,0,,0,0,0,0,0,6.9,6.1,6,9.0,8.5,3,2024-06-05 15:42:00
225,2,48,2,2,1,1,3,1,17,2,0,0,,0,,0,0,0,0,0,1.9,6.1,2,8.9,7.9,0,2024-01-20 17:19:00
226,2,38,2,4,2,2,1,3,15,2,1,1,1.0,1,1.0,0,1,1,0,0,6.9,4.5,2,5.5,6.3,1,2024-06-25 10:56:00
227,2,29,2,1,1,1,3,1,4,1,1,1,21.0,2,0.0,1,1,1,0,0,8.5,4.9,3,5.6,6.3,3,2024-03-25 16:01:00
228,1,41,3,2,1,3,1,1,2,3,0,0,,0,,0,0,0,0,0,4.5,6.0,4,7.5,15.6,3,2024-02-06 13:35:00
229,2,25,2,5,1,3,4,2,4,1,1,2,12.0,1,1.0,1,0,1,1,0,8.2,7.1,4,3.8,16.0,3,2024-01-20 12:04:00
230,2,22,1,3,2,1,3,1,3,3,1,1,5.0,2,1.0,1,1,1,0,0,6.6,4.5,4,3.7,14.8,3,2024-06-02 16:05:00
231,2,24,2,4,1,1,6,1,1,3,1,1,12.0,2,1.0,1,1,1,0,1,8.6,6.6,4,5.8,3.2,1,2024-01-31 15:22:00
232,2,18,1,4,2,4,1,1,2,2,0,0,,0,,0,0,0,0,0,5.1,6.9,4,7.3,10.7,3,2024-02-23 09:47:00
233,2,18,2,3,1,3,1,1,1,3,0,0,,0,,0,0,0,0,0,6.5,6.6,6,6.8,12.4,2,2024-06-03 11:41:00
234,1,33,1,2,1,2,1,1,17,1,0,0,,0,,0,0,0,0,0,1.9,6.9,3,7.3,1.9,3,2024-01-26 11:14:00
235,1,30,2,4,2,1,3,3,13,2,0,0,,0,,0,0,0,0,0,3.2,7.7,3,5.3,0.5,3,2024-01-31 08:29:00
236,1,36,1,4,2,1,3,1,16,2,0,0,,0,,0,0,0,0,0,3.5,7.3,4,8.6,3.0,2,2024-04-02 11:44:00
237,1,42,1,1,2,3,2,1,17,3,1,1,2.0,2,0.0,1,0,1,0,1,4.7,1.0,2,3.3,4.4,1,2024-01-24 11:08:00
238,1,35,2,4,1,1,4,1,15,4,0,0,,0,,0,0,0,0,0,6.4,9.4,4,8.0,2.3,2,2024-07-01 16:26:00
239,2,18,2,4,1,4,2,2,1,1,0,0,,0,,0,0,0,0,0,9.0,6.9,3,7.9,7.8,2,2024-03-05 11:07:00
240,2,47,2,3,2,2,1,1,17,2,1,1,17.0,3,1.0,1,1,1,0,1,3.8,6.8,3,3.9,6.6,0,2024-06-27 11:37:00
241,1,34,2,4,1,2,2,2,8,1,0,0,,0,,0,0,0,0,0,6.4,7.0,5,7.2,11.3,1,2024-04-21 15:37:00
242,2,48,2,2,2,1,5,1,11,2,0,0,,0,,0,0,0,0,0,4.4,4.0,4,6.4,3.5,2,2024-05-07 08:23:00
243,1,32,2,5,1,1,4,2,4,2,0,0,,0,,0,0,0,0,0,7.5,6.4,4,5.1,0.5,2,2024-02-07 15:23:00
244,2,41,1,3,2,2,4,1,15,1,0,0,,0,,0,0,0,0,0,6.5,3.2,5,6.3,1.7,2,2024-01-22 15:57:00
245,1,39,1,4,1,2,3,1,7,4,0,0,,0,,0,0,0,0,0,5.7,5.7,5,5.5,6.9,2,2024-06-05 08:18:00
246,1,26,2,4,1,3,2,2,2,2,0,0,,0,,0,0,0,0,0,7.8,10.0,4,5.2,9.6,3,2024-06-24 11:47:00
247,1,24,1,4,1,1,3,2,8,2,0,0,,0,,0,0,0,0,0,7.4,8.5,6,4.2,2.4,3,2024-04-05 13:50:00
248,2,48,2,5,1,3,1,1,22,2,1,5,3.0,1,1.0,0,0,0,0,0,4.9,7.8,2,2.2,4.1,2,2024-05-05 10:41:00
249,1,18,2,4,2,2,1,2,1,1,0,0,,0,,0,0,0,0,0,7.5,7.4,5,5.7,5.8,2,2024-01-21 10:32:00
250,1,25,2,2,1,1,3,1,7,1,0,0,,0,,0,0,0,0,0,1.8,1.8,5,6.5,1.0,3,2024-05-24 11:42:00
251,1,59,1,1,1,2,3,1,8,4,0,0,,0,,0,0,0,0,0,1.0,1.5,3,6.3,1.0,0,2024-04-22 13:02:00
252,1,22,2,5,2,4,1,1,2,1,1,1,3.0,1,1.0,0,1,0,0,0,10.0,7.7,5,4.4,2.3,3,2024-02-26 09:53:00
253,2,32,2,4,1,1,4,1,8,1,1,1,3.0,3,0.0,0,0,1,0,0,5.6,10.0,3,2.9,10.8,0,2024-04-19 16:17:00
254,1,31,1,4,1,2,4,1,6,1,0,0,,0,,0,0,0,0,0,6.1,9.1,4,7.2,2.9,2,2024-05-05 14:51:00
255,1,20,2,3,1,1,1,1,3,2,0,0,,0,,0,0,0,0,0,7.0,7.4,3,7.2,16.0,2,2024-01-25 09:49:00
256,2,21,1,3,1,1,2,1,3,4,0,0,,0,,0,0,0,0,0,5.4,6.4,5,7.4,5.8,3,2024-05-04 12:27:00
257,2,48,2,1,2,3,3,1,25,2,0,0,,0,,0,0,0,0,0,2.2,6.5,5,5.7,1.6,2,2024-05-04 13:08:00
258,1,46,1,4,1,1,3,2,7,1,0,0,,0,,0,0,0,0,0,5.3,7.9,4,8.1,5.7,2,2024-04-18 17:02:00
259,1,18,1,3,2,3,2,3,1,1,0,0,,0,,0,0,0,0,0,7.9,8.2,7,5.8,9.8,3,2024-03-05 10:56:00
260,2,31,1,6,2,1,3,3,4,2,0,0,,0,,0,0,0,0,0,6.6,8.9,5,3.8,8.4,3,2024-04-09 12:07:00
261,1,35,2,1,1,1,2,1,18,1,0,0,,0,,0,0,0,0,0,3.1,5.8,4,5.7,5.6,2,2024-01-20 08:09:00
262,1,57,1,3,2,6,3,1,9,1,0,0,,0,,0,0,0,0,0,3.2,5.5,2,7.7,2.7,2,2024-05-03 13:37:00
263,2,39,2,4,1,1,4,1,1,2,1,1,11.0,1,0.0,0,1,1,0,1,5.1,7.0,2,3.5,2.1,2,2024-06-24 10:46:00
264,1,67,1,1,2,5,1,1,14,1,1,1,26.0,2,0.0,1,1,1,0,0,1.0,1.0,1,4.7,3.9,1,2024-01-22 16:25:00
265,2,44,1,3,2,2,2,1,20,1,0,0,,0,,0,0,0,0,0,7.0,4.9,6,6.2,1.8,3,2024-03-30 09:58:00
266,2,23,1,4,1,5,2,2,7,3,0,0,,0,,0,0,0,0,0,10.0,7.6,6,5.8,4.3,3,2024-06-03 17:00:00
267,1,39,1,4,2,2,3,1,20,3,0,0,,0,,0,0,0,0,0,7.1,5.8,4,4.6,4.0,2,2024-01-23 08:07:00
268,1,37,2,4,1,3,4,1,16,3,1,1,53.0,2,1.0,0,1,1,0,0,4.4,8.2,1,4.8,4.1,2,2024-06-19 17:35:00
269,1,36,1,3,1,1,3,1,2,2,1,2,3.0,2,0.0,0,0,0,0,0,5.1,3.8,1,3.8,2.0,1,2024-02-24 13:59:00
270,2,18,1,6,1,4,2,2,2,1,0,0,,0,,0,0,0,0,0,10.0,9.2,3,4.8,12.6,2,2024-01-16 15:29:00
271,1,49,1,4,1,1,4,1,1,3,1,2,2.0,1,0.0,0,1,0,1,1,1.5,7.8,4,2.2,0.5,3,2024-02-05 12:34:00
272,1,34,2,3,1,1,1,1,1,5,0,0,,0,,0,0,0,0,0,3.7,7.5,4,3.9,3.4,2,2024-04-13 11:26:00
273,2,32,1,6,1,2,5,2,6,1,0,0,,0,,0,0,0,0,0,4.6,7.4,5,7.4,9.5,1,2024-04-24 08:23:00
274,1,38,1,4,2,2,4,1,1,1,0,0,,0,,0,0,0,0,0,6.4,9.2,4,5.5,3.0,3,2024-02-19 12:15:00
275,1,33,1,6,2,1,3,2,8,1,1,1,3.0,1,0.0,0,1,0,0,1,10.0,6.7,2,4.0,3.3,3,2024-03-04 08:38:00
276,2,19,2,2,1,1,1,1,2,1,0,0,,0,,0,0,0,0,0,8.3,5.4,7,9.2,11.6,3,2024-04-15 08:27:00
277,1,30,1,3,2,1,3,3,10,2,1,1,32.0,2,0.0,0,1,0,0,0,5.0,7.4,2,6.0,2.8,3,2024-06-15 16:24:00
278,1,37,2,3,2,1,3,3,4,1,1,1,4.0,2,0.0,0,1,1,1,0,4.7,7.6,2,1.7,0.8,1,2024-03-23 12:54:00
279,2,24,2,4,1,5,1,1,1,2,1,1,3.0,2,0.0,1,0,1,0,0,9.1,5.3,3,5.3,16.0,2,2024-02-07 09:58:00
280,1,24,1,3,2,2,6,3,2,1,0,0,,0,,0,0,0,0,0,6.4,5.3,5,5.2,4.5,3,2024-06-28 09:11:00
281,1,40,1,3,2,2,5,2,1,4,0,0,,0,,0,0,0,0,0,9.6,3.0,5,6.0,1.1,3,2024-04-21 14:44:00
282,2,34,2,5,1,1,3,2,8,1,1,1,6.0,3,1.0,1,1,1,0,0,10.0,7.9,1,5.8,2.5,0,2024-03-08 17:44:00
283,2,22,2,3,1,4,1,1,6,2,0,0,,0,,0,0,0,0,0,9.6,6.6,6,4.8,8.6,2,2024-02-20 15:10:00
284,1,40,1,3,2,5,2,2,5,2,1,1,1.0,3,0.0,1,0,1,1,1,6.3,7.2,1,5.3,1.8,3,2024-05-09 12:44:00
285,1,41,2,2,1,2,2,1,24,1,1,2,2.0,2,1.0,0,1,1,1,0,3.6,3.8,3,3.5,1.9,2,2024-02-12 14:03:00
286,2,48,2,4,1,2,4,2,8,2,1,2,14.0,2,0.0,0,0,1,1,0,8.4,7.5,3,1.0,9.5,2,2024-03-08 15:30:00
287,1,29,2,4,1,1,1,2,5,1,0,0,,0,,0,0,0,0,0,6.6,7.2,7,8.0,5.0,3,2024-01-30 16:49:00
288,1,37,1,2,2,3,2,1,16,1,0,0,,0,,0,0,0,0,0,4.4,2.2,3,3.1,2.7,2,2024-06-30 08:01:00
289,2,35,2,3,1,3,3,1,6,3,0,0,,0,,0,0,0,0,0,3.9,5.7,4,5.3,7.0,3,2024-01-24 11:48:00
290,2,53,2,1,1,1,2,1,6,2,1,1,8.0,3,0.0,1,1,0,0,1,4.7,3.0,2,5.2,1.1,1,2024-06-15 16:44:00
291,1,29,2,3,2,1,2,1,6,2,0,0,,0,,0,0,0,0,0,5.3,4.9,6,6.8,7.6,3,2024-03-15 09:16:00
292,2,32,2,1,1,1,3,1,16,1,0,0,,0,,0,0,0,0,0,4.6,2.1,4,5.4,2.8,3,2024-03-25 17:21:00
293,2,33,2,5,1,1,4,1,13,5,0,0,,0,,0,0,0,0,0,7.4,9.3,4,4.3,5.0,0,2024-05-02 17:56:00
294,2,21,2,5,1,5,4,1,3,3,1,1,29.0,1,0.0,1,0,1,1,0,6.1,9.4,3,4.3,10.0,2,2024-01-26 08:00:00
295,2,31,2,3,1,2,4,2,2,2,0,0,,0,,0,0,0,0,0,6.7,6.9,5,7.1,1.1,2,2024-05-10 10:25:00
296,1,18,1,5,2,4,1,2,2,2,0,0,,0,,0,0,0,0,0,10.0,8.2,6,8.5,13.6,3,2024-06-27 11:50:00
297,2,37,2,4,1,1,3,1,20,4,1,1,21.0,2,0.0,1,1,1,0,1,6.1,9.3,1,4.4,1.1,1,2024-01-20 11:58:00
298,2,54,1,3,1,1,4,2,1,2,1,2,2.0,2,1.0,0,1,1,0,1,6.1,5.2,4,1.1,4.6,0,2024-01-31 10:19:00
299,2,55,1,1,2,5,2,2,7,2,0,0,,0,,0,0,0,0,0,3.9,4.1,2,5.6,6.4,0,2024-04-08 16:46:00
300,2,28,2,4,2,1,2,1,3,1,0,0,,0,,0,0,0,0,0,8.0,9.9,5,3.0,3.2,2,2024-03-04 14:09:00
301,2,24,1,4,1,1,1,2,1,1,1,1,13.0,2,1.0,1,1,0,0,0,8.8,7.7,5,2.4,7.5,0,2024-03-27 08:46:00
302,1,66,2,5,1,3,4,2,2,1,1,2,31.0,1,0.0,0,0,0,0,1,5.8,8.8,1,2.9,2.4,0,2024-06-18 13:51:00
303,1,52,1,4,2,1,3,1,24,3,0,0,,0,,0,0,0,0,0,4.5,8.0,5,7.3,6.7,1,2024-03-15 14:43:00
304,1,30,1,6,1,2,4,2,6,3,1,1,32.0,2,1.0,1,1,0,0,1,7.5,9.5,2,1.0,6.5,1,2024-02-29 13:53:00
305,1,39,1,4,1,1,5,1,7,1,0,0,,0,,0,0,0,0,0,3.8,8.9,2,2.7,8.4,2,2024-05-15 10:45:00
306,2,49,1,3,2,3,3,1,16,2,0,0,,0,,0,0,0,0,0,2.3,6.7,4,8.3,4.6,2,2024-02-06 13:12:00
307,1,49,1,3,2,2,1,1,12,2,1,1,1.0,1,0.0,1,0,1,1,0,6.8,6.3,3,2.9,7.0,3,2024-02-23 11:23:00
308,1,18,2,3,2,1,2,3,2,2,0,0,,0,,0,0,0,0,0,8.1,6.3,6,8.8,0.5,3,2024-04-14 08:48:00
309,1,29,2,5,1,1,4,1,4,2,0,0,,0,,0,0,0,0,0,7.2,6.2,3,5.0,11.9,3,2024-07-07 14:59:00
310,2,66,1,5,2,1,4,1,3,3,0,0,,0,,0,0,0,0,0,2.8,10.0,5,6.4,1.6,0,2024-04-14 09:21:00
311,2,32,2,3,1,1,4,1,15,4,0,0,,0,,0,0,0,0,0,5.8,6.8,6,8.1,4.2,1,2024-07-03 08:04:00
312,2,31,2,5,1,3,3,1,15,3,0,0,,0,,0,0,0,0,0,6.6,7.7,3,6.2,0.9,2,2024-03-19 12:12:00
313,1,18,1,4,1,1,3,1,2,2,1,1,16.0,1,1.0,0,1,0,0,1,5.5,10.0,2,5.8,11.3,1,2024-02-05 08:02:00
314,2,28,3,5,1,1,5,2,2,1,1,1,24.0,3,0.0,1,1,0,0,0,10.0,8.9,3,1.7,12.9,2,2024-04-14 09:00:00
315,2,24,1,5,1,4,1,1,8,5,1,2,3.0,1,0.0,0,0,0,0,0,9.3,7.7,5,5.0,16.0,2,2024-05-11 17:49:00
316,1,18,2,4,1,1,2,2,1,3,1,1,8.0,1,1.0,0,0,1,0,0,9.2,10.0,4,4.2,8.7,0,2024-02-07 08:08:00
317,1,41,2,4,2,3,3,3,1,5,0,0,,0,,0,0,0,0,0,4.0,8.2,3,7.1,3.5,1,2024-02-29 09:15:00
318,1,30,2,3,2,2,1,1,3,1,1,1,24.0,2,0.0,0,0,0,1,1,3.6,3.3,2,3.0,1.4,1,2024-03-19 14:54:00
319,1,38,1,5,1,1,4,1,10,2,0,0,,0,,0,0,0,0,0,8.8,6.6,3,6.0,9.9,2,2024-06-08 09:17:00
320,1,42,2,6,1,1,5,2,5,2,1,2,15.0,3,0.0,1,0,1,0,0,8.7,6.7,4,3.1,3.8,0,2024-02-15 14:13:00
321,1,47,1,2,1,2,3,1,2,2,0,0,,0,,0,0,0,0,0,3.7,4.2,3,6.4,4.2,2,2024-05-22 08:54:00
322,2,28,1,5,1,1,2,2,1,1,0,0,,0,,0,0,0,0,0,10.0,10.0,4,6.2,6.0,1,2024-04-06 13:22:00
323,1,32,1,3,2,1,3,1,15,4,0,0,,0,,0,0,0,0,0,3.0,3.1,5,10.0,0.9,2,2024-04-24 10:53:00
324,2,18,1,3,2,1,3,1,1,1,1,2,4.0,1,1.0,1,0,0,1,0,8.0,6.3,6,3.9,1.9,1,2024-07-12 15:50:00
325,2,45,2,4,1,3,3,2,7,1,1,2,10.0,2,0.0,1,1,0,0,0,6.6,7.3,3,4.3,1.5,2,2024-05-04 11:30:00
326,2,22,2,4,1,2,3,1,3,4,0,0,,0,,0,0,0,0,0,7.4,8.5,4,8.4,6.7,3,2024-01-16 10:23:00
327,1,48,2,4,2,1,2,1,17,4,0,0,,0,,0,0,0,0,0,5.2,7.6,7,9.0,3.3,0,2024-06-05 16:16:00
328,1,24,2,4,1,4,2,1,3,5,0,0,,0,,0,0,0,0,0,3.8,7.8,3,7.4,6.2,3,2024-04-01 09:49:00
329,1,31,2,3,1,1,3,1,10,1,1,2,1.0,4,0.0,0,1,1,1,1,2.6,7.0,1,4.1,7.4,1,2024-05-17 09:38:00
330,2,27,2,2,1,3,2,1,5,4,0,0,,0,,0,0,0,0,0,4.8,5.6,7,6.0,2.1,2,2024-06-14 13:48:00
331,2,40,1,3,2,1,3,2,6,3,1,2,18.0,1,0.0,0,0,1,0,1,7.4,8.7,3,3.5,3.0,0,2024-01-16 17:58:00
332,2,41,1,4,1,1,2,1,6,3,0,0,,0,,0,0,0,0,0,5.3,7.8,3,10.0,4.6,0,2024-03-17 10:20:00
333,1,35,1,2,1,3,3,1,8,3,0,0,,0,,0,0,0,0,0,2.4,1.5,4,7.3,1.1,2,2024-02-08 13:14:00
334,1,37,1,2,2,1,2,1,10,1,0,0,,0,,0,0,0,0,0,1.9,3.0,4,7.1,2.4,3,2024-01-31 12:56:00
335,2,31,2,1,2,2,3,1,7,3,0,0,,0,,0,0,0,0,0,2.8,3.6,5,8.2,0.7,3,2024-03-14 15:16:00
336,1,32,1,4,2,3,4,1,10,1,0,0,,0,,0,0,0,0,0,5.0,4.3,5,6.7,8.0,2,2024-04-16 12:20:00
337,1,35,1,4,1,1,1,1,1,1,0,0,,0,,0,0,0,0,0,7.1,8.1,5,5.6,3.4,2,2024-03-14 10:45:00
338,1,44,1,4,1,5,1,1,3,3,1,1,21.0,2,1.0,1,1,1,0,0,5.0,7.0,1,4.8,5.3,3,2024-06-16 11:19:00
339,1,37,2,6,1,3,4,1,9,4,0,0,,0,,0,0,0,0,0,6.9,9.4,2,3.4,3.5,2,2024-06-21 15:09:00
340,1,32,2,4,1,1,3,1,6,4,0,0,,0,,0,0,0,0,0,4.8,6.5,5,5.7,5.4,3,2024-06-06 12:17:00
341,1,37,2,3,2,1,4,1,6,3,1,1,26.0,2,0.0,1,1,1,1,0,6.2,3.5,5,4.8,10.7,1,2024-01-26 12:02:00
342,1,49,1,3,2,5,3,3,15,2,0,0,,0,,0,0,0,0,0,3.7,8.1,5,7.0,9.4,3,2024-01-25 11:01:00
343,2,40,1,4,1,1,2,2,7,1,1,2,6.0,3,0.0,1,0,1,0,0,7.1,7.8,4,1.0,4.2,2,2024-05-14 09:38:00
344,1,63,1,2,2,5,1,1,1,2,0,0,,0,,0,0,0,0,0,1.0,2.7,3,5.4,0.5,2,2024-06-16 16:33:00
345,1,28,1,3,2,1,3,1,8,1,0,0,,0,,0,0,0,0,0,3.9,4.2,7,6.6,3.1,3,2024-06-28 12:41:00
346,1,36,1,3,1,1,5,1,14,1,1,3,26.0,1,1.0,1,0,0,0,1,3.6,6.3,2,4.8,3.8,2,2024-05-27 12:57:00
347,1,34,2,3,2,4,4,1,9,2,1,1,1.0,2,0.0,1,1,0,0,0,6.3,3.3,4,1.7,0.7,3,2024-03-09 14:28:00
348,1,32,2,5,1,1,3,1,3,1,0,0,,0,,0,0,0,0,0,4.7,8.0,5,5.0,1.6,2,2024-06-12 14:51:00
349,2,45,1,4,1,1,3,2,8,4,0,0,,0,,0,0,0,0,0,7.9,7.9,5,4.4,7.3,0,2024-01-29 14:30:00
350,1,24,2,4,1,1,2,2,6,1,0,0,,0,,0,0,0,0,0,7.6,10.0,5,3.2,2.4,2,2024-06-09 09:26:00
351,2,65,2,5,1,5,6,1,2,5,0,0,,0,,0,0,0,0,0,4.2,7.3,4,6.0,2.4,1,2024-04-20 16:40:00
352,1,21,3,4,1,4,4,1,2,2,0,0,,0,,0,0,0,0,0,5.8,7.7,6,6.6,7.2,1,2024-04-11 09:13:00
353,2,24,1,3,2,3,3,1,6,2,0,0,,0,,0,0,0,0,0,5.1,5.3,5,10.0,4.4,2,2024-04-12 10:54:00
354,2,29,3,4,1,1,5,1,10,2,0,0,,0,,0,0,0,0,0,7.3,8.9,4,6.4,16.0,3,2024-06-10 11:08:00
355,1,18,1,4,1,5,3,1,2,4,0,0,,0,,0,0,0,0,0,6.3,8.5,5,4.5,6.2,2,2024-02-09 12:15:00
356,1,32,2,4,1,1,3,2,4,1,1,1,9.0,1,0.0,1,1,0,0,1,8.3,10.0,3,2.9,6.1,2,2024-04-25 13:45:00
357,2,41,1,3,1,1,3,1,21,2,1,1,2.0,4,0.0,1,1,1,0,1,9.0,6.1,3,5.9,1.5,2,2024-04-27 11:38:00
358,1,33,2,3,1,1,3,1,2,2,1,1,2.0,1,1.0,1,1,1,1,0,5.7,7.6,3,2.6,1.6,1,2024-03-14 16:35:00
359,2,27,1,3,2,1,3,2,6,1,1,1,3.0,2,0.0,0,0,1,0,0,9.5,6.0,3,5.4,5.7,2,2024-05-21 12:52:00
360,2,31,2,5,2,1,4,2,6,2,1,2,4.0,1,0.0,0,1,1,0,1,7.7,7.7,1,4.4,7.5,2,2024-02-01 15:53:00
361,1,37,2,4,1,5,4,1,10,1,1,1,41.0,1,1.0,1,0,1,0,0,6.2,7.1,2,4.7,8.6,2,2024-05-03 15:54:00
362,1,31,1,4,2,1,4,2,8,2,0,0,,0,,0,0,0,0,0,7.6,8.1,3,5.8,5.3,2,2024-04-19 15:37:00
