participant_id,age,gender,education,income,banking_years,prev_incident,tech_comfort,t1_attitude,t1_subjective_norm,t1_pbc,t1_intention,t1_knowledge,t1_risk_perception,t1_trust_banking,t2_srb1_check_statements,t2_srb2_strong_passwords,t2_srb3_two_factor_auth,t2_srb4_logout_after_use,t2_srb5_verify_alerts,t2_srb_composite,t2_objective_scenario1_phishing_sms,t2_objective_scenario2_suspicious_email,t2_objective_scenario3_public_wifi,t2_objective_scenario4_password_sharing,t2_objective_scenario5_suspicious_app,t2_objective_score,t2_intention_behavior_gap,t2_gap_category,t2_gap_pbc_moderated,t2_gap_age_moderated,t2_gap_incident_moderated,time_gap_weeks,t2_dropout,completion_status
P0083,24,Male,Master's,49452.9,2,0,3.58,3.9,5.84,5.6,4.19,3.72,7.0,4.83,4.328668690732126,3.015196101234838,4.8925940561662244,4.677219992794462,3.6427086551975343,4.11,1.0,2.0,0.0,2.0,2.0,6.58,1.46,Overperformer,0.7605585891584292,1.3815633105727922,1.4615633105727923,4.48,0,Complete
P0084,28,Male,Bachelor's,20000.0,3,1,7.0,6.19,7.0,6.01,5.66,6.02,4.78,5.15,4.958887637793976,4.849526695764167,4.06729223791296,6.283639121650395,6.168857954009411,5.27,1.0,2.0,1.0,1.0,2.0,7.23,1.88,Overperformer,0.7472839095617865,1.8195852673131614,2.3795852673131614,3.64,0,Complete
P0085,41,Female,Some College,76303.38,3,0,4.12,5.22,5.81,6.48,5.82,3.62,3.73,4.03,2.2690370722817486,5.230259368930989,,4.528863595109148,4.7690539615186305,4.29,0.0,2.0,1.0,2.0,1.0,5.72,0.82,Overperformer,0.20914958283757024,0.8257491852785553,0.8207491852785553,5.71,0,Complete
P0086,22,Male,Bachelor's,20000.0,5,0,4.72,6.8,4.32,7.0,5.83,3.11,4.3,5.26,4.608011171417705,3.1415177712422224,2.9445904227446165,2.8786440272627587,3.683591469385826,3.45,1.0,2.0,1.0,2.0,1.0,6.6,-0.02,Slight Overperformer,-0.0018534582796479009,-0.10853458279648112,-0.018534582796481125,4.58,0,Complete
P0087,20,Male,High School,22868.35,7,0,2.46,6.57,3.57,4.56,5.79,1.36,5.01,4.98,,,,,,,,,,,,,,Missing,,,,3.29,1,Incomplete
P0088,33,Male,High School,29542.74,16,0,4.93,6.92,4.99,6.49,5.51,6.27,2.89,2.9,1.574677187041238,3.6710412043867082,2.697524005195122,2.8144626929734,1.1331897350183446,2.38,0.0,0.0,0.0,2.0,1.0,2.91,-0.93,Underperformer,-0.23612828128969987,-0.9667238649128328,-0.9317238649128328,5.0,0,Complete
P0089,34,Female,Some College,21829.58,4,0,1.53,6.95,5.94,5.92,5.24,4.85,4.98,3.55,3.947153968563957,2.372424180295785,3.0891957575227793,2.67317305584141,2.7373797896435343,2.96,0.0,0.0,1.0,1.0,2.0,3.79,-0.21,Slight Underperformer,-0.08945974177957122,-0.24064557478726753,-0.21064557478726753,2.84,0,Complete
P0090,41,Male,Master's,23108.4,15,1,5.54,5.37,4.3,5.89,5.34,5.19,5.28,4.1,,3.0773383082119334,2.231308031882593,1.539936389970923,1.2260622325022803,1.96,1.0,0.0,0.0,2.0,0.0,3.41,-1.27,Underperformer,-0.5474546873242323,-1.2632357313374456,-0.7682357313374455,3.15,0,Complete
P0091,37,Male,High School,162244.48,7,1,5.59,3.81,4.42,6.98,3.81,5.44,4.08,3.82,2.4974434853351557,1.8556590053711584,2.1027689698223835,2.3514551327865094,2.71085826865546,2.3,0.0,0.0,0.0,1.0,1.0,1.15,-0.16,Slight Underperformer,-0.016346949581007214,-0.1709535329639461,0.3440464670360539,3.2,0,Complete
P0092,34,Female,High School,20000.0,2,0,6.54,3.94,7.0,3.91,4.89,3.75,4.36,6.43,6.0442666658556,2.915315109284102,6.073372801140465,5.213857374393334,6.17360398681015,5.28,0.0,0.0,1.0,2.0,0.0,2.68,2.29,Overperformer,2.3448887024528333,2.2552182868264534,2.2852182868264532,5.33,0,Complete
P0093,25,Female,High School,200000.0,5,0,2.97,2.7,6.2,3.8,2.53,4.13,5.26,4.81,3.515035986816311,4.321747953257141,2.916871376186832,2.470987455722577,2.554563257726687,3.16,0.0,2.0,1.0,2.0,1.0,5.86,1.34,Overperformer,1.416879145962075,1.26237524987507,1.33737524987507,3.82,0,Complete
P0094,33,Male,Master's,51518.77,2,0,4.74,3.9,6.3,4.95,4.92,6.23,5.89,3.79,4.3122666137771155,3.594953972290377,4.247576136533988,4.031573198273784,3.4348353485548238,3.92,1.0,1.0,0.0,1.0,2.0,5.86,0.91,Overperformer,0.650410218629661,0.8737768562645735,0.9087768562645735,3.37,0,Complete
P0095,34,Female,Bachelor's,39090.87,4,0,5.35,5.28,2.9,4.24,3.34,4.27,4.52,4.16,2.66014256654596,3.3454751860477643,1.8543198531484582,2.59013190773296,3.7400475753881324,2.84,2.0,1.0,0.0,2.0,2.0,6.86,0.61,Slight Overperformer,0.5665869736880238,0.5813804309045223,0.6113804309045223,4.16,0,Complete
P0096,25,Other,Some College,53156.32,4,0,5.16,4.53,3.88,4.95,4.49,4.88,5.82,4.14,,1.0,1.9946690352595955,1.7641837806554217,1.998481077921858,1.99,2.0,2.0,2.0,2.0,2.0,10.0,-0.82,Slight Underperformer,-0.584642314264753,-0.8912777413732882,-0.8162777413732882,4.54,0,Complete
P0097,61,Male,Bachelor's,200000.0,6,0,3.2,4.98,4.9,6.69,5.88,5.31,5.65,4.43,4.660014152025977,4.471574378694505,4.301335701306769,6.110298634871184,4.86307010241179,4.88,1.0,0.0,1.0,0.0,1.0,3.21,1.39,Overperformer,0.2684949428301717,1.4915281071845343,1.3865281071845343,5.59,0,Complete
P0098,36,Male,Bachelor's,20000.0,8,1,1.0,5.79,3.5,3.83,4.09,4.96,5.55,3.4,,,,,,,,,,,,,,Missing,,,,2.5,1,Incomplete
P0099,23,Female,Bachelor's,20000.0,5,0,5.02,4.84,6.88,4.07,3.5,3.81,4.78,3.74,1.3811001128493827,3.387753333892311,2.7827777208221662,3.977474550722172,3.958986457751202,3.1,2.0,0.0,0.0,2.0,2.0,6.28,0.79,Overperformer,0.7772442556956881,0.7097565865093656,0.7947565865093655,5.26,0,Complete
P0100,41,Female,High School,20000.0,3,0,4.27,3.85,6.63,4.74,3.66,3.95,4.03,5.8,,,,,,,,,,,,,,Missing,,,,2.0,1,Incomplete
P0101,43,Male,Master's,37261.45,13,0,3.65,5.14,4.11,4.18,3.45,5.17,7.0,5.04,1.4021387230198603,1.3405071419197363,2.2101855451102663,1.5101305439214314,,1.52,2.0,2.0,0.0,1.0,2.0,7.49,-0.76,Slight Underperformer,-0.7146379152335067,-0.7405160646707286,-0.7555160646707286,4.91,0,Complete
P0102,36,Female,Some College,20000.0,17,0,5.65,4.12,7.0,1.82,1.85,5.16,6.19,4.6,1.0,,1.5580716896778342,1.5301305642032403,1.783587180601378,1.59,2.0,2.0,1.0,2.0,1.0,9.23,0.11,Slight Overperformer,0.18185438524481534,0.08995605249363049,0.1099560524936305,5.16,0,Complete
P0103,28,Male,Bachelor's,36970.35,5,0,4.43,4.88,4.79,3.69,4.8,5.75,6.61,4.8,1.458211134099372,2.0969606116634782,1.544638630194915,1.0,1.929944325981761,1.61,1.0,2.0,1.0,1.0,1.0,5.58,-1.35,Underperformer,-1.47559681698339,-1.4092359953651508,-1.3492359953651507,5.22,0,Complete
P0104,24,Female,High School,140763.68,7,0,2.52,6.81,7.0,5.46,5.72,4.83,5.41,4.74,2.1532015536360993,1.740164659599404,,1.9771851436144061,1.1575588743475729,1.86,2.0,2.0,2.0,1.0,2.0,8.45,-1.56,Underperformer,-0.8730002102519657,-1.6353094134247617,-1.5553094134247616,4.57,0,Complete
P0105,30,Female,Some College,40991.74,5,0,1.6,4.88,4.99,6.51,4.16,4.89,5.32,4.53,1.0,1.0,1.5980274660161529,1.0,1.089974266136664,1.14,2.0,0.0,2.0,2.0,0.0,6.45,-1.5,Underperformer,-0.368396524234915,-1.5461457934766598,-1.4961457934766598,2.93,0,Complete
P0106,35,Female,Some College,28734.44,6,0,2.81,7.0,5.55,2.88,5.53,3.33,6.04,5.47,3.3449311526813688,4.70811785404165,4.798719073544861,4.405386218299188,4.997321848405235,4.45,1.0,2.0,2.0,1.0,1.0,6.87,1.13,Overperformer,1.5090176822817194,1.1054012990915174,1.1304012990915173,4.75,0,Complete
P0107,31,Female,Bachelor's,22147.32,6,0,7.0,6.92,6.62,2.88,3.99,3.13,3.48,5.38,,,,,,,,,,,,,,Missing,,,,2.93,1,Incomplete
P0108,52,Other,High School,74519.0,2,0,5.58,4.5,6.46,4.54,4.66,5.17,4.27,2.76,1.0,1.0,1.391782035822821,1.0,1.0,1.08,2.0,2.0,2.0,1.0,2.0,9.02,-1.81,Underperformer,-1.5138013972116433,-1.7479519141643034,-1.8079519141643035,3.06,0,Complete
P0109,38,Female,Bachelor's,20000.0,4,0,4.78,3.87,5.46,1.59,2.23,3.14,4.62,4.63,4.616935371829004,4.596707634159324,4.1957319135908815,3.496064398019015,2.710562149637388,3.92,1.0,1.0,2.0,2.0,2.0,7.49,2.25,Overperformer,3.881811340369614,2.2445732565080703,2.25457325650807,3.54,0,Complete
P0110,24,Female,High School,159072.72,11,0,4.23,5.14,4.62,3.88,2.4,3.97,5.0,2.84,,2.123870262832701,1.6198815580973982,2.6990002042858476,1.3439459152792919,1.81,0.0,1.0,1.0,2.0,1.0,5.75,0.06,Slight Overperformer,0.059985587856898136,-0.022148411751570604,0.0578515882484294,3.63,0,Complete
P0111,23,Female,Bachelor's,170533.63,10,0,4.13,6.58,5.47,2.07,2.81,6.07,4.53,5.63,2.6059067381724517,2.3394544850313856,1.6637243194882023,2.8740071769868303,2.8387364197253353,2.46,1.0,1.0,2.0,2.0,2.0,9.26,0.51,Slight Overperformer,0.8018033369890403,0.42274758575792565,0.5077475857579257,4.24,0,Complete
P0112,36,Female,Master's,44596.05,4,1,6.25,4.61,3.74,6.42,4.34,5.83,5.87,5.8,1.1909091561167044,1.0,1.0,1.4717028968660881,1.0,1.13,0.0,1.0,2.0,2.0,2.0,6.39,-1.59,Underperformer,-0.43794867405858784,-1.612573908665072,-1.092573908665072,3.3,0,Complete
P0113,29,Female,Bachelor's,35982.5,7,0,3.76,6.29,5.0,3.42,4.97,4.45,5.59,4.01,,,,,,,,,,,,,,Missing,,,,4.33,1,Incomplete
P0114,40,Male,Bachelor's,82828.53,5,0,5.37,6.65,3.36,6.81,5.67,3.56,7.0,4.65,2.057696341905162,4.465054023239739,4.007552080076648,5.345024031248759,1.3280544636416103,3.44,1.0,0.0,2.0,2.0,1.0,5.69,0.05,Slight Overperformer,0.007668123549756767,0.04921469213484286,0.04921469213484286,2.63,0,Complete
P0115,36,Female,Bachelor's,87189.47,9,1,3.98,4.27,2.48,6.06,4.31,3.81,7.0,2.06,4.902979140815747,3.7119975658689937,4.623652299465154,4.778877397523917,4.099271423006973,4.42,1.0,1.0,1.0,2.0,2.0,6.66,1.71,Overperformer,0.6540965360060307,1.690856798430585,2.210856798430585,4.04,0,Complete
P0116,30,Female,Some College,20000.0,2,0,7.0,4.39,4.87,3.6,2.12,5.3,4.11,6.06,1.9537663926111206,2.3246696074401423,1.5814601775280057,2.766828748312381,2.4115012908604907,2.21,2.0,2.0,1.0,0.0,1.0,5.62,0.59,Slight Overperformer,0.6665400338127891,0.5443538215952548,0.5943538215952548,3.73,0,Complete
P0117,24,Female,Master's,23831.32,8,0,5.61,6.06,6.44,3.0,5.32,3.95,5.66,5.72,4.471156125672906,4.85695436310305,3.236883627934919,4.970491142528463,6.473041595367421,4.8,2.0,0.0,1.0,2.0,2.0,6.99,1.59,Overperformer,2.060888915841031,1.505027215017197,1.5850272150171971,5.01,0,Complete
P0118,21,Other,Some College,20000.0,14,0,6.37,5.38,6.0,4.23,4.69,3.16,5.66,6.3,1.9129485931332189,1.6508876131555572,1.2724307011127722,1.6665428225952452,1.0,1.5,2.0,1.0,1.0,2.0,0.0,5.74,-1.4,Underperformer,-1.3021511233170517,-1.4932242066508727,-1.3982242066508728,5.11,0,Complete
P0119,33,Female,Bachelor's,50375.08,3,0,3.62,4.38,4.69,4.35,3.9,5.82,5.48,6.73,2.048186980879587,3.8584794007906185,1.7628549446622548,2.4036935882891766,,2.43,0.0,2.0,2.0,2.0,1.0,6.5,-0.07,Slight Overperformer,-0.06592737007377283,-0.10874825593169021,-0.07374825593169021,3.83,0,Complete
P0120,22,Female,Bachelor's,61901.66,13,1,6.09,4.78,7.0,4.98,5.73,4.27,4.31,3.21,3.4753219295246427,2.397332299729536,3.662512760018383,3.1802150264749587,1.1871779181938986,2.78,0.0,2.0,2.0,2.0,1.0,6.63,-0.64,Slight Underperformer,-0.452922420607049,-0.732791183804618,-0.14279118380461808,2.04,0,Complete
P0121,24,Male,Some College,20000.0,7,0,4.03,5.12,4.06,3.41,4.71,3.13,4.49,5.95,3.904649083297605,3.0456835397268014,3.675655302572433,,3.4602236504290227,3.71,2.0,2.0,1.0,2.0,2.0,9.73,0.8,Overperformer,0.939648464343136,0.7189201352696278,0.7989201352696278,2.53,0,Complete
P0122,32,Male,Some College,25231.31,5,0,4.67,3.32,2.31,5.54,4.6,4.72,5.76,6.72,3.0573853483540256,,3.363087299739004,3.0147215068091318,1.7983446480783218,3.13,1.0,2.0,2.0,2.0,1.0,7.93,0.28,Slight Overperformer,0.1486866661610069,0.23713465767148859,0.2771346576714886,5.12,0,Complete
P0123,31,Female,Bachelor's,20000.0,4,0,6.95,6.12,1.96,4.87,3.98,5.46,4.46,2.86,4.485258419219196,3.2152441873535,4.004817263573322,2.491534183881048,5.511124646055848,3.94,0.0,0.0,2.0,1.0,2.0,4.94,1.4,Overperformer,1.031654017718065,1.35184104346444,1.3968410434644398,3.86,0,Complete
P0124,22,Female,Master's,20000.0,13,0,2.94,4.63,3.26,4.02,2.85,2.49,5.68,4.58,3.5241036398013654,3.6727258287853206,2.2247250541551216,,2.759143447843147,3.08,2.0,0.0,1.0,2.0,1.0,5.01,1.11,Overperformer,1.0980944734350195,1.0158732234870411,1.1058732234870412,5.75,0,Complete
P0125,45,Male,Master's,56433.24,5,0,4.8,1.86,5.86,3.5,3.92,3.7,5.23,4.33,1.0,1.0,1.4487477719921844,,1.0,1.09,1.0,0.0,0.0,1.0,2.0,3.73,-1.43,Underperformer,-1.6392931899796133,-1.401642092244612,-1.426642092244612,4.9,0,Complete
P0126,45,Female,Bachelor's,20195.49,15,0,5.16,5.17,3.97,4.24,2.95,3.63,5.66,5.91,,,,,,,,,,,,,,Missing,,,,4.26,1,Incomplete
P0127,37,Male,Bachelor's,28547.92,14,0,5.28,4.31,5.4,3.36,5.27,4.68,4.45,1.69,3.6460078993124583,3.526570307854237,5.552800884245419,4.232301657076096,3.3991462852423266,4.07,2.0,2.0,2.0,1.0,2.0,9.45,0.88,Overperformer,1.0479946837526914,0.8633806711004565,0.8783806711004565,4.13,0,Complete
P0128,37,Male,Master's,20000.0,4,0,3.82,7.0,6.94,4.58,5.34,4.95,5.67,7.0,2.723449731040207,2.7242791896080663,2.6618847300198065,3.8359981913830934,3.6070165181193996,3.11,0.0,0.0,2.0,0.0,2.0,4.59,-0.12,Slight Overperformer,-0.0969846337655087,-0.13249222654636472,-0.11749222654636471,2.85,0,Complete
P0129,37,Female,High School,42175.39,5,1,7.0,4.5,3.37,4.62,3.02,3.17,4.53,4.65,1.2363200045164557,1.2972741395870182,1.9631603865623084,1.2703829781967575,2.7453183410418673,1.7,2.0,0.0,0.0,2.0,1.0,4.25,-0.36,Slight Underperformer,-0.29547489153004314,-0.3779396565891323,0.1370603434108677,3.37,0,Complete
P0130,43,Female,High School,35051.77,1,0,2.56,3.88,5.42,4.87,3.21,1.76,5.68,5.99,1.850390684710785,1.758814036951288,1.0,1.5508007671500392,2.512138937118235,1.73,2.0,2.0,1.0,2.0,1.0,7.11,-0.43,Slight Underperformer,-0.3146552799765777,-0.4101621846288631,-0.4251621846288631,4.42,0,Complete
P0131,39,Female,Bachelor's,20268.69,5,0,6.69,5.81,5.5,6.97,4.61,5.55,6.97,4.72,3.4019069966740605,4.1234908176740594,3.6630938774651978,4.694976962857013,2.5308961388773015,3.68,0.0,1.0,2.0,2.0,0.0,5.76,0.82,Overperformer,0.0889360436421397,0.8171254703698482,0.8221254703698482,3.65,0,Complete
P0132,24,Male,Master's,31219.2,6,0,6.32,4.41,3.68,4.31,3.9,2.32,5.79,5.44,1.0,3.266489407823253,3.695771270098406,2.0184376381606706,2.8005175270648954,2.56,2.0,2.0,1.0,2.0,2.0,9.24,0.05,Slight Overperformer,0.04789126829725162,-0.027118096290165303,0.0528819037098347,4.47,0,Complete
P0133,29,Female,Master's,41950.09,12,1,7.0,4.26,6.56,5.91,4.95,4.41,5.85,1.78,2.4191434749819725,2.673804331240378,3.8749542563174106,3.123274161403617,4.359956647456855,3.29,2.0,1.0,2.0,2.0,2.0,8.97,0.26,Slight Overperformer,0.11116236884396441,0.2046833592270551,0.7596833592270551,5.03,0,Complete
P0134,72,Female,Some College,20000.0,15,0,2.12,5.81,4.43,4.82,3.57,3.8,6.4,4.3,1.0,2.0214682025182564,2.4381845832741225,2.216209811226673,2.035920657722345,1.94,2.0,2.0,0.0,1.0,1.0,6.38,-0.4,Slight Underperformer,-0.2988939895998003,-0.23663559240896195,-0.39663559240896196,3.82,0,Complete
P0135,19,Male,High School,20000.0,9,0,3.2,3.95,4.3,4.17,3.43,4.24,3.96,5.9,1.2624896004588968,1.1177631819141198,1.0043291486630177,2.198345755116969,2.253628909729196,1.57,1.0,2.0,0.0,1.0,1.0,4.38,-0.7,Slight Underperformer,-0.6658620461875903,-0.8058612289585871,-0.7008612289585872,3.57,0,Complete
P0136,27,Other,Some College,153961.76,11,0,6.74,3.45,7.0,4.33,3.07,6.48,7.0,5.18,,2.2917373856899204,2.546332882573354,1.9099414555369243,2.2908831823193596,2.39,2.0,2.0,0.0,2.0,1.0,6.56,0.3,Slight Overperformer,0.2724577449035898,0.23771505507958451,0.3027150550795845,3.1,0,Complete
P0137,46,Female,High School,21881.17,5,0,1.68,7.0,5.48,4.42,5.43,7.0,4.34,2.67,4.995887929026051,5.290967592319799,6.634508539066815,6.986479985319715,5.233214667655675,5.83,2.0,1.0,1.0,0.0,1.0,4.59,2.55,Overperformer,2.2344204186149965,2.584478452767231,2.5544784527672313,4.83,0,Complete
P0138,25,Male,Some College,33610.44,2,0,2.09,5.9,6.0,4.89,4.88,1.55,6.47,4.88,1.0488408235097453,1.3637401376444633,2.0564026995512585,2.294662406285033,1.9604255578148047,1.74,2.0,0.0,1.0,2.0,1.0,5.99,-1.25,Underperformer,-0.9172960630386537,-1.3272854814556279,-1.252285481455628,4.75,0,Complete
P0139,39,Female,Bachelor's,81525.55,7,0,3.77,4.88,6.56,3.16,3.74,5.48,6.32,3.74,,,,,,,,,,,,,,Missing,,,,6.19,1,Incomplete
P0140,31,Female,High School,200000.0,11,0,4.79,5.2,3.95,2.45,2.3,3.77,4.51,3.62,1.0,1.0,1.0,1.1066257887656912,1.0,1.02,2.0,2.0,0.0,2.0,1.0,6.6,-0.68,Slight Underperformer,-0.9987301386066681,-0.7265209906861153,-0.6815209906861153,4.18,0,Complete
P0141,25,Female,Master's,20000.0,1,0,6.89,5.81,6.42,5.42,4.95,5.57,6.61,2.82,1.4412101523073588,,2.21572877204465,2.060285899582158,3.113049396147439,2.12,1.0,2.0,1.0,2.0,2.0,7.83,-0.91,Underperformer,-0.5252281610347402,-0.9881304592773341,-0.9131304592773342,3.9,0,Complete
P0142,19,Female,Some College,52044.88,6,0,4.22,6.37,4.15,5.76,4.71,5.44,6.05,5.6,4.238850140878886,5.142280946201068,2.847952579845394,3.0499662536425283,2.492501787515921,3.55,1.0,2.0,2.0,2.0,1.0,9.4,0.64,Slight Overperformer,0.30396898318457805,0.5379287321395267,0.6429287321395267,4.47,0,Complete
P0143,33,Female,Bachelor's,20618.79,1,1,3.59,4.29,4.09,5.54,4.58,6.11,7.0,6.25,3.2099331406464753,3.8839298778509184,3.628968294960767,,3.2509871698724626,3.59,1.0,0.0,1.0,0.0,1.0,3.12,0.75,Slight Overperformer,0.4010820886323422,0.7121264356367566,1.2471264356367566,3.71,0,Complete
P0144,24,Female,High School,23599.19,3,1,4.97,5.64,4.45,4.72,4.6,4.43,5.71,7.0,1.5644787677556766,2.805855376553907,2.174499177167378,2.6479353874526463,2.09638873130499,2.26,2.0,1.0,0.0,2.0,1.0,6.78,-0.6,Slight Underperformer,-0.469891113269319,-0.6786547047467669,-0.09865470474676696,3.11,0,Complete
P0145,30,Male,Some College,20411.02,6,0,5.2,4.59,3.99,5.57,5.04,2.67,5.38,2.88,,5.3325508130552866,3.7303701293835356,3.8965530291017916,3.6319289655839335,3.84,2.0,1.0,1.0,2.0,2.0,7.86,0.76,Overperformer,0.40085404915731837,0.7095303791435577,0.7595303791435577,4.09,0,Complete
P0146,37,Male,High School,20000.0,15,0,5.16,4.97,5.87,5.5,4.48,5.39,4.93,5.8,5.405410037183278,3.945562126079028,2.571930794903732,4.0597920525787305,2.980196582065439,3.79,2.0,2.0,2.0,2.0,2.0,9.92,1.0,Overperformer,0.549347829189327,0.9831612394895292,0.9981612394895292,4.46,0,Complete
P0147,42,Male,PhD,35135.49,6,0,4.23,5.39,5.15,5.6,3.4,4.18,3.58,5.88,2.7478866855482753,2.227300331015744,2.737771418895595,2.8671171068530956,1.8997757262824877,2.5,2.0,2.0,0.0,1.0,1.0,6.69,0.24,Slight Overperformer,0.12529576591247116,0.2513266776591958,0.2413266776591958,4.52,0,Complete
P0148,27,Female,Master's,20000.0,9,1,1.57,5.19,4.16,3.3,4.5,3.65,5.15,4.05,1.0,1.0,1.0,1.0,1.2787479564532869,1.06,2.0,1.0,2.0,2.0,2.0,9.39,-1.75,Underperformer,-2.119990424787962,-1.8156010873713968,-1.2506010873713969,4.44,0,Complete
P0149,25,Female,Bachelor's,77454.51,7,0,3.12,6.08,5.68,2.96,3.4,3.29,5.2,3.61,3.1042598439683777,,2.5345825357302245,3.0407330654837157,3.3126334017488483,2.9,1.0,2.0,1.0,2.0,2.0,7.88,0.65,Slight Overperformer,0.8521365437393441,0.5751287102872384,0.6501287102872384,5.06,0,Complete
P0150,22,Female,High School,37949.15,3,1,6.63,5.78,4.44,3.96,3.32,5.51,5.79,3.39,1.8051754797053918,1.1470987695978472,3.420492386320917,1.2505865540818792,2.3445348954303076,1.99,2.0,0.0,2.0,1.0,2.0,7.67,-0.22,Slight Underperformer,-0.2242140427856547,-0.3112931756521561,0.2787068243478439,4.52,0,Complete
P0151,43,Male,Master's,50916.79,8,0,4.78,3.39,4.37,4.48,3.65,6.41,3.93,4.11,2.6235530116114982,1.734315974145384,2.6695535731917643,2.0370319402490003,2.712583217239012,2.36,0.0,2.0,1.0,2.0,2.0,8.48,-0.02,Slight Overperformer,-0.019890603689421475,-0.00820141481880533,-0.023201414818805333,4.27,0,Complete
P0152,67,Male,Some College,25010.45,2,0,4.02,3.57,4.86,4.16,3.95,2.21,5.24,5.06,1.1274801026342611,1.5864328655293236,1.0,1.9878839542892452,,1.88,0.0,0.0,2.0,2.0,0.0,3.45,-0.65,Slight Underperformer,-0.6155342248570614,-0.5118366739099811,-0.6468366739099811,2.73,0,Complete
P0153,45,Female,High School,27071.5,6,0,6.18,4.76,5.4,1.87,2.83,4.93,6.13,6.57,2.1581117512614694,2.8684254824564643,3.70093846182038,2.576295045492738,2.701363455894038,2.8,2.0,2.0,1.0,1.0,1.0,7.25,0.83,Overperformer,1.3614487517557936,0.8560587789818305,0.8310587789818304,4.25,0,Complete
P0154,49,Female,Bachelor's,45709.03,13,0,2.8,7.0,5.31,6.91,5.49,3.44,6.24,6.24,4.079248638945383,3.6855212347540225,5.033240480149228,3.4252033005065035,4.531838689040405,4.15,0.0,2.0,2.0,2.0,2.0,7.84,0.85,Overperformer,0.1074944256500382,0.8921525386384684,0.8471525386384684,3.83,0,Complete
P0155,25,Female,Master's,20000.0,6,1,4.16,4.18,4.33,4.12,3.45,1.8,3.45,2.7,2.950510839149509,1.495367982898232,3.030924426197461,2.3680968916992367,2.5587703032493327,2.48,1.0,1.0,2.0,1.0,2.0,6.28,0.2,Slight Overperformer,0.19275642515972705,0.1247270354434102,0.6997270354434102,2.88,0,Complete
P0156,36,Female,High School,27271.78,7,0,4.71,4.95,5.9,4.74,5.7,4.22,6.28,3.77,2.539727914597747,1.2172544373506637,2.481147233276968,1.9930019817306952,3.368831169292557,2.32,2.0,1.0,2.0,0.0,0.0,4.65,-1.08,Underperformer,-0.8430781752199352,-1.1043949275359521,-1.0843949275359521,4.5,0,Complete
P0157,41,Female,High School,20000.0,4,0,3.84,4.56,4.51,6.24,4.76,2.75,5.23,6.49,5.126984773806282,4.4591551180977085,3.2584858637887306,6.210896166438861,4.588268763693598,4.73,2.0,0.0,0.0,2.0,1.0,5.72,1.79,Overperformer,0.5861478292703901,1.7959158882144863,1.7909158882144864,4.52,0,Complete
P0158,23,Male,Master's,20000.0,2,0,4.65,4.54,3.95,1.22,1.86,1.63,5.3,3.85,1.5935683850913367,1.4452893854732072,1.8041218492217264,2.009677666985163,1.1680493103211325,1.6,2.0,1.0,1.0,2.0,1.0,5.71,0.12,Slight Overperformer,0.21951055210566173,0.034631557812752914,0.11963155781275292,4.43,0,Complete
P0159,56,Male,High School,20000.0,5,0,4.22,5.41,2.89,3.78,2.95,2.83,2.9,4.73,,,,,,,,,,,,,,Missing,,,,4.56,1,Incomplete
P0160,21,Female,High School,106028.3,10,0,2.4,6.88,6.08,3.96,4.66,2.46,7.0,2.58,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,5.48,-1.89,Underperformer,-1.9107603717351835,-1.9820043924347643,-1.8870043924347644,4.12,0,Complete
P0161,52,Female,Bachelor's,20968.34,7,0,4.77,5.75,4.82,4.03,4.49,3.03,5.69,6.3,2.705879236656255,2.9172574811591434,1.7594111716130467,3.0738159741989906,3.300266637813449,2.75,2.0,1.0,2.0,2.0,1.0,8.82,-0.05,Slight Overperformer,-0.048541705549878154,0.011029816069572498,-0.04897018393042751,3.75,0,Complete
P0162,21,Other,Master's,92106.5,2,1,2.51,4.24,5.07,4.26,4.38,2.01,3.82,2.31,2.639145564437628,2.9334334615894666,,1.8212600993995713,1.6371906037529385,2.17,1.0,2.0,1.0,2.0,2.0,7.69,-0.57,Slight Underperformer,-0.5262715847787939,-0.6652588624830813,-0.07025886248308133,5.77,0,Complete
P0163,23,Female,Bachelor's,85394.23,1,0,4.75,7.0,6.16,6.53,6.04,3.41,5.91,2.66,2.642779538326282,3.378408542399045,3.013946967077217,2.417799640644411,3.895840714075742,3.07,2.0,1.0,1.0,2.0,2.0,7.89,-0.51,Slight Underperformer,-0.12307714880957837,-0.5931561885925944,-0.5081561885925945,4.15,0,Complete
P0164,36,Female,PhD,20000.0,3,0,6.56,5.29,4.18,5.44,3.93,2.93,5.88,6.17,,,,,,,,,,,,,,Missing,,,,2.0,1,Incomplete
P0165,32,Female,Bachelor's,20000.0,5,0,4.08,4.51,3.01,5.84,3.95,4.56,6.84,7.0,4.223876810004849,3.9614087104698448,2.8388646538983604,2.84776808161008,,3.55,2.0,0.0,2.0,2.0,1.0,7.49,1.02,Overperformer,0.458047700342873,0.9832840185619083,1.0232840185619083,2.0,0,Complete
P0166,27,Female,High School,200000.0,5,0,2.74,6.89,4.89,4.57,5.46,4.89,5.16,4.42,4.305639883487611,2.78182935536561,3.567480905951513,3.9553386664297157,4.047934988189194,3.73,0.0,2.0,2.0,2.0,2.0,8.46,0.45,Slight Overperformer,0.36951853950382185,0.38009072204855293,0.44509072204855293,5.2,0,Complete
